cluster,Common_Intercept_z,Common_Slope_z,Congruent_Intercept_z,Congruent_Slope_z,Incongruent_Intercept_z,Incongruent_Slope_z
0,0.3882990420155948,0.808574192457865,0.019551472471143444,0.01692403526997815,0.10379485767052297,0.15544761220724856
1,-0.13918274609936412,-0.505749621815549,0.09260590924948695,0.0913012798734901,-0.24695827710837012,-0.4137983442890404
2,1.1699077270695628,1.4775567399983918,1.180699552319056,1.182136912131937,1.214256800127104,1.3639553918608904
3,-1.070244683663344,-0.6485513015755243,-1.058542630150665,-1.058895620818231,-0.940395662895553,-0.8416768277013711
4,-1.4890538006188458,-1.226673353911643,-1.7945202411825574,-1.7922474295593227,-1.6613296658668957,-1.6012761767306043
5,0.5265270570818784,-0.00015677046616356161,0.6773071424118672,0.6781334865955674,0.7338473674651944,0.6522975311974206
