UID,TEST,LocationType,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A065,T3,Destination,106.41,0.12489203,-1.1818291,0.12517362625204323,-1.2379581458038507,-0.7595395377740909
A065,T4,Destination,187.43,-1.0915083,-0.9220074,-1.3570927685273677,-0.9640841821660481,-0.1760245237093983
A066,T1,Destination,1.0,0.03757501,-0.2369096,0.018771908621564037,-0.24193337657306466,-0.14681085202313107
A066,T2,Destination,23.35,-0.42152458,-0.34996164,-0.5406721143128967,-0.36109975217656276,-0.05668420053680459
A066,T3,Destination,73.79,-0.91012734,-1.2297783,-1.1360677531355774,-1.2885006426671293,-0.42883116404343163
A066,T4,Destination,164.93,-1.2444345,-1.5177912,-1.5434437268021943,-1.5920905064152997,-0.48996606104091633
A067,T1,Destination,1.0,-0.3772701,-0.7136271,-0.48674502558673904,-0.7444337884343684,-0.29620808607990246
A067,T2,Destination,29.91,-0.75470644,-1.6840695,-0.9466768335224832,-1.76736184475215,-0.7628996359449868
A067,T3,Destination,73.19,-0.75410956,-1.9274367,-0.9459494947147767,-2.02389137898056,-0.9130900678809531
A067,T4,Destination,144.19,-1.4940736,-2.0146925,-1.847645920460738,-2.115866344106212,-0.7093053525507996
A068,T1,Destination,1.0,1.4733075,2.179757,1.768309432850916,2.3054368412843798,0.8428012496696423
A068,T2,Destination,30.49,-0.34633532,1.4514263,-0.44904889570826867,1.5377149164101485,1.0273065820911715
A068,T3,Destination,82.98,-0.3125315,0.42876357,-0.40785664578412395,0.4597422323358166,0.3852924980330207
A068,T4,Destination,155.59,-0.21757181,0.28106436,-0.2921418158270567,0.30405482028027186,0.2612156610789954
A069,T1,Destination,1.0,-0.18573126,0.4284194,-0.2533419437024794,0.4593794481570309,0.3409451087351483
A069,T2,Destination,24.96,-0.75497293,-0.9245045,-0.9470015696819554,-0.9667163359645952,-0.29470110501333185
A069,T3,Destination,79.75,-0.45664144,-1.7875651,-0.5834643926314774,-1.8764549273971813,-0.9304293545191846
A069,T4,Destination,140.22,-0.621072,-1.3160499,-0.7838341947037601,-1.3794381780668863,-0.5826100649880915
A070,T1,Destination,1.0,-0.025029317,-0.49763846,-0.05751571461500754,-0.5167635632855898,-0.2857025455778447
A070,T2,Destination,24.25,-0.7115501,-0.66268843,-0.8940879029492118,-0.6907401383068462,-0.14846289197517842
A070,T3,Destination,81.92,-0.60091597,-1.7471137,-0.7592727035693689,-1.8338157434772155,-0.8552823600983582
A070,T4,Destination,149.2,-0.9432329,-2.2185535,-1.1764091258383895,-2.3307530148545212,-1.0266718861168083
A071,T1,Destination,1.0,-0.09704123,0.74664927,-0.14526712016064613,0.7948205442811908,0.5061939696046949
A071,T2,Destination,30.92,-0.43790084,-0.14447047,-0.5606276990587266,-0.14449474489476338,0.07565625835022922
A071,T3,Destination,79.96,-0.8310883,-0.4445975,-1.039753316203761,-0.46085392236508876,0.027550079299594854
A071,T4,Destination,153.27,-0.20154567,-1.0832429,-0.2726128760741136,-1.1340399844109064,-0.5851597223284795
