UID,TEST,LocationType,theta_accuracy,TSVR_hours,theta_confidence,Z_accuracy,Z_confidence,calibration
A037,T2,Destination,0.8601754,23.7,0.39995757,1.0211663377890057,0.4293782812241484,-0.5917880565648572
A037,T3,Destination,0.52264977,72.08,0.02613512,0.6098684398956785,0.03533792170724036,-0.5745305181884381
A037,T4,Destination,-0.7062983,143.66,-1.3213162,-0.8876882280559122,-1.3849893019903528,-0.49730107393444056
A038,T1,Destination,1.0395416,1.0,0.93066376,1.2397362313200955,0.9887873212789886,-0.25094891004110687
A038,T2,Destination,-0.28525016,71.85,0.57185614,-0.3746124806115024,0.6105738576889711,0.9851863383004735
A038,T3,Destination,0.56079465,72.86,0.5378632,0.6563505661845567,0.5747424347804843,-0.08160813140407241
A038,T4,Destination,-0.17457396,152.89,0.396789,-0.23974601608013793,0.426038341469448,0.665784357549586
A039,T1,Destination,1.7322454,1.0,1.7810454,2.0838428456910387,1.8851612205784498,-0.1986816251125889
A039,T2,Destination,1.3414384,28.65,2.0131736,1.607617980687461,2.129843901840671,0.5222259211532101
A039,T3,Destination,0.9721396,98.84,0.94956374,1.1576023177746086,1.0087094926575733,-0.1488928251170354
A039,T4,Destination,1.2233254,246.24,0.5343449,1.463689270402928,0.5710338501385284,-0.8926554202643997
A040,T1,Destination,-0.9852747,1.0,-0.31461167,-1.227639913745227,-0.3238379053085859,0.903802008436641
A040,T2,Destination,0.88222194,26.26,-0.61962616,1.0480315437226146,-0.6453488774223965,-1.6933804211450112
A040,T3,Destination,-0.9794845,71.28,-1.6644305,-1.220584161894969,-1.746660684025841,-0.5260765221308719
A040,T4,Destination,-1.104057,143.53,-2.0150275,-1.3723842115247307,-2.116219462332359,-0.7438352508076285
A041,T1,Destination,0.22410686,1.0,0.7602327,0.24607363321994016,0.8091386240023866,0.5630649907824464
A041,T2,Destination,-0.6096121,31.78,-1.5549716,-0.7698695284351046,-1.6312817807301045,-0.861412252295
A041,T3,Destination,1.0298018,75.74,0.08509895,1.227867623694946,0.09749076665192961,-1.1303768570430164
A041,T4,Destination,-0.39342585,141.84,-0.5902207,-0.5064319039251044,-0.6143530449619329,-0.10792114103682848
A042,T1,Destination,-1.0510693,1.0,-0.647247,-1.3078151012494539,-0.6744635700358524,0.6333515312136014
A042,T2,Destination,-0.29213598,28.93,-1.0236869,-0.3830033198235404,-1.0712629423916564,-0.688259622568116
A042,T3,Destination,0.27557984,72.17,-0.21056157,0.3087969543268596,-0.2141603329429609,-0.5229572872698205
A042,T4,Destination,-0.4915242,146.02,-0.22162849,-0.6259714042048428,-0.2258257990901783,0.40014560511466446
A043,T1,Destination,0.49942693,1.0,2.09703,0.5815698325421773,2.2182356129425425,1.636665780400365
A043,T2,Destination,0.4424877,25.62,2.0776703,0.5121855146559633,2.1978288579492573,1.685643343293294
A043,T3,Destination,0.3511134,64.94,1.4074724,0.4008397258592007,1.4913838023794896,1.090544076520289
A043,T4,Destination,-0.25678244,149.33,0.9365929,-0.3399226308545645,0.9950371344114692,1.3349597652660337
A044,T1,Destination,1.1713588,1.0,-0.26495937,1.400364439809579,-0.27150019754694305,-1.671864637356522
A044,T2,Destination,0.16294117,47.66,-0.8594988,0.17153908685024702,-0.898194850969116,-1.069733937819363
A044,T3,Destination,-1.3014706,91.63,-1.2835374,-1.6129460873608088,-1.345167263656065,0.2677788237047438
A044,T4,Destination,-1.0086085,155.27,-0.90289384,-1.2560737333928291,-0.9439368794718198,0.3121368539210093
A045,T1,Destination,0.16803594,1.0,0.23310524,0.17774741002632696,0.2535018669011622,0.07575445687483526
A045,T2,Destination,-0.48629287,24.66,0.26042888,-0.6195966733964406,0.282303285673391,0.9018999590698317
A045,T3,Destination,-0.9015519,72.23,0.29736727,-1.1256179972296028,0.3212394610571214,1.4468574582867242
A045,T4,Destination,-0.6140947,151.52,-0.72731435,-0.7753318809002985,-0.7588613031831423,0.01647057771715621
A046,T1,Destination,-0.82893044,1.0,0.37660778,-1.037123817276678,0.40476563517722347,1.4418894524539014
A046,T2,Destination,-1.229845,24.32,0.36936802,-1.5256654304360346,0.39713431813562755,1.9227997485716621
A046,T3,Destination,-0.9712328,73.05,0.024929734,-1.2105289051606987,0.034067343300842746,1.2445962484615414
A046,T4,Destination,-0.8551873,147.94,-0.5020506,-1.0691195840078722,-0.5214143305999631,0.5477052534079091
A047,T1,Destination,-0.9314449,1.0,0.5871213,-1.1620446474419888,0.6266646225279559,1.7887092699699445
A047,T2,Destination,0.0011731267,23.46,-0.041635565,-0.025586257840189426,-0.036098090448014444,-0.010511832607825018
A047,T3,Destination,-0.31743395,76.85,0.10319561,-0.4138306139818195,0.11656617106505474,0.5303967850468743
A047,T4,Destination,0.5841509,144.22,-0.5746598,0.6848117426814972,-0.5979505452447366,-1.282762287926234
A048,T1,Destination,1.7055423,1.0,0.48314616,2.0513033052204817,0.5170660643182474,-1.5342372409022342
A048,T2,Destination,-0.21394376,23.91,0.35914424,-0.2877207905601699,0.38635759258898966,0.6740783831491596
A048,T3,Destination,0.59561753,81.15,-0.1659016,0.6987846099121148,-0.16708496164085127,-0.8658695715529661
A048,T4,Destination,0.05674492,146.3,-0.032904245,0.04213174557914344,-0.026894543491813253,-0.06902628907095669
A049,T1,Destination,0.7261273,1.0,1.268603,0.8578196261730774,1.3450037540386333,0.48718412786555587
A049,T2,Destination,-0.3937213,27.12,-0.79708076,-0.5067919298109389,-0.8324009776425121,-0.3256090478315732
A049,T3,Destination,0.6229021,111.38,-0.37368485,0.732032711059051,-0.3861060143667953,-1.1181387254258464
A049,T4,Destination,1.4647734,168.86,-0.5662929,1.7579100525418963,-0.5891311276735285,-2.3470411802154247
A050,T1,Destination,-0.91308653,1.0,-0.0120328665,-1.1396737270773696,-0.004894351989795479,1.134779375087574
A050,T2,Destination,-0.0066963215,24.73,-0.6759028,-0.035175714801547964,-0.7046691976920957,-0.6694934828905477
A050,T3,Destination,-0.35299146,93.39,-1.7570821,-0.4571598542452061,-1.8443232769862608,-1.3871634227410548
A050,T4,Destination,0.8914575,148.69,-2.2046497,1.0592857006702447,-2.31609723815986,-3.3753829388301044
A051,T1,Destination,1.8028108,1.0,1.5559939,2.1698315769290244,1.6479379773788523,-0.5218935995501721
A051,T2,Destination,0.049381785,17.16,1.224602,0.03315926563027323,1.2986229926394626,1.2654637270091893
A051,T3,Destination,0.1110302,65.63,0.14085884,0.10828204518913355,0.15626638888174285,0.0479843436926093
A051,T4,Destination,0.03827322,146.99,0.25162408,0.019622724914501847,0.273022284605974,0.25339955969147215
A052,T1,Destination,-0.4868811,1.0,0.41121083,-0.6203134715918187,0.44124016543184447,1.0615536370236631
A052,T2,Destination,0.9826763,31.76,0.39483026,1.1704420021586732,0.4239736644715841,-0.7464683376870891
A052,T3,Destination,-0.23479229,80.98,-0.2530656,-0.3131261399647942,-0.25896316183169527,0.05416297813309895
A052,T4,Destination,0.060775243,153.27,-0.15629846,0.04704296781056666,-0.15696244294757533,-0.204005410758142
A053,T1,Destination,0.830601,1.0,0.27674448,0.9851279233093218,0.2995013027794639,-0.6856266205298578
A053,T2,Destination,0.35691914,32.71,-0.14668256,0.40791441425461294,-0.14682647413917807,-0.554740888393791
A053,T3,Destination,-0.111180075,78.28,-0.0752174,-0.1624962628101675,-0.07149617404796271,0.09100008876220478
A053,T4,Destination,-0.24006987,148.9,-0.19842967,-0.3195572295385367,-0.20137228814355634,0.11818494139498037
A054,T1,Destination,0.4994956,1.0,1.7236238,0.581653511599819,1.824634015997676,1.242980504397857
A054,T2,Destination,-0.12840416,16.9,0.7477987,-0.1834849798851819,0.7960321403488948,0.9795171202340767
A054,T3,Destination,-0.02643241,72.83,0.39130184,-0.059225478704474886,0.42025441249694573,0.4794798912014206
A054,T4,Destination,0.17176248,136.83,0.73316056,0.18228845204561125,0.7806023074208327,0.5983138553752214
A055,T1,Destination,-0.5361741,1.0,0.570045,-0.6803803390497233,0.6086647635274637,1.289045102577187
A055,T2,Destination,0.75660616,23.24,-0.5764433,0.89496018657492,-0.5998305045173762,-1.4947906910922963
A055,T3,Destination,0.83208466,74.48,-0.43680644,0.9869358637587282,-0.4526414886725222,-1.4395773524312503
A055,T4,Destination,0.1528813,149.21,-0.3534355,0.15928045219758333,-0.3647614933141306,-0.5240419455117139
A056,T1,Destination,0.7468591,1.0,0.23411365,0.8830827321468218,0.25456481600692205,-0.6285179161398997
A056,T2,Destination,-0.7365116,33.61,-0.46979463,-0.924505185566429,-0.4874138204236304,0.4370913651427986
A056,T3,Destination,-0.72254777,71.46,0.10543604,-0.9074893105777955,0.11892777305731728,1.0264170836351127
A056,T4,Destination,-0.8596302,147.84,-0.68625605,-1.0745335593274656,-0.7155823955275078,0.35895116379995784
A057,T1,Destination,-1.0518757,1.0,-0.18430327,-1.308797754403412,-0.18648187229325186,1.12231588211016
A057,T2,Destination,-0.60083723,24.78,-0.13640554,-0.7591767535329818,-0.13599362914668914,0.6231831243862926
A057,T3,Destination,-0.51274824,73.83,-1.1143383,-0.6518343380413157,-1.1668171560209102,-0.5149828179795944
A057,T4,Destination,-0.13473281,145.06,-1.8609331,-0.19119686962079283,-1.9537909811762857,-1.7625941115554928
A058,T1,Destination,1.7332748,1.0,0.30534035,2.0850972394865304,0.3296437591661757,-1.7554534803203548
A058,T2,Destination,-0.17271782,22.96,-0.8726649,-0.23748418345961744,-0.9120730297072724,-0.674588846247655
A058,T3,Destination,0.67109835,66.28,-0.4743847,0.7907631141734492,-0.4922521409498796,-1.283015255123329
A058,T4,Destination,-0.9756075,143.48,-1.3673245,-1.2158597741495631,-1.433485926718915,-0.21762615256935192
A059,T1,Destination,1.5626048,1.0,0.26070774,1.877124256120929,0.2825972276093419,-1.5945270285115871
A059,T2,Destination,0.07206453,30.4,-1.7803308,0.06079973055422694,-1.8688293656556294,-1.9296290962098563
A059,T3,Destination,2.0409064,79.78,-1.1945233,2.4599672320425348,-1.2513389021810546,-3.711306134223589
A059,T4,Destination,-0.5772869,151.93,-0.9576993,-0.7304790773781542,-1.0017064520640746,-0.2712273746859204
A060,T1,Destination,-0.1530542,1.0,1.1205553,-0.2135227273444976,1.188949004160312,1.4024717315048094
A060,T2,Destination,0.33590585,24.87,0.99378914,0.3823082936029075,1.05532679056405,0.6730184969611425
A060,T3,Destination,0.16965349,94.68,1.2311963,0.17971850453176452,1.3055739404564337,1.1258554359246693
A060,T4,Destination,-0.7229297,143.91,1.6289663,-0.9079547182155574,1.7248570354258252,2.6328117536413824
A061,T1,Destination,2.0403898,1.0,2.2966886,2.4593377198657804,2.4286926000085747,-0.03064511985720575
A061,T2,Destination,0.77201295,35.16,1.9969625,0.9137344062994605,2.112756036539471,1.1990216302400105
A061,T3,Destination,1.5962133,82.55,1.1333011,1.9180784953629917,1.2023841512851852,-0.7156943440778065
A061,T4,Destination,0.7794881,146.56,1.2504314,0.9228433841315655,1.325849356551277,0.4030059724197115
A062,T1,Destination,0.75087893,1.0,0.51519597,0.8879811679452783,0.5508492644841244,-0.33713190346115385
A062,T2,Destination,1.0081036,44.69,-0.18536384,1.201426893703363,-0.187599802433865,-1.389026696137228
A062,T3,Destination,-0.41625023,92.72,-0.94058126,-0.5342449607134688,-0.9836625955866886,-0.44941763487321973
A062,T4,Destination,-0.7022192,149.18,-1.6496172,-0.882717567738067,-1.7310462176992953,-0.8483286499612284
A063,T1,Destination,0.42942187,1.0,0.05842032,0.4962639136408594,0.0693692427664097,-0.4268946708744497
A063,T2,Destination,0.9230828,21.98,-0.22587404,1.0978232760545075,-0.23030096650815174,-1.3281242425626592
A063,T3,Destination,-1.0528466,69.99,-0.6147864,-1.3099808619767972,-0.6402473625979777,0.6697334993788195
A063,T4,Destination,-0.95782745,141.09,-0.9946281,-1.1941935759724402,-1.040632518779779,0.15356105719266133
A064,T1,Destination,0.37014112,1.0,1.0055289,0.4240262946471852,1.0677014867628531,0.6436751921156679
A064,T2,Destination,0.15088972,37.65,-0.5609506,0.15685357674078798,-0.5834998933465179,-0.7403534700873058
A064,T3,Destination,0.4945773,82.99,-0.33990285,0.5756602291009204,-0.35049693999151316,-0.9261571690924335
A064,T4,Destination,-1.064075,156.21,0.83374274,-1.3236634297767758,0.8866243999093775,2.2102878296861532
A065,T1,Destination,-0.9370374,1.0,-0.0420574,-1.1688594884185644,-0.036542740080632324,1.132316748337932
A065,T2,Destination,-0.42273253,32.31,-0.5968943,-0.5421440834068001,-0.6213875816604967,-0.07924349825369659
A065,T3,Destination,0.12489203,106.41,-1.1818291,0.12517362625204323,-1.2379581458038507,-1.363131772055894
A065,T4,Destination,-1.0915083,187.43,-0.9220074,-1.3570927685273677,-0.9640841821660481,0.39300858636131963
A066,T1,Destination,0.03757501,1.0,-0.2369096,0.018771908621564037,-0.24193337657306466,-0.2607052851946287
A066,T2,Destination,-0.42152458,23.35,-0.34996164,-0.5406721143128967,-0.36109975217656276,0.17957236213633399
A066,T3,Destination,-0.91012734,73.79,-1.2297783,-1.1360677531355774,-1.2885006426671293,-0.15243288953155187
A066,T4,Destination,-1.2444345,164.93,-1.5177912,-1.5434437268021943,-1.5920905064152997,-0.04864677961310537
A067,T1,Destination,-0.3772701,1.0,-0.7136271,-0.48674502558673904,-0.7444337884343684,-0.2576887628476293
A067,T2,Destination,-0.75470644,29.91,-1.6840695,-0.9466768335224832,-1.76736184475215,-0.8206850112296667
A067,T3,Destination,-0.75410956,73.19,-1.9274367,-0.9459494947147767,-2.02389137898056,-1.0779418842657833
A067,T4,Destination,-1.4940736,144.19,-2.0146925,-1.847645920460738,-2.115866344106212,-0.26822042364547394
A068,T1,Destination,1.4733075,1.0,2.179757,1.768309432850916,2.3054368412843798,0.5371274084334638
A068,T2,Destination,-0.34633532,30.49,1.4514263,-0.44904889570826867,1.5377149164101485,1.9867638121184172
A068,T3,Destination,-0.3125315,82.98,0.42876357,-0.40785664578412395,0.4597422323358166,0.8675988781199406
A068,T4,Destination,-0.21757181,155.59,0.28106436,-0.2921418158270567,0.30405482028027186,0.5961966361073285
A069,T1,Destination,-0.18573126,1.0,0.4284194,-0.2533419437024794,0.4593794481570309,0.7127213918595103
A069,T2,Destination,-0.75497293,24.96,-0.9245045,-0.9470015696819554,-0.9667163359645952,-0.019714766282639795
A069,T3,Destination,-0.45664144,79.75,-1.7875651,-0.5834643926314774,-1.8764549273971813,-1.2929905347657038
A069,T4,Destination,-0.621072,140.22,-1.3160499,-0.7838341947037601,-1.3794381780668863,-0.5956039833631261
A070,T1,Destination,-0.025029317,1.0,-0.49763846,-0.05751571461500754,-0.5167635632855898,-0.45924784867058227
A070,T2,Destination,-0.7115501,24.25,-0.66268843,-0.8940879029492118,-0.6907401383068462,0.2033477646423656
A070,T3,Destination,-0.60091597,81.92,-1.7471137,-0.7592727035693689,-1.8338157434772155,-1.0745430399078466
A070,T4,Destination,-0.9432329,149.2,-2.2185535,-1.1764091258383895,-2.3307530148545212,-1.1543438890161317
A071,T1,Destination,-0.09704123,1.0,0.74664927,-0.14526712016064613,0.7948205442811908,0.9400876644418369
A071,T2,Destination,-0.43790084,30.92,-0.14447047,-0.5606276990587266,-0.14449474489476338,0.4161329541639632
A071,T3,Destination,-0.8310883,79.96,-0.4445975,-1.039753316203761,-0.46085392236508876,0.5788993938386724
A071,T4,Destination,-0.20154567,153.27,-1.0832429,-0.2726128760741136,-1.1340399844109064,-0.8614271083367928
A072,T1,Destination,0.6814234,1.0,1.4586939,0.8033448886616371,1.5453755791574637,0.7420306904958266
A072,T2,Destination,1.7074885,33.76,1.5416913,2.0536748820660087,1.6328618318824368,-0.42081305018357185
A072,T3,Destination,0.09480323,83.54,0.597224,0.08850838044498337,0.6373137195527372,0.5488053391077539
A072,T4,Destination,0.58196443,154.89,0.7568157,0.6821473805268163,0.8055368180956806,0.12338943756886422
A073,T1,Destination,0.30522674,1.0,-0.073171444,0.3449237149792393,-0.06933956403752654,-0.41426327901676585
A073,T2,Destination,-0.94399035,66.66,-0.11646445,-1.177332130093679,-0.11497404010713567,1.0623580899865432
A073,T3,Destination,-0.27342725,66.9,0.21188341,-0.36020546200973874,0.23113226999009734,0.5913377319998361
A073,T4,Destination,1.1537054,140.12,-0.23729247,1.3788525732568966,-0.24233695381260242,-1.621189527069499
A074,T1,Destination,0.39766553,1.0,-0.41321808,0.4575666571190783,-0.4277773697443672,-0.8853440268634455
A074,T2,Destination,-0.40341347,29.33,0.26912332,-0.518602497047047,0.2914679580021883,0.8100704550492352
A074,T3,Destination,1.1376537,73.02,-1.1327794,1.3592924869084486,-1.1862556292155706,-2.545548116124019
A074,T4,Destination,0.26247647,147.21,-0.9172052,0.2928296082728178,-0.9590222587463282,-1.251851867019146
A075,T1,Destination,0.07384318,1.0,-0.13164216,0.06296713634823424,-0.13097262527783202,-0.19393976162606624
A075,T2,Destination,0.8610925,28.68,-0.11858212,1.022283886409411,-0.11720624271598962,-1.1394901291254007
A075,T3,Destination,-1.4018217,71.37,-2.5341713,-1.7352307164755905,-2.663440769113089,-0.9282100526374983
A075,T4,Destination,-0.09748435,244.53,-0.6303648,-0.14580709196816335,-0.6566683087896743,-0.510861216821511
A076,T1,Destination,-0.5232532,1.0,-0.5170347,-0.6646353450802582,-0.5372088345176311,0.1274265105626271
A076,T2,Destination,-1.1163836,27.3,-0.9599613,-1.3874050105916693,-1.0040907906537642,0.38331421993790515
A076,T3,Destination,-0.5196874,74.88,-0.5517695,-0.6602901756651,-0.5738222403731327,0.08646793529196728
A076,T4,Destination,-1.266146,149.28,-1.6269691,-1.5699006637468373,-1.707173212034775,-0.13727254828793756
A077,T1,Destination,-0.5821275,1.0,0.14284195,-0.7363776771512809,0.1583567539129537,0.8947344310642346
A077,T2,Destination,-0.5422168,53.88,-0.89152926,-0.6877437792945427,-0.9319576546046171,-0.24421387531007444
A077,T3,Destination,-0.26786017,78.36,-0.55568767,-0.35342159702916237,-0.577952321686998,-0.22453072465783558
A077,T4,Destination,0.8029541,149.75,-0.42253417,0.951438298455449,-0.4375973135516262,-1.3890356120070753
A078,T1,Destination,-0.27483156,1.0,-1.2230827,-0.36191670909633944,-1.281442916114908,-0.9195262070185685
A078,T2,Destination,0.06392656,26.17,-0.85786813,0.050883061547138606,-0.8964759873934975,-0.9473590489406362
A078,T3,Destination,0.34884748,72.3,-1.2683096,0.3980785484849241,-1.3291158794049276,-1.7271944278898517
A078,T4,Destination,-1.3704203,140.08,-0.84077936,-1.6969659784439706,-0.8784629839623185,0.8185029944816521
A079,T1,Destination,1.3273735,1.0,0.7505545,1.5904789450412502,0.7989369857447685,-0.7915419592964817
A079,T2,Destination,-0.2008887,26.11,0.024114441,-0.271812313521341,0.03320795578457234,0.30502026930591336
A079,T3,Destination,-0.19927017,74.0,-0.36143973,-0.26984002481936215,-0.3731986261477954,-0.10335860132843327
A079,T4,Destination,-0.95253634,194.42,-0.590337,-1.1877459991750208,-0.6144756349610402,0.5732703642139806
A080,T1,Destination,-0.1154154,1.0,1.106992,-0.16765729389807352,1.1746521431552126,1.3423094370532862
A080,T2,Destination,0.10268697,29.03,0.8046346,0.09811525293504446,0.8559419677802517,0.7578267148452072
A080,T3,Destination,1.1151272,72.87,0.48181114,1.331842417125914,0.5156588407532575,-0.8161835763726565
A080,T4,Destination,-0.40745336,145.77,-0.43002534,-0.5235253773175624,-0.4454936379163139,0.07803173940124852
A081,T1,Destination,0.6662004,1.0,1.2009158,0.7847946295313004,1.2736557421075874,0.48886111257628695
A081,T2,Destination,-0.9717388,31.39,0.009786245,-1.211145500517721,0.018104829947510594,1.2292503304652316
A081,T3,Destination,1.2064252,80.13,0.32190835,1.4430952291919634,0.34710782713875504,-1.0959874020532083
A081,T4,Destination,1.4606197,154.53,0.79271454,1.752848487058767,0.8433772201898833,-0.9094712668688838
A082,T1,Destination,-0.6594405,1.0,-0.40188107,-0.8305888171462696,-0.4158272059801343,0.41476161116613536
A082,T2,Destination,1.5764099,27.97,-0.37836897,1.893946707826914,-0.3910434715174302,-2.2849901793443443
A082,T3,Destination,-0.7732746,75.71,-1.4438484,-0.9693033972466869,-1.5141485650051816,-0.5448451677584947
A082,T4,Destination,0.112550795,170.25,-1.0390277,0.11013499344389899,-1.0874334381638526,-1.1975684316077517
A083,T1,Destination,1.6751546,1.0,1.1439762,2.0142738294683347,1.2136366061387633,-0.8006372233295713
A083,T2,Destination,-0.3237374,25.15,0.24409963,-0.42151179580636916,0.265090880317208,0.6866026761235772
A083,T3,Destination,-0.8224563,74.3,0.11060281,-1.0292346380974047,0.12437398397466902,1.1536086220720736
A083,T4,Destination,0.76563764,144.91,0.5948737,0.9059656581856703,0.6348363053231407,-0.2711293528625296
A084,T1,Destination,0.089948215,1.0,0.13065845,0.08259221501558894,0.14551431836587983,0.06292210335029089
A084,T2,Destination,-0.3887303,27.25,-0.7013877,-0.5007100574257645,-0.7315324295773193,-0.23082237215155488
A084,T3,Destination,0.41099674,91.97,-0.5774413,0.4738116416832861,-0.6008824806060191,-1.0746941222893052
A084,T4,Destination,1.1264467,162.51,-0.6225055,1.3456359964615143,-0.6483839443873993,-1.9940199408489137
A085,T1,Destination,-0.025167516,1.0,1.0677788,-0.05768411948011649,1.1333181263624585,1.191002245842575
A085,T2,Destination,0.58357966,24.51,0.93825793,0.6841156479547276,0.9967922163221636,0.31267656836743607
A085,T3,Destination,-0.9434278,71.4,-0.421368,-1.176646624721954,-0.4363680721134573,0.7402785526084967
A085,T4,Destination,0.36916238,170.65,-1.3817028,0.42283363350146985,-1.4486418663935974,-1.8714754998950673
A086,T1,Destination,1.2463102,1.0,0.94961023,1.4916978098536906,1.0087584970346886,-0.48293931281900204
A086,T2,Destination,0.35159728,23.47,0.6308833,0.4014293664942915,0.6727934577896663,0.27136409129537475
A086,T3,Destination,-0.7232066,145.29,0.21144061,-0.9082921396668607,0.23066552148102817,1.1389576611478889
A086,T4,Destination,-1.2129464,169.55,0.17004518,-1.505073338933709,0.18703125039977822,1.6921045893334872
A087,T1,Destination,1.1479511,1.0,1.5478343,1.371840567994222,1.639337071474153,0.26749650347993104
A087,T2,Destination,0.62924254,31.07,1.0058842,0.7397589677101941,1.068076002899421,0.32831703518922684
A087,T3,Destination,0.6483832,72.8,0.16136597,0.7630831615567203,0.1778826317742175,-0.5852005297825028
A087,T4,Destination,-0.5654962,144.2,-0.4262727,-0.7161113088484254,-0.4415380391695358,0.2745732696788896
A088,T1,Destination,1.5717645,1.0,1.0618956,1.8882859725077217,1.1271167378607518,-0.7611692346469698
A088,T2,Destination,2.250928,24.25,1.0432209,2.715892811952402,1.1074320305836196,-1.6084607813687823
A088,T3,Destination,-0.11962351,74.91,0.37309405,-0.17278516166060132,0.40106186770032276,0.5738470293609241
A088,T4,Destination,1.3004314,149.93,1.3233032,1.5576481668427713,1.4026623737219799,-0.15498579312079142
A089,T1,Destination,1.5398204,1.0,0.8121433,1.8493599176771767,0.8638567702419674,-0.9855031474352093
A089,T2,Destination,0.37108445,32.14,0.7289868,0.4251758063035881,0.7762028127116807,0.3510270064080926
A089,T3,Destination,-0.0014881843,79.34,-0.14526197,-0.028829245994719758,-0.14532905258430323,-0.11649980658958348
A089,T4,Destination,0.8214839,146.96,-0.07424965,0.9740181179150373,-0.0704760840080989,-1.0444942019231362
A090,T1,Destination,-0.3088941,1.0,-0.2083959,-0.4034242269073791,-0.21187753428976344,0.19154669261761567
A090,T2,Destination,-0.2992866,23.54,-0.48259068,-0.39171683581530076,-0.5009019352824259,-0.10918509946712512
A090,T3,Destination,-0.48725727,95.42,-1.3980002,-0.6207718602784809,-1.46582069916619,-0.8450488388877091
A090,T4,Destination,0.14262137,144.07,-0.5008834,0.14677803085099497,-0.5201840034550093,-0.6669620343060042
A091,T1,Destination,1.1371102,1.0,0.65458727,1.3586301952552042,0.6977794393987911,-0.6608507558564132
A091,T2,Destination,0.2593088,22.2,0.548435,0.2889695872953893,0.585886002730298,0.2969164154349087
A091,T3,Destination,-0.6923325,73.64,0.3316451,-0.8706699524885171,0.35737118202962975,1.2280411345181468
A091,T4,Destination,0.056037232,142.61,0.55651975,0.0412693796996565,0.5944080104283491,0.5531386307286926
A092,T1,Destination,-0.4201831,1.0,0.003960049,-0.5390374298474061,0.011963528464798758,0.5510009583122049
A092,T2,Destination,-0.90574074,22.83,-0.23441996,-1.130722383188712,-0.239309086243076,0.8914132969456361
A092,T3,Destination,-1.0292109,71.31,-0.2751614,-1.2811791566804103,-0.2822539967609877,0.9989251599194225
A092,T4,Destination,-0.44239357,146.16,-0.66281474,-0.5661023956167399,-0.6908732796893677,-0.12477088407262782
A093,T1,Destination,0.97299176,1.0,1.3280941,1.1586407325956365,1.407712385989594,0.24907165339395743
A093,T2,Destination,-0.6046585,22.09,0.9094467,-0.7638332304893622,0.9664227523498304,1.7302559828391928
A093,T3,Destination,-0.8998102,70.22,0.28626767,-1.1234956175194728,0.30953954743638007,1.4330351649558528
A093,T4,Destination,-0.7954494,140.95,0.1377664,-0.9963248966990542,0.15300669656153987,1.149331593260594
A094,T1,Destination,-1.036037,1.0,-0.5268859,-1.289497223017505,-0.5475928293517375,0.7419043936657675
A094,T2,Destination,-0.29982325,22.98,-0.21789545,-0.39237078027843514,-0.22189086039484043,0.1704799198835947
A094,T3,Destination,-1.0888739,76.21,-1.0557201,-1.3538825732535742,-1.1050286342180222,0.24885393903555197
A094,T4,Destination,-1.2646453,149.99,-1.070297,-1.5680719589004275,-1.120393915026176,0.4476780438742516
A095,T1,Destination,1.3578781,1.0,1.1234274,1.6276508713808195,1.191976439555293,-0.43567443182552656
A095,T2,Destination,-0.8642308,29.71,-0.26930702,-1.0801397028047715,-0.2760829869675722,0.8040567158371992
A095,T3,Destination,-0.6406247,78.76,-0.29432428,-0.807660487267495,-0.30245328689077894,0.5052072003767161
A095,T4,Destination,-0.86643106,148.79,-0.6069099,-1.0828208690107832,-0.6319448679464796,0.4508760010643036
A096,T1,Destination,-0.46724647,1.0,1.5010747,-0.5963873417600982,1.5900485132431883,2.1864358550032863
A096,T2,Destination,-0.4302919,24.49,0.634124,-0.5513556890273803,0.6762094286418353,1.2275651176692155
A096,T3,Destination,-0.7520156,71.19,0.794869,-0.9433978622764558,0.8456482025585581,1.789046064835014
A096,T4,Destination,0.013857826,143.66,0.70938325,-0.010129090461525596,0.755539019272288,0.7656681097338135
A097,T1,Destination,-0.12557247,1.0,-0.9642258,-0.18003437335054465,-1.0085859329684106,-0.828551559617866
A097,T2,Destination,0.08058321,24.37,-0.36310253,0.07118032054624007,-0.37495135745059627,-0.44613167799683634
A097,T3,Destination,-0.33748123,70.83,-0.35814762,-0.43825958585716696,-0.3697284648239658,0.06853112103320114
A097,T4,Destination,-0.29173175,144.85,-0.80419695,-0.38251073812162517,-0.8399020414924511,-0.4573913033708259
A098,T1,Destination,0.36816895,1.0,0.28148198,0.42162307159331436,0.30449502694774583,-0.11712804464556853
A098,T2,Destination,1.0905981,25.77,-0.7234401,1.3019520432683338,-0.7547775172498513,-2.056729560518185
A098,T3,Destination,0.41594142,78.84,0.35625297,0.47983707000336706,0.38330995039879895,-0.09652711960456811
A098,T4,Destination,-0.75626916,146.29,-0.27041504,-0.9485811139500048,-0.27725093340618745,0.6713301805438173
A099,T1,Destination,1.5832982,1.0,1.3154249,1.9023405690873423,1.3943579817188188,-0.5079825873685235
A099,T2,Destination,-0.39603183,28.75,1.3236241,-0.5096074674992012,1.4030006293601016,1.9126080968593029
A099,T3,Destination,-0.024725638,78.57,0.6556382,-0.05714566113393012,0.6988872081671651,0.7560328693010953
A099,T4,Destination,1.3247222,143.51,1.9964099,1.5872481559699594,2.112173549578966,0.5249253936090068
A100,T1,Destination,-0.6996861,1.0,1.5770688,-0.8796308133924678,1.670152697690013,2.549783511082481
