observed_beta,SE,equivalence_bound,t1,p1,t2,p2,tost_p,conclusion
-0.1377672676652062,0.1192020035366219,0.2,0.5220779054747543,0.3008806685101082,2.8335703901271714,0.002359777880284996,0.3008806685101082,INCONCLUSIVE
