Effect,Estimate,SE,t,p_uncorrected,p_bonferroni,CI_lower,CI_upper
Intercept,0.1555962706303541,0.10586675701780952,1.4697368183685724,0.14163304686518663,0.5665321874607465,-0.05190257312455254,0.36309511438526076
LocationType_Source,-0.14096049603969696,0.11132124378855544,-1.2662497403230473,0.20542368461944338,0.8216947384777735,-0.3591501338652656,0.0772291417858717
log_TSVR,-0.0461302773431388,0.026374651409376244,-1.7490383712422979,0.08028438690284691,0.32113754761138763,-0.09782459410551624,0.005564039419238637
LocationType_Source:log_TSVR,0.041937395464200986,0.029709845289487485,1.4115655956996884,0.1580779085500359,0.6323116342001436,-0.016293901303194483,0.10016869223159645
