Effect,partial_R2,Cohens_f2
LocationType_Source,0.0017291597043413314,0.001732154876755896
log_TSVR,0.005256251768322065,0.0052840259390078345
LocationType_Source:log_TSVR,0.002147911001838774,0.002152534454274948
