UID,TEST,LocationType,theta_accuracy,TSVR_hours,theta_confidence
A042,T4,Destination,-0.4915242,146.02,-0.22162849
A043,T1,Destination,0.49942693,1.0,2.09703
A043,T2,Destination,0.4424877,25.62,2.0776703
A043,T3,Destination,0.3511134,64.94,1.4074724
A043,T4,Destination,-0.25678244,149.33,0.9365929
A044,T1,Destination,1.1713588,1.0,-0.26495937
A044,T2,Destination,0.16294117,47.66,-0.8594988
A044,T3,Destination,-1.3014706,91.63,-1.2835374
A044,T4,Destination,-1.0086085,155.27,-0.90289384
A045,T1,Destination,0.16803594,1.0,0.23310524
A045,T2,Destination,-0.48629287,24.66,0.26042888
A045,T3,Destination,-0.9015519,72.23,0.29736727
A045,T4,Destination,-0.6140947,151.52,-0.72731435
A046,T1,Destination,-0.82893044,1.0,0.37660778
A046,T2,Destination,-1.229845,24.32,0.36936802
A046,T3,Destination,-0.9712328,73.05,0.024929734
A046,T4,Destination,-0.8551873,147.94,-0.5020506
A047,T1,Destination,-0.9314449,1.0,0.5871213
A047,T2,Destination,0.0011731267,23.46,-0.041635565
A047,T3,Destination,-0.31743395,76.85,0.10319561
A047,T4,Destination,0.5841509,144.22,-0.5746598
A048,T1,Destination,1.7055423,1.0,0.48314616
A048,T2,Destination,-0.21394376,23.91,0.35914424
A048,T3,Destination,0.59561753,81.15,-0.1659016
A048,T4,Destination,0.05674492,146.3,-0.032904245
A049,T1,Destination,0.7261273,1.0,1.268603
A049,T2,Destination,-0.3937213,27.12,-0.79708076
A049,T3,Destination,0.6229021,111.38,-0.37368485
A049,T4,Destination,1.4647734,168.86,-0.5662929
A050,T1,Destination,-0.91308653,1.0,-0.0120328665
A050,T2,Destination,-0.0066963215,24.73,-0.6759028
A050,T3,Destination,-0.35299146,93.39,-1.7570821
A050,T4,Destination,0.8914575,148.69,-2.2046497
A051,T1,Destination,1.8028108,1.0,1.5559939
A051,T2,Destination,0.049381785,17.16,1.224602
A051,T3,Destination,0.1110302,65.63,0.14085884
A051,T4,Destination,0.03827322,146.99,0.25162408
A052,T1,Destination,-0.4868811,1.0,0.41121083
A052,T2,Destination,0.9826763,31.76,0.39483026
A052,T3,Destination,-0.23479229,80.98,-0.2530656
A052,T4,Destination,0.060775243,153.27,-0.15629846
A053,T1,Destination,0.830601,1.0,0.27674448
A053,T2,Destination,0.35691914,32.71,-0.14668256
A053,T3,Destination,-0.111180075,78.28,-0.0752174
A053,T4,Destination,-0.24006987,148.9,-0.19842967
A054,T1,Destination,0.4994956,1.0,1.7236238
A054,T2,Destination,-0.12840416,16.9,0.7477987
A054,T3,Destination,-0.02643241,72.83,0.39130184
A054,T4,Destination,0.17176248,136.83,0.73316056
A055,T1,Destination,-0.5361741,1.0,0.570045
A055,T2,Destination,0.75660616,23.24,-0.5764433
A055,T3,Destination,0.83208466,74.48,-0.43680644
A055,T4,Destination,0.1528813,149.21,-0.3534355
A056,T1,Destination,0.7468591,1.0,0.23411365
A056,T2,Destination,-0.7365116,33.61,-0.46979463
A056,T3,Destination,-0.72254777,71.46,0.10543604
A056,T4,Destination,-0.8596302,147.84,-0.68625605
A057,T1,Destination,-1.0518757,1.0,-0.18430327
A057,T2,Destination,-0.60083723,24.78,-0.13640554
A057,T3,Destination,-0.51274824,73.83,-1.1143383
A057,T4,Destination,-0.13473281,145.06,-1.8609331
A058,T1,Destination,1.7332748,1.0,0.30534035
A058,T2,Destination,-0.17271782,22.96,-0.8726649
A058,T3,Destination,0.67109835,66.28,-0.4743847
A058,T4,Destination,-0.9756075,143.48,-1.3673245
A059,T1,Destination,1.5626048,1.0,0.26070774
A059,T2,Destination,0.07206453,30.4,-1.7803308
A059,T3,Destination,2.0409064,79.78,-1.1945233
A059,T4,Destination,-0.5772869,151.93,-0.9576993
A060,T1,Destination,-0.1530542,1.0,1.1205553
A060,T2,Destination,0.33590585,24.87,0.99378914
A060,T3,Destination,0.16965349,94.68,1.2311963
A060,T4,Destination,-0.7229297,143.91,1.6289663
A061,T1,Destination,2.0403898,1.0,2.2966886
A061,T2,Destination,0.77201295,35.16,1.9969625
A061,T3,Destination,1.5962133,82.55,1.1333011
A061,T4,Destination,0.7794881,146.56,1.2504314
A062,T1,Destination,0.75087893,1.0,0.51519597
A062,T2,Destination,1.0081036,44.69,-0.18536384
A062,T3,Destination,-0.41625023,92.72,-0.94058126
A062,T4,Destination,-0.7022192,149.18,-1.6496172
A063,T1,Destination,0.42942187,1.0,0.05842032
A063,T2,Destination,0.9230828,21.98,-0.22587404
A063,T3,Destination,-1.0528466,69.99,-0.6147864
A063,T4,Destination,-0.95782745,141.09,-0.9946281
A064,T1,Destination,0.37014112,1.0,1.0055289
A064,T2,Destination,0.15088972,37.65,-0.5609506
A064,T3,Destination,0.4945773,82.99,-0.33990285
A064,T4,Destination,-1.064075,156.21,0.83374274
A065,T1,Destination,-0.9370374,1.0,-0.0420574
A065,T2,Destination,-0.42273253,32.31,-0.5968943
A065,T3,Destination,0.12489203,106.41,-1.1818291
A065,T4,Destination,-1.0915083,187.43,-0.9220074
A066,T1,Destination,0.03757501,1.0,-0.2369096
A066,T2,Destination,-0.42152458,23.35,-0.34996164
A066,T3,Destination,-0.91012734,73.79,-1.2297783
A066,T4,Destination,-1.2444345,164.93,-1.5177912
A067,T1,Destination,-0.3772701,1.0,-0.7136271
A067,T2,Destination,-0.75470644,29.91,-1.6840695
A067,T3,Destination,-0.75410956,73.19,-1.9274367
A067,T4,Destination,-1.4940736,144.19,-2.0146925
A068,T1,Destination,1.4733075,1.0,2.179757
A068,T2,Destination,-0.34633532,30.49,1.4514263
A068,T3,Destination,-0.3125315,82.98,0.42876357
A068,T4,Destination,-0.21757181,155.59,0.28106436
A069,T1,Destination,-0.18573126,1.0,0.4284194
A069,T2,Destination,-0.75497293,24.96,-0.9245045
A069,T3,Destination,-0.45664144,79.75,-1.7875651
A069,T4,Destination,-0.621072,140.22,-1.3160499
A070,T1,Destination,-0.025029317,1.0,-0.49763846
A070,T2,Destination,-0.7115501,24.25,-0.66268843
A070,T3,Destination,-0.60091597,81.92,-1.7471137
A070,T4,Destination,-0.9432329,149.2,-2.2185535
A071,T1,Destination,-0.09704123,1.0,0.74664927
A071,T2,Destination,-0.43790084,30.92,-0.14447047
A071,T3,Destination,-0.8310883,79.96,-0.4445975
A071,T4,Destination,-0.20154567,153.27,-1.0832429
A072,T1,Destination,0.6814234,1.0,1.4586939
A072,T2,Destination,1.7074885,33.76,1.5416913
A072,T3,Destination,0.09480323,83.54,0.597224
A072,T4,Destination,0.58196443,154.89,0.7568157
A073,T1,Destination,0.30522674,1.0,-0.073171444
A073,T2,Destination,-0.94399035,66.66,-0.11646445
A073,T3,Destination,-0.27342725,66.9,0.21188341
A073,T4,Destination,1.1537054,140.12,-0.23729247
A074,T1,Destination,0.39766553,1.0,-0.41321808
A074,T2,Destination,-0.40341347,29.33,0.26912332
A074,T3,Destination,1.1376537,73.02,-1.1327794
A074,T4,Destination,0.26247647,147.21,-0.9172052
A075,T1,Destination,0.07384318,1.0,-0.13164216
A075,T2,Destination,0.8610925,28.68,-0.11858212
A075,T3,Destination,-1.4018217,71.37,-2.5341713
A075,T4,Destination,-0.09748435,244.53,-0.6303648
A076,T1,Destination,-0.5232532,1.0,-0.5170347
A076,T2,Destination,-1.1163836,27.3,-0.9599613
A076,T3,Destination,-0.5196874,74.88,-0.5517695
A076,T4,Destination,-1.266146,149.28,-1.6269691
A077,T1,Destination,-0.5821275,1.0,0.14284195
A077,T2,Destination,-0.5422168,53.88,-0.89152926
A077,T3,Destination,-0.26786017,78.36,-0.55568767
A077,T4,Destination,0.8029541,149.75,-0.42253417
A078,T1,Destination,-0.27483156,1.0,-1.2230827
A078,T2,Destination,0.06392656,26.17,-0.85786813
A078,T3,Destination,0.34884748,72.3,-1.2683096
A078,T4,Destination,-1.3704203,140.08,-0.84077936
A079,T1,Destination,1.3273735,1.0,0.7505545
A079,T2,Destination,-0.2008887,26.11,0.024114441
A079,T3,Destination,-0.19927017,74.0,-0.36143973
A079,T4,Destination,-0.95253634,194.42,-0.590337
A080,T1,Destination,-0.1154154,1.0,1.106992
A080,T2,Destination,0.10268697,29.03,0.8046346
A080,T3,Destination,1.1151272,72.87,0.48181114
A080,T4,Destination,-0.40745336,145.77,-0.43002534
A081,T1,Destination,0.6662004,1.0,1.2009158
A081,T2,Destination,-0.9717388,31.39,0.009786245
A081,T3,Destination,1.2064252,80.13,0.32190835
A081,T4,Destination,1.4606197,154.53,0.79271454
A082,T1,Destination,-0.6594405,1.0,-0.40188107
A082,T2,Destination,1.5764099,27.97,-0.37836897
A082,T3,Destination,-0.7732746,75.71,-1.4438484
A082,T4,Destination,0.112550795,170.25,-1.0390277
A083,T1,Destination,1.6751546,1.0,1.1439762
A083,T2,Destination,-0.3237374,25.15,0.24409963
A083,T3,Destination,-0.8224563,74.3,0.11060281
A083,T4,Destination,0.76563764,144.91,0.5948737
A084,T1,Destination,0.089948215,1.0,0.13065845
A084,T2,Destination,-0.3887303,27.25,-0.7013877
A084,T3,Destination,0.41099674,91.97,-0.5774413
A084,T4,Destination,1.1264467,162.51,-0.6225055
A085,T1,Destination,-0.025167516,1.0,1.0677788
A085,T2,Destination,0.58357966,24.51,0.93825793
A085,T3,Destination,-0.9434278,71.4,-0.421368
A085,T4,Destination,0.36916238,170.65,-1.3817028
A086,T1,Destination,1.2463102,1.0,0.94961023
A086,T2,Destination,0.35159728,23.47,0.6308833
A086,T3,Destination,-0.7232066,145.29,0.21144061
A086,T4,Destination,-1.2129464,169.55,0.17004518
A087,T1,Destination,1.1479511,1.0,1.5478343
A087,T2,Destination,0.62924254,31.07,1.0058842
A087,T3,Destination,0.6483832,72.8,0.16136597
A087,T4,Destination,-0.5654962,144.2,-0.4262727
A088,T1,Destination,1.5717645,1.0,1.0618956
A088,T2,Destination,2.250928,24.25,1.0432209
A088,T3,Destination,-0.11962351,74.91,0.37309405
A088,T4,Destination,1.3004314,149.93,1.3233032
A089,T1,Destination,1.5398204,1.0,0.8121433
A089,T2,Destination,0.37108445,32.14,0.7289868
A089,T3,Destination,-0.0014881843,79.34,-0.14526197
A089,T4,Destination,0.8214839,146.96,-0.07424965
A090,T1,Destination,-0.3088941,1.0,-0.2083959
A090,T2,Destination,-0.2992866,23.54,-0.48259068
A090,T3,Destination,-0.48725727,95.42,-1.3980002
A090,T4,Destination,0.14262137,144.07,-0.5008834
A091,T1,Destination,1.1371102,1.0,0.65458727
A091,T2,Destination,0.2593088,22.2,0.548435
A091,T3,Destination,-0.6923325,73.64,0.3316451
A091,T4,Destination,0.056037232,142.61,0.55651975
A092,T1,Destination,-0.4201831,1.0,0.003960049
A092,T2,Destination,-0.90574074,22.83,-0.23441996
A092,T3,Destination,-1.0292109,71.31,-0.2751614
A092,T4,Destination,-0.44239357,146.16,-0.66281474
A093,T1,Destination,0.97299176,1.0,1.3280941
A093,T2,Destination,-0.6046585,22.09,0.9094467
A093,T3,Destination,-0.8998102,70.22,0.28626767
A093,T4,Destination,-0.7954494,140.95,0.1377664
A094,T1,Destination,-1.036037,1.0,-0.5268859
A094,T2,Destination,-0.29982325,22.98,-0.21789545
A094,T3,Destination,-1.0888739,76.21,-1.0557201
A094,T4,Destination,-1.2646453,149.99,-1.070297
A095,T1,Destination,1.3578781,1.0,1.1234274
A095,T2,Destination,-0.8642308,29.71,-0.26930702
A095,T3,Destination,-0.6406247,78.76,-0.29432428
A095,T4,Destination,-0.86643106,148.79,-0.6069099
A096,T1,Destination,-0.46724647,1.0,1.5010747
A096,T2,Destination,-0.4302919,24.49,0.634124
A096,T3,Destination,-0.7520156,71.19,0.794869
A096,T4,Destination,0.013857826,143.66,0.70938325
A097,T1,Destination,-0.12557247,1.0,-0.9642258
A097,T2,Destination,0.08058321,24.37,-0.36310253
A097,T3,Destination,-0.33748123,70.83,-0.35814762
A097,T4,Destination,-0.29173175,144.85,-0.80419695
A098,T1,Destination,0.36816895,1.0,0.28148198
A098,T2,Destination,1.0905981,25.77,-0.7234401
A098,T3,Destination,0.41594142,78.84,0.35625297
A098,T4,Destination,-0.75626916,146.29,-0.27041504
A099,T1,Destination,1.5832982,1.0,1.3154249
A099,T2,Destination,-0.39603183,28.75,1.3236241
A099,T3,Destination,-0.024725638,78.57,0.6556382
A099,T4,Destination,1.3247222,143.51,1.9964099
A100,T1,Destination,-0.6996861,1.0,1.5770688
A100,T2,Destination,1.1456058,31.14,1.6435581
A100,T3,Destination,0.24805592,75.34,0.8536865
A100,T4,Destination,-1.136643,146.8,0.68930566
A101,T1,Destination,0.8865688,1.0,-0.21817127
A101,T2,Destination,-0.23393802,29.12,-0.88835955
A101,T3,Destination,-0.978317,75.21,-1.6436224
A101,T4,Destination,0.17299545,150.22,-1.1911759
A102,T1,Destination,0.20968845,1.0,0.03595928
A102,T2,Destination,0.24436091,29.13,-0.4667018
A102,T3,Destination,0.012451167,75.27,-0.74882245
A102,T4,Destination,-1.0560108,150.41,-0.4704805
A103,T1,Destination,1.2595557,1.0,-1.5460261
A103,T2,Destination,-0.42329043,27.26,-1.7063676
A103,T3,Destination,0.97105753,80.24,-2.1477895
A103,T4,Destination,-0.8396413,149.72,-1.8939518
A104,T1,Destination,0.06332143,1.0,1.4034938
A104,T2,Destination,0.2064909,22.6,0.6199584
A104,T3,Destination,1.1526464,72.62,-0.37916905
A104,T4,Destination,-1.420157,145.78,-2.4627867
A105,T1,Destination,1.0632366,1.0,1.9226042
A105,T2,Destination,0.89520895,22.77,0.9493199
A105,T3,Destination,0.023725206,69.46,0.5204851
A105,T4,Destination,0.6975893,146.2,0.22215156
A106,T1,Destination,1.2047487,1.0,1.0958929
A106,T2,Destination,0.13819233,22.64,-0.45441872
A106,T3,Destination,0.28499973,66.08,0.21723706
A106,T4,Destination,0.24336678,147.13,-0.01406853
A107,T1,Destination,-0.26651132,1.0,-1.9086866
A107,T2,Destination,-1.135201,26.22,-0.13229832
A107,T3,Destination,-1.1414355,71.45,-0.2855823
A107,T4,Destination,-1.0968966,145.95,-1.1628886
A108,T1,Destination,-0.17483757,1.0,-0.8499682
A108,T2,Destination,-0.8555178,27.61,-1.7737292
A108,T3,Destination,0.98977315,68.96,-0.8209312
A108,T4,Destination,-0.94147485,152.12,-0.6899837
A109,T1,Destination,-0.8293198,1.0,0.5619888
A109,T2,Destination,-1.0111979,24.65,0.046443008
A109,T3,Destination,-1.1678147,71.17,0.5703379
A109,T4,Destination,-0.6777049,149.87,0.49588653
