composite_ID,UID,test,congruence,theta_accuracy,se_accuracy,theta_confidence,se_confidence,TSVR_hours
A061_T4,A061,T4,Common,-0.5812956,0.1962873223365104,-0.05185156,,146.56
A061_T4,A061,T4,Congruent,-0.38772622,0.2061241640685505,-0.100344546,,146.56
A061_T4,A061,T4,Incongruent,-1.1260257,0.2365098342133737,-0.29580435,,146.56
A062_T1,A062,T1,Common,2.011653,0.1962873223365104,-0.20855646,,1.0
A062_T1,A062,T1,Congruent,-0.62250435,0.2061241640685505,-0.36575344,,1.0
A062_T1,A062,T1,Incongruent,1.426989,0.2365098342133737,-0.2661164,,1.0
A062_T2,A062,T2,Common,-0.35419762,0.1962873223365104,-0.45205197,,44.69
A062_T2,A062,T2,Congruent,0.71979195,0.2061241640685505,-0.6944889,,44.69
A062_T2,A062,T2,Incongruent,-0.25618497,0.2365098342133737,-0.9833099,,44.69
A062_T3,A062,T3,Common,-0.97456145,0.1962873223365104,-1.1101943,,92.72
A062_T3,A062,T3,Congruent,-0.2396038,0.2061241640685505,-0.6133002,,92.72
A062_T3,A062,T3,Incongruent,-1.3890283,0.2365098342133737,-0.95014405,,92.72
A062_T4,A062,T4,Common,-1.426174,0.1962873223365104,-1.3933127,,149.18
A062_T4,A062,T4,Congruent,-1.1185472,0.2061241640685505,-1.6521478,,149.18
A062_T4,A062,T4,Incongruent,-0.4313116,0.2365098342133737,-1.335821,,149.18
A063_T1,A063,T1,Common,1.0972812,0.1962873223365104,-0.95948935,,1.0
A063_T1,A063,T1,Congruent,1.5583135,0.2061241640685505,-0.92667735,,1.0
A063_T1,A063,T1,Incongruent,0.88058853,0.2365098342133737,-1.637714,,1.0
A063_T2,A063,T2,Common,0.82705617,0.1962873223365104,-2.3416061,,21.98
A063_T2,A063,T2,Congruent,0.57301795,0.2061241640685505,-1.7143731,,21.98
A063_T2,A063,T2,Incongruent,0.5718746,0.2365098342133737,-1.8140639,,21.98
A063_T3,A063,T3,Common,0.27556694,0.1962873223365104,-2.0750527,,69.99
A063_T3,A063,T3,Congruent,-1.0391557,0.2061241640685505,-2.668865,,69.99
A063_T3,A063,T3,Incongruent,0.46969423,0.2365098342133737,-2.2087312,,69.99
A063_T4,A063,T4,Common,-0.8945666,0.1962873223365104,-2.173833,,141.09
A063_T4,A063,T4,Congruent,-0.44467676,0.2061241640685505,-2.2332935,,141.09
A063_T4,A063,T4,Incongruent,-1.0795428,0.2365098342133737,-2.2615244,,141.09
A064_T1,A064,T1,Common,1.2642903,0.1962873223365104,-0.2963664,,1.0
A064_T1,A064,T1,Congruent,-0.033955097,0.2061241640685505,-0.09474492,,1.0
A064_T1,A064,T1,Incongruent,1.2385576,0.2365098342133737,-0.35062373,,1.0
A064_T2,A064,T2,Common,0.73144156,0.1962873223365104,-0.6476674,,37.65
A064_T2,A064,T2,Congruent,0.8330822,0.2061241640685505,-0.520661,,37.65
A064_T2,A064,T2,Incongruent,1.0896745,0.2365098342133737,-0.41921464,,37.65
A064_T3,A064,T3,Common,0.31989926,0.1962873223365104,-0.99105424,,82.99
A064_T3,A064,T3,Congruent,0.5105676,0.2061241640685505,-0.49342424,,82.99
A064_T3,A064,T3,Incongruent,0.18757819,0.2365098342133737,-0.7839214,,82.99
A064_T4,A064,T4,Common,-0.92497724,0.1962873223365104,-0.5029341,,156.21
A064_T4,A064,T4,Congruent,-0.44249845,0.2061241640685505,-0.70117235,,156.21
A064_T4,A064,T4,Incongruent,-0.9012457,0.2365098342133737,-0.7398189,,156.21
A065_T1,A065,T1,Common,-1.3171538,0.1962873223365104,-0.4977671,,1.0
A065_T1,A065,T1,Congruent,-1.2773031,0.2061241640685505,-0.68643713,,1.0
A065_T1,A065,T1,Incongruent,-1.4102844,0.2365098342133737,-0.624274,,1.0
A065_T2,A065,T2,Common,0.06738905,0.1962873223365104,-1.3151283,,32.31
A065_T2,A065,T2,Congruent,0.064162605,0.2061241640685505,-1.8792081,,32.31
A065_T2,A065,T2,Incongruent,-0.40561426,0.2365098342133737,-1.121759,,32.31
A065_T3,A065,T3,Common,-1.744844,0.1962873223365104,-2.1409612,,106.41
A065_T3,A065,T3,Congruent,-1.6138492,0.2061241640685505,-2.309749,,106.41
A065_T3,A065,T3,Incongruent,-0.853348,0.2365098342133737,-2.1341271,,106.41
A065_T4,A065,T4,Common,-2.1507194,0.1962873223365104,-1.848042,,187.43
A065_T4,A065,T4,Congruent,-1.7445728,0.2061241640685505,-1.9943393,,187.43
A065_T4,A065,T4,Incongruent,-1.6086773,0.2365098342133737,-1.8508176,,187.43
A066_T1,A066,T1,Common,0.52085555,0.1962873223365104,-0.77083856,,1.0
A066_T1,A066,T1,Congruent,-0.34936783,0.2061241640685505,-0.38006526,,1.0
A066_T1,A066,T1,Incongruent,0.4867137,0.2365098342133737,-0.75553757,,1.0
A066_T2,A066,T2,Common,-0.2666786,0.1962873223365104,-0.45716655,,23.35
A066_T2,A066,T2,Congruent,-0.483148,0.2061241640685505,-0.8631504,,23.35
A066_T2,A066,T2,Incongruent,-0.2187631,0.2365098342133737,-0.6058684,,23.35
A066_T3,A066,T3,Common,-0.3462124,0.1962873223365104,-0.71318924,,73.79
A066_T3,A066,T3,Congruent,-0.86631346,0.2061241640685505,-0.97773355,,73.79
A066_T3,A066,T3,Incongruent,-1.323239,0.2365098342133737,-0.6747845,,73.79
A066_T4,A066,T4,Common,-0.95671576,0.1962873223365104,-1.6997578,,164.93
A066_T4,A066,T4,Congruent,-0.760719,0.2061241640685505,-1.27503,,164.93
A066_T4,A066,T4,Incongruent,-0.94659406,0.2365098342133737,-1.2249095,,164.93
A067_T1,A067,T1,Common,0.43133983,0.1962873223365104,-0.34338585,,1.0
A067_T1,A067,T1,Congruent,-0.35323784,0.2061241640685505,-0.67412084,,1.0
A067_T1,A067,T1,Incongruent,0.18231152,0.2365098342133737,-0.70207465,,1.0
A067_T2,A067,T2,Common,-1.2040907,0.1962873223365104,-1.4682014,,29.91
A067_T2,A067,T2,Congruent,-0.94394547,0.2061241640685505,-1.3585191,,29.91
A067_T2,A067,T2,Incongruent,-1.2220749,0.2365098342133737,-1.7118002,,29.91
A067_T3,A067,T3,Common,-1.468142,0.1962873223365104,-1.4417359,,73.19
A067_T3,A067,T3,Congruent,-0.8267787,0.2061241640685505,-1.1333934,,73.19
A067_T3,A067,T3,Incongruent,-1.3802273,0.2365098342133737,-1.3231535,,73.19
A067_T4,A067,T4,Common,-1.2924346,0.1962873223365104,-1.6056634,,144.19
A067_T4,A067,T4,Congruent,-1.2339065,0.2061241640685505,-1.3108498,,144.19
A067_T4,A067,T4,Incongruent,-1.1612169,0.2365098342133737,-1.4478906,,144.19
A068_T1,A068,T1,Common,1.1973321,0.1962873223365104,0.029441586,,1.0
A068_T1,A068,T1,Congruent,1.0260569,0.2061241640685505,0.15660031,,1.0
A068_T1,A068,T1,Incongruent,1.1782216,0.2365098342133737,0.09978709,,1.0
A068_T2,A068,T2,Common,-0.06428234,0.1962873223365104,0.080111355,,30.49
A068_T2,A068,T2,Congruent,0.42495334,0.2061241640685505,0.036848858,,30.49
A068_T2,A068,T2,Incongruent,-0.56203043,0.2365098342133737,-0.26978797,,30.49
A068_T3,A068,T3,Common,0.9597233,0.1962873223365104,-0.28311488,,82.98
A068_T3,A068,T3,Congruent,-0.061965823,0.2061241640685505,-0.270623,,82.98
A068_T3,A068,T3,Incongruent,0.865,0.2365098342133737,-0.43138668,,82.98
A068_T4,A068,T4,Common,-0.6880742,0.1962873223365104,-0.4871188,,155.59
A068_T4,A068,T4,Congruent,-0.30442154,0.2061241640685505,-0.6926035,,155.59
A068_T4,A068,T4,Incongruent,-0.85649955,0.2365098342133737,-0.6760573,,155.59
A069_T1,A069,T1,Common,-0.8337596,0.1962873223365104,-0.7077817,,1.0
A069_T1,A069,T1,Congruent,-0.7663394,0.2061241640685505,-1.0479727,,1.0
A069_T1,A069,T1,Incongruent,-0.5619881,0.2365098342133737,-0.5458755,,1.0
A069_T2,A069,T2,Common,-1.1064484,0.1962873223365104,-1.1501611,,24.96
A069_T2,A069,T2,Congruent,-0.6725282,0.2061241640685505,-1.2316633,,24.96
A069_T2,A069,T2,Incongruent,-1.1514472,0.2365098342133737,-1.7122738,,24.96
A069_T3,A069,T3,Common,0.24429336,0.1962873223365104,-1.4126319,,79.75
A069_T3,A069,T3,Congruent,-1.5109428,0.2061241640685505,-2.1621413,,79.75
A069_T3,A069,T3,Incongruent,-0.36797193,0.2365098342133737,-1.9927013,,79.75
A069_T4,A069,T4,Common,-0.91262,0.1962873223365104,-0.9163562,,140.22
A069_T4,A069,T4,Congruent,-1.3962642,0.2061241640685505,-1.44054,,140.22
A069_T4,A069,T4,Incongruent,-1.3764908,0.2365098342133737,-1.6281663,,140.22
A070_T1,A070,T1,Common,0.56656337,0.1962873223365104,-0.32718143,,1.0
A070_T1,A070,T1,Congruent,-0.10258464,0.2061241640685505,-0.52186567,,1.0
A070_T1,A070,T1,Incongruent,-0.4836087,0.2365098342133737,-0.25163588,,1.0
A070_T2,A070,T2,Common,0.67100656,0.1962873223365104,-0.40496716,,24.25
A070_T2,A070,T2,Congruent,-0.30106032,0.2061241640685505,-0.4394793,,24.25
A070_T2,A070,T2,Incongruent,0.379365,0.2365098342133737,-0.73970205,,24.25
A070_T3,A070,T3,Common,-0.3166986,0.1962873223365104,-1.0397756,,81.92
A070_T3,A070,T3,Congruent,-0.8559272,0.2061241640685505,-1.4298435,,81.92
A070_T3,A070,T3,Incongruent,-1.0311381,0.2365098342133737,-1.002729,,81.92
A070_T4,A070,T4,Common,-0.90343934,0.1962873223365104,-1.4467779,,149.2
A070_T4,A070,T4,Congruent,-0.83665365,0.2061241640685505,-1.0911304,,149.2
A070_T4,A070,T4,Incongruent,-0.76778597,0.2365098342133737,-1.3446122,,149.2
A071_T1,A071,T1,Common,0.70789874,0.1962873223365104,-0.06925742,,1.0
A071_T1,A071,T1,Congruent,1.2530835,0.2061241640685505,-0.06460686,,1.0
A071_T1,A071,T1,Incongruent,-0.20029435,0.2365098342133737,-0.31428206,,1.0
A071_T2,A071,T2,Common,0.873699,0.1962873223365104,-0.49979705,,30.92
A071_T2,A071,T2,Congruent,0.3583971,0.2061241640685505,-0.980287,,30.92
A071_T2,A071,T2,Incongruent,-0.14540964,0.2365098342133737,-0.7196189,,30.92
A071_T3,A071,T3,Common,0.14909524,0.1962873223365104,-1.1988554,,79.96
A071_T3,A071,T3,Congruent,-1.6629909,0.2061241640685505,-1.3873115,,79.96
A071_T3,A071,T3,Incongruent,-0.8588146,0.2365098342133737,-0.7761851,,79.96
A071_T4,A071,T4,Common,0.23359789,0.1962873223365104,-1.1189433,,153.27
A071_T4,A071,T4,Congruent,-0.12990214,0.2061241640685505,-0.9745958,,153.27
A071_T4,A071,T4,Incongruent,0.5588658,0.2365098342133737,-0.5587805,,153.27
A072_T1,A072,T1,Common,0.87721634,0.1962873223365104,-0.083747596,,1.0
A072_T1,A072,T1,Congruent,-0.112263314,0.2061241640685505,0.0010421601,,1.0
A072_T1,A072,T1,Incongruent,0.889561,0.2365098342133737,-0.07452437,,1.0
A072_T2,A072,T2,Common,1.1064863,0.1962873223365104,-0.06379211,,33.76
A072_T2,A072,T2,Congruent,1.1146743,0.2061241640685505,-0.11102306,,33.76
A072_T2,A072,T2,Incongruent,0.5737382,0.2365098342133737,-0.26865453,,33.76
A072_T3,A072,T3,Common,-0.6392919,0.1962873223365104,-0.38732404,,83.54
A072_T3,A072,T3,Congruent,-0.5818319,0.2061241640685505,-0.75784713,,83.54
A072_T3,A072,T3,Incongruent,-1.2315675,0.2365098342133737,-0.79868716,,83.54
A072_T4,A072,T4,Common,0.11632397,0.1962873223365104,-0.8807154,,154.89
A072_T4,A072,T4,Congruent,0.19786991,0.2061241640685505,-0.46683845,,154.89
A072_T4,A072,T4,Incongruent,-0.19525106,0.2365098342133737,-0.90725523,,154.89
A073_T1,A073,T1,Common,0.54635656,0.1962873223365104,-1.177983,,1.0
A073_T1,A073,T1,Congruent,1.5546312,0.2061241640685505,-0.51339877,,1.0
A073_T1,A073,T1,Incongruent,0.7696608,0.2365098342133737,-0.94101936,,1.0
A073_T2,A073,T2,Common,0.29271653,0.1962873223365104,-1.0593116,,66.66
A073_T2,A073,T2,Congruent,-0.46244034,0.2061241640685505,-0.8614941,,66.66
A073_T2,A073,T2,Incongruent,0.19954424,0.2365098342133737,-1.043354,,66.66
A073_T3,A073,T3,Common,0.8597459,0.1962873223365104,-0.5370971,,66.9
A073_T3,A073,T3,Congruent,0.36895004,0.2061241640685505,-1.1937985,,66.9
A073_T3,A073,T3,Incongruent,0.96659833,0.2365098342133737,-1.0275303,,66.9
A073_T4,A073,T4,Common,1.1421618,0.1962873223365104,-0.92751175,,140.12
A073_T4,A073,T4,Congruent,0.29205632,0.2061241640685505,-0.9905761,,140.12
A073_T4,A073,T4,Incongruent,1.1789728,0.2365098342133737,-1.3913372,,140.12
A074_T1,A074,T1,Common,1.0982429,0.1962873223365104,-0.18202838,,1.0
A074_T1,A074,T1,Congruent,0.18547921,0.2061241640685505,-0.3253466,,1.0
A074_T1,A074,T1,Incongruent,0.94610184,0.2365098342133737,-0.27345297,,1.0
A074_T2,A074,T2,Common,-0.03720683,0.1962873223365104,-0.77025694,,29.33
A074_T2,A074,T2,Congruent,0.35892135,0.2061241640685505,-0.5606668,,29.33
A074_T2,A074,T2,Incongruent,-0.17883097,0.2365098342133737,-0.32636875,,29.33
A074_T3,A074,T3,Common,-1.5277796,0.1962873223365104,-1.1052237,,73.02
A074_T3,A074,T3,Congruent,-0.61961347,0.2061241640685505,-0.8204018,,73.02
A074_T3,A074,T3,Incongruent,0.50796634,0.2365098342133737,-0.39596567,,73.02
A074_T4,A074,T4,Common,-1.2861127,0.1962873223365104,-0.81961036,,147.21
A074_T4,A074,T4,Congruent,1.3346335,0.2061241640685505,-0.27963826,,147.21
A074_T4,A074,T4,Incongruent,-1.0765446,0.2365098342133737,-0.9574124,,147.21
A075_T1,A075,T1,Common,0.6850163,0.1962873223365104,-0.5596117,,1.0
A075_T1,A075,T1,Congruent,0.6350618,0.2061241640685505,-0.6650202,,1.0
A075_T1,A075,T1,Incongruent,0.35597882,0.2365098342133737,-0.4720558,,1.0
A075_T2,A075,T2,Common,0.12656468,0.1962873223365104,-0.48084557,,28.68
A075_T2,A075,T2,Congruent,1.2109066,0.2061241640685505,-0.48097533,,28.68
A075_T2,A075,T2,Incongruent,0.19050995,0.2365098342133737,-0.57119834,,28.68
A075_T3,A075,T3,Common,-0.48466563,0.1962873223365104,-1.4214578,,71.37
A075_T3,A075,T3,Congruent,-1.8487816,0.2061241640685505,-1.9677013,,71.37
A075_T3,A075,T3,Incongruent,-1.3870107,0.2365098342133737,-1.4577806,,71.37
A075_T4,A075,T4,Common,-0.8273441,0.1962873223365104,-0.6418508,,244.53
A075_T4,A075,T4,Congruent,-0.0404494,0.2061241640685505,-1.0634046,,244.53
A075_T4,A075,T4,Incongruent,-1.1910133,0.2365098342133737,-1.3109375,,244.53
A076_T1,A076,T1,Common,0.4877052,0.1962873223365104,-0.8254861,,1.0
A076_T1,A076,T1,Congruent,0.04747704,0.2061241640685505,-0.716884,,1.0
A076_T1,A076,T1,Incongruent,-0.055492114,0.2365098342133737,-0.79050756,,1.0
A076_T2,A076,T2,Common,-1.0494858,0.1962873223365104,-0.9957881,,27.3
A076_T2,A076,T2,Congruent,-0.67410386,0.2061241640685505,-1.0312408,,27.3
A076_T2,A076,T2,Incongruent,-1.0282166,0.2365098342133737,-0.75904757,,27.3
A076_T3,A076,T3,Common,-1.029358,0.1962873223365104,-0.944209,,74.88
A076_T3,A076,T3,Congruent,-1.2256078,0.2061241640685505,-1.2399664,,74.88
A076_T3,A076,T3,Incongruent,-1.1447643,0.2365098342133737,-1.1160817,,74.88
A076_T4,A076,T4,Common,-1.714471,0.1962873223365104,-1.2952833,,149.28
A076_T4,A076,T4,Congruent,-1.1056327,0.2061241640685505,-1.7368064,,149.28
A076_T4,A076,T4,Incongruent,-1.4897717,0.2365098342133737,-1.947186,,149.28
A077_T1,A077,T1,Common,1.1772299,0.1962873223365104,-0.13130742,,1.0
A077_T1,A077,T1,Congruent,-0.44953594,0.2061241640685505,-0.2547556,,1.0
A077_T1,A077,T1,Incongruent,1.0832057,0.2365098342133737,-0.21729939,,1.0
A077_T2,A077,T2,Common,-0.79948527,0.1962873223365104,-0.7624806,,53.88
A077_T2,A077,T2,Congruent,-0.08587926,0.2061241640685505,-0.6408534,,53.88
A077_T2,A077,T2,Incongruent,0.5481428,0.2365098342133737,-0.61449087,,53.88
A077_T3,A077,T3,Common,0.18209952,0.1962873223365104,-0.7224819,,78.36
A077_T3,A077,T3,Congruent,0.77865267,0.2061241640685505,-0.30953598,,78.36
A077_T3,A077,T3,Incongruent,-0.6028231,0.2365098342133737,-1.0287725,,78.36
A077_T4,A077,T4,Common,-0.8510503,0.1962873223365104,-0.6117213,,149.75
A077_T4,A077,T4,Congruent,0.90057325,0.2061241640685505,-0.3342188,,149.75
A077_T4,A077,T4,Incongruent,-0.024910025,0.2365098342133737,-0.57046586,,149.75
A078_T1,A078,T1,Common,-1.0481057,0.1962873223365104,-1.0662726,,1.0
A078_T1,A078,T1,Congruent,-0.85716176,0.2061241640685505,-0.8575575,,1.0
A078_T1,A078,T1,Incongruent,-0.03935432,0.2365098342133737,-0.9614782,,1.0
A078_T2,A078,T2,Common,-0.51313215,0.1962873223365104,-1.1601207,,26.17
A078_T2,A078,T2,Congruent,0.5926562,0.2061241640685505,-0.6422847,,26.17
A078_T2,A078,T2,Incongruent,0.13163377,0.2365098342133737,-1.0838848,,26.17
A078_T3,A078,T3,Common,-0.97640496,0.1962873223365104,-0.96351194,,72.3
A078_T3,A078,T3,Congruent,-0.6777786,0.2061241640685505,-1.0185158,,72.3
A078_T3,A078,T3,Incongruent,-0.37939614,0.2365098342133737,-1.2269044,,72.3
A078_T4,A078,T4,Common,-1.0365397,0.1962873223365104,-1.2656175,,140.08
A078_T4,A078,T4,Congruent,-0.75193495,0.2061241640685505,-1.4823211,,140.08
A078_T4,A078,T4,Incongruent,-0.82991654,0.2365098342133737,-2.1511405,,140.08
A079_T1,A079,T1,Common,-0.6625905,0.1962873223365104,-0.70993716,,1.0
A079_T1,A079,T1,Congruent,0.7172697,0.2061241640685505,-0.43599677,,1.0
A079_T1,A079,T1,Incongruent,0.571432,0.2365098342133737,-0.5365741,,1.0
A079_T2,A079,T2,Common,0.35112518,0.1962873223365104,-0.39511335,,26.11
A079_T2,A079,T2,Congruent,0.38102,0.2061241640685505,-0.6060337,,26.11
A079_T2,A079,T2,Incongruent,0.25168815,0.2365098342133737,-0.29747516,,26.11
A079_T3,A079,T3,Common,-1.1069062,0.1962873223365104,-0.7403131,,74.0
A079_T3,A079,T3,Congruent,0.5062731,0.2061241640685505,-0.6953274,,74.0
A079_T3,A079,T3,Incongruent,-1.1842302,0.2365098342133737,-1.0782077,,74.0
A079_T4,A079,T4,Common,-0.49610496,0.1962873223365104,-0.44207504,,194.42
A079_T4,A079,T4,Congruent,-0.3939758,0.2061241640685505,-1.1158302,,194.42
A079_T4,A079,T4,Incongruent,-0.72198874,0.2365098342133737,-1.2569292,,194.42
A080_T1,A080,T1,Common,0.33154324,0.1962873223365104,-0.16256416,,1.0
A080_T1,A080,T1,Congruent,-0.33438247,0.2061241640685505,-0.2868208,,1.0
A080_T1,A080,T1,Incongruent,0.1954386,0.2365098342133737,-0.26796278,,1.0
A080_T2,A080,T2,Common,0.82862,0.1962873223365104,-0.29740527,,29.03
A080_T2,A080,T2,Congruent,1.5502274,0.2061241640685505,-0.2205648,,29.03
A080_T2,A080,T2,Incongruent,-0.48048288,0.2365098342133737,-0.49931365,,29.03
A080_T3,A080,T3,Common,-0.1077804,0.1962873223365104,-0.8341305,,72.87
A080_T3,A080,T3,Congruent,0.23595619,0.2061241640685505,-0.6627485,,72.87
A080_T3,A080,T3,Incongruent,0.054171856,0.2365098342133737,-0.5487481,,72.87
A080_T4,A080,T4,Common,0.41689837,0.1962873223365104,-0.829931,,145.77
A080_T4,A080,T4,Congruent,-1.6039006,0.2061241640685505,-0.87775093,,145.77
A080_T4,A080,T4,Incongruent,-0.5642178,0.2365098342133737,-1.1504331,,145.77
A081_T1,A081,T1,Common,0.00010118604,0.1962873223365104,-0.36934307,,1.0
A081_T1,A081,T1,Congruent,0.45815384,0.2061241640685505,-0.2819495,,1.0
A081_T1,A081,T1,Incongruent,0.4636711,0.2365098342133737,-0.29979154,,1.0
A081_T2,A081,T2,Common,-0.7071566,0.1962873223365104,-0.34199077,,31.39
A081_T2,A081,T2,Congruent,0.5767118,0.2061241640685505,-0.73261505,,31.39
A081_T2,A081,T2,Incongruent,-0.80846375,0.2365098342133737,-0.57602197,,31.39
A081_T3,A081,T3,Common,0.545228,0.1962873223365104,-0.82623285,,80.13
A081_T3,A081,T3,Congruent,0.91994727,0.2061241640685505,-0.21698174,,80.13
A081_T3,A081,T3,Incongruent,1.0431083,0.2365098342133737,-0.4909857,,80.13
A081_T4,A081,T4,Common,-0.08591507,0.1962873223365104,-0.41083512,,154.53
A081_T4,A081,T4,Congruent,0.3316827,0.2061241640685505,-0.92175215,,154.53
A081_T4,A081,T4,Incongruent,-0.007744061,0.2365098342133737,-0.78070855,,154.53
A082_T1,A082,T1,Common,-0.4003049,0.1962873223365104,-0.55978227,,1.0
A082_T1,A082,T1,Congruent,0.07705856,0.2061241640685505,-0.28960842,,1.0
A082_T1,A082,T1,Incongruent,0.4081296,0.2365098342133737,-0.35453165,,1.0
A082_T2,A082,T2,Common,0.8779047,0.1962873223365104,-0.60476476,,27.97
A082_T2,A082,T2,Congruent,1.2108388,0.2061241640685505,-0.28886366,,27.97
A082_T2,A082,T2,Incongruent,1.3566974,0.2365098342133737,-0.41359544,,27.97
A082_T3,A082,T3,Common,0.6359619,0.1962873223365104,-0.6372438,,75.71
A082_T3,A082,T3,Congruent,-0.06594768,0.2061241640685505,-0.7005341,,75.71
A082_T3,A082,T3,Incongruent,0.51109195,0.2365098342133737,-0.6247568,,75.71
A082_T4,A082,T4,Common,-0.3586941,0.1962873223365104,-1.1702459,,170.25
A082_T4,A082,T4,Congruent,-0.003309914,0.2061241640685505,-0.71145993,,170.25
A082_T4,A082,T4,Incongruent,-0.71264565,0.2365098342133737,-1.0971746,,170.25
A083_T1,A083,T1,Common,1.3698004,0.1962873223365104,-0.04717919,,1.0
A083_T1,A083,T1,Congruent,1.1311928,0.2061241640685505,-0.15437493,,1.0
A083_T1,A083,T1,Incongruent,1.9672089,0.2365098342133737,0.0868498,,1.0
A083_T2,A083,T2,Common,0.124128915,0.1962873223365104,-0.3105881,,25.15
A083_T2,A083,T2,Congruent,0.25453722,0.2061241640685505,-0.6470416,,25.15
A083_T2,A083,T2,Incongruent,0.81551206,0.2365098342133737,-0.59467524,,25.15
A083_T3,A083,T3,Common,-0.5477029,0.1962873223365104,-0.58761007,,74.3
A083_T3,A083,T3,Congruent,-0.093894005,0.2061241640685505,-0.39905703,,74.3
A083_T3,A083,T3,Incongruent,0.33076146,0.2365098342133737,-0.50835633,,74.3
A083_T4,A083,T4,Common,-0.37580958,0.1962873223365104,-0.87011266,,144.91
A083_T4,A083,T4,Congruent,0.7881295,0.2061241640685505,-0.425122,,144.91
A083_T4,A083,T4,Incongruent,0.42488086,0.2365098342133737,-0.65666425,,144.91
A084_T1,A084,T1,Common,0.9561993,0.1962873223365104,-1.179172,,1.0
A084_T1,A084,T1,Congruent,0.4756749,0.2061241640685505,-1.5245093,,1.0
A084_T1,A084,T1,Incongruent,0.34656775,0.2365098342133737,-1.7585179,,1.0
A084_T2,A084,T2,Common,0.013109359,0.1962873223365104,-1.189129,,27.25
A084_T2,A084,T2,Congruent,0.2026438,0.2061241640685505,-1.6860433,,27.25
A084_T2,A084,T2,Incongruent,-0.46278918,0.2365098342133737,-1.8010626,,27.25
A084_T3,A084,T3,Common,0.44351754,0.1962873223365104,-1.1784703,,91.97
A084_T3,A084,T3,Congruent,1.1289612,0.2061241640685505,-0.7468087,,91.97
A084_T3,A084,T3,Incongruent,-0.55949694,0.2365098342133737,-1.8235856,,91.97
A084_T4,A084,T4,Common,-0.88956237,0.1962873223365104,-2.3108773,,162.51
A084_T4,A084,T4,Congruent,0.5236475,0.2061241640685505,-1.2056067,,162.51
A084_T4,A084,T4,Incongruent,-0.5263494,0.2365098342133737,-1.5674257,,162.51
A085_T1,A085,T1,Common,0.0077195168,0.1962873223365104,-0.30055732,,1.0
A085_T1,A085,T1,Congruent,0.1552031,0.2061241640685505,-0.16463578,,1.0
A085_T1,A085,T1,Incongruent,-0.60492045,0.2365098342133737,-0.29850325,,1.0
A085_T2,A085,T2,Common,0.49905202,0.1962873223365104,-0.2620576,,24.51
A085_T2,A085,T2,Congruent,1.4983407,0.2061241640685505,0.09563088,,24.51
A085_T2,A085,T2,Incongruent,0.8101534,0.2365098342133737,-0.082100525,,24.51
A085_T3,A085,T3,Common,0.48035803,0.1962873223365104,-0.0462701,,71.4
A085_T3,A085,T3,Congruent,0.59526086,0.2061241640685505,-0.092130594,,71.4
A085_T3,A085,T3,Incongruent,-0.8575336,0.2365098342133737,-0.40926564,,71.4
A085_T4,A085,T4,Common,-0.238934,0.1962873223365104,-0.46926987,,170.65
A085_T4,A085,T4,Congruent,-0.18872286,0.2061241640685505,-0.79462606,,170.65
A085_T4,A085,T4,Incongruent,-0.94173086,0.2365098342133737,-0.60284513,,170.65
A086_T1,A086,T1,Common,0.6558563,0.1962873223365104,-0.16026516,,1.0
A086_T1,A086,T1,Congruent,1.3480834,0.2061241640685505,-0.13565797,,1.0
A086_T1,A086,T1,Incongruent,0.3201268,0.2365098342133737,-0.1836122,,1.0
A086_T2,A086,T2,Common,-0.6139667,0.1962873223365104,-0.23810352,,23.47
A086_T2,A086,T2,Congruent,0.10453227,0.2061241640685505,-0.28824103,,23.47
A086_T2,A086,T2,Incongruent,0.5163846,0.2365098342133737,-0.21625954,,23.47
A086_T3,A086,T3,Common,-0.9025494,0.1962873223365104,-0.88882124,,145.29
A086_T3,A086,T3,Congruent,-0.6197766,0.2061241640685505,-0.7607612,,145.29
A086_T3,A086,T3,Incongruent,-0.9413575,0.2365098342133737,-0.65461785,,145.29
A086_T4,A086,T4,Common,0.24756022,0.1962873223365104,-0.36776915,,169.55
A086_T4,A086,T4,Congruent,-1.2639685,0.2061241640685505,-1.1351063,,169.55
A086_T4,A086,T4,Incongruent,-0.9490816,0.2365098342133737,-0.92375237,,169.55
A087_T1,A087,T1,Common,0.3166234,0.1962873223365104,0.28499898,,1.0
A087_T1,A087,T1,Congruent,0.4606387,0.2061241640685505,-0.03584209,,1.0
A087_T1,A087,T1,Incongruent,-0.16664389,0.2365098342133737,-0.18351513,,1.0
A087_T2,A087,T2,Common,1.0431534,0.1962873223365104,-0.13051467,,31.07
A087_T2,A087,T2,Congruent,1.2393358,0.2061241640685505,-0.18524033,,31.07
A087_T2,A087,T2,Incongruent,0.6195668,0.2365098342133737,-0.5067365,,31.07
A087_T3,A087,T3,Common,0.6456617,0.1962873223365104,-0.32740983,,72.8
A087_T3,A087,T3,Congruent,0.101736434,0.2061241640685505,-0.59843826,,72.8
A087_T3,A087,T3,Incongruent,0.7460708,0.2365098342133737,-0.3777033,,72.8
A087_T4,A087,T4,Common,0.8111409,0.1962873223365104,-0.27486774,,144.2
A087_T4,A087,T4,Congruent,0.25295004,0.2061241640685505,-0.42013177,,144.2
A087_T4,A087,T4,Incongruent,0.29474986,0.2365098342133737,-0.35757273,,144.2
A088_T1,A088,T1,Common,1.3131995,0.1962873223365104,-0.5690354,,1.0
