composite_ID,UID,test,congruence,theta_accuracy,se_accuracy,theta_confidence,se_confidence,TSVR_hours
A035_T2,A035,T2,Incongruent,0.64532655,0.2365098342133737,-0.42959154,,44.76
A035_T3,A035,T3,Common,-0.59551436,0.1962873223365104,-0.54351425,,79.98
A035_T3,A035,T3,Congruent,0.21742025,0.2061241640685505,-0.8606771,,79.98
A035_T3,A035,T3,Incongruent,-0.70500445,0.2365098342133737,-0.70731425,,79.98
A035_T4,A035,T4,Common,-0.8755717,0.1962873223365104,-0.7079246,,152.47
A035_T4,A035,T4,Congruent,-0.7487059,0.2061241640685505,-1.0819523,,152.47
A035_T4,A035,T4,Incongruent,-0.8544361,0.2365098342133737,-0.9453898,,152.47
A036_T1,A036,T1,Common,0.74764776,0.1962873223365104,-1.5120503,,1.0
A036_T1,A036,T1,Congruent,0.8550636,0.2061241640685505,-0.8050126,,1.0
A036_T1,A036,T1,Incongruent,0.5994135,0.2365098342133737,-1.5617707,,1.0
A036_T2,A036,T2,Common,-0.5022708,0.1962873223365104,-2.3538072,,21.63
A036_T2,A036,T2,Congruent,-0.12540075,0.2061241640685505,-2.5525463,,21.63
A036_T2,A036,T2,Incongruent,0.21460545,0.2365098342133737,-1.7931703,,21.63
A036_T3,A036,T3,Common,-0.018576257,0.1962873223365104,-2.1430519,,71.47
A036_T3,A036,T3,Congruent,0.28238106,0.2061241640685505,-1.1878074,,71.47
A036_T3,A036,T3,Incongruent,-0.8283277,0.2365098342133737,-2.3487585,,71.47
A036_T4,A036,T4,Common,-1.1207412,0.1962873223365104,-2.464137,,143.85
A036_T4,A036,T4,Congruent,-1.0393022,0.2061241640685505,-2.115074,,143.85
A036_T4,A036,T4,Incongruent,-0.62613195,0.2365098342133737,-2.2591488,,143.85
A037_T1,A037,T1,Common,1.6113735,0.1962873223365104,0.021304155,,1.0
A037_T1,A037,T1,Congruent,0.22852391,0.2061241640685505,-0.21583825,,1.0
A037_T1,A037,T1,Incongruent,0.8065208,0.2365098342133737,-0.0829327,,1.0
A037_T2,A037,T2,Common,1.1598858,0.1962873223365104,-0.29204315,,23.7
A037_T2,A037,T2,Congruent,0.30562398,0.2061241640685505,-0.8647373,,23.7
A037_T2,A037,T2,Incongruent,0.7779129,0.2365098342133737,-0.39432922,,23.7
A037_T3,A037,T3,Common,-0.4739782,0.1962873223365104,-0.833713,,72.08
A037_T3,A037,T3,Congruent,0.815768,0.2061241640685505,-0.54054016,,72.08
A037_T3,A037,T3,Incongruent,0.4209121,0.2365098342133737,-0.9148402,,72.08
A037_T4,A037,T4,Common,0.41819012,0.1962873223365104,-0.9017182,,143.66
A037_T4,A037,T4,Congruent,-0.58786523,0.2061241640685505,-0.8579481,,143.66
A037_T4,A037,T4,Incongruent,-0.68632966,0.2365098342133737,-0.8241759,,143.66
A038_T1,A038,T1,Common,1.078226,0.1962873223365104,-0.41689023,,1.0
A038_T1,A038,T1,Congruent,0.9585948,0.2061241640685505,-0.13964333,,1.0
A038_T1,A038,T1,Incongruent,1.2457225,0.2365098342133737,-0.2604591,,1.0
A038_T2,A038,T2,Common,-0.3119291,0.1962873223365104,-0.06612973,,71.85
A038_T2,A038,T2,Congruent,-0.8893782,0.2061241640685505,-0.2690671,,71.85
A038_T2,A038,T2,Incongruent,-0.17449848,0.2365098342133737,-0.5263967,,71.85
A038_T3,A038,T3,Common,1.2023473,0.1962873223365104,-0.26191536,,72.86
A038_T3,A038,T3,Congruent,-0.29861468,0.2061241640685505,-0.42256626,,72.86
A038_T3,A038,T3,Incongruent,1.0740421,0.2365098342133737,-0.36746615,,72.86
A038_T4,A038,T4,Common,0.5360858,0.1962873223365104,-0.1494768,,152.89
A038_T4,A038,T4,Congruent,-0.17653099,0.2061241640685505,-0.31882823,,152.89
A038_T4,A038,T4,Incongruent,-0.74061143,0.2365098342133737,-0.41754243,,152.89
A039_T1,A039,T1,Common,2.113206,0.1962873223365104,0.04606813,,1.0
A039_T1,A039,T1,Congruent,1.5005066,0.2061241640685505,-0.076283954,,1.0
A039_T1,A039,T1,Incongruent,1.3803084,0.2365098342133737,0.10311875,,1.0
A039_T2,A039,T2,Common,0.72722864,0.1962873223365104,0.06751655,,28.65
A039_T2,A039,T2,Congruent,0.20797212,0.2061241640685505,0.17347847,,28.65
A039_T2,A039,T2,Incongruent,0.41327596,0.2365098342133737,-0.02583759,,28.65
A039_T3,A039,T3,Common,0.6532409,0.1962873223365104,-0.3234957,,98.84
A039_T3,A039,T3,Congruent,0.2044791,0.2061241640685505,-0.42052573,,98.84
A039_T3,A039,T3,Incongruent,1.0063004,0.2365098342133737,-0.028886352,,98.84
A039_T4,A039,T4,Common,-0.19232592,0.1962873223365104,-0.57331944,,246.24
A039_T4,A039,T4,Congruent,0.56958055,0.2061241640685505,-0.64879227,,246.24
A039_T4,A039,T4,Incongruent,0.9507495,0.2365098342133737,-0.3613406,,246.24
A040_T1,A040,T1,Common,-1.5618265,0.1962873223365104,-0.6803081,,1.0
A040_T1,A040,T1,Congruent,-0.48951146,0.2061241640685505,-0.27086848,,1.0
A040_T1,A040,T1,Incongruent,0.16926317,0.2365098342133737,-0.2806868,,1.0
A040_T2,A040,T2,Common,-0.31991416,0.1962873223365104,-0.41427943,,26.26
A040_T2,A040,T2,Congruent,-0.74336016,0.2061241640685505,-0.61941487,,26.26
A040_T2,A040,T2,Incongruent,-0.17563842,0.2365098342133737,-0.5351386,,26.26
A040_T3,A040,T3,Common,-1.1753646,0.1962873223365104,-0.7175777,,71.28
A040_T3,A040,T3,Congruent,-1.1314414,0.2061241640685505,-0.73856413,,71.28
A040_T3,A040,T3,Incongruent,-1.4163284,0.2365098342133737,-0.90037173,,71.28
A040_T4,A040,T4,Common,-0.6841468,0.1962873223365104,-0.8190462,,143.53
A040_T4,A040,T4,Congruent,-0.48939034,0.2061241640685505,-1.094913,,143.53
A040_T4,A040,T4,Incongruent,-1.3937256,0.2365098342133737,-0.93064415,,143.53
A041_T1,A041,T1,Common,1.2749807,0.1962873223365104,-0.010779982,,1.0
A041_T1,A041,T1,Congruent,1.5223323,0.2061241640685505,0.026328545,,1.0
A041_T1,A041,T1,Incongruent,1.140502,0.2365098342133737,-0.066298075,,1.0
A041_T2,A041,T2,Common,-1.0111216,0.1962873223365104,-0.48086694,,31.78
A041_T2,A041,T2,Congruent,-1.1600494,0.2061241640685505,-0.45549294,,31.78
A041_T2,A041,T2,Incongruent,-0.5317055,0.2365098342133737,-0.44364613,,31.78
A041_T3,A041,T3,Common,-0.52210444,0.1962873223365104,-0.5167431,,75.74
A041_T3,A041,T3,Congruent,1.2294152,0.2061241640685505,-0.32686973,,75.74
A041_T3,A041,T3,Incongruent,-0.07379216,0.2365098342133737,-0.3703831,,75.74
A041_T4,A041,T4,Common,0.22386456,0.1962873223365104,-0.07898983,,141.84
A041_T4,A041,T4,Congruent,-0.07053544,0.2061241640685505,-0.6809643,,141.84
A041_T4,A041,T4,Incongruent,1.141611,0.2365098342133737,-0.32759312,,141.84
A042_T1,A042,T1,Common,-0.38919944,0.1962873223365104,-0.9334406,,1.0
A042_T1,A042,T1,Congruent,-0.94992256,0.2061241640685505,-0.6882061,,1.0
A042_T1,A042,T1,Incongruent,-0.5787848,0.2365098342133737,-0.8585459,,1.0
A042_T2,A042,T2,Common,-0.94573104,0.1962873223365104,-1.0527481,,28.93
A042_T2,A042,T2,Congruent,-0.5381136,0.2061241640685505,-1.3154353,,28.93
A042_T2,A042,T2,Incongruent,-0.9761797,0.2365098342133737,-1.0440209,,28.93
A042_T3,A042,T3,Common,-0.60165393,0.1962873223365104,-1.1168188,,72.17
A042_T3,A042,T3,Congruent,-1.0232941,0.2061241640685505,-0.9923472,,72.17
A042_T3,A042,T3,Incongruent,-0.35500365,0.2365098342133737,-0.9215478,,72.17
A042_T4,A042,T4,Common,-0.919106,0.1962873223365104,-1.0435822,,146.02
A042_T4,A042,T4,Congruent,-0.9369889,0.2061241640685505,-1.1589196,,146.02
A042_T4,A042,T4,Incongruent,-1.0544331,0.2365098342133737,-1.3068376,,146.02
A043_T1,A043,T1,Common,1.0159061,0.1962873223365104,0.1643919,,1.0
A043_T1,A043,T1,Congruent,-0.15874355,0.2061241640685505,0.12849581,,1.0
A043_T1,A043,T1,Incongruent,0.6365562,0.2365098342133737,0.18560928,,1.0
A043_T2,A043,T2,Common,0.23345459,0.1962873223365104,-0.0024266364,,25.62
A043_T2,A043,T2,Congruent,0.34835568,0.2061241640685505,0.107447416,,25.62
A043_T2,A043,T2,Incongruent,-0.36488125,0.2365098342133737,0.16144574,,25.62
A043_T3,A043,T3,Common,-0.1154044,0.1962873223365104,-0.3027487,,64.94
A043_T3,A043,T3,Congruent,-0.17773217,0.2061241640685505,-0.022465402,,64.94
A043_T3,A043,T3,Incongruent,-0.32173076,0.2365098342133737,-0.29392326,,64.94
A043_T4,A043,T4,Common,0.06730463,0.1962873223365104,-0.826215,,149.33
A043_T4,A043,T4,Congruent,0.36557552,0.2061241640685505,-0.1728015,,149.33
A043_T4,A043,T4,Incongruent,-0.3357526,0.2365098342133737,-0.40472743,,149.33
A044_T1,A044,T1,Common,-0.021611089,0.1962873223365104,-1.4819484,,1.0
A044_T1,A044,T1,Congruent,-0.42967826,0.2061241640685505,-1.0854299,,1.0
A044_T1,A044,T1,Incongruent,-0.80062515,0.2365098342133737,-0.9532756,,1.0
A044_T2,A044,T2,Common,0.33177772,0.1962873223365104,-1.0400189,,47.66
A044_T2,A044,T2,Congruent,0.29979682,0.2061241640685505,-1.0949403,,47.66
A044_T2,A044,T2,Incongruent,-0.89945817,0.2365098342133737,-0.8823597,,47.66
A044_T3,A044,T3,Common,-1.3885521,0.1962873223365104,-1.4695228,,91.63
A044_T3,A044,T3,Congruent,-1.0432105,0.2061241640685505,-1.2463167,,91.63
A044_T3,A044,T3,Incongruent,-1.2523423,0.2365098342133737,-1.1212108,,91.63
A044_T4,A044,T4,Common,-0.6907909,0.1962873223365104,-1.9270798,,155.27
A044_T4,A044,T4,Congruent,-0.95710677,0.2061241640685505,-2.41895,,155.27
A044_T4,A044,T4,Incongruent,-0.86056197,0.2365098342133737,-1.546574,,155.27
A045_T1,A045,T1,Common,-0.8811096,0.1962873223365104,-0.9359746,,1.0
A045_T1,A045,T1,Congruent,0.5991259,0.2061241640685505,-0.5244013,,1.0
A045_T1,A045,T1,Incongruent,-0.771518,0.2365098342133737,-0.42788658,,1.0
A045_T2,A045,T2,Common,0.25599375,0.1962873223365104,-0.6580216,,24.66
A045_T2,A045,T2,Congruent,-0.7401306,0.2061241640685505,-0.7538953,,24.66
A045_T2,A045,T2,Incongruent,-1.0636017,0.2365098342133737,-0.8124714,,24.66
A045_T3,A045,T3,Common,0.28792378,0.1962873223365104,-0.42298278,,72.23
A045_T3,A045,T3,Congruent,-1.3838344,0.2061241640685505,-0.7975714,,72.23
A045_T3,A045,T3,Incongruent,-0.3198602,0.2365098342133737,-0.53776765,,72.23
A045_T4,A045,T4,Common,-0.73880816,0.1962873223365104,-1.1237898,,151.52
A045_T4,A045,T4,Congruent,-0.50810874,0.2061241640685505,-1.0863767,,151.52
A045_T4,A045,T4,Incongruent,-0.855714,0.2365098342133737,-0.8981609,,151.52
A046_T1,A046,T1,Common,-0.8263327,0.1962873223365104,-0.9113336,,1.0
A046_T1,A046,T1,Congruent,-0.8820126,0.2061241640685505,-1.0043232,,1.0
A046_T1,A046,T1,Incongruent,-0.17337398,0.2365098342133737,-0.6160174,,1.0
A046_T2,A046,T2,Common,-1.0503073,0.1962873223365104,-1.1981308,,24.32
A046_T2,A046,T2,Congruent,-1.3599145,0.2061241640685505,-0.77635866,,24.32
A046_T2,A046,T2,Incongruent,-1.5730445,0.2365098342133737,-1.3370029,,24.32
A046_T3,A046,T3,Common,-1.6721164,0.1962873223365104,-2.1658566,,73.05
A046_T3,A046,T3,Congruent,-1.5709262,0.2061241640685505,-2.1562538,,73.05
A046_T3,A046,T3,Incongruent,-1.775866,0.2365098342133737,-1.3811461,,73.05
A046_T4,A046,T4,Common,-1.5642638,0.1962873223365104,-1.373417,,147.94
A046_T4,A046,T4,Congruent,-0.717223,0.2061241640685505,-0.71030354,,147.94
A046_T4,A046,T4,Incongruent,-0.6509636,0.2365098342133737,-1.1147553,,147.94
A047_T1,A047,T1,Common,0.032663453,0.1962873223365104,-0.56552744,,1.0
A047_T1,A047,T1,Congruent,-1.0092126,0.2061241640685505,-0.84956115,,1.0
A047_T1,A047,T1,Incongruent,-0.37315792,0.2365098342133737,-0.9227222,,1.0
A047_T2,A047,T2,Common,0.31397206,0.1962873223365104,-0.93490225,,23.46
A047_T2,A047,T2,Congruent,-0.5068236,0.2061241640685505,-0.48030975,,23.46
A047_T2,A047,T2,Incongruent,0.06363139,0.2365098342133737,-1.006848,,23.46
A047_T3,A047,T3,Common,-1.4813104,0.1962873223365104,-1.6972852,,76.85
A047_T3,A047,T3,Congruent,-0.5343058,0.2061241640685505,-1.1750782,,76.85
A047_T3,A047,T3,Incongruent,-1.4591206,0.2365098342133737,-1.4981879,,76.85
A047_T4,A047,T4,Common,-1.0614867,0.1962873223365104,-1.9098914,,144.22
A047_T4,A047,T4,Congruent,-1.0075923,0.2061241640685505,-2.5276344,,144.22
A047_T4,A047,T4,Incongruent,-1.0762047,0.2365098342133737,-2.1297948,,144.22
A048_T1,A048,T1,Common,1.0506663,0.1962873223365104,-0.40749374,,1.0
A048_T1,A048,T1,Congruent,1.693677,0.2061241640685505,-0.3538722,,1.0
A048_T1,A048,T1,Incongruent,1.3832663,0.2365098342133737,-0.24060644,,1.0
A048_T2,A048,T2,Common,-0.6741307,0.1962873223365104,-0.45462096,,23.91
A048_T2,A048,T2,Congruent,0.7271685,0.2061241640685505,-0.66625273,,23.91
A048_T2,A048,T2,Incongruent,0.18211488,0.2365098342133737,-0.33101246,,23.91
A048_T3,A048,T3,Common,-0.10325131,0.1962873223365104,-0.55575866,,81.15
A048_T3,A048,T3,Congruent,0.8357988,0.2061241640685505,-0.50338846,,81.15
A048_T3,A048,T3,Incongruent,-0.22094929,0.2365098342133737,-0.39258203,,81.15
A048_T4,A048,T4,Common,0.48396504,0.1962873223365104,-0.60425943,,146.3
A048_T4,A048,T4,Congruent,-0.4917495,0.2061241640685505,-0.6405863,,146.3
A048_T4,A048,T4,Incongruent,0.37752387,0.2365098342133737,-0.5330067,,146.3
A049_T1,A049,T1,Common,1.7571232,0.1962873223365104,0.08177118,,1.0
A049_T1,A049,T1,Congruent,2.279931,0.2061241640685505,0.011668183,,1.0
A049_T1,A049,T1,Incongruent,1.8093721,0.2365098342133737,-0.09187181,,1.0
A049_T2,A049,T2,Common,-0.60318244,0.1962873223365104,-0.67195165,,27.12
A049_T2,A049,T2,Congruent,-0.3166686,0.2061241640685505,-0.45121825,,27.12
A049_T2,A049,T2,Incongruent,-0.7185982,0.2365098342133737,-0.7277334,,27.12
A049_T3,A049,T3,Common,0.6597407,0.1962873223365104,-0.58506674,,111.38
A049_T3,A049,T3,Congruent,0.49153835,0.2061241640685505,-0.25443503,,111.38
A049_T3,A049,T3,Incongruent,0.42769104,0.2365098342133737,-0.37652382,,111.38
A049_T4,A049,T4,Common,0.3402084,0.1962873223365104,-0.56061625,,168.86
A049_T4,A049,T4,Congruent,1.0439023,0.2061241640685505,-0.4042595,,168.86
A049_T4,A049,T4,Incongruent,-0.3570681,0.2365098342133737,-0.7472229,,168.86
A050_T1,A050,T1,Common,-0.32734805,0.1962873223365104,-0.31997022,,1.0
A050_T1,A050,T1,Congruent,-0.65952903,0.2061241640685505,-0.53834146,,1.0
A050_T1,A050,T1,Incongruent,0.44955093,0.2365098342133737,-0.0949954,,1.0
A050_T2,A050,T2,Common,-0.5032114,0.1962873223365104,-0.4005781,,24.73
A050_T2,A050,T2,Congruent,-0.23185472,0.2061241640685505,-0.51334876,,24.73
A050_T2,A050,T2,Incongruent,-0.22489542,0.2365098342133737,-0.28916386,,24.73
A050_T3,A050,T3,Common,-0.91217804,0.1962873223365104,-1.0333242,,93.39
A050_T3,A050,T3,Congruent,-0.99920005,0.2061241640685505,-1.048395,,93.39
A050_T3,A050,T3,Incongruent,-0.6519587,0.2365098342133737,-0.9606521,,93.39
A050_T4,A050,T4,Common,-0.3601759,0.1962873223365104,-1.106875,,148.69
A050_T4,A050,T4,Congruent,-0.44994792,0.2061241640685505,-1.0606136,,148.69
A050_T4,A050,T4,Incongruent,-0.07997266,0.2365098342133737,-1.2247796,,148.69
A051_T1,A051,T1,Common,0.88582057,0.1962873223365104,-0.1108271,,1.0
A051_T1,A051,T1,Congruent,1.9709882,0.2061241640685505,-0.07600792,,1.0
A051_T1,A051,T1,Incongruent,1.3508412,0.2365098342133737,-0.041371163,,1.0
A051_T2,A051,T2,Common,-0.28985074,0.1962873223365104,-0.18552285,,17.16
A051_T2,A051,T2,Congruent,-0.11904877,0.2061241640685505,-0.26526073,,17.16
A051_T2,A051,T2,Incongruent,0.3942614,0.2365098342133737,-0.18676083,,17.16
A051_T3,A051,T3,Common,-0.6146358,0.1962873223365104,-0.76086634,,65.63
A051_T3,A051,T3,Congruent,-0.5767097,0.2061241640685505,-0.574192,,65.63
A051_T3,A051,T3,Incongruent,-0.8183705,0.2365098342133737,-0.5675683,,65.63
A051_T4,A051,T4,Common,-0.11835715,0.1962873223365104,-0.6243035,,146.99
A051_T4,A051,T4,Congruent,0.17635673,0.2061241640685505,-0.7457136,,146.99
A051_T4,A051,T4,Incongruent,-0.61102885,0.2365098342133737,-0.7438079,,146.99
A052_T1,A052,T1,Common,0.7985213,0.1962873223365104,-0.22485016,,1.0
A052_T1,A052,T1,Congruent,0.70940566,0.2061241640685505,-0.48109597,,1.0
A052_T1,A052,T1,Incongruent,0.80218923,0.2365098342133737,-0.6164749,,1.0
A052_T2,A052,T2,Common,-0.44622117,0.1962873223365104,-0.42082825,,31.76
A052_T2,A052,T2,Congruent,-0.63751054,0.2061241640685505,-0.8777536,,31.76
A052_T2,A052,T2,Incongruent,0.65400946,0.2365098342133737,-0.58766717,,31.76
A052_T3,A052,T3,Common,-0.017932264,0.1962873223365104,-0.7195091,,80.98
A052_T3,A052,T3,Congruent,0.012148218,0.2061241640685505,-0.8479793,,80.98
A052_T3,A052,T3,Incongruent,0.8061516,0.2365098342133737,-0.8227223,,80.98
A052_T4,A052,T4,Common,0.04671596,0.1962873223365104,-0.37780705,,153.27
A052_T4,A052,T4,Congruent,-0.5512451,0.2061241640685505,-0.78419584,,153.27
A052_T4,A052,T4,Incongruent,-1.0938095,0.2365098342133737,-1.071032,,153.27
A053_T1,A053,T1,Common,1.12028,0.1962873223365104,-0.2885017,,1.0
A053_T1,A053,T1,Congruent,1.3026041,0.2061241640685505,-0.44445914,,1.0
A053_T1,A053,T1,Incongruent,1.1644984,0.2365098342133737,-0.21252027,,1.0
A053_T2,A053,T2,Common,0.83742,0.1962873223365104,-1.151551,,32.71
A053_T2,A053,T2,Congruent,0.30480924,0.2061241640685505,-1.2639779,,32.71
A053_T2,A053,T2,Incongruent,0.49758703,0.2365098342133737,-1.2864738,,32.71
A053_T3,A053,T3,Common,-0.50420165,0.1962873223365104,-1.3463821,,78.28
A053_T3,A053,T3,Congruent,0.0602048,0.2061241640685505,-1.3980162,,78.28
A053_T3,A053,T3,Incongruent,-0.94908994,0.2365098342133737,-1.3044839,,78.28
A053_T4,A053,T4,Common,-0.45412505,0.1962873223365104,-1.4907095,,148.9
A053_T4,A053,T4,Congruent,-0.9437242,0.2061241640685505,-1.4724555,,148.9
A053_T4,A053,T4,Incongruent,0.6871204,0.2365098342133737,-1.1440738,,148.9
A054_T1,A054,T1,Common,0.18263195,0.1962873223365104,-0.056274697,,1.0
A054_T1,A054,T1,Congruent,0.054836024,0.2061241640685505,0.13166262,,1.0
A054_T1,A054,T1,Incongruent,-0.18606658,0.2365098342133737,0.068720266,,1.0
A054_T2,A054,T2,Common,0.97050226,0.1962873223365104,-0.26078853,,16.9
A054_T2,A054,T2,Congruent,0.6558441,0.2061241640685505,-0.118331835,,16.9
A054_T2,A054,T2,Incongruent,0.22012395,0.2365098342133737,-0.48613167,,16.9
A054_T3,A054,T3,Common,0.35355416,0.1962873223365104,-0.31726465,,72.83
A054_T3,A054,T3,Congruent,0.8645091,0.2061241640685505,-0.26880553,,72.83
A054_T3,A054,T3,Incongruent,0.9616685,0.2365098342133737,-0.24306852,,72.83
A054_T4,A054,T4,Common,1.2971294,0.1962873223365104,-0.14879209,,136.83
A054_T4,A054,T4,Congruent,1.0623502,0.2061241640685505,-0.099199735,,136.83
A054_T4,A054,T4,Incongruent,1.3222136,0.2365098342133737,-0.26028132,,136.83
A055_T1,A055,T1,Common,-0.84173906,0.1962873223365104,-0.4624914,,1.0
A055_T1,A055,T1,Congruent,-0.48899728,0.2061241640685505,-0.31538782,,1.0
A055_T1,A055,T1,Incongruent,0.4598856,0.2365098342133737,-0.21577889,,1.0
A055_T2,A055,T2,Common,0.4803198,0.1962873223365104,-0.8469799,,23.24
A055_T2,A055,T2,Congruent,0.6668252,0.2061241640685505,-1.0363679,,23.24
A055_T2,A055,T2,Incongruent,0.5980959,0.2365098342133737,-0.57424486,,23.24
A055_T3,A055,T3,Common,-1.0578766,0.1962873223365104,-0.9266651,,74.48
A055_T3,A055,T3,Congruent,0.23135751,0.2061241640685505,-0.77419794,,74.48
A055_T3,A055,T3,Incongruent,-0.84224457,0.2365098342133737,-0.9679104,,74.48
A055_T4,A055,T4,Common,-1.1588173,0.1962873223365104,-1.1564229,,149.21
A055_T4,A055,T4,Congruent,-1.3891442,0.2061241640685505,-1.188435,,149.21
A055_T4,A055,T4,Incongruent,-0.7144902,0.2365098342133737,-0.50649744,,149.21
A056_T1,A056,T1,Common,0.57677263,0.1962873223365104,-0.37090066,,1.0
A056_T1,A056,T1,Congruent,1.474186,0.2061241640685505,-0.5355634,,1.0
A056_T1,A056,T1,Incongruent,0.76854396,0.2365098342133737,-0.647325,,1.0
A056_T2,A056,T2,Common,-0.4870755,0.1962873223365104,-0.90483737,,33.61
A056_T2,A056,T2,Congruent,-0.084054,0.2061241640685505,-0.9403539,,33.61
A056_T2,A056,T2,Incongruent,0.72379655,0.2365098342133737,-0.9971318,,33.61
A056_T3,A056,T3,Common,0.41734344,0.1962873223365104,-0.6239769,,71.46
A056_T3,A056,T3,Congruent,-0.08848558,0.2061241640685505,-0.7880958,,71.46
A056_T3,A056,T3,Incongruent,0.03914897,0.2365098342133737,-1.0614076,,71.46
A056_T4,A056,T4,Common,-1.3208041,0.1962873223365104,-0.94452196,,147.84
A056_T4,A056,T4,Congruent,-1.1969587,0.2061241640685505,-0.7892585,,147.84
A056_T4,A056,T4,Incongruent,-1.2513661,0.2365098342133737,-1.3105538,,147.84
A057_T1,A057,T1,Common,-0.6586051,0.1962873223365104,-0.26362598,,1.0
A057_T1,A057,T1,Congruent,0.15659064,0.2061241640685505,-0.3896469,,1.0
A057_T1,A057,T1,Incongruent,0.32195136,0.2365098342133737,-0.6534233,,1.0
A057_T2,A057,T2,Common,-0.5845993,0.1962873223365104,-0.54752463,,24.78
A057_T2,A057,T2,Congruent,-1.1784263,0.2061241640685505,-0.81025416,,24.78
A057_T2,A057,T2,Incongruent,-0.6246655,0.2365098342133737,-0.3860979,,24.78
A057_T3,A057,T3,Common,-0.740959,0.1962873223365104,-0.8209368,,73.83
A057_T3,A057,T3,Congruent,0.18975516,0.2061241640685505,-0.8444249,,73.83
A057_T3,A057,T3,Incongruent,-0.30852878,0.2365098342133737,-0.6926641,,73.83
A057_T4,A057,T4,Common,-1.6140344,0.1962873223365104,-1.2538073,,145.06
A057_T4,A057,T4,Congruent,-0.96282315,0.2061241640685505,-1.278879,,145.06
A057_T4,A057,T4,Incongruent,-1.0764493,0.2365098342133737,-1.5332582,,145.06
A058_T1,A058,T1,Common,1.2305706,0.1962873223365104,-0.3399614,,1.0
A058_T1,A058,T1,Congruent,1.9888922,0.2061241640685505,-0.054483853,,1.0
A058_T1,A058,T1,Incongruent,1.1062307,0.2365098342133737,-0.31420785,,1.0
A058_T2,A058,T2,Common,-1.1810384,0.1962873223365104,-0.84075606,,22.96
A058_T2,A058,T2,Congruent,-0.28160018,0.2061241640685505,-0.5182321,,22.96
A058_T2,A058,T2,Incongruent,-0.72948736,0.2365098342133737,-0.60790056,,22.96
A058_T3,A058,T3,Common,-0.43858027,0.1962873223365104,-0.62917006,,66.28
A058_T3,A058,T3,Congruent,-1.0928406,0.2061241640685505,-1.0639265,,66.28
A058_T3,A058,T3,Incongruent,0.57581717,0.2365098342133737,-0.3849926,,66.28
A058_T4,A058,T4,Common,-0.59969,0.1962873223365104,-1.0041165,,143.48
A058_T4,A058,T4,Congruent,-0.57762057,0.2061241640685505,-1.3924044,,143.48
A058_T4,A058,T4,Incongruent,-0.33740327,0.2365098342133737,-1.0403204,,143.48
A059_T1,A059,T1,Common,0.9413848,0.1962873223365104,-0.4285835,,1.0
A059_T1,A059,T1,Congruent,0.41310668,0.2061241640685505,-0.7449472,,1.0
A059_T1,A059,T1,Incongruent,0.6481601,0.2365098342133737,-0.6233207,,1.0
A059_T2,A059,T2,Common,1.2146442,0.1962873223365104,-0.47496137,,30.4
A059_T2,A059,T2,Congruent,-0.16240932,0.2061241640685505,-0.73166466,,30.4
A059_T2,A059,T2,Incongruent,1.2386231,0.2365098342133737,-0.26237887,,30.4
A059_T3,A059,T3,Common,1.4220468,0.1962873223365104,-0.35404447,,79.78
A059_T3,A059,T3,Congruent,1.0853677,0.2061241640685505,-0.90465754,,79.78
A059_T3,A059,T3,Incongruent,1.1966753,0.2365098342133737,-0.86718345,,79.78
A059_T4,A059,T4,Common,0.37158412,0.1962873223365104,-0.6274229,,151.93
A059_T4,A059,T4,Congruent,0.24016263,0.2061241640685505,-0.52323824,,151.93
A059_T4,A059,T4,Incongruent,0.39415252,0.2365098342133737,-0.6763951,,151.93
A060_T1,A060,T1,Common,-0.41893917,0.1962873223365104,-0.74563795,,1.0
A060_T1,A060,T1,Congruent,0.14170144,0.2061241640685505,-0.51184183,,1.0
A060_T1,A060,T1,Incongruent,-0.51847786,0.2365098342133737,-0.5142394,,1.0
A060_T2,A060,T2,Common,0.87463915,0.1962873223365104,-0.3368844,,24.87
A060_T2,A060,T2,Congruent,0.03884568,0.2061241640685505,-0.53777605,,24.87
A060_T2,A060,T2,Incongruent,0.8710442,0.2365098342133737,-0.36191016,,24.87
A060_T3,A060,T3,Common,-0.51012707,0.1962873223365104,-0.34967044,,94.68
A060_T3,A060,T3,Congruent,0.5968047,0.2061241640685505,-0.29484802,,94.68
A060_T3,A060,T3,Incongruent,-0.5079555,0.2365098342133737,-0.3819131,,94.68
A060_T4,A060,T4,Common,0.5292025,0.1962873223365104,-0.20497432,,143.91
A060_T4,A060,T4,Congruent,0.2312482,0.2061241640685505,-0.18825707,,143.91
A060_T4,A060,T4,Incongruent,0.5497281,0.2365098342133737,-0.017627422,,143.91
A061_T1,A061,T1,Common,2.0136983,0.1962873223365104,0.3947461,,1.0
A061_T1,A061,T1,Congruent,2.2994933,0.2061241640685505,0.41440436,,1.0
A061_T1,A061,T1,Incongruent,1.7655311,0.2365098342133737,0.4517179,,1.0
A061_T2,A061,T2,Common,0.953521,0.1962873223365104,0.087225094,,35.16
A061_T2,A061,T2,Congruent,-0.5375559,0.2061241640685505,0.10480783,,35.16
A061_T2,A061,T2,Incongruent,0.90897036,0.2365098342133737,0.068051666,,35.16
A061_T3,A061,T3,Common,-0.3127364,0.1962873223365104,-0.2856871,,82.55
A061_T3,A061,T3,Congruent,0.7270554,0.2061241640685505,-0.38525635,,82.55
A061_T3,A061,T3,Incongruent,1.0996085,0.2365098342133737,-0.20473945,,82.55
