composite_ID,UID,test,congruence,TSVR_hours,log_TSVR,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,calibration
A026_T2,A026,T2,Incongruent,26.48,3.3134584673541485,0.37958306,-0.41408488,0.4349541104949968,0.5664641946536174,0.1315100841586206
A026_T3,A026,T3,Common,75.46,4.336767728268267,0.53066975,-0.82322145,0.6262144705829235,-0.11734154549624305,-0.7435560160791665
A026_T3,A026,T3,Congruent,75.46,4.336767728268267,0.34505966,-0.44024467,0.37699389354025326,0.5283188148614888,0.15132492132123554
A026_T3,A026,T3,Incongruent,75.46,4.336767728268267,0.5891306,-0.2952491,0.6806860865155238,0.7626622394422679,0.0819761529267441
A026_T4,A026,T4,Common,147.65,5.001594549444107,-0.24492168,-0.48267612,-0.2802774798801166,0.4346453075500758,0.7149227874301924
A026_T4,A026,T4,Congruent,147.65,5.001594549444107,0.16592842,-0.27736092,0.17215795067187475,0.7977131909844966,0.6255552403126218
A026_T4,A026,T4,Incongruent,147.65,5.001594549444107,-0.9533398,-0.5032541,-1.1281363856794384,0.41924568336577933,1.5473820690452178
A027_T1,A027,T1,Common,1.0,0.6931471805599453,0.16586939,-0.34756047,0.19984489367047711,0.6536530456412364,0.4538081519707593
A027_T1,A027,T1,Congruent,1.0,0.6931471805599453,-0.20171066,-0.2076202,-0.24823604418387024,0.9130577711207554,1.1612938153046257
A027_T1,A027,T1,Incongruent,1.0,0.6931471805599453,0.7571643,-0.22527617,0.8777356588418821,0.878187648154468,0.0004519893125859431
A027_T2,A027,T2,Common,28.26,3.3762213955919784,0.39497662,-0.4481119,0.4676197191193404,0.49067013991468533,0.023050420795344917
A027_T2,A027,T2,Congruent,28.26,3.3762213955919784,1.3977581,-0.46383077,1.580750856945805,0.48930962766709485,-1.0914412292787103
A027_T2,A027,T2,Incongruent,28.26,3.3762213955919784,0.6780212,-0.3967447,0.7849262164051435,0.5950928569326318,-0.18983335947251168
A027_T3,A027,T3,Common,74.58,4.325191697921343,-0.28117114,-1.080568,-0.32264494608411,-0.5344722466479138,-0.21182730056380383
A027_T3,A027,T3,Congruent,74.58,4.325191697921343,-1.3093231,-0.91895676,-1.5147869734363293,-0.263425879302853,1.2513610941334763
A027_T3,A027,T3,Incongruent,74.58,4.325191697921343,-0.5856879,-1.1700761,-0.6969987647142808,-0.6816784038246061,0.0153203608896747
A027_T4,A027,T4,Common,145.92,4.989888220951467,-0.5017699,-1.1325653,-0.5804752836654936,-0.6187542011057987,-0.038278917440305094
A027_T4,A027,T4,Congruent,145.92,4.989888220951467,-0.176613,-1.7252904,-0.2195369582517347,-1.597025749730651,-1.3774887914789162
A027_T4,A027,T4,Incongruent,145.92,4.989888220951467,-0.2486425,-1.2431318,-0.301752740109893,-0.8022934702689567,-0.5005407301590636
A028_T1,A028,T1,Common,1.0,0.6931471805599453,1.5246681,-0.054767232,1.787974990614125,1.128238963577218,-0.6597360270369068
A028_T1,A028,T1,Congruent,1.0,0.6931471805599453,1.7031448,0.19452086,1.9299594742364723,1.5781611959384245,-0.3517982782980478
A028_T1,A028,T1,Incongruent,1.0,0.6931471805599453,1.369158,0.027775345,1.595407749924954,1.2959760656984591,-0.2994316842264948
A028_T2,A028,T2,Common,22.82,3.170525563927154,-0.05649298,-0.33236355,-0.060046707363438555,0.6782855961648235,0.7383323035282621
A028_T2,A028,T2,Congruent,22.82,3.170525563927154,-1.2437313,-0.57829607,-1.4397829808472415,0.29999480601525463,1.7397777868624962
A028_T2,A028,T2,Incongruent,22.82,3.170525563927154,0.3490204,-0.25811836,0.3991139243766414,0.8239651449270952,0.42485122055045377
A028_T3,A028,T3,Common,72.26,4.294014757350668,-0.29285774,-0.65912193,-0.3363039531573075,0.1486458859896372,0.4849498391469447
A028_T3,A028,T3,Congruent,72.26,4.294014757350668,0.33955434,-0.7359198,0.3706985794845244,0.0393000073902758,-0.3313985720942486
A028_T3,A028,T3,Incongruent,72.26,4.294014757350668,0.7839161,-0.53546923,0.9091069298962019,0.3660584571060435,-0.5430484727901583
A028_T4,A028,T4,Common,138.91,4.940999358745194,-0.8199109,-0.63351375,-0.9523105624697757,0.19015395391834342,1.142464516388119
A028_T4,A028,T4,Congruent,138.91,4.940999358745194,-0.26649505,-0.8922511,-0.32231676627792116,-0.2192572337832528,0.10305953249466837
A028_T4,A028,T4,Incongruent,138.91,4.940999358745194,-0.9181857,-1.0116268,-1.086911914811285,-0.42007838017743254,0.6668335346338523
A029_T1,A029,T1,Common,1.0,0.6931471805599453,2.1297944,0.13776043,2.4952315418675117,1.4403053139563156,-1.0549262279111962
A029_T1,A029,T1,Congruent,1.0,0.6931471805599453,2.0094688,0.08558736,2.2802398907803045,1.3979954502983858,-0.8822444404819187
A029_T1,A029,T1,Incongruent,1.0,0.6931471805599453,2.0491304,0.053527508,2.3927970272766244,1.338492924086384,-1.0543041031902403
A029_T2,A029,T2,Common,28.43,3.382014562245381,0.2633854,-0.30871353,0.3138191779225263,0.7166197002157658,0.40280052229323954
A029_T2,A029,T2,Congruent,28.43,3.382014562245381,-1.0400926,-0.24591371,-1.206922843670773,0.8497239134706821,2.056646757141455
A029_T2,A029,T2,Incongruent,28.43,3.382014562245381,0.70584047,-0.047662362,0.8175492869911717,1.1714283022492766,0.35387901525810495
A029_T3,A029,T3,Common,93.26,4.546056921495585,0.59773153,-0.42374143,0.7045946091485639,0.5301720148708321,-0.17442259427773177
A029_T3,A029,T3,Congruent,93.26,4.546056921495585,1.1122811,-0.21559593,1.2543089115752708,0.8998666651480874,-0.35444224642718336
A029_T3,A029,T3,Incongruent,93.26,4.546056921495585,1.139065,-0.377799,1.3255825467348274,0.6263722350555535,-0.6992103116792739
A029_T4,A029,T4,Common,143.14,4.970785049496295,0.7445269,-0.3897824,0.8761653822684313,0.5852159002243782,-0.29094948204405313
A029_T4,A029,T4,Congruent,143.14,4.970785049496295,0.76615715,-0.23756483,0.8585173921977601,0.8635321743863711,0.005014782188610956
A029_T4,A029,T4,Incongruent,143.14,4.970785049496295,-0.03329531,-0.76733285,-0.04921963698127655,-0.016748715124564332,0.032470921856712215
A030_T1,A030,T1,Common,1.0,0.6931471805599453,0.26681468,-0.56138754,0.31782723499438426,0.30706267699511536,-0.010764557999268898
A030_T1,A030,T1,Congruent,1.0,0.6931471805599453,-0.06886573,-0.7866119,-0.09632833399421409,-0.04453994996498599,0.0517883840292281
A030_T1,A030,T1,Incongruent,1.0,0.6931471805599453,0.5035225,-0.4607326,0.5802952750731042,0.4894487414134533,-0.0908465336596509
A030_T2,A030,T2,Common,32.95,3.5248888540047054,0.6206771,-0.32249522,0.7314128199993287,0.6942810832311784,-0.03713173676815029
A030_T2,A030,T2,Congruent,32.95,3.5248888540047054,1.0834099,-0.33011407,1.2212947959260878,0.7104644511146603,-0.5108303448114275
A030_T2,A030,T2,Incongruent,32.95,3.5248888540047054,0.39696884,-0.3564016,0.4553420476383207,0.6616993734271843,0.20635732578886362
A030_T3,A030,T3,Common,71.93,4.289500076996142,0.26908645,-0.6964402,0.32048242320127734,0.08815703882666821,-0.23232538437460915
A030_T3,A030,T3,Congruent,71.93,4.289500076996142,0.44725955,-0.7536597,0.49385910827998575,0.009959884185938031,-0.48389922409404773
A030_T3,A030,T3,Incongruent,71.93,4.289500076996142,0.04883193,-0.6385999,0.04708924342988012,0.19578957165972818,0.14870032822984808
A030_T4,A030,T4,Common,150.46,5.020321563685677,0.2812115,-0.47005928,0.33465387971667737,0.45509582967877127,0.1204419499620939
A030_T4,A030,T4,Congruent,150.46,5.020321563685677,0.5109756,-0.54322547,0.5667181873417884,0.3579982741774229,-0.20871991316436544
A030_T4,A030,T4,Incongruent,150.46,5.020321563685677,0.74509096,-0.36523032,0.8635775079260198,0.6471231439280684,-0.21645436399795148
A031_T1,A031,T1,Common,1.0,0.6931471805599453,1.4706349,0.049898673,1.7248223319291787,1.2978909847110711,-0.42693134721810755
A031_T1,A031,T1,Congruent,1.0,0.6931471805599453,0.50127923,0.2692753,0.5556304223525511,1.701797996578297,1.1461675742257458
A031_T1,A031,T1,Incongruent,1.0,0.6931471805599453,1.6509279,0.09475647,1.9258333627004904,1.406562000025176,-0.5192713626753145
A031_T2,A031,T2,Common,32.41,3.508855256368665,0.32438183,-0.3403696,0.3851102864408118,0.665308661949248,0.2801983755084362
A031_T2,A031,T2,Congruent,32.41,3.508855256368665,-0.14592373,-0.017567897,-0.1844438859523846,1.2273863741730908,1.4118302601254755
A031_T2,A031,T2,Incongruent,32.41,3.508855256368665,-0.64630777,-0.30450672,-0.7680864064074615,0.7473778954223412,1.5154643018298026
A031_T3,A031,T3,Common,71.56,4.2844138058068815,0.38665065,-0.6998162,0.4578885327074473,0.08268491088445154,-0.3752036218229957
A031_T3,A031,T3,Congruent,71.56,4.2844138058068815,-0.8554333,-0.59132695,-0.9957655836366509,0.27844295822237314,1.274208541859024
A031_T3,A031,T3,Incongruent,71.56,4.2844138058068815,-0.78419024,-1.027827,-0.9297782678900208,-0.44682493382638505,0.4829533340636358
A031_T4,A031,T4,Common,143.85,4.975698724215359,-1.0031985,-0.96404403,-1.1665325453244466,-0.34559959493730713,0.8209329503871394
A031_T4,A031,T4,Congruent,143.85,4.975698724215359,-0.5366472,-1.4007759,-0.6312347995766893,-1.0603093414310523,-0.429074541854363
A031_T4,A031,T4,Incongruent,143.85,4.975698724215359,-1.1325623,-1.3784822,-1.3383068275387842,-1.0257571765816662,0.31254965095711795
A032_T1,A032,T1,Common,1.0,0.6931471805599453,0.82081884,-0.22113344,0.9653335020028246,0.8585774779618691,-0.10675602404095552
A032_T1,A032,T1,Congruent,1.0,0.6931471805599453,-0.35136977,-0.24172722,-0.4193707100617616,0.8566479734932146,1.2760186835549763
A032_T1,A032,T1,Incongruent,1.0,0.6931471805599453,0.72091097,-0.23351078,0.8352221441605632,0.8645922951252956,0.02937015096473239
A032_T2,A032,T2,Common,57.18,4.063541653067055,-0.60881156,-0.595588,-0.7055829104403298,0.25162745993271574,0.9572103703730456
A032_T2,A032,T2,Congruent,57.18,4.063541653067055,0.803311,-0.61153746,0.9010026889887628,0.24501667885087167,-0.6559860101378912
A032_T2,A032,T2,Incongruent,57.18,4.063541653067055,-1.2736943,-0.62136596,-1.5038093442456326,0.22424283154496574,1.7280521757905984
A032_T3,A032,T3,Common,80.16,4.396422514957614,0.47702068,-0.7790153,0.5635107734767959,-0.045688195782730444,-0.6091989692595263
A032_T3,A032,T3,Congruent,80.16,4.396422514957614,0.8270539,-0.4454148,0.9281526116260963,0.5197679069543167,-0.40838470467177956
A032_T3,A032,T3,Incongruent,80.16,4.396422514957614,-0.1421679,-0.37818873,-0.17689222466793073,0.6257287902614396,0.8026210149293703
A032_T4,A032,T4,Common,144.51,4.980244812772187,1.7664504,-0.6906261,2.070564122258398,0.09758106106269937,-1.9729830611956989
A032_T4,A032,T4,Congruent,144.51,4.980244812772187,1.7046412,-0.17751563,1.9316706023730732,0.9628478935461134,-0.9688227088269598
A032_T4,A032,T4,Incongruent,144.51,4.980244812772187,1.6007003,-0.45590672,1.866932516626284,0.4974162762786652,-1.3695162403476189
A033_T1,A033,T1,Common,1.0,0.6931471805599453,-0.4666309,-0.3509539,-0.5394056954580521,0.6481526655692708,1.1875583610273228
A033_T1,A033,T1,Congruent,1.0,0.6931471805599453,-0.43331796,-0.45722213,-0.5130781770843034,0.5002396955825349,1.0133178726668381
A033_T1,A033,T1,Incongruent,1.0,0.6931471805599453,0.4552093,-0.18282865,0.5236394054605336,0.9482685651150596,0.4246291596545261
A033_T2,A033,T2,Common,29.16,3.4065165431397553,-0.5709601,-0.501959,-0.6613430665275706,0.4033898613254283,1.064732927852999
A033_T2,A033,T2,Congruent,29.16,3.4065165431397553,0.6877826,-0.52812696,0.7688963699453889,0.38296978718493274,-0.38592658276045616
A033_T2,A033,T2,Incongruent,29.16,3.4065165431397553,0.13419229,-0.7299611,0.14718953540478735,0.04495209821911241,-0.10223743718567493
A033_T3,A033,T3,Common,72.6,4.298645025734831,0.934703,-0.16663325,1.098438472393285,0.9469163442400427,-0.15152212815324229
A033_T3,A033,T3,Congruent,72.6,4.298645025734831,0.84835505,-0.31753787,0.9525104017269785,0.7312643010260121,-0.2212461007009664
A033_T3,A033,T3,Incongruent,72.6,4.298645025734831,0.67858124,-0.17893906,0.7855829634891252,0.9546902838350401,0.1691073203459149
A033_T4,A033,T4,Common,168.33,5.131849473677249,-0.24082223,-0.49842402,-0.27548614480009165,0.4091196785153504,0.6846058233154421
A033_T4,A033,T4,Congruent,168.33,5.131849473677249,-0.1874351,-0.80483,-0.2319119915363582,-0.07467097091487553,0.15724102062148265
A033_T4,A033,T4,Incongruent,168.33,5.131849473677249,-0.3395916,-0.52563524,-0.4084068294887925,0.3822943888302359,0.7907012183190284
A034_T1,A034,T1,Common,1.0,0.6931471805599453,1.3387271,-0.14991783,1.5706517799114899,0.9740102177139425,-0.5966415621975474
A034_T1,A034,T1,Congruent,1.0,0.6931471805599453,1.1752179,0.16399635,1.3262769210029874,1.527676532318447,0.20139961131545947
A034_T1,A034,T1,Incongruent,1.0,0.6931471805599453,1.218904,-0.07332657,1.4192080564091614,1.1290566576936618,-0.29015139871549955
A034_T2,A034,T2,Common,26.08,3.298795448044074,1.1189219,0.09972168,1.3137489354977518,1.3786486472614128,0.06489971176366094
A034_T2,A034,T2,Congruent,26.08,3.298795448044074,0.8730519,0.0878398,0.9807511628339127,1.4017207738408173,0.42096961100690455
A034_T2,A034,T2,Incongruent,26.08,3.298795448044074,1.4714065,-0.11480117,1.715312407121764,1.0605820330613216,-0.6547303740604424
A034_T3,A034,T3,Common,74.28,4.3212144952771245,-0.46482885,-0.34408543,-0.5372995042907103,0.6592857066259283,1.1965852109166386
A034_T3,A034,T3,Congruent,74.28,4.3212144952771245,-0.32315242,-0.38711584,-0.3871042695877435,0.6161888940559778,1.0032931636437212
A034_T3,A034,T3,Incongruent,74.28,4.3212144952771245,0.68295676,-0.18118839,0.7907140434136013,0.9509766367492513,0.16026259333564996
A034_T4,A034,T4,Common,145.38,4.986205980173081,0.049237438,-0.40043807,0.06352837241289742,0.5679442208552908,0.5044158484423934
A034_T4,A034,T4,Congruent,145.38,4.986205980173081,0.09952562,-0.73347974,0.09622658243537753,0.043335636735761136,-0.052890945699616394
A034_T4,A034,T4,Incongruent,145.38,4.986205980173081,-0.03220581,-0.88080823,-0.04794200333368344,-0.20409673175431284,-0.15615472842062939
A035_T1,A035,T1,Common,1.0,0.6931471805599453,-0.80652094,-0.58748883,-0.9366607106437672,0.26475533151617625,1.2014160421599436
A035_T1,A035,T1,Congruent,1.0,0.6931471805599453,-0.9139977,-0.6873689,-1.062733769043735,0.1195986216824354,1.1823323907261705
A035_T1,A035,T1,Incongruent,1.0,0.6931471805599453,0.0068166982,-0.39313075,-0.002181131842358747,0.6010594936136378,0.6032406254559965
A035_T2,A035,T2,Common,44.76,3.8234103470715426,1.1643237,-0.30964813,1.3668134287922855,0.7151048155075918,-0.6517086132846938
A035_T2,A035,T2,Congruent,44.76,3.8234103470715426,0.81915426,-0.35464787,0.9191194010720871,0.669887857409477,-0.24923154366261013
A035_T2,A035,T2,Incongruent,44.76,3.8234103470715426,0.64532655,-0.42959154,0.7465858906260887,0.5408626765485284,-0.20572321407756033
A035_T3,A035,T3,Common,79.98,4.394202210604015,-0.59551436,-0.54351425,-0.6900414741925143,0.3360333315058798,1.0260748056983942
A035_T3,A035,T3,Congruent,79.98,4.394202210604015,0.21742025,-0.8606771,0.2310386771608348,-0.16703681258280867,-0.3980754897436435
A035_T3,A035,T3,Incongruent,79.98,4.394202210604015,-0.70500445,-0.70731425,-0.836918763791588,0.08234208034925745,0.9192608441408455
A035_T4,A035,T4,Common,152.47,5.033505108187003,-0.8755717,-0.7079246,-1.017365519506025,0.06954207847726282,1.0869075979832878
A035_T4,A035,T4,Congruent,152.47,5.033505108187003,-0.7487059,-1.0819523,-0.8737231771368659,-0.5330051455533705,0.34071803158349534
A035_T4,A035,T4,Incongruent,152.47,5.033505108187003,-0.8544361,-0.9453898,-1.0121541048245002,-0.310720997302798,0.7014331075217022
A036_T1,A036,T1,Common,1.0,0.6931471805599453,0.74764776,-1.5120503,0.8798129657242234,-1.2338580139470505,-2.113670979671274
A036_T1,A036,T1,Congruent,1.0,0.6931471805599453,0.8550636,-0.8050126,0.9601816050554971,-0.07497297411089748,-1.0351545791663945
A036_T1,A036,T1,Incongruent,1.0,0.6931471805599453,0.5994135,-1.5617707,0.6927446262446063,-1.3283667553822982,-2.0211113816269046
A036_T2,A036,T2,Common,21.63,3.119276459645446,-0.5022708,-2.3538072,-0.5810607231126352,-2.5982541789481233,-2.0171934558354883
A036_T2,A036,T2,Congruent,21.63,3.119276459645446,-0.12540075,-2.5525463,-0.1609759305093872,-2.9652290669711814,-2.804253136461794
A036_T2,A036,T2,Incongruent,21.63,3.119276459645446,0.21460545,-1.7931703,0.24148835038899003,-1.7104078299212613,-1.9518961803102512
A036_T3,A036,T3,Common,71.47,4.28317268312119,-0.018576257,-2.1430519,-0.015730585681386446,-2.2566428145819386,-2.240912228900552
A036_T3,A036,T3,Congruent,71.47,4.28317268312119,0.28238106,-1.1878074,0.30532113490435064,-0.708079507630242,-1.0134006425345925
A036_T3,A036,T3,Incongruent,71.47,4.28317268312119,-0.8283277,-2.3487585,-0.9815373353661981,-2.62768475230647,-1.6461474169402717
A036_T4,A036,T4,Common,143.85,4.975698724215359,-1.1207412,-2.464137,-1.3039135261659858,-2.777086756388636,-1.4731732302226501
A036_T4,A036,T4,Congruent,143.85,4.975698724215359,-1.0393022,-2.115074,-1.2060190240509059,-2.241691099987997,-1.035672075937091
A036_T4,A036,T4,Incongruent,143.85,4.975698724215359,-0.62613195,-2.2591488,-0.744426648261723,-2.4797390079010597,-1.7353123596393367
A037_T1,A037,T1,Common,1.0,0.6931471805599453,1.6113735,0.021304155,1.8893141030920415,1.2515423884604744,-0.6377717146315671
A037_T1,A037,T1,Congruent,1.0,0.6931471805599453,0.22852391,-0.21583825,0.24373567331510637,0.8994658906986895,0.6557302173835832
A037_T1,A037,T1,Incongruent,1.0,0.6931471805599453,0.8065208,-0.0829327,0.9356149843374577,1.113196923159285,0.17758193882182738
A037_T2,A037,T2,Common,23.7,3.2068032436339315,1.1598858,-0.29204315,1.3616265217799688,0.7436405687600102,-0.6179859530199586
A037_T2,A037,T2,Congruent,23.7,3.2068032436339315,0.30562398,-0.8647373,0.331899332170301,-0.1737520008439744,-0.5056513330142753
A037_T2,A037,T2,Incongruent,23.7,3.2068032436339315,0.7779129,-0.39432922,0.9020671040006251,0.5990808179089143,-0.30298628609171074
A037_T3,A037,T3,Common,72.08,4.291554731509806,-0.4739782,-0.833713,-0.5479930367437043,-0.1343472042379974,0.41364583250570686
A037_T3,A037,T3,Congruent,72.08,4.291554731509806,0.815768,-0.54054016,0.915247224672831,0.3624395239162511,-0.5528077007565799
A037_T3,A037,T3,Incongruent,72.08,4.291554731509806,0.4209121,-0.9148402,0.483419803130813,-0.26028356348383075,-0.7437033666146438
A037_T4,A037,T4,Common,143.66,4.974386161421135,0.41819012,-0.9017182,0.4947510798824084,-0.24457621938492516,-0.7393272992673335
A037_T4,A037,T4,Congruent,143.66,4.974386161421135,-0.58786523,-0.8579481,-0.6898024367287063,-0.16252330370031004,0.5272791330283964
A037_T4,A037,T4,Incongruent,143.66,4.974386161421135,-0.68632966,-0.8241759,-0.8150192318358878,-0.11059667295194174,0.704422558883946
A038_T1,A038,T1,Common,1.0,0.6931471805599453,1.078226,-0.41689023,1.266184580942095,0.5412770631402972,-0.7249075178017979
A038_T1,A038,T1,Congruent,1.0,0.6931471805599453,0.9585948,-0.13964333,1.078569168097514,1.025485109541223,-0.05308405855629106
A038_T1,A038,T1,Incongruent,1.0,0.6931471805599453,1.2457225,-0.2604591,1.4506575451452568,0.820100579798995,-0.6305569653462618
A038_T2,A038,T2,Common,71.85,4.288402532641213,-0.3119291,-0.06612973,-0.3585940838313698,1.1098215930798307,1.4684156769112007
A038_T2,A038,T2,Congruent,71.85,4.288402532641213,-0.8893782,-0.2690671,-1.0345814573897318,0.8114303878477596,1.8460118452374914
A038_T2,A038,T2,Incongruent,71.85,4.288402532641213,-0.17449848,-0.5263967,-0.21480561324452643,0.3810372172680618,0.5958428305125882
A038_T3,A038,T3,Common,72.86,4.3021714094244174,1.2023473,-0.26191536,1.4112544656506048,0.7924744317624491,-0.6187800338881556
A038_T3,A038,T3,Congruent,72.86,4.3021714094244174,-0.29861468,-0.42256626,-0.3590454502061598,0.5575572393992143,0.916602689605374
A038_T3,A038,T3,Incongruent,72.86,4.3021714094244174,1.0740421,-0.36746615,1.249331564720984,0.6434317853618199,-0.6058997793591641
A038_T4,A038,T4,Common,152.89,5.0362380614757605,0.5360858,-0.1494768,0.6325446149584295,0.9747250792620337,0.34218046430360416
A038_T4,A038,T4,Congruent,152.89,5.0362380614757605,-0.17653099,-0.31882823,-0.2194431801051946,0.7291301671595333,0.9485733472647279
A038_T4,A038,T4,Incongruent,152.89,5.0362380614757605,-0.74061143,-0.41754243,-0.8786743174741719,0.5607557745989924,1.4394300920731644
A039_T1,A039,T1,Common,1.0,0.6931471805599453,2.113206,0.04606813,2.4758434330135226,1.2916820921209757,-1.1841613408925469
A039_T1,A039,T1,Congruent,1.0,0.6931471805599453,1.5005066,-0.076283954,1.698243405290871,1.130275547930952,-0.567967857359919
A039_T1,A039,T1,Incongruent,1.0,0.6931471805599453,1.3803084,0.10311875,1.6084835885886732,1.4203681364091443,-0.18811545217952896
A039_T2,A039,T2,Common,28.65,3.3894621254437345,0.72722864,0.06751655,0.8559476067225917,1.3264476425944347,0.47050003587184297
A039_T2,A039,T2,Congruent,28.65,3.3894621254437345,0.20797212,0.17347847,0.22023477373844452,1.5433590654239502,1.3231242916855057
A039_T2,A039,T2,Incongruent,28.65,3.3894621254437345,0.41327596,-0.02583759,0.4744650629731887,1.2074610324115063,0.7329959694383176
A039_T3,A039,T3,Common,98.84,4.603568904621118,0.6532409,-0.3234957,0.7694725785715557,0.6926594142253643,-0.07681316434619145
A039_T3,A039,T3,Congruent,98.84,4.603568904621118,0.2044791,-0.42052573,0.2162405176547033,0.5609320837671165,0.34469156611241314
A039_T3,A039,T3,Incongruent,98.84,4.603568904621118,1.0063004,-0.028886352,1.1698923033486495,1.2024275219365808,0.03253521858793129
A039_T4,A039,T4,Common,246.24,5.510359524791073,-0.19232592,-0.57331944,-0.21880486527362727,0.2877223679329903,0.5065272332066175
A039_T4,A039,T4,Congruent,246.24,5.510359524791073,0.56958055,-0.64879227,0.6337327415312428,0.1834007331378636,-0.4503320083933792
A039_T4,A039,T4,Incongruent,246.24,5.510359524791073,0.9507495,-0.3613406,1.1047489357542664,0.653545077278237,-0.4512038584760294
A040_T1,A040,T1,Common,1.0,0.6931471805599453,-1.5618265,-0.6803081,-1.8194430413871312,0.11430541417519674,1.9337484555623279
A040_T1,A040,T1,Congruent,1.0,0.6931471805599453,-0.48951146,-0.27086848,-0.5773352466807302,0.8084510750479225,1.3857863217286526
A040_T1,A040,T1,Incongruent,1.0,0.6931471805599453,0.16926317,-0.2806868,0.18831641593594883,0.7867046178204445,0.5983882018844957
A040_T2,A040,T2,Common,26.26,3.3054204262683866,-0.31991416,-0.41427943,-0.3679268231242271,0.5455088853060375,0.9134357084302646
A040_T2,A040,T2,Congruent,26.26,3.3054204262683866,-0.74336016,-0.61941487,-0.8676103422498345,0.23198818489481324,1.0995985271446478
A040_T2,A040,T2,Incongruent,26.26,3.3054204262683866,-0.17563842,-0.5351386,-0.21614239681518935,0.3666043277146133,0.5827467245298027
A040_T3,A040,T3,Common,71.28,4.280547465724028,-1.1753646,-0.7175777,-1.3677559959144237,0.053895455776134,1.4216514516905576
A040_T3,A040,T3,Congruent,71.28,4.280547465724028,-1.1314414,-0.73856413,-1.3113798751628507,0.034926534710445274,1.346306409873296
A040_T3,A040,T3,Incongruent,71.28,4.280547465724028,-1.4163284,-0.90037173,-1.6710733419089288,-0.2363960985714682,1.4346772433374606
A040_T4,A040,T4,Common,143.53,4.97348709846075,-0.6841468,-0.8190462,-0.7936328630374095,-0.11057392043974416,0.6830589425976654
A040_T4,A040,T4,Congruent,143.53,4.97348709846075,-0.48939034,-1.094913,-0.5771967463867544,-0.5544409222383835,0.022755824148370962
A040_T4,A040,T4,Incongruent,143.53,4.97348709846075,-1.3937256,-0.93064415,-1.6445675155575588,-0.2863759078092317,1.358191607748327
A041_T1,A041,T1,Common,1.0,0.6931471805599453,1.2749807,-0.010779982,1.4961465749339191,1.1995375002556148,-0.29660907467830433
A041_T1,A041,T1,Congruent,1.0,0.6931471805599453,1.5223323,0.026328545,1.7232010164717144,1.2999869534611401,-0.4232140630105743
A041_T1,A041,T1,Incongruent,1.0,0.6931471805599453,1.140502,-0.066298075,1.327267686295719,1.1406607131120452,-0.1866069731836737
A041_T2,A041,T2,Common,31.78,3.4898185733156835,-1.0111216,-0.48086694,-1.1757928673121634,0.4375777910899156,1.613370658402079
A041_T2,A041,T2,Congruent,31.78,3.4898185733156835,-1.1600494,-0.45549294,-1.3440930225378065,0.5030996129238788,1.8471926354616852
A041_T2,A041,T2,Incongruent,31.78,3.4898185733156835,-0.5317055,-0.44364613,-0.6336947439544547,0.5176585281152356,1.1513532720696902
A041_T3,A041,T3,Common,75.74,4.340423084818807,-0.52210444,-0.5167431,-0.6042417876692429,0.37942644701543893,0.9836682346846818
A041_T3,A041,T3,Congruent,75.74,4.340423084818807,1.2294152,-0.32686973,1.3882513429207968,0.7158302838035007,-0.6724210591172961
A041_T3,A041,T3,Incongruent,75.74,4.340423084818807,-0.07379216,-0.3703831,-0.09670943797396239,0.6386158966896855,0.7353253346636479
A041_T4,A041,T4,Common,141.84,4.961725122726247,0.22386456,-0.07898983,0.26762820423482353,1.0889767730117916,0.8213485687769682
A041_T4,A041,T4,Congruent,141.84,4.961725122726247,-0.07053544,-0.6809643,-0.09823764150621904,0.13019122666186037,0.2284288681680794
A041_T4,A041,T4,Incongruent,141.84,4.961725122726247,1.141611,-0.32759312,1.3285681871816122,0.7092622156059704,-0.6193059715756418
A042_T1,A042,T1,Common,1.0,0.6931471805599453,-0.38919944,-0.9334406,-0.448905733122727,-0.29599477135002333,0.1529109617727037
A042_T1,A042,T1,Congruent,1.0,0.6931471805599453,-0.94992256,-0.6882061,-1.1038137200925553,0.11821397176069547,1.2220276918532507
A042_T1,A042,T1,Incongruent,1.0,0.6931471805599453,-0.5787848,-0.8585459,-0.688903645088122,-0.16734159270074062,0.5215620523873814
A042_T2,A042,T2,Common,28.93,3.3988613218646075,-0.94573104,-1.0527481,-1.0993660090676485,-0.4893792217250255,0.609986787342623
A042_T2,A042,T2,Congruent,28.93,3.3988613218646075,-0.5381136,-1.3154353,-0.6329116228188115,-0.9191640295447339,-0.28625240672592234
A042_T2,A042,T2,Incongruent,28.93,3.3988613218646075,-0.9761797,-1.0440209,-1.154920254194961,-0.4735610861662184,0.6813591680287426
A042_T3,A042,T3,Common,72.17,4.292785500895938,-0.60165393,-1.1168188,-0.6972172507277247,-0.5932308413184426,0.10398640940928205
A042_T3,A042,T3,Congruent,72.17,4.292785500895938,-1.0232941,-0.9923472,-1.1877138180073854,-0.3848067524543676,0.8029070655530178
A042_T3,A042,T3,Incongruent,72.17,4.292785500895938,-0.35500365,-0.9215478,-0.42648021513210366,-0.2713578207927352,0.15512239433936847
A042_T4,A042,T4,Common,146.02,4.9905686319459415,-0.919106,-1.0435822,-1.0682473253029807,-0.4745222971084485,0.5937250281945322
A042_T4,A042,T4,Congruent,146.02,4.9905686319459415,-0.9369889,-1.1589196,-1.0890241253750788,-0.660301808144773,0.42872231723030574
