composite_ID,UID,test,congruence,TSVR_hours,log_TSVR,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,calibration
A017_T2,A017,T2,Common,20.61,3.0731561705187946,0.741939,0.12913221,0.8731407091894582,1.4263199100008677,0.5531792008114095
A017_T2,A017,T2,Congruent,20.61,3.0731561705187946,0.2569686,0.22161458,0.2762620762794845,1.622971656136274,1.3467095798567894
A017_T2,A017,T2,Incongruent,20.61,3.0731561705187946,1.3314309,0.37616742,1.5511659762800614,1.8711718858029838,0.3200059095229224
A017_T3,A017,T3,Common,61.28,4.131640346965797,0.18003759,0.25517404,0.21640433302961293,1.6306199751167187,1.4142156420871057
A017_T3,A017,T3,Congruent,61.28,4.131640346965797,-0.52562934,0.18487115,-0.6186359154206269,1.562201484762706,2.180837400183333
A017_T3,A017,T3,Incongruent,61.28,4.131640346965797,0.57876515,0.16344005,0.668530742144304,1.5199586900211086,0.8514279478768046
A017_T4,A017,T4,Common,140.49,4.952229043207861,0.4956496,-0.10067907,0.5852837912960104,1.053820879572976,0.4685370882769656
A017_T4,A017,T4,Congruent,140.49,4.952229043207861,0.04020235,-0.003696698,0.028390631852523367,1.25032803041985,1.2219373985673267
A017_T4,A017,T4,Incongruent,140.49,4.952229043207861,0.9919836,-0.05830908,1.1531032942565327,1.1538505554207024,0.0007472611641696769
A018_T1,A018,T1,Common,1.0,0.6931471805599453,1.0604457,-0.26172757,1.245403409047483,0.7927788188792348,-0.4526245901682482
A018_T1,A018,T1,Congruent,1.0,0.6931471805599453,1.5102456,-0.08675025,1.7093799175351625,1.1129652804473096,-0.5964146370878529
A018_T1,A018,T1,Incongruent,1.0,0.6931471805599453,0.6507261,-0.2737818,0.7529178289114135,0.7981047828150752,0.045186953903661786
A018_T2,A018,T2,Common,34.03,3.5562048372093953,-0.07882557,-0.1593717,-0.08614848245395416,0.9586865251223894,1.0448350075763435
A018_T2,A018,T2,Congruent,34.03,3.5562048372093953,-0.21597247,-0.59518427,-0.2645443737547461,0.27206331436651404,0.5366076881212601
A018_T2,A018,T2,Incongruent,34.03,3.5562048372093953,0.8876945,-0.24162628,1.0308056685225235,0.8511935928785288,-0.17961207564399473
A018_T3,A018,T3,Common,83.64,4.438406968109989,-1.0491173,-0.75480217,-1.2202012953452173,-0.006441351813085145,1.213759943532132
A018_T3,A018,T3,Congruent,83.64,4.438406968109989,0.060849763,-0.76017225,0.05200087599334333,-0.0008112599227890852,-0.052812135916132416
A018_T3,A018,T3,Incongruent,83.64,4.438406968109989,-0.38700706,-0.82405907,-0.4640099383571775,-0.11040378645283642,0.3536061519043411
A018_T4,A018,T4,Common,150.87,5.023024891742178,0.44031787,-0.9304417,0.5206134430816234,-0.2911338813956652,-0.8117473244772886
A018_T4,A018,T4,Congruent,150.87,5.023024891742178,-0.17055476,-0.9158059,-0.21260938212083244,-0.25821465372663094,-0.0456052716057985
A018_T4,A018,T4,Incongruent,150.87,5.023024891742178,0.28919047,-0.6834587,0.3289526286436072,0.1217276279289334,-0.2072250007146738
A019_T1,A019,T1,Common,1.0,0.6931471805599453,-0.8709922,-2.011773,-1.0120131139396749,-2.043854029951174,-1.0318409160114992
A019_T1,A019,T1,Congruent,1.0,0.6931471805599453,-1.0139009,-2.1664224,-1.176972726846786,-2.326616515708808,-1.1496437888620221
A019_T1,A019,T1,Incongruent,1.0,0.6931471805599453,-0.28521618,-2.4123783,-0.3446419224727231,-2.732721134192842,-2.388079211720119
A019_T2,A019,T2,Common,28.69,3.3908102887756684,-0.35722595,-2.686788,-0.4115359141792525,-3.1379797535635374,-2.726443839384285
A019_T2,A019,T2,Congruent,28.69,3.3908102887756684,-0.52953434,-2.009122,-0.6231012691852803,-2.0664564744407286,-1.4433552052554481
A019_T2,A019,T2,Incongruent,28.69,3.3908102887756684,-1.109437,-2.1736994,-1.3111882764688574,-2.3386619248174685,-1.027473648348611
A019_T3,A019,T3,Common,83.68,4.4388794462666645,-0.8311249,-2.407096,-0.9654172064311365,-2.6846295141042824,-1.7192123076731458
A019_T3,A019,T3,Congruent,83.68,4.4388794462666645,-0.8048507,-2.1491692,-0.9379245584545888,-2.2980813484491796,-1.3601567899945908
A019_T3,A019,T3,Incongruent,83.68,4.4388794462666645,-0.12449538,-2.37307,-0.15616803358049403,-2.667823073996109,-2.511655040415615
A019_T4,A019,T4,Common,154.76,5.048316361063944,-0.5362667,-2.3311577,-0.6207942845042901,-2.5615418087386344,-1.9407475242343444
A019_T4,A019,T4,Congruent,154.76,5.048316361063944,-1.1073892,-2.5337958,-1.2838762690634413,-2.934217506582288,-1.6503412375188466
A019_T4,A019,T4,Incongruent,154.76,5.048316361063944,-0.2515996,-1.7481909,-0.3052204688472015,-1.636146775415904,-1.3309263065687025
A020_T1,A020,T1,Common,1.0,0.6931471805599453,0.3413008,-0.15611939,0.40488475727931206,0.9639581650595194,0.5590734077802073
A020_T1,A020,T1,Congruent,1.0,0.6931471805599453,0.5093016,-0.26701468,0.564803974229873,0.8148248971554246,0.25002092292555156
A020_T1,A020,T1,Incongruent,1.0,0.6931471805599453,0.10248403,-0.45759633,0.11000592835326753,0.49462672772304206,0.38462079936977456
A020_T2,A020,T2,Common,26.85,3.326832966373293,0.4715719,-0.3256946,0.557142375092296,0.6890952370535218,0.1319528619612258
A020_T2,A020,T2,Congruent,26.85,3.326832966373293,-0.5068383,-0.51464427,-0.5971484272757482,0.4052688861497461,1.0024173134254943
A020_T2,A020,T2,Incongruent,26.85,3.326832966373293,0.029921481,-0.39950776,0.02491335914030364,0.5905310408732453,0.5656176817329416
A020_T3,A020,T3,Common,78.25,4.37260741275739,0.16060348,-0.6582603,0.19369022918835044,0.15004249428313596,-0.04364773490521448
A020_T3,A020,T3,Congruent,78.25,4.37260741275739,-1.5806824,-1.3487837,-1.8250853785140988,-0.9743191411669828,0.850766237347116
A020_T3,A020,T3,Incongruent,78.25,4.37260741275739,-1.1270595,-0.81771845,-1.331853810158357,-0.0999354136551166,1.2319183965032403
A020_T4,A020,T4,Common,145.78,4.9889348671169165,-1.9810846,-1.5926524,-2.3094614687650976,-1.3645052306565695,0.9449562381085281
A020_T4,A020,T4,Congruent,145.78,4.9889348671169165,-2.0976696,-1.2898188,-2.4162584232766036,-0.8767967520480219,1.5394616712285818
A020_T4,A020,T4,Incongruent,145.78,4.9889348671169165,-1.7975917,-1.1671014,-2.1181727642791794,-0.6767671698188816,1.441405594460298
A021_T1,A021,T1,Common,1.0,0.6931471805599453,0.80163884,-0.5802737,0.9429163956019955,0.27645027063931754,-0.666466124962678
A021_T1,A021,T1,Congruent,1.0,0.6931471805599453,2.0377793,-0.44721925,2.3126128479516788,0.516783516663725,-1.7958293312879539
A021_T1,A021,T1,Incongruent,1.0,0.6931471805599453,1.0467342,-0.15455027,1.2173081669374979,0.9949562114265533,-0.22235195551094455
A021_T2,A021,T2,Common,30.21,3.440738556282688,0.10639259,-0.41855347,0.1303298908560441,0.5385811324298078,0.4082512415737637
A021_T2,A021,T2,Congruent,30.21,3.440738556282688,0.26171365,-0.48956826,0.28168802426436756,0.4467422441096673,0.16505421984529972
A021_T2,A021,T2,Incongruent,30.21,3.440738556282688,-0.287681,-0.38272583,-0.3475323648474459,0.6182380315942217,0.9657703964416676
A021_T3,A021,T3,Common,74.19,4.320018243389936,0.81882334,-0.46029195,0.963001211292561,0.47092760675633366,-0.49207360453622734
A021_T3,A021,T3,Congruent,74.19,4.320018243389936,-0.1410835,-0.5939567,-0.17890909997228524,0.2740935994888624,0.4530026994611477
A021_T3,A021,T3,Incongruent,74.19,4.320018243389936,-0.33009732,-0.34876692,-0.39727308778372566,0.674304241157989,1.0715773289417148
A021_T4,A021,T4,Common,140.39,4.951522029603749,0.684539,-0.34437293,0.806053018500846,0.6588197004697117,-0.14723331803113426
A021_T4,A021,T4,Congruent,140.39,4.951522029603749,0.18201117,-0.35563362,0.19054851872782308,0.6682575197836349,0.4777090010558118
A021_T4,A021,T4,Incongruent,140.39,4.951522029603749,1.0272207,-0.2532734,1.194425097472323,0.8319641808999244,-0.36246091657239854
A022_T1,A022,T1,Common,1.0,0.6931471805599453,-0.5011533,-1.2542998,-0.5797546169393857,-0.8160725538847581,-0.2363179369453724
A022_T1,A022,T1,Congruent,1.0,0.6931471805599453,0.49725094,-0.64802283,0.5510240869065549,0.18467331440372994,-0.366350772502825
A022_T1,A022,T1,Incongruent,1.0,0.6931471805599453,0.4842986,-0.97853035,0.5577518134136593,-0.3654360933220316,-0.923187906735691
A022_T2,A022,T2,Common,24.15,3.224857896545748,0.2091155,-1.8677373,0.2503898701716218,-1.810387863290414,-2.060777733462036
A022_T2,A022,T2,Congruent,24.15,3.224857896545748,0.19156887,-1.492753,0.20147771505981465,-1.2124307990479324,-1.413908514107747
A022_T2,A022,T2,Incongruent,24.15,3.224857896545748,0.75264776,-1.6442801,0.8724392077407346,-1.4645898942103908,-2.337029101951125
A022_T3,A022,T3,Common,74.46,4.323602714536165,0.274723,-1.0122173,0.32707028248613623,-0.42368321366803724,-0.7507534961541735
A022_T3,A022,T3,Congruent,74.46,4.323602714536165,1.4768845,-0.8369283,1.6712316170286385,-0.12775853491747932,-1.7989901519461178
A022_T3,A022,T3,Incongruent,74.46,4.323602714536165,0.632036,-0.6643592,0.7310003432419504,0.15326093007447253,-0.5777394131674779
A022_T4,A022,T4,Common,141.71,4.9608145991123,0.382118,-2.1071615,0.4525908842544902,-2.198468389019933,-2.651059273274423
A022_T4,A022,T4,Congruent,141.71,4.9608145991123,0.73934454,-1.9266484,0.8278572669727459,-1.9300529104349975,-2.7579101774077435
A022_T4,A022,T4,Incongruent,141.71,4.9608145991123,0.3970194,-1.6971332,0.45540133828285706,-1.5518504388125216,-2.007251777095379
A023_T1,A023,T1,Common,1.0,0.6931471805599453,0.56837475,-0.3546272,0.6702831356946678,0.6421986467392518,-0.028084488955416043
A023_T1,A023,T1,Congruent,1.0,0.6931471805599453,-0.6562507,-0.53677994,-0.768000981136411,0.3686585735205565,1.1366595546569676
A023_T1,A023,T1,Incongruent,1.0,0.6931471805599453,0.66979575,-0.23518662,0.7752804048525095,0.8618254808596038,0.08654507600709427
A023_T2,A023,T2,Common,25.63,3.282038399825841,-0.05869632,-0.38793874,-0.0626219162903,0.5882042720851445,0.6508261883754445
A023_T2,A023,T2,Congruent,25.63,3.282038399825841,-0.058118515,-0.60698503,-0.08403893144369202,0.252545969155728,0.33658490059942003
A023_T2,A023,T2,Incongruent,25.63,3.282038399825841,0.14703572,-0.5212391,0.16225075460488544,0.3895524223334214,0.22730166772853597
A023_T3,A023,T3,Common,72.2,4.293195420967266,0.17865486,-0.485421,0.21478823263682784,0.43019615632198593,0.2154079236851581
A023_T3,A023,T3,Congruent,72.2,4.293195420967266,0.4286228,-0.45389134,0.4725480502074115,0.5057485084263377,0.0332004582189262
A023_T3,A023,T3,Incongruent,72.2,4.293195420967266,0.15521283,-0.7865364,0.17183987886011273,-0.04845380397071069,-0.22029368283082343
A023_T4,A023,T4,Common,145.07,4.984085958862719,0.5444067,-0.19640866,0.6422698756805703,0.8986536508004822,0.25638377511991195
A023_T4,A023,T4,Congruent,145.07,4.984085958862719,0.59801745,-0.5553943,0.6662502366580213,0.3378721758649949,-0.3283780607930264
A023_T4,A023,T4,Incongruent,145.07,4.984085958862719,-0.62461984,-0.73089755,-0.7426534287896147,0.04340601791364947,0.7860594467032642
A024_T1,A024,T1,Common,1.0,0.6931471805599453,0.41629925,-0.6836894,0.4925410781107642,0.10882469551079592,-0.38371638259996826
A024_T1,A024,T1,Congruent,1.0,0.6931471805599453,0.45857278,-0.5529413,0.5067957469921213,0.34192920675131566,-0.1648665402408056
A024_T1,A024,T1,Incongruent,1.0,0.6931471805599453,-0.21332482,-0.63189185,-0.2603364424293731,0.20686457191928384,0.4672010143486569
A024_T2,A024,T2,Common,29.57,3.420019135902743,0.16924852,-0.31257537,0.20379433667111493,0.7103600786007275,0.5065657419296126
A024_T2,A024,T2,Congruent,29.57,3.420019135902743,0.1918723,-0.52084565,0.20182468619753777,0.39501238790359383,0.19318770170605606
A024_T2,A024,T2,Incongruent,29.57,3.420019135902743,0.54554003,-0.38149142,0.6295683453959616,0.6202760442909664,-0.009292301104995238
A024_T3,A024,T3,Common,91.47,4.526884267589547,0.1597057,-0.43025056,0.1926409262798762,0.5196214247782609,0.32698049849838473
A024_T3,A024,T3,Congruent,91.47,4.526884267589547,0.4113518,-0.5644715,0.4527987224559831,0.32285934228924673,-0.1299393801667364
A024_T3,A024,T3,Incongruent,91.47,4.526884267589547,-0.9363269,-0.6993244,-1.1081857170395697,0.09553333426415257,1.2037190513037224
A024_T4,A024,T4,Common,145.65,4.9880487954234605,-0.92016464,-0.9618955,-1.0694846373738969,-0.3421170620440338,0.7273675753298631
A024_T4,A024,T4,Congruent,145.65,4.9880487954234605,-1.0682684,-0.51859456,-1.239141771865938,0.39873547867321785,1.637877250539156
A024_T4,A024,T4,Incongruent,145.65,4.9880487954234605,-1.3045677,-1.1861862,-1.5400139286013934,-0.7082762022431436,0.8317377263582498
A025_T1,A025,T1,Common,1.0,0.6931471805599453,1.3860037,-0.14081731,1.6259074927618253,0.9887611684783681,-0.6371463242834572
A025_T1,A025,T1,Congruent,1.0,0.6931471805599453,0.78151184,-0.38930637,0.876075426204568,0.6125659638205876,-0.26350946238398043
A025_T1,A025,T1,Incongruent,1.0,0.6931471805599453,0.7944789,-0.1315356,0.9214937024458086,1.032953464909099,0.11145976246329037
A025_T2,A025,T2,Common,23.33,3.1917101567954314,1.3983331,-0.6132905,1.6403177884687274,0.2229336373921088,-1.4173841510766185
A025_T2,A025,T2,Congruent,23.33,3.1917101567954314,1.5787265,-0.31195822,1.787687585812204,0.7404925164295423,-1.0471950693826617
A025_T2,A025,T2,Incongruent,23.33,3.1917101567954314,1.4322243,-0.3282735,1.6693642684281218,0.7081389072411555,-0.9612253611869663
A025_T3,A025,T3,Common,72.94,4.303253953508486,-0.60741305,-0.88580674,-0.7039483667764809,-0.21878547742181448,0.4851628893546664
A025_T3,A025,T3,Congruent,72.94,4.303253953508486,0.42811912,-0.5638975,0.47197209389904254,0.32380868420883413,-0.14816340969020841
A025_T3,A025,T3,Incongruent,72.94,4.303253953508486,-0.5307447,-1.0377458,-0.6325680340796428,-0.4632008869833353,0.1693671470963075
A025_T4,A025,T4,Common,137.74,4.932601677957155,-0.2785447,-1.417594,-0.3195752284128173,-1.0807546494481186,-0.7611794210353013
A025_T4,A025,T4,Congruent,137.74,4.932601677957155,-0.46808136,-1.0112624,-0.5528300027084133,-0.41609071112576296,0.13673929158265036
A025_T4,A025,T4,Incongruent,137.74,4.932601677957155,-1.0591911,-1.9472052,-1.2522659703710155,-1.9647196727788188,-0.7124537024078033
A026_T1,A026,T1,Common,1.0,0.6931471805599453,0.46583936,-0.36503953,0.550442325085674,0.625321394980786,0.07487906989511195
A026_T1,A026,T1,Congruent,1.0,0.6931471805599453,0.8863477,-0.3819697,0.9959548633676074,0.6247001247634096,-0.3712547386041978
A026_T1,A026,T1,Incongruent,1.0,0.6931471805599453,0.79825217,-0.5305961,0.9259185365104747,0.37410400178964737,-0.5518145347208274
A026_T2,A026,T2,Common,26.48,3.3134584673541485,-0.6492574,-0.4322403,-0.7528550010947044,0.5163962731634072,1.2692512742581115
A026_T2,A026,T2,Congruent,26.48,3.3134584673541485,0.90089154,-0.47930023,1.0125856932514783,0.4637245983092871,-0.5488610949421913
