UID,test,congruence,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A037,T1,Congruent,1.0,0.22852391,-0.21583825,0.25828765334213916,0.8873570061458843,0.6290693528037452
A037,T2,Congruent,23.7,0.30562398,-0.8647373,0.34790450835194336,-0.17882801865219383,-0.5267325270041372
A037,T3,Congruent,72.08,0.815768,-0.54054016,0.9408676882097393,0.35384980812281225,-0.587017880086927
A037,T4,Congruent,143.66,-0.58786523,-0.8579481,-0.6906379078273742,-0.1676729038922644,0.5229650039351098
A038,T1,Congruent,1.0,0.9585948,-0.13964333,1.1068816571609257,1.0125504128394025,-0.09433124432152318
A038,T2,Congruent,71.85,-0.8893782,-0.2690671,-1.0410998998341967,0.7998984056791042,1.8409983055133008
A038,T3,Congruent,72.86,-0.29861468,-0.42256626,-0.3544290742834341,0.5476889045077215,0.9021179787911555
A038,T4,Congruent,152.89,-0.17653099,-0.31882823,-0.2125257485693085,0.7181375036974625,0.930663252266771
A039,T1,Congruent,1.0,1.5005066,-0.076283954,1.736769946609976,1.1166541526611062,-0.6201157939488697
A039,T2,Congruent,28.65,0.20797212,0.17347847,0.234399389886322,1.5270307069588327,1.2926313170725108
A039,T3,Congruent,98.84,0.2044791,-0.42052573,0.23033929672575357,0.5510416333006689,0.3207023365749153
A039,T4,Congruent,246.24,0.56958055,-0.64879227,0.654713019194738,0.17598427020162993,-0.4787287489931081
A040,T1,Congruent,1.0,-0.48951146,-0.27086848,-0.5763169280181777,0.7969386165100943,1.3732555445282721
A040,T2,Congruent,26.26,-0.74336016,-0.61941487,-0.8713766100953444,0.2242533252225967,1.095629935317941
A040,T3,Congruent,71.28,-1.1314414,-0.73856413,-1.3224607688659527,0.02848303286699423,1.350943801732947
A040,T4,Congruent,143.53,-0.48939034,-1.094913,-0.5761761448323934,-0.5570222607495046,0.019153884082888872
A041,T1,Congruent,1.0,1.5223323,0.026328545,1.7621389325575565,1.285253428297136,-0.47688550426042053
A041,T2,Congruent,31.78,-1.1600494,-0.45549294,-1.3557131250326913,0.49358814240563736,1.8493012674383287
A041,T3,Congruent,75.74,1.2294152,-0.32686973,1.4216683041833889,0.704924775343316,-0.7167435288400729
A041,T4,Congruent,141.84,-0.07053544,-0.6809643,-0.08932238654856775,0.12312344908722926,0.212445835635797
A042,T1,Congruent,1.0,-0.94992256,-0.6882061,-1.1114733136557584,0.1112246819175396,1.222697995573298
A042,T2,Congruent,28.93,-0.5381136,-1.3154353,-0.632809366138483,-0.9193553137783683,-0.2865459476398853
A042,T3,Congruent,72.17,-1.0232941,-0.9923472,-1.196756331713019,-0.38849971472877187,0.8082566169842471
A042,T4,Congruent,146.02,-0.9369889,-1.1589196,-1.0964399429601663,-0.6621894333755711,0.4342505095845952
A043,T1,Congruent,1.0,-0.15874355,0.12849581,-0.19185061258725827,1.4531211543595748,1.6449717669468331
A043,T2,Congruent,25.62,0.34835568,0.107447416,0.39757347185901215,1.4185372194950534,1.0209637476360411
A043,T3,Congruent,64.94,-0.17773217,-0.022465402,-0.2139219337336109,1.2050816733959828,1.4190036071295937
A043,T4,Congruent,149.33,0.36557552,-0.1728015,0.41758886100939846,0.9580692970114338,0.5404804360020354
A044,T1,Congruent,1.0,-0.42967826,-1.0854299,-0.506770127228339,-0.5414408860986053,-0.03467075887026627
A044,T2,Congruent,47.66,0.29979682,-1.0949403,0.3411313400157936,-0.557067116495829,-0.8981984565116226
A044,T3,Congruent,91.63,-1.0432105,-1.2463167,-1.2199060529923547,-0.8057887794229727,0.414117273569382
A044,T4,Congruent,155.27,-0.95710677,-2.41895,-1.119823841819092,-2.732504597606945,-1.6126807557878529
A045,T1,Congruent,1.0,0.5991259,-0.5244013,0.6890548991329005,0.38036704658896936,-0.30868785254393116
A045,T2,Congruent,24.66,-0.7401306,-0.7538953,-0.8676227482601285,0.0032928836956653213,0.8709156319557938
A045,T3,Congruent,72.23,-1.3838344,-0.7975714,-1.6158284258147664,-0.068469902459721,1.5473585233550453
A045,T4,Congruent,151.52,-0.50810874,-1.0863767,-0.5979333772034603,-0.5429965425315724,0.054936834671887924
A046,T1,Congruent,1.0,-0.8820126,-1.0043232,-1.0325385339721396,-0.40817709267682367,0.6243614412953159
A046,T2,Congruent,24.32,-1.3599145,-0.77635866,-1.5880252576704441,-0.03361593600232635,1.5544093216681178
A046,T3,Congruent,73.05,-1.5709262,-2.1562538,-1.8332935813473525,-2.300876974617882,-0.46758339327052956
A046,T4,Congruent,147.94,-0.717223,-0.71030354,-0.8409962216198469,0.07491709352705891,0.9159133151469058
A047,T1,Congruent,1.0,-1.0092126,-0.84956115,-1.1803887753175375,-0.15389257782501214,1.0264961974925253
A047,T2,Congruent,23.46,-0.5068236,-0.48030975,-0.5964396015811128,0.45281244519162667,1.0492520467727395
A047,T3,Congruent,76.85,-0.5343058,-1.1750782,-0.6283833901243714,-0.6887391059967627,-0.0603557158723913
A047,T4,Congruent,144.22,-1.0075923,-2.5276344,-1.1785054282573808,-2.911080417234303,-1.7325749889769224
A048,T1,Congruent,1.0,1.693677,-0.3538722,1.9613005304211955,0.6605578909310806,-1.3007426394901147
A048,T2,Congruent,23.91,0.7271685,-0.66625273,0.8378845320927455,0.14729555355443208,-0.6905889785383135
A048,T3,Congruent,81.15,0.8357988,-0.50338846,0.9641503817187126,0.4148925638269403,-0.5492578178917723
A048,T4,Congruent,146.3,-0.4917495,-0.6405863,-0.5789183018714847,0.1894672338890358,0.7683855357605205
A049,T1,Congruent,1.0,2.279931,0.011668183,2.642729739459757,1.261165462037178,-1.3815642774225791
A049,T2,Congruent,27.12,-0.3166686,-0.45121825,-0.3754139518717243,0.5006117471769097,0.876025699048634
A049,T3,Congruent,111.38,0.49153835,-0.25443503,0.564001084406013,0.8239398862696479,0.2599388018636348
A049,T4,Congruent,168.86,1.0439023,-0.4042595,1.2060383746418424,0.5777681492909778,-0.6282702253508646
A050,T1,Congruent,1.0,-0.65952903,-0.53834146,-0.7739359434069996,0.3574624209229443,1.131398364329944
A050,T2,Congruent,24.73,-0.23185472,-0.51334876,-0.2768309909641799,0.3985271173025599,0.6753581082667398
A050,T3,Congruent,93.39,-0.99920005,-1.048395,-1.1687507412453453,-0.4805900406937701,0.6881607005515752
A050,T4,Congruent,148.69,-0.44994792,-1.0606136,-0.5303304583839142,-0.5006660268490862,0.029664431534828006
A051,T1,Congruent,1.0,1.9709882,-0.07600792,2.2836317241930666,1.1171076951915433,-1.1665240290015233
A051,T2,Congruent,17.16,-0.11904877,-0.26526073,-0.14571159683920412,0.8061525290174582,0.9518641258566622
A051,T3,Congruent,65.63,-0.5767097,-0.574192,-0.677671337050363,0.2985575590974809,0.9762288961478438
A051,T4,Congruent,146.99,0.17635673,-0.7457136,0.19765140999851624,0.016735970131668748,-0.1809154398668475
A052,T1,Congruent,1.0,0.70940566,-0.48109597,0.8172379897894461,0.4515206325588347,-0.3657173572306114
A052,T2,Congruent,31.76,-0.63751054,-0.8777536,-0.7483428690315181,-0.20021467985670507,0.5481281891748131
A052,T3,Congruent,80.98,0.012148218,-0.8479793,0.006784522182724437,-0.15129349129302103,-0.15807801347574546
A052,T4,Congruent,153.27,-0.5512451,-0.78419584,-0.6480726951025326,-0.046492952778120676,0.6015797423244119
A053,T1,Congruent,1.0,1.3026041,-0.44445914,1.506739031611095,0.5117174220318244,-0.9950216095792705
A053,T2,Congruent,32.71,0.30480924,-1.2639779,0.3469574996598541,-0.834807325466404,-1.1817648251262582
A053,T3,Congruent,78.28,0.0602048,-1.3980162,0.06264283387246437,-1.055041317501671,-1.1176841513741353
A053,T4,Congruent,148.9,-0.9437242,-1.4724555,-1.1042686829800852,-1.1773501218009705,-0.07308143882088536
A054,T1,Congruent,1.0,0.054836024,0.13166262,0.056402465733082434,1.4583244373638893,1.401921971630807
A054,T2,Congruent,16.9,0.6558441,-0.118331835,0.7549809962923075,1.0475666404406898,0.2925856441483823
A054,T3,Congruent,72.83,0.8645091,-0.26880553,0.9975216457446465,0.8003281828793273,-0.19719346286531925
A054,T4,Congruent,136.83,1.0623502,-0.099199735,1.2274811927811171,1.0790019746624602,-0.14847921811865694
A055,T1,Congruent,1.0,-0.48899728,-0.31538782,-0.5757192736385002,0.7237903300056003,1.2995096036441005
A055,T2,Congruent,23.24,0.6668252,-1.0363679,0.7677448192894611,-0.4608287019897775,-1.2285735212792386
A055,T3,Congruent,74.48,0.23135751,-0.77419794,0.2615812731839341,-0.030065726910817114,-0.2916470000947512
A055,T4,Congruent,149.21,-1.3891442,-1.188435,-1.622000243515205,-0.7106852317296065,0.9113150117855985
A056,T1,Congruent,1.0,1.474186,-0.5355634,1.7061763376291923,0.36202696138573365,-1.3441493762434586
A056,T2,Congruent,33.61,-0.084054,-0.9403539,-0.10503561263852251,-0.30307120647339075,-0.19803559383486824
A056,T3,Congruent,71.46,-0.08848558,-0.7880958,-0.11018663600755899,-0.05290085081605362,0.057285785191505366
A056,T4,Congruent,147.84,-1.1969587,-0.7892585,-1.3986144529642142,-0.054811245550539185,1.343803207413675
A057,T1,Congruent,1.0,0.15659064,-0.3896469,0.17467640074572646,0.6017776393547472,0.4271012386090207
A057,T2,Congruent,24.78,-1.1784263,-0.81025416,-1.377073416700775,-0.08930853488661078,1.2877648818141643
A057,T3,Congruent,73.83,0.18975516,-0.8444249,0.2132250036239048,-0.14545337170563336,-0.35867837532953817
A057,T4,Congruent,145.06,-0.96282315,-1.278879,-1.1264682456132902,-0.8592908405416977,0.2671774050715925
A058,T1,Congruent,1.0,1.9888922,-0.054483853,2.3044423430692302,1.1524731929652732,-1.151969150103957
A058,T2,Congruent,22.96,-0.28160018,-0.5182321,-0.3346523609864901,0.39050345941772024,0.7251558204042103
A058,T3,Congruent,66.28,-1.0928406,-1.0639265,-1.2775933349341488,-0.5061093456036038,0.7714839893305451
A058,T4,Congruent,143.48,-0.57762057,-1.3924044,-0.6787300819350665,-1.0458207505704018,-0.36709066863533535
A059,T1,Congruent,1.0,0.41310668,-0.7449472,0.4728364512407408,0.017995217164015597,-0.4548412340767252
A059,T2,Congruent,30.4,-0.16240932,-0.73166466,-0.19611150078864756,0.03981932869458654,0.2359308294832341
A059,T3,Congruent,79.78,1.0853677,-0.90465754,1.2542354611000457,-0.24441967281526458,-1.4986551339153102
A059,T4,Congruent,151.93,0.24016263,-0.52323824,0.2718158574376699,0.3822780328278021,0.1104621753901322
A060,T1,Congruent,1.0,0.14170144,-0.51184183,0.15737001856459515,0.40100310520764143,0.24363308664304628
A060,T2,Congruent,24.87,0.03884568,-0.53777605,0.037816174698523164,0.3583914277921502,0.32057525309362706
A060,T3,Congruent,94.68,0.5968047,-0.29484802,0.6863568646972799,0.7575386105314349,0.07118174583415504
A060,T4,Congruent,143.91,0.2312482,-0.18825707,0.26145421728863955,0.9326747502268169,0.6712205329381773
A061,T1,Congruent,1.0,2.2994933,0.41440436,2.6654678744933347,1.9228882382715213,-0.7425796362218133
A061,T2,Congruent,35.16,-0.5375559,0.10480783,-0.6321611265189994,1.4142002011793902,2.0463613276983894
A061,T3,Congruent,82.55,0.7270554,-0.38525635,0.8377530709111719,0.6089916099417394,-0.2287614609694325
A061,T4,Congruent,146.56,-0.38772622,-0.100344546,-0.458007397362523,1.0771209727648243,1.5351283701273473
A062,T1,Congruent,1.0,-0.62250435,-0.36575344,-0.7309005041480677,0.6410362100717361,1.3719367142198038
A062,T2,Congruent,44.69,0.71979195,-0.6944889,0.8293104385566102,0.10090161660591482,-0.7284088219506955
A062,T3,Congruent,92.72,-0.2396038,-0.6133002,-0.28583809275824285,0.23430014157343285,0.5201382343316757
A062,T4,Congruent,149.18,-1.1185472,-1.6521478,-1.3074732642908284,-1.4725967234588462,-0.16512345916801774
A063,T1,Congruent,1.0,1.5583135,-0.92667735,1.8039614884058037,-0.28059970986555605,-2.0845611982713597
A063,T2,Congruent,21.98,0.57301795,-1.7143731,0.6587084627450578,-1.574837099713932,-2.23354556245899
A063,T3,Congruent,69.99,-1.0391557,-2.668865,-1.2151929778460706,-3.143131844591528,-1.9279388667454576
A063,T4,Congruent,141.09,-0.44467676,-2.2332935,-0.5242035536813182,-2.4274584119846594,-1.9032548583033413
A064,T1,Congruent,1.0,-0.033955097,-0.09474492,-0.04680342003089913,1.0863215369907544,1.1331249570216535
A064,T2,Congruent,37.65,0.8330822,-0.520661,0.9609927562026834,0.38651261244894736,-0.5744801437537361
A064,T3,Congruent,82.99,0.5105676,-0.49342424,0.5861196316160909,0.4312644511764341,-0.15485518043965685
A064,T4,Congruent,156.21,-0.44249845,-0.70117235,-0.5216716066748316,0.08992025624795659,0.6115918629227882
A065,T1,Congruent,1.0,-1.2773031,-0.68643713,-1.4920023376399312,0.11413121926463105,1.6061335569045623
A065,T2,Congruent,32.31,0.064162605,-1.8792081,0.06724316739799914,-1.8456721526587485,-1.9129153200567477
A065,T3,Congruent,106.41,-1.6138492,-2.309749,-1.8831849013887718,-2.5530799692414465,-0.6698950678526747
A065,T4,Congruent,187.43,-1.7445728,-1.9943393,-2.035130780394584,-2.0348405006892047,0.00029027970537942593
A066,T1,Congruent,1.0,-0.34936783,-0.38006526,-0.4134217274008806,0.6175209218899986,1.0309426492908793
A066,T2,Congruent,23.35,-0.483148,-0.8631504,-0.568920394238368,-0.17622063462866638,0.39269975960970166
A066,T3,Congruent,73.79,-0.86631346,-0.97773355,-1.0142907223533093,-0.3644884994439899,0.6498022229093194
A066,T4,Congruent,164.93,-0.760719,-1.27503,-0.8915535651541192,-0.8529666732302372,0.03858689192388198
A067,T1,Congruent,1.0,-0.35323784,-0.67412084,-0.41792001287658115,0.13436771669681286,0.552287729573394
A067,T2,Congruent,29.91,-0.94394547,-1.3585191,-1.1045258749840354,-0.9901449109759531,0.11438096400808229
A067,T3,Congruent,73.19,-0.8267787,-1.1333934,-0.9683377049984949,-0.6202481604148532,0.3480895445836417
A067,T4,Congruent,144.19,-1.2339065,-1.3108498,-1.4415605311653268,-0.9118210271567255,0.5297395040086013
A068,T1,Congruent,1.0,1.0260569,0.15660031,1.185295869163028,1.499298748593127,0.3140028794300991
A068,T2,Congruent,30.49,0.42495334,0.036848858,0.486606353285842,1.3025390140547182,0.8159326607688762
A068,T3,Congruent,82.98,-0.061965823,-0.270623,-0.07936153795039458,0.7973419567521358,0.8767034947025304
A068,T4,Congruent,155.59,-0.30442154,-0.6926035,-0.36117864702289115,0.1039994563172755,0.4651781033401666
A069,T1,Congruent,1.0,-0.7663394,-1.0479727,-0.8980864071074027,-0.47989617323322736,0.41819023387417537
A069,T2,Congruent,24.96,-0.6725282,-1.2316633,-0.789045459301574,-0.7817122521998612,0.007333207101712813
A069,T3,Congruent,79.75,-1.5109428,-2.1621413,-1.7635721963888813,-2.310550535294999,-0.5469783389061178
A069,T4,Congruent,140.22,-1.3962642,-1.44054,-1.6302761375276205,-1.124910796825933,0.5053653407016874
A070,T1,Congruent,1.0,-0.10258464,-0.52186567,-0.12657460317535185,0.38453325816599165,0.5111078613413436
A070,T2,Congruent,24.25,-0.30106032,-0.4394793,-0.3572717508891256,0.5198996359430489,0.8771713868321744
A070,T3,Congruent,81.92,-0.8559272,-1.4298435,-1.002218308456485,-1.1073357239116601,-0.10511741545517506
A070,T4,Congruent,149.2,-0.83665365,-1.0911304,-0.9798158004448294,-0.5508071931287378,0.4290086073160916
A071,T1,Congruent,1.0,1.2530835,-0.06460686,1.4491790264100815,1.1358404078358664,-0.3133386185742151
A071,T2,Congruent,30.92,0.3583971,-0.980287,0.40924506282167344,-0.36868399048619555,-0.777929053307869
A071,T3,Congruent,79.96,-1.6629909,-1.3873115,-1.9403044941963439,-1.037452771432824,0.9028517227635198
A071,T4,Congruent,153.27,-0.12990214,-0.9745958,-0.15832695355234017,-0.35933296398503045,-0.20100601043269029
A072,T1,Congruent,1.0,-0.112263314,0.0010421601,-0.13782455826028447,1.2437061877646367,1.381530746024921
A072,T2,Congruent,33.76,1.1146743,-0.11102306,1.2882998312495193,1.059575452064961,-0.22872437918455835
A072,T3,Congruent,83.54,-0.5818319,-0.75784713,-0.6836250988917104,-0.003200240260284033,0.6804248586314264
A072,T4,Congruent,154.89,0.19786991,-0.46683845,0.22265713999149578,0.47494670216821233,0.25228956217671655
A073,T1,Congruent,1.0,1.5546312,-0.51339877,1.7996813866471075,0.3984449474903369,-1.4012364391567707
A073,T2,Congruent,66.66,-0.46244034,-0.8614941,-0.5448509561196696,-0.1734992217115524,0.3713517344081172
A073,T3,Congruent,66.9,0.36895004,-1.1937985,0.42151121632720406,-0.7194978249681151,-1.141009041295319
A073,T4,Congruent,140.12,0.29205632,-0.9905761,0.33213421113895353,-0.38558967764762664,-0.7177238887865802
A074,T1,Congruent,1.0,0.18547921,-0.3253466,0.20825487595503017,0.7074273809440188,0.49917250498898863
A074,T2,Congruent,29.33,0.35892135,-0.5606668,0.409854422012124,0.32078037741937393,-0.08907404459275009
A074,T3,Congruent,73.02,-0.61961347,-0.8204018,-0.7275403052038807,-0.10598179370097024,0.6215585115029104
A074,T4,Congruent,147.21,1.3346335,-0.27963826,1.5439682338135188,0.7825292748616921,-0.7614389589518267
A075,T1,Congruent,1.0,0.6350618,-0.6650202,0.7308248007678384,0.14932068370158577,-0.5815041170662526
A075,T2,Congruent,28.68,1.2109066,-0.48097533,1.4001549317229687,0.4517188522378304,-0.9484360794851383
A075,T3,Congruent,71.37,-1.8487816,-1.9677013,-2.1562573230857343,-1.991072465136416,0.16518485794931825
A075,T4,Congruent,244.53,-0.0404494,-1.0634046,-0.05435203847366756,-0.5052518286070198,-0.45089979013335224
A076,T1,Congruent,1.0,0.04747704,-0.716884,0.047848789943326746,0.06410495270441051,0.016256162761083763
A076,T2,Congruent,27.3,-0.67410386,-1.0312408,-0.7908769192959002,-0.45240452993922176,0.33847238935667845
A076,T3,Congruent,74.88,-1.2256078,-1.2399664,-1.4319145814966705,-0.7953548070462597,0.6365597744504108
A076,T4,Congruent,149.28,-1.1056327,-1.7368064,-1.292462164119011,-1.611696528798938,-0.31923436467992694
A077,T1,Congruent,1.0,-0.44953594,-0.2547556,-0.5298515956289656,0.8234131680791996,1.3532647637081652
A077,T2,Congruent,53.88,-0.08587926,-0.6408534,-0.1071571938611491,0.1890283705248137,0.2961855643859628
A077,T3,Congruent,78.36,0.77865267,-0.30953598,0.8977268824069555,0.7334052988909984,-0.16432158351595716
A077,T4,Congruent,149.75,0.90057325,-0.3342188,1.0394406180828275,0.6928497563088564,-0.34659086177397114
A078,T1,Congruent,1.0,-0.85716176,-0.8575575,-1.003653292685694,-0.16703112167562204,0.836622171010072
A078,T2,Congruent,26.17,0.5926562,-0.6422847,0.6815348778559168,0.18667664782465948,-0.49485823003125734
A078,T3,Congruent,72.3,-0.6777786,-1.0185158,-0.7951482337289315,-0.43149649433560144,0.36365173939333006
A078,T4,Congruent,140.08,-0.75193495,-1.4823211,-0.8813434715024678,-1.193559969820702,-0.31221649831823417
A079,T1,Congruent,1.0,0.7172697,-0.43599677,0.8263787147261589,0.5256216682598015,-0.30075704646635737
A079,T2,Congruent,26.11,0.38102,-0.6060337,0.43554066993592505,0.24623949251360633,-0.18930117742231872
A079,T3,Congruent,74.0,0.5062731,-0.6953274,0.5811279424536868,0.0995239043973775,-0.4816040380563093
A079,T4,Congruent,194.42,-0.3939758,-1.1158302,-0.4652715633319206,-0.5913906349992532,-0.12611907166733255
A080,T1,Congruent,1.0,-0.33438247,-0.2868208,-0.3960035741567951,0.7707278758798117,1.1667314500366068
A080,T2,Congruent,29.03,1.5502274,-0.2205648,1.7945626532128556,0.8795909648348986,-0.914971688377957
A080,T3,Congruent,72.87,0.23595619,-0.6627485,0.26692652434643616,0.1530532404387759,-0.11387328390766024
A080,T4,Congruent,145.77,-1.6039006,-0.87775093,-1.8716211992578848,-0.2002102928661305,1.6714109063917544
A081,T1,Congruent,1.0,0.45815384,-0.2819495,0.525196777325055,0.7787317512303749,0.25353497390531987
A081,T2,Congruent,31.39,0.5767118,-0.73261505,0.663001989584631,0.03825777364882414,-0.6247442159358069
A081,T3,Congruent,80.13,0.91994727,-0.21698174,1.0619599068629422,0.8854781747405889,-0.1764817321223533
A081,T4,Congruent,154.53,0.3316827,-0.92175215,0.37819372251194455,-0.27250727316968565,-0.6507009956816302
A082,T1,Congruent,1.0,0.07705856,-0.28960842,0.08223271188801011,0.7661476276904706,0.6839149158024606
A082,T2,Congruent,27.97,1.2108388,-0.28886366,1.4000761247547047,0.7673713187392841,-0.6327048060154206
A082,T3,Congruent,75.71,-0.06594768,-0.7005341,-0.08398982818980387,0.0909689441633994,0.17495877235320328
A082,T4,Congruent,170.25,-0.003309914,-0.71145993,-0.01118315507316411,0.07301706654932447,0.08420022162248858
A083,T1,Congruent,1.0,1.1311928,-0.15437493,1.3075000215927894,0.988345397727552,-0.3191546238652374
A083,T2,Congruent,25.15,0.25453722,-0.6470416,0.2885240854309179,0.17886073941107505,-0.10966334601984284
A083,T3,Congruent,74.3,-0.093894005,-0.39905703,-0.11647308995055024,0.586316159348877,0.7027892492994273
A083,T4,Congruent,144.91,0.7881295,-0.425122,0.9087422251953935,0.5434896508406412,-0.36525257435475234
A084,T1,Congruent,1.0,0.4756749,-1.5245093,0.5455622879353318,-1.2628780356480234,-1.8084403235833553
A084,T2,Congruent,27.25,0.2026438,-1.6860433,0.22820604556269375,-1.5282893223431304,-1.7564953679058242
A084,T3,Congruent,91.97,1.1289612,-0.7468087,1.304906133239123,0.014936646769034157,-1.2899694864700888
A084,T4,Congruent,162.51,0.5236475,-1.2056067,0.6013229835954438,-0.7388994961676962,-1.3402224797631401
A085,T1,Congruent,1.0,0.1552031,-0.16463578,0.17306360102971707,0.9714861272266948,0.7984225261969777
A085,T2,Congruent,24.51,1.4983407,0.09563088,1.7342524243007778,1.3991218516837007,-0.335130572617077
A085,T3,Congruent,71.4,0.59526086,-0.092130594,0.6845623905101834,1.0906170514180604,0.406054660907877
A085,T4,Congruent,170.65,-0.18872286,-0.79462606,-0.22669690361609873,-0.06363050964362921,0.16306639397246953
A086,T1,Congruent,1.0,1.3480834,-0.13565797,1.5596016533187975,1.019098628853017,-0.5405030244657805
A086,T2,Congruent,23.47,0.10453227,-0.28824103,0.11416663212506577,0.7683943419383319,0.6542277098132662
A086,T3,Congruent,145.29,-0.6197766,-0.7607612,-0.7277299184890276,-0.007988254351556513,0.7197416641374711
A086,T4,Congruent,169.55,-1.2639685,-1.1351063,-1.4765029364744884,-0.6230625709598778,0.8534403655146106
A087,T1,Congruent,1.0,0.4606387,-0.03584209,0.5280850410884946,1.183102870334095,0.6550178292456003
A087,T2,Congruent,31.07,1.2393358,-0.18524033,1.4331994606636653,0.9376314580717574,-0.4955680025919079
A087,T3,Congruent,72.8,0.101736434,-0.59843826,0.11091690706718722,0.25871931412029897,0.14780240705311176
A087,T4,Congruent,144.2,0.25295004,-0.42013177,0.28667923522605476,0.5516889362245512,0.2650097009984964
A088,T1,Congruent,1.0,0.5301715,-0.25347957,0.6089061201877187,0.825509771668299,0.21660365148058025
A088,T2,Congruent,24.25,1.4829968,-0.19807579,1.7164175240006234,0.9165419292176239,-0.7998755947829995
A088,T3,Congruent,74.91,0.56445384,-0.3873983,0.6487540151789529,0.6054722412296628,-0.043281773949290114
A088,T4,Congruent,149.93,0.2656782,-0.36324483,0.30147374409305827,0.6451580259613704,0.3436842818683121
A089,T1,Congruent,1.0,1.3229843,-0.06516498,1.5304278483459022,1.1349233789296902,-0.395504469416212
A089,T2,Congruent,32.14,1.8418807,-0.3015409,2.1335643103998194,0.7465417560457169,-1.3870225543541026
A089,T3,Congruent,79.34,0.4289247,-0.8649433,0.4912224423933063,-0.17916649058416587,-0.6703889329774722
A089,T4,Congruent,146.96,-0.7643541,-0.47588912,-0.8957788042446432,0.46007583925295736,1.3558546434976004
A090,T1,Congruent,1.0,0.21052608,-1.5645288,0.23736797166609003,-1.3286327807041405,-1.5660007523702304
A090,T2,Congruent,23.54,0.111108646,-1.3006754,0.12181064768149727,-0.8951037998525624,-1.0169144475340597
A090,T3,Congruent,95.42,-0.923981,-2.0967915,-1.0813202797966694,-2.203176394227064,-1.1218561144303945
A090,T4,Congruent,144.07,-0.7582084,-2.0895185,-0.888635382639011,-2.191226363347289,-1.302590980708278
A091,T1,Congruent,1.0,0.07040492,-0.38004634,0.07449888893340795,0.6175520087295758,0.5430531197961679
A091,T2,Congruent,22.2,-0.36660793,-0.8934899,-0.4334606656541731,-0.22607048501735358,0.20739018063681955
A091,T3,Congruent,73.64,-0.43052486,-1.1560079,-0.5077541682214445,-0.6574053133545842,-0.1496511451331397
A091,T4,Congruent,142.61,-1.1137878,-0.55922866,-1.3019412010938214,0.32314333870212364,1.625084539795945
A092,T1,Congruent,1.0,-0.75031006,-0.2970514,-0.8794547892803002,0.75391830817479,1.6333730974550902
A092,T2,Congruent,22.83,0.3647664,-0.411572,0.4166483846943247,0.5657532172397813,0.14910483254545664
A092,T3,Congruent,71.31,-1.6715103,-0.91129065,-1.9502069733324916,-0.2553183211486816,1.69488865218381
A092,T4,Congruent,146.16,-0.40421754,-1.3376265,-0.4771759951778075,-0.9558169561899253,-0.47864096101211784
A093,T1,Congruent,1.0,0.4095768,-0.20423794,0.4687335140558328,0.9064171000156711,0.4376835859598383
A093,T2,Congruent,22.09,0.5446974,-1.6068077,0.6257902225521772,-1.3980998727655876,-2.023890095317765
A093,T3,Congruent,70.22,0.9201358,-1.7105321,1.0621790437025713,-1.568526076943519,-2.6307051206460903
A093,T4,Congruent,140.95,-1.3002123,-2.128338,-1.5186307240316768,-2.2550094272462866,-0.7363787032146099
A094,T1,Congruent,1.0,-0.6886231,-1.0203196,-0.807753280444892,-0.4344602597282781,0.3732930207166139
A094,T2,Congruent,22.98,-0.59592927,-1.1101195,-0.70001110169702,-0.5820075686792848,0.11800353301773514
A094,T3,Congruent,76.21,-0.5772605,-1.417154,-0.6783115564916604,-1.0864860172089377,-0.40817446071727725
A094,T4,Congruent,149.99,-0.15202624,-1.2022649,-0.18404278314785688,-0.7334086927586451,-0.5493659096107881
A095,T1,Congruent,1.0,1.7489762,-0.11152778,2.0255772605014424,1.0587461629702768,-0.9668310975311656
A095,T2,Congruent,29.71,-0.08975462,-0.8506229,-0.11166169788080556,-0.15563710488215504,-0.043975407001349484
A095,T3,Congruent,78.76,-0.9814954,-0.8015234,-1.1481718357780828,-0.07496330573716756,1.0732085300409153
A095,T4,Congruent,148.79,-0.83802027,-1.4459883,-0.981404283910454,-1.1338627221995448,-0.15245843828909078
A096,T1,Congruent,1.0,0.30585048,-0.35047135,0.34816777941849,0.6661457174837386,0.31797793806524866
A096,T2,Congruent,24.49,-0.09390502,-1.0172954,-0.11648589317703152,-0.42949129459881097,-0.31300540142177946
A096,T3,Congruent,71.19,-1.4232868,-0.92508286,-1.6616857124629991,-0.2779798549587099,1.3837058575042893
A096,T4,Congruent,143.66,-0.63723755,-0.34232667,-0.7480255605615113,0.6795279775560448,1.427553538117556
A097,T1,Congruent,1.0,0.05084073,-0.8071859,0.051758557068414035,-0.08426717619732485,-0.13602573326573889
A097,T2,Congruent,24.37,0.4006286,-2.1132436,0.4583326215274767,-2.230208307197934,-2.6885409287254105
A097,T3,Congruent,70.83,-0.13535045,-2.0212188,-0.1646597676122816,-2.079005337074865,-1.9143455694625833
A097,T4,Congruent,144.85,-0.97472835,-2.3067176,-1.140306191315061,-2.5480991740250363,-1.4077929827099753
A098,T1,Congruent,1.0,0.92273605,-0.40372565,1.0652014304168669,0.5786453009457513,-0.4865561294711156
A098,T2,Congruent,25.77,0.3784041,-0.49372467,0.43250009252762767,0.43077082436807296,-0.0017292681595547088
A098,T3,Congruent,78.84,0.35566115,-0.17265761,0.4060649459363829,0.9583057180128487,0.5522407720764657
