observed_r,power_observed,n_required_observed,power_small_r020,n_required_small,power_medium_r030,n_required_medium,power_large_r050,n_required_large
-0.0455494976065563,0.0733894370316801,3775,0.5146839182427598,194,0.8618021541896126,85,0.9997197836715239,29
