UID,paradigm,Total_Intercept,Total_Slope
A025,IFR,0.5040687050419786,-0.05701619385439574
A026,IFR,0.18448456381670914,0.022719630589073142
A027,IFR,-0.18358681182826472,0.0038698898513604457
A028,IFR,0.38243620913733894,-0.06616320668816199
A029,IFR,0.8909646918104457,-0.021023015023585518
A030,IFR,0.13804754084392892,0.06342081613359922
A031,IFR,0.3081216351158899,-0.0834686944298047
A032,IFR,0.28448687453872323,0.05921940643233105
A033,IFR,-0.05579569859549764,0.050010431923022985
A034,IFR,0.6822356932785677,-0.03787530234006166
A035,IFR,-0.4106175228422993,0.042981467659042795
A036,IFR,-0.10933001659835037,-0.04923947882710227
A037,IFR,0.43054098918235134,-0.010102851966823933
A038,IFR,0.3957817136422502,-0.002910999986582015
A039,IFR,0.9701854280952016,-0.026853636100616928
A040,IFR,-0.7124688397125589,0.012544204047163847
A041,IFR,0.13132542091493127,-0.0021040590316317603
A042,IFR,-0.854201576904101,0.05480749965702294
A043,IFR,0.203273110183588,0.0034909002398554358
A044,IFR,-0.7600874048596737,0.02304308737411414
A045,IFR,-0.6880897937815297,0.032440005917657
A046,IFR,-0.97895723203544,0.017933612814821056
A047,IFR,-0.6503649895672354,0.018605980758011596
A048,IFR,0.35404683070077786,-0.009973030780081719
A049,IFR,0.5286426733653778,-0.02655411548156623
A050,IFR,-0.3356257092987951,-0.0018160025409077567
A051,IFR,0.07287656911452105,-0.027890367849140035
A052,IFR,0.2320328405765379,-0.006381139302380518
A053,IFR,0.26051500255744486,-0.0476092803338894
A054,IFR,0.169076306303796,0.08873997781958265
A055,IFR,-0.38518561716533706,0.007090440673980052
A056,IFR,0.03131483121691282,-0.052166342961337785
A057,IFR,-0.5071558691094638,-0.0113137410330174
A058,IFR,-0.02830314984488196,-0.04647720704497283
A059,IFR,0.630914280972741,0.039861354448453255
A060,IFR,0.04981551914841853,0.04623239841640614
A061,IFR,0.9611510498239333,-0.08297725640461988
A062,IFR,0.21491426722034943,-0.09009289908373519
A063,IFR,0.18724878180927712,-0.04103017893720745
A064,IFR,0.29270095133498875,-0.021691419409165625
A065,IFR,-1.0877987267947797,0.023421984159645835
A066,IFR,-0.2752606354762046,-0.017348736170090102
A067,IFR,-0.5529204771562675,-0.05230911816434281
A068,IFR,0.20697614045948798,-0.003674220097158018
A069,IFR,-0.8777203181700657,0.0397394897281024
A070,IFR,-0.39229661878913713,0.014027012197606043
A071,IFR,0.17677359610254384,-0.0019275014295098334
A072,IFR,0.3167983161370547,0.00452869668513186
A073,IFR,0.46938448016505646,0.03334491255609808
A074,IFR,0.10277394480097143,-0.04612713943975244
A075,IFR,-0.1277537282168399,-0.04017341354458273
A076,IFR,-0.7787817900567611,-0.023838296486991196
A077,IFR,0.15473815839335753,-0.0016499094405310537
A078,IFR,-0.6589685236047305,0.04238291909096792
A079,IFR,-0.2208644550375004,-0.010579455141998607
A080,IFR,-0.08599269554260029,0.03880681812258808
A081,IFR,-0.09128392848491974,0.0906042946512738
A082,IFR,0.18611444802372654,0.02180714621122794
A083,IFR,0.6904130000190635,-0.04758434386353814
A084,IFR,-0.16469379293352956,0.0031092563763049715
A085,IFR,-0.024594780088814817,0.01772250691835358
A086,IFR,-0.23367521144783976,-0.02295818713241515
A087,IFR,0.4315469284806545,0.036955358161614084
A088,IFR,1.0961497417551762,0.05083687810337232
A089,IFR,0.4239322168587889,-0.0012500314094383296
A090,IFR,-0.21088170793213037,-0.026831054296697535
A091,IFR,-0.19393555432756232,-0.030826254786176788
A092,IFR,-0.6741048142347527,0.0040246767045054085
A093,IFR,0.3312953740614371,0.03206684066080448
A094,IFR,-0.7308493919986966,0.03980214475853023
A095,IFR,0.39791443673374893,-0.05610037903276061
A096,IFR,-0.8150503714158301,-0.015950143269763337
A097,IFR,-0.0665591665376729,0.021098729872582104
A098,IFR,0.14120132213248401,0.013799384754800288
A099,IFR,0.4003335662585787,0.06172269456758641
A100,IFR,0.26386032047920205,0.04475803561266133
A101,IFR,-0.7351774202206374,0.0053992053547190786
A102,IFR,-0.1646269205255672,0.061663995013546205
A103,IFR,0.07692795594883478,-0.08298082899430606
A104,IFR,0.3871010550432029,-0.10284266558884109
A105,IFR,0.08825865047032636,-0.0001882260801373582
A106,IFR,0.31529973550986445,0.021574280956133937
A107,IFR,-0.8643213248390577,0.04808714377918779
A108,IFR,-0.659994047479961,0.011719826051136457
A109,IFR,-0.6011333592607713,0.0006874748167870691
A010,IRE,0.6737123042995414,-0.042429279103079226
A011,IRE,0.07395446045839728,0.0006164387482056193
A012,IRE,0.10561942849762875,-0.00706526590610318
A013,IRE,-0.313597472732992,0.03234879825864425
A014,IRE,0.2962651755730853,-0.016655374463087475
A015,IRE,1.043188366477601,-0.012649263700619631
A016,IRE,0.5777634056371828,-0.05301229732003795
A017,IRE,0.2564957569247668,0.0448496124606741
A018,IRE,0.12146086625433127,0.0006579754187238308
A019,IRE,-0.7542093279200649,0.030889282429496855
A020,IRE,-0.489494811766089,-0.0172445199079304
A021,IRE,0.40058775699908084,0.0004865316998532847
A022,IRE,0.19639984594367838,0.046476606940587625
A023,IRE,-0.00880179967985965,0.01967684555179444
A024,IRE,-0.07597414133913447,-0.004849643627654006
A025,IRE,0.31497082910246893,-0.027813802387129584
A026,IRE,0.17421288847676486,0.01399757685635192
A027,IRE,0.0795365175900172,-0.000221099787530622
A028,IRE,0.14021913453049017,-0.0380306014743583
A029,IRE,0.9828518858464061,-0.029366429090349845
A030,IRE,0.3939525646172003,0.03947551379513549
A031,IRE,0.4090410668653478,-0.06791754231516073
A032,IRE,0.2750405660710426,0.031781248864625224
A033,IRE,-0.04563310600322345,0.04727246780893818
A034,IRE,0.8705163689506309,-0.03670471632893386
A035,IRE,-0.3554380000443216,0.02915387299622652
A036,IRE,-0.12925592845270098,-0.028310155306142188
A037,IRE,0.4621774705260257,-0.005292411802273388
A038,IRE,0.4836313735254325,-0.012380025243204541
A039,IRE,1.1167790390803558,-0.03495574789167076
A040,IRE,-0.82534584355107,0.01077215713754833
A041,IRE,-0.004324546722415728,0.01684860985432061
A042,IRE,-0.8532982375390932,0.02644390465209606
A043,IRE,0.2544561128960284,-0.008742316376555287
A044,IRE,-0.7869014800496811,0.010721256718286826
A045,IRE,-0.770702345205663,0.02472102614415486
A046,IRE,-1.1324101452698963,0.007476982344760676
A047,IRE,-0.704898436893707,0.008712197032268132
A048,IRE,0.2352846726167886,-0.0050154571451542125
A049,IRE,0.4164417811251007,-0.01096292423772616
A050,IRE,-0.5581009055434862,0.006884760481577956
A051,IRE,0.08434944712257746,-0.014250375611823542
A052,IRE,0.23726085208419304,-0.011394695587044947
A053,IRE,0.20330080246249976,-0.030976901849313173
A054,IRE,0.42174577269113195,0.04503054804838867
A055,IRE,-0.3114872587014418,0.004581888377696478
A056,IRE,-0.04989377836009862,-0.01762876195197118
A057,IRE,-0.5840780561958903,-0.016264666399029064
A058,IRE,-0.09613083716342154,-0.020526982276022687
A059,IRE,0.9192167600746322,-0.000549757683544928
A060,IRE,0.016670431841678247,0.05012613767813321
A061,IRE,0.9791179782646587,-0.06957892667623539
A062,IRE,0.08854104182000777,-0.0478784587508937
A063,IRE,0.223375195163065,-0.019847338729363
A064,IRE,0.446540786630619,-0.020153467260985963
A065,IRE,-1.452823004678016,0.03417890311103409
A066,IRE,-0.40534455536121694,-0.001275832686755299
A067,IRE,-0.6318418615067696,-0.019885867035681352
A068,IRE,0.2804572442667297,0.0010902538682518053
A069,IRE,-0.872329059796151,0.026465699158221893
A070,IRE,-0.26062724456750996,0.01608690756020129
A071,IRE,0.07110809437417161,9.924840990813914e-05
A072,IRE,0.3605084510985691,-0.014745436903375054
A073,IRE,0.4997229651024119,0.03938838904968459
A074,IRE,0.06785578614448266,-0.04702520799657265
A075,IRE,-0.1197336834868204,-0.03211195958082022
A076,IRE,-0.882312076750019,-0.00696945019527971
A077,IRE,0.08189092355994254,-0.0002593200919699863
A078,IRE,-0.5994639990941586,0.022331630062998535
A079,IRE,-0.2642915345703576,-0.007984761208858477
A080,IRE,0.01677457186458424,0.01683097843503686
A081,IRE,-0.008135205885763977,0.04334444121409497
A082,IRE,0.19294619719612027,0.02519552029934814
A083,IRE,0.6535663824058189,-0.028056567322117542
A084,IRE,0.14173732463206543,-0.007401357102856833
A085,IRE,-0.14911276355704248,0.016868892678255306
A086,IRE,-0.11984032334250697,-0.01773947117206081
A087,IRE,0.4483692365138987,0.012175110526790142
A088,IRE,1.3617089983921584,0.008117036190647147
A089,IRE,0.5640162612460045,-0.019467806410433726
A090,IRE,-0.47874900191089775,0.0020621981120958685
A091,IRE,-0.12112286006062539,-0.028516329355651987
A092,IRE,-0.6960378385835682,0.005000715557697553
A093,IRE,0.3784886826131382,0.02019025183254924
A094,IRE,-0.8343279072025406,0.02552920899153152
A095,IRE,0.4654669107431441,-0.0445553127736515
A096,IRE,-1.0162798688018255,0.0008791065676537266
A097,IRE,-0.22312456263967057,0.020598769172530795
A098,IRE,0.12060511335439734,0.010434806098824417
A099,IRE,0.5191034188555741,0.0430104477342547
A100,IRE,0.3610319422573426,0.023568013194059833
A101,IRE,-0.711000950403163,0.010664975311092803
A102,IRE,-0.07830298686485533,0.04399454468246123
A103,IRE,-0.019036633810538797,-0.049918932749230344
A104,IRE,0.2818118671317235,-0.06311374248326031
A105,IRE,0.06772747109536252,0.002633269881965935
A106,IRE,0.29543465231527644,0.01862314908272828
A107,IRE,-1.0479554192848664,0.041032981727454
A108,IRE,-0.6915157374405747,0.028922399424782554
A109,IRE,-0.6717256634696727,0.008376473024862406
