UID,test,composite_ID,TSVR_hours,Days,log_Days_plus1,Days_squared,LocationType,LocationType_coded,theta,se
A041,3,A041_3,75.74,3.1558333333333333,1.424512969770031,9.959284027777777,source,0,-0.1782166,0.5
A041,4,A041_4,141.84,5.91,1.9329696377795786,34.9281,source,0,0.9023358,0.5
A042,1,A042_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.5589121,0.5
A042,2,A042_2,28.93,1.2054166666666666,0.7909164555219504,1.4530293402777776,source,0,-1.3708228,0.5
A042,3,A042_3,72.17,3.0070833333333336,1.388063628376445,9.042550173611112,source,0,-0.8300745,0.5
A042,4,A042_4,146.02,6.084166666666667,1.9578622468412672,37.017084027777784,source,0,-1.5882493,0.5
A043,1,A043_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.66669923,0.5
A043,2,A043_2,25.62,1.0675000000000001,0.7263401479157092,1.1395562500000003,source,0,0.21157885,0.5
A043,3,A043_3,64.94,2.705833333333333,1.3099081547346048,7.321534027777776,source,0,-0.3631573,0.5
A043,4,A043_4,149.33,6.222083333333334,1.9771434616052734,38.71432100694445,source,0,-0.15410642,0.5
A044,1,A044_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.77502024,0.5
A044,2,A044_2,47.66,1.9858333333333331,1.093878881528862,3.943534027777777,source,0,-0.4404797,0.5
A044,3,A044_3,91.63,3.8179166666666666,1.5723416077929249,14.57648767361111,source,0,-1.4569299,0.5
A044,4,A044_4,155.27,6.4695833333333335,2.0108392189188016,41.855508506944446,source,0,-1.2631737,0.5
A045,1,A045_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.5580017,0.5
A045,2,A045_2,24.66,1.0275,0.7068035070074309,1.0557562500000002,source,0,-0.8744425,0.5
A045,3,A045_3,72.23,3.0095833333333335,1.3886873290203638,9.057591840277778,source,0,-0.7973534,0.5
A045,4,A045_4,151.52,6.3133333333333335,1.9896991661789745,39.858177777777776,source,0,-0.57261163,0.5
A046,1,A046_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.6971506,0.5
A046,2,A046_2,24.32,1.0133333333333334,0.699791723278614,1.0268444444444447,source,0,-1.4928403,0.5
A046,3,A046_3,73.05,3.0437499999999997,1.3971724792670734,9.264414062499998,source,0,-1.7452676,0.5
A046,4,A046_4,147.94,6.164166666666667,1.9690917483983523,37.99695069444444,source,0,-0.63528097,0.5
A047,1,A047_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.35001668,0.5
A047,2,A047_2,23.46,0.9775,0.6818334206596719,0.9555062500000001,source,0,-0.16671039,0.5
A047,3,A047_3,76.85,3.202083333333333,1.4355804340522749,10.253337673611108,source,0,-1.3709793,0.5
A047,4,A047_4,144.22,6.009166666666666,1.9472188161863455,36.11008402777777,source,0,-1.6715268,0.5
A048,1,A048_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1008136,0.5
A048,2,A048_2,23.91,0.99625,0.6912704205470851,0.9925140625,source,0,0.42243886,0.5
A048,3,A048_3,81.15,3.38125,1.477334071800763,11.4328515625,source,0,-0.026019838,0.5
A048,4,A048_4,146.3,6.095833333333334,1.9595077573206972,37.15918402777779,source,0,-0.17341782,0.5
A049,1,A049_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1971763,0.5
A049,2,A049_2,27.12,1.1300000000000001,0.7561219797213337,1.2769000000000004,source,0,-1.2098973,0.5
A049,3,A049_3,111.38,4.640833333333333,1.730031808732516,21.537334027777774,source,0,0.85623467,0.5
A049,4,A049_4,168.86,7.035833333333334,2.083910706734293,49.50295069444445,source,0,-0.14212708,0.5
A050,1,A050_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.004513393,0.5
A050,2,A050_2,24.73,1.0304166666666668,0.7082410265074691,1.0617585069444446,source,0,-0.64157915,0.5
A050,3,A050_3,93.39,3.89125,1.587447894542485,15.141826562499999,source,0,-0.91331995,0.5
A050,4,A050_4,148.69,6.195416666666667,1.973444249248633,38.38318767361111,source,0,-0.3250553,0.5
A051,1,A051_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.209352,0.5
A051,2,A051_2,17.16,0.715,0.5394130806179032,0.5112249999999999,source,0,-0.22324474,0.5
A051,3,A051_3,65.63,2.734583333333333,1.3176362550213248,7.4779460069444434,source,0,-0.78436285,0.5
A051,4,A051_4,146.99,6.124583333333334,1.963551244912556,37.51052100694445,source,0,-0.21998222,0.5
A052,1,A052_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.78120226,0.5
A052,2,A052_2,31.76,1.3233333333333335,0.8430029361043228,1.7512111111111115,source,0,-0.19870977,0.5
A052,3,A052_3,80.98,3.374166666666667,1.4757160254762083,11.385000694444447,source,0,0.39233577,0.5
A052,4,A052_4,153.27,6.38625,1.9996201636777473,40.784189062500005,source,0,-0.8431323,0.5
A053,1,A053_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0110499,0.5
A053,2,A053_2,32.71,1.3629166666666668,0.8598967316779912,1.8575418402777781,source,0,0.9028614,0.5
A053,3,A053_3,78.28,3.2616666666666667,1.4496603200750402,10.638469444444445,source,0,-0.8095616,0.5
A053,4,A053_4,148.9,6.204166666666667,1.9746595623412992,38.49168402777778,source,0,-0.7212973,0.5
A054,1,A054_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.009010122,0.5
A054,2,A054_2,16.9,0.7041666666666666,0.5330762327008104,0.49585069444444435,source,0,1.0112917,0.5
A054,3,A054_3,72.83,3.0345833333333334,1.3949030332754941,9.208696006944445,source,0,1.1221242,0.5
A054,4,A054_4,136.83,5.701250000000001,1.9022940761596105,32.50425156250001,source,0,1.0953832,0.5
A055,1,A055_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.104547046,0.5
A055,2,A055_2,23.24,0.9683333333333333,0.6771871609812159,0.9376694444444443,source,0,0.97470355,0.5
A055,3,A055_3,74.48,3.1033333333333335,1.4117996515282525,9.630677777777779,source,0,-1.0984837,0.5
A055,4,A055_4,149.21,6.217083333333334,1.9764509008342432,38.65212517361112,source,0,-1.8678097,0.5
A056,1,A056_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.7685593,0.5
A056,2,A056_2,33.61,1.4004166666666666,0.8756423333963461,1.9611668402777778,source,0,-0.08752507,0.5
A056,3,A056_3,71.46,2.9774999999999996,1.3806534812298048,8.865506249999997,source,0,0.2292436,0.5
A056,4,A056_4,147.84,6.16,1.9685099809725544,37.9456,source,0,-1.4955524,0.5
A057,1,A057_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.12942022,0.5
A057,2,A057_2,24.78,1.0325,0.7092665624398284,1.06605625,source,0,-1.3945471,0.5
A057,3,A057_3,73.83,3.07625,1.405177448121392,9.4633140625,source,0,-0.56744486,0.5
A057,4,A057_4,145.06,6.0441666666666665,1.952199851152836,36.53195069444444,source,0,-1.7203946,0.5
A058,1,A058_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.3013333,0.5
A058,2,A058_2,22.96,0.9566666666666667,0.6712423451718953,0.9152111111111111,source,0,-0.7516616,0.5
A058,3,A058_3,66.28,2.7616666666666667,1.3248621216013894,7.626802777777778,source,0,0.24483971,0.5
A058,4,A058_4,143.48,5.978333333333333,1.942810110802997,35.740469444444436,source,0,-0.613019,0.5
A059,1,A059_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.78058815,0.5
A059,2,A059_2,30.4,1.2666666666666666,0.8183103235139513,1.6044444444444443,source,0,0.78051406,0.5
A059,3,A059_3,79.78,3.3241666666666667,1.464219443591648,11.050084027777778,source,0,1.2624742,0.5
A059,4,A059_4,151.93,6.330416666666667,1.9920323583030093,40.07417517361112,source,0,0.8706269,0.5
A060,1,A060_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.73423666,0.5
A060,2,A060_2,24.87,1.0362500000000001,0.7111098809341178,1.0738140625000003,source,0,0.89305395,0.5
A060,3,A060_3,94.68,3.9450000000000003,1.5983769650746755,15.563025000000001,source,0,-0.4122879,0.5
A060,4,A060_4,143.91,5.99625,1.9453742912234322,35.9550140625,source,0,0.5975928,0.5
A061,1,A061_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.7025199,0.5
A061,2,A061_2,35.16,1.4649999999999999,0.9021918074946533,2.1462249999999994,source,0,0.41044217,0.5
A061,3,A061_3,82.55,3.439583333333333,1.4905605281966805,11.830733506944444,source,0,0.69539714,0.5
A061,4,A061_4,146.56,6.1066666666666665,1.9610333106295341,37.291377777777775,source,0,-0.7289813,0.5
A062,1,A062_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.62293416,0.5
A062,2,A062_2,44.69,1.8620833333333333,1.0515497978778447,3.467354340277778,source,0,-0.07864903,0.5
A062,3,A062_3,92.72,3.8633333333333333,1.5817240738665845,14.925344444444445,source,0,-0.71697104,0.5
A062,4,A062_4,149.18,6.215833333333333,1.9762776856717095,38.63658402777778,source,0,-0.91934156,0.5
A063,1,A063_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.103137,0.5
A063,2,A063_2,21.98,0.9158333333333334,0.65015268898709,0.8387506944444445,source,0,1.1051809,0.5
A063,3,A063_3,69.99,2.91625,1.3651345632842644,8.504514062499998,source,0,0.2864874,0.5
A063,4,A063_4,141.09,5.87875,1.9284369493918316,34.5597015625,source,0,-0.9610751,0.5
A064,1,A064_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.73301834,0.5
A064,2,A064_2,37.65,1.5687499999999999,0.9434193992624076,2.4609765624999995,source,0,1.187793,0.5
A064,3,A064_3,82.99,3.4579166666666663,1.4946815418025694,11.95718767361111,source,0,-0.08421605,0.5
A064,4,A064_4,156.21,6.50875,2.0160690071822343,42.3638265625,source,0,-1.2915661,0.5
A065,1,A065_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-1.3585184,0.5
A065,2,A065_2,32.31,1.3462500000000002,0.8528183089185817,1.8123890625000005,source,0,-0.18607779,0.5
A065,3,A065_3,106.41,4.43375,1.6926295033208647,19.6581390625,source,0,-1.534947,0.5
A065,4,A065_4,187.43,7.809583333333333,2.1758401440888315,60.989591840277775,source,0,-1.4947524,0.5
A066,1,A066_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.03744735,0.5
A066,2,A066_2,23.35,0.9729166666666668,0.6795129892841417,0.9465668402777779,source,0,-0.48925865,0.5
A066,3,A066_3,73.79,3.0745833333333334,1.404768491976238,9.453062673611111,source,0,-0.78109145,0.5
A066,4,A066_4,164.93,6.872083333333333,2.063322745737281,47.22552934027778,source,0,-1.5672717,0.5
A067,1,A067_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.33184186,0.5
A067,2,A067_2,29.91,1.24625,0.8092621591156317,1.5531390625000001,source,0,-1.4980056,0.5
A067,3,A067_3,73.19,3.049583333333333,1.3986139951674335,9.299958506944442,source,0,-1.2921559,0.5
A067,4,A067_4,144.19,6.007916666666667,1.947040462391396,36.09506267361111,source,0,-1.626856,0.5
A068,1,A068_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1554995,0.5
A068,2,A068_2,30.49,1.2704166666666665,0.8199633682470614,1.613958506944444,source,0,-0.113646984,0.5
A068,3,A068_3,82.98,3.4575,1.4945880707551584,11.95430625,source,0,1.1442444,0.5
A068,4,A068_4,155.59,6.482916666666667,2.0126226446826996,42.02820850694445,source,0,-0.48383042,0.5
A069,1,A069_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-1.0576996,0.5
A069,2,A069_2,24.96,1.04,0.712949807856125,1.0816000000000001,source,0,-0.9050108,0.5
A069,3,A069_3,79.75,3.3229166666666665,1.463930328762862,11.04177517361111,source,0,-0.53834414,0.5
A069,4,A069_4,140.22,5.8425,1.9231531619326971,34.134806250000004,source,0,-1.7287896,0.5
A070,1,A070_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.16930422,0.5
A070,2,A070_2,24.25,1.0104166666666667,0.6983419974370495,1.020941840277778,source,0,0.23320425,0.5
A070,3,A070_3,81.92,3.4133333333333336,1.4846302618407525,11.650844444444447,source,0,-0.75356513,0.5
A070,4,A070_4,149.2,6.216666666666666,1.976393165780389,38.646944444444436,source,0,-1.1904025,0.5
A071,1,A071_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.5082413,0.5
A071,2,A071_2,30.92,1.2883333333333333,0.8278237505518246,1.6598027777777777,source,0,0.83159643,0.5
A071,3,A071_3,79.96,3.3316666666666666,1.465952379425344,11.100002777777776,source,0,-0.4841799,0.5
A071,4,A071_4,153.27,6.38625,1.9996201636777473,40.784189062500005,source,0,0.43548703,0.5
A072,1,A072_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1708913,0.5
A072,2,A072_2,33.76,1.4066666666666665,0.878242664236625,1.9787111111111106,source,0,1.1662811,0.5
A072,3,A072_3,83.54,3.4808333333333334,1.4998090410335863,12.116200694444446,source,0,-0.9678977,0.5
A072,4,A072_4,154.89,6.453749999999999,2.0087172614551787,41.65088906249999,source,0,-0.172895,0.5
A073,1,A073_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1209983,0.5
A073,2,A073_2,66.66,2.7775,1.3290624151647576,7.7145062499999995,source,0,0.3522422,0.5
A073,3,A073_3,66.9,2.7875,1.3317061708354876,7.77015625,source,0,1.3783715,0.5
A073,4,A073_4,140.12,5.838333333333334,1.9225440372260398,34.08613611111112,source,0,1.4486346,0.5
A074,1,A074_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0531274,0.5
A074,2,A074_2,29.33,1.2220833333333332,0.7984451942645651,1.4934876736111107,source,0,0.28312021,0.5
A074,3,A074_3,73.02,3.0425,1.396863312469125,9.25680625,source,0,-0.56265223,0.5
