UID,test,composite_ID,TSVR_hours,Days,log_Days_plus1,Days_squared,LocationType,LocationType_coded,theta,se
A010,1,A010_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.623562,0.5
A010,2,A010_2,21.9,0.9125,0.6484112867185539,0.83265625,source,0,0.09898508,0.5
A010,3,A010_3,80.88,3.3699999999999997,1.4747630091074986,11.356899999999998,source,0,-0.5057274,0.5
A010,4,A010_4,145.31,6.054583333333333,1.9536775237921948,36.65797934027778,source,0,0.5918101,0.5
A011,1,A011_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.12731029,0.5
A011,2,A011_2,24.57,1.02375,0.7049522260097076,1.0480640625,source,0,-0.20856883,0.5
A011,3,A011_3,72.55,3.0229166666666667,1.392007178526578,9.138025173611112,source,0,-0.8450841,0.5
A011,4,A011_4,148.85,6.202083333333333,1.974370336019688,38.46583767361111,source,0,-0.13091515,0.5
A012,1,A012_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0843484,0.5
A012,2,A012_2,25.6,1.0666666666666667,0.7259370033829361,1.1377777777777778,source,0,-0.13956255,0.5
A012,3,A012_3,166.33,6.930416666666667,2.070705577351747,48.030675173611115,source,0,1.1480632,0.5
A012,4,A012_4,166.87,6.952916666666667,2.0735387376938554,48.34305017361111,source,0,-0.95036143,0.5
A013,1,A013_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.15501398,0.5
A013,2,A013_2,24.77,1.0320833333333332,0.7090615393740157,1.0651960069444442,source,0,-0.8239752,0.5
A013,3,A013_3,79.66,3.3191666666666664,1.4630624824136147,11.016867361111109,source,0,0.5210637,0.5
A013,4,A013_4,147.13,6.130416666666666,1.9643696712414147,37.58200850694444,source,0,-1.5770361,0.5
A014,1,A014_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.47304404,0.5
A014,2,A014_2,25.66,1.0691666666666666,0.727145949732075,1.143117361111111,source,0,1.1207099,0.5
A014,3,A014_3,70.56,2.94,1.3711807233098425,8.6436,source,0,0.04152508,0.5
A014,4,A014_4,148.87,6.202916666666667,1.9744860365867498,38.47617517361111,source,0,-1.1226914,0.5
A015,1,A015_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.200968,0.5
A015,2,A015_2,23.69,0.9870833333333334,0.6866679019621874,0.9743335069444446,source,0,1.5226954,0.5
A015,3,A015_3,70.59,2.94125,1.3714979318771336,8.650951562500001,source,0,1.1774372,0.5
A015,4,A015_4,146.54,6.105833333333333,1.9609160429659578,37.28120069444444,source,0,-0.10652651,0.5
A016,1,A016_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.356192,0.5
A016,2,A016_2,32.85,1.3687500000000001,0.8623623898485996,1.8734765625000003,source,0,1.3373035,0.5
A016,3,A016_3,80.64,3.36,1.4724720573609429,11.289599999999998,source,0,-0.013329637,0.5
A016,4,A016_4,150.8,6.283333333333334,1.9855886328734895,39.480277777777786,source,0,-1.0709041,0.5
A017,1,A017_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.2286647,0.5
A017,2,A017_2,20.61,0.85875,0.6199042187922278,0.7374515625,source,0,0.8418083,0.5
A017,3,A017_3,61.28,2.5533333333333332,1.2678861300695887,6.519511111111111,source,0,0.1830041,0.5
A017,4,A017_4,140.49,5.853750000000001,1.9247959477361212,34.26638906250001,source,0,1.0870038,0.5
A018,1,A018_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.9366276,0.5
A018,2,A018_2,34.03,1.4179166666666667,0.8829062878545713,2.0104876736111112,source,0,0.34145153,0.5
A018,3,A018_3,83.64,3.485,1.5007384955107592,12.145225,source,0,-0.39613545,0.5
A018,4,A018_4,150.87,6.28625,1.9859890103776225,39.5169390625,source,0,0.23495352,0.5
A019,1,A019_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.8907665,0.5
A019,2,A019_2,28.69,1.1954166666666668,0.7863718538732487,1.4290210069444447,source,0,-0.8944451,0.5
A019,3,A019_3,83.68,3.486666666666667,1.5011100355484719,12.156844444444445,source,0,-0.5290039,0.5
A019,4,A019_4,154.76,6.448333333333333,2.007990293717305,41.581002777777776,source,0,-1.2386124,0.5
A020,1,A020_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.35700476,0.5
A020,2,A020_2,26.85,1.1187500000000001,0.7508262921466236,1.2516015625000003,source,0,0.35810092,0.5
A020,3,A020_3,78.25,3.2604166666666665,1.4493669645749654,10.630316840277777,source,0,-0.56137884,0.5
A020,4,A020_4,145.78,6.074166666666667,1.956449650961876,36.89550069444444,source,0,-1.6343551,0.5
A021,1,A021_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.2139407,0.5
A021,2,A021_2,30.21,1.25875,0.8148115629243012,1.5844515625000002,source,0,-0.017297959,0.5
A021,3,A021_3,74.19,3.09125,1.4088505468332533,9.5558265625,source,0,0.36036015,0.5
A021,4,A021_4,140.39,5.8495833333333325,1.9241878231734733,34.217625173611104,source,0,1.0062183,0.5
A022,1,A022_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.1581856,0.5
A022,2,A022_2,24.15,1.0062499999999999,0.6962673078961887,1.0125390624999997,source,0,0.90218073,0.5
A022,3,A022_3,74.46,3.1024999999999996,1.4115965439821088,9.625506249999997,source,0,0.64592147,0.5
A022,4,A022_4,141.71,5.904583333333334,1.932185442293757,34.864104340277784,source,0,0.74378496,0.5
A023,1,A023_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.8170031,0.5
A023,2,A023_2,25.63,1.0679166666666666,0.7265416592514038,1.1404460069444444,source,0,0.5076978,0.5
A023,3,A023_3,72.2,3.0083333333333333,1.388375527323715,9.050069444444444,source,0,0.6582759,0.5
A023,4,A023_4,145.07,6.044583333333333,1.9522590000009294,36.5369876736111,source,0,-0.32591987,0.5
A024,1,A024_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.31113845,0.5
A024,2,A024_2,29.57,1.2320833333333334,0.8029353795449234,1.518029340277778,source,0,0.54446435,0.5
A024,3,A024_3,91.47,3.81125,1.5709569256158187,14.5256265625,source,0,-0.2945651,0.5
A024,4,A024_4,145.65,6.0687500000000005,1.9556836608822936,36.82972656250001,source,0,-1.4681152,0.5
A025,1,A025_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.0412298,0.5
A025,2,A025_2,23.33,0.9720833333333333,0.679090513570211,0.9449460069444444,source,0,1.480383,0.5
A025,3,A025_3,72.94,3.0391666666666666,1.3960384000692843,9.236534027777777,source,0,0.13729797,0.5
A025,4,A025_4,137.74,5.739166666666667,1.9079362773197304,32.93803402777778,source,0,-0.3094319,0.5
A026,1,A026_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.8561924,0.5
A026,2,A026_2,26.48,1.1033333333333333,0.7435233878850122,1.2173444444444443,source,0,-0.1953155,0.5
A026,3,A026_3,75.46,3.1441666666666666,1.421701722938647,9.885784027777778,source,0,0.7336966,0.5
A026,4,A026_4,147.65,6.152083333333334,1.9674036895557554,37.84812934027778,source,0,-0.42854974,0.5
A027,1,A027_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.59530455,0.5
A027,2,A027_2,28.26,1.1775,0.7781774297445209,1.38650625,source,0,0.7602098,0.5
A027,3,A027_3,74.58,3.1075,1.412814570929286,9.65655625,source,0,-0.47716057,0.5
A027,4,A027_4,145.92,6.079999999999999,1.9572739077056283,36.96639999999999,source,0,-0.4226555,0.5
A028,1,A028_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.1920228,0.5
A028,2,A028_2,22.82,0.9508333333333333,0.668256631714819,0.9040840277777777,source,0,-0.37323314,0.5
A028,3,A028_3,72.26,3.0108333333333337,1.388999033527018,9.065117361111113,source,0,0.4525285,0.5
A028,4,A028_4,138.91,5.787916666666667,1.9151440707301324,33.49997934027778,source,0,-1.4747403,0.5
A029,1,A029_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.4011933,0.5
A029,2,A029_2,28.43,1.1845833333333333,0.7814251162364958,1.4032376736111112,source,0,0.22787775,0.5
A029,3,A029_3,93.26,3.8858333333333337,1.5863398611881236,15.099700694444447,source,0,1.1538624,0.5
A029,4,A029_4,143.14,5.964166666666666,1.9407779542253445,35.57128402777777,source,0,-0.056302976,0.5
A030,1,A030_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.77168596,0.5
A030,2,A030_2,32.95,1.3729166666666668,0.8641198595452456,1.8849001736111115,source,0,1.0246594,0.5
A030,3,A030_3,71.93,2.9970833333333338,1.3855649284819107,8.982508506944447,source,0,0.54660773,0.5
A030,4,A030_4,150.46,6.269166666666667,1.9836416586571268,39.302450694444445,source,0,1.3088306,0.5
A031,1,A031_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.2707294,0.5
A031,2,A031_2,32.41,1.3504166666666666,0.8545926174039392,1.8236251736111109,source,0,-0.06876846,0.5
A031,3,A031_3,71.56,2.981666666666667,1.3817004921096632,8.890336111111113,source,0,-0.23774107,0.5
A031,4,A031_4,143.85,5.9937499999999995,1.9450168930780982,35.92503906249999,source,0,-1.0014096,0.5
A032,1,A032_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.95065767,0.5
A032,2,A032_2,57.18,2.3825,1.218615081062806,5.67630625,source,0,-0.558087,0.5
A032,3,A032_3,80.16,3.34,1.4678743481123135,11.1556,source,0,0.03167592,0.5
A032,4,A032_4,144.51,6.021249999999999,1.9489412648645053,36.25545156249999,source,0,1.2263699,0.5
A033,1,A033_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.01302593,0.5
A033,2,A033_2,29.16,1.215,0.7952524034970989,1.4762250000000001,source,0,0.11565804,0.5
A033,3,A033_3,72.6,3.025,1.3925249108705269,9.150625,source,0,1.0797325,0.5
A033,4,A033_4,168.33,7.013750000000001,2.08115881631933,49.19268906250001,source,0,-0.57237154,0.5
A034,1,A034_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.4213097,0.5
A034,2,A034_2,26.08,1.0866666666666667,0.7355678964438975,1.1808444444444444,source,0,1.3198788,0.5
A034,3,A034_3,74.28,3.095,1.409766717305033,9.579025000000001,source,0,0.29753846,0.5
A034,4,A034_4,145.38,6.0575,1.9540908811455073,36.69330625,source,0,0.2194541,0.5
A035,1,A035_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.58022076,0.5
A035,2,A035_2,44.76,1.865,1.052568350166703,3.478225,source,0,0.94498247,0.5
A035,3,A035_3,79.98,3.3325,1.466144742607624,11.10555625,source,0,-0.67052317,0.5
A035,4,A035_4,152.47,6.352916666666666,1.995097059907196,40.359550173611105,source,0,-1.0736576,0.5
A036,1,A036_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.56033707,0.5
A036,2,A036_2,21.63,0.90125,0.6425115645913656,0.8122515625,source,0,0.11009441,0.5
A036,3,A036_3,71.47,2.9779166666666668,1.3807582316619962,8.867987673611111,source,0,-0.44275582,0.5
A036,4,A036_4,143.85,5.9937499999999995,1.9450168930780982,35.92503906249999,source,0,-1.2420775,0.5
A037,1,A037_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.971286,0.5
A037,2,A037_2,23.7,0.9874999999999999,0.6868775675463499,0.9751562499999998,source,0,0.94823486,0.5
A037,3,A037_3,72.08,3.0033333333333334,1.3871273474237826,9.020011111111112,source,0,0.0045165215,0.5
A037,4,A037_4,143.66,5.985833333333333,1.9438842888617656,35.830200694444436,source,0,-0.5205274,0.5
A038,1,A038_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,0.71647024,0.5
A038,2,A038_2,71.85,2.99375,1.3847306391437078,8.9625390625,source,0,-0.52280927,0.5
A038,3,A038_3,72.86,3.035833333333333,1.3952128066271372,9.216284027777776,source,0,1.3734354,0.5
A038,4,A038_4,152.89,6.370416666666666,1.9974742401074705,40.58220850694444,source,0,-0.27067098,0.5
A039,1,A039_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.3928413,0.5
A039,2,A039_2,28.65,1.1937499999999999,0.7856124082320387,1.4250390624999998,source,0,0.31963685,0.5
A039,3,A039_3,98.84,4.118333333333333,1.632828865224676,16.96066944444444,source,0,1.0655857,0.5
A039,4,A039_4,246.24,10.26,2.421256622711544,105.2676,source,0,0.74151385,0.5
A040,1,A040_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,-0.46198902,0.5
A040,2,A040_2,26.26,1.0941666666666667,0.7391557017675006,1.1972006944444447,source,0,-0.335709,0.5
A040,3,A040_3,71.28,2.97,1.3787660946990992,8.820900000000002,source,0,-1.4675875,0.5
A040,4,A040_4,143.53,5.980416666666667,1.9431086093574954,35.765383506944445,source,0,-1.0677122,0.5
A041,1,A041_1,1.0,0.041666666666666664,0.0408219945202552,0.001736111111111111,source,0,1.079175,0.5
A041,2,A041_2,31.78,1.3241666666666667,0.8433615518513973,1.7534173611111112,source,0,-1.0853513,0.5
