UID,Days,LocationType,theta
A104,6.074166666666667,source,-1.3339353
A105,0.0416666666666666,source,0.53870964
A105,0.94875,source,0.46811488
A105,2.8941666666666666,source,-1.190793
A105,6.091666666666666,source,-0.1631536
A106,0.0416666666666666,source,0.7179772
A106,0.9433333333333334,source,-0.1352828
A106,2.7533333333333334,source,-0.20217995
A106,6.130416666666666,source,0.47873917
A107,0.0416666666666666,source,-0.89261144
A107,1.0925,source,-1.3602527
A107,2.9770833333333333,source,-0.8110506
A107,6.08125,source,-1.0200406
A108,0.0416666666666666,source,-0.8011535
A108,1.1504166666666666,source,-0.5113533
A108,2.873333333333333,source,0.030380113
A108,6.338333333333334,source,-1.5837336
A109,0.0416666666666666,source,-0.121756904
A109,1.0270833333333331,source,-0.9755655
A109,2.9654166666666666,source,0.17754932
A109,6.244583333333334,source,-1.646698
A010,0.0416666666666666,destination,2.010915
A010,0.9125,destination,1.0975147
A010,3.37,destination,-1.186541
A010,6.054583333333333,destination,-0.4293288
A011,0.0416666666666666,destination,1.1835473
A011,1.02375,destination,0.07751111
A011,3.0229166666666667,destination,-0.5014456
A011,6.202083333333333,destination,-0.84890825
A012,0.0416666666666666,destination,0.33868304
A012,1.0666666666666669,destination,-1.1255839
A012,6.930416666666667,destination,0.09193352
A012,6.952916666666667,destination,-0.9537699
A013,0.0416666666666666,destination,-0.035398606
A013,1.0320833333333332,destination,-0.3057711
A013,3.3191666666666664,destination,0.9779469
A013,6.130416666666666,destination,-0.066024296
A014,0.0416666666666666,destination,0.7553257
A014,1.0691666666666666,destination,-0.4665811
A014,2.94,destination,0.12054519
A014,6.202916666666667,destination,-0.5400671
A015,0.0416666666666666,destination,1.0023323
A015,0.9870833333333334,destination,1.4194467
A015,2.94125,destination,0.24626894
A015,6.105833333333333,destination,-0.43521827
A016,0.0416666666666666,destination,1.7207321
A016,1.36875,destination,1.479976
A016,3.36,destination,-0.6975632
A016,6.283333333333334,destination,-0.8562173
A017,0.0416666666666666,destination,-0.15520337
A017,0.85875,destination,0.41041905
A017,2.553333333333333,destination,0.22881152
A017,5.853750000000001,destination,-0.7611534
A018,0.0416666666666666,destination,1.5116286
A018,1.4179166666666667,destination,0.4516168
A018,3.485,destination,-0.5255531
A018,6.28625,destination,-0.6034264
A019,0.0416666666666666,destination,-1.1137557
A019,1.1954166666666668,destination,0.2184492
A019,3.486666666666667,destination,-0.34441203
A019,6.448333333333333,destination,-0.9084577
A020,0.0416666666666666,destination,-0.39048332
A020,1.11875,destination,0.15357906
A020,3.2604166666666665,destination,-0.33567235
A020,6.074166666666667,destination,-1.1523182
A021,0.0416666666666666,destination,0.64160866
A021,1.25875,destination,0.47721207
A021,3.09125,destination,-0.59433186
A021,5.8495833333333325,destination,-0.99789435
A022,0.0416666666666666,destination,-0.42679092
A022,1.00625,destination,-0.60329264
A022,3.1025,destination,-0.09910751
A022,5.904583333333334,destination,-0.08970222
A023,0.0416666666666666,destination,0.1930206
A023,1.0679166666666666,destination,0.101476
A023,3.0083333333333333,destination,-0.27825373
A023,6.044583333333333,destination,0.92574984
A024,0.0416666666666666,destination,-0.26954484
A024,1.2320833333333334,destination,-0.57454836
A024,3.81125,destination,0.0074428213
A024,6.0687500000000005,destination,-0.940981
A025,0.0416666666666666,destination,0.05380287
A025,0.9720833333333332,destination,1.5041252
A025,3.0391666666666666,destination,-0.27671874
A025,5.739166666666667,destination,-0.14176248
A026,0.0416666666666666,destination,1.0732766
A026,1.1033333333333333,destination,0.63977706
A026,3.1441666666666666,destination,0.61266387
A026,6.152083333333334,destination,-0.2835504
A027,0.0416666666666666,destination,0.52744526
A027,1.1775,destination,1.2530484
A027,3.1075,destination,-0.48801902
A027,6.079999999999999,destination,0.38854283
A028,0.0416666666666666,destination,1.5729234
A028,0.9508333333333332,destination,0.35054204
A028,3.0108333333333337,destination,0.36001632
A028,5.787916666666667,destination,-0.4464555
A029,0.0416666666666666,destination,1.7540342
A029,1.184583333333333,destination,0.9775655
A029,3.8858333333333337,destination,0.37505868
A029,5.964166666666666,destination,1.0688435
A030,0.0416666666666666,destination,-0.5316837
A030,1.3729166666666668,destination,1.5800109
A030,2.9970833333333338,destination,0.7544972
A030,6.269166666666667,destination,0.12028915
A031,0.0416666666666666,destination,1.4608339
A031,1.3504166666666666,destination,-0.6116699
A031,2.981666666666667,destination,-0.31054813
A031,5.99375,destination,-0.8304748
A032,0.0416666666666666,destination,-0.66399795
A032,2.3825,destination,-0.2995187
A032,3.34,destination,0.80790555
A032,6.021249999999999,destination,1.2733109
A033,0.0416666666666666,destination,-0.8207058
A033,1.215,destination,0.05391906
A033,3.025,destination,0.01400444
A033,7.013750000000001,destination,-1.3077472
A034,0.0416666666666666,destination,1.5448427
A034,1.086666666666667,destination,1.3082612
A034,3.095,destination,-1.1147809
A034,6.0575,destination,-0.6969951
A035,0.0416666666666666,destination,0.30524516
A035,1.865,destination,-0.05189664
A035,3.3325,destination,-0.003024264
A035,6.352916666666666,destination,-1.0853919
A036,0.0416666666666666,destination,1.3103865
A036,0.90125,destination,-0.8839064
A036,2.9779166666666668,destination,-0.5670363
A036,5.99375,destination,-0.9257591
A037,0.0416666666666666,destination,-0.37298724
A037,0.9875,destination,0.8601754
A037,3.0033333333333334,destination,0.52264977
A037,5.985833333333333,destination,-0.7062983
A038,0.0416666666666666,destination,1.0395416
A038,2.99375,destination,-0.28525016
A038,3.035833333333333,destination,0.56079465
A038,6.370416666666666,destination,-0.17457396
A039,0.0416666666666666,destination,1.7322454
A039,1.19375,destination,1.3414384
A039,4.118333333333333,destination,0.9721396
A039,10.26,destination,1.2233254
A040,0.0416666666666666,destination,-0.9852747
A040,1.0941666666666667,destination,0.88222194
A040,2.97,destination,-0.9794845
A040,5.980416666666667,destination,-1.104057
A041,0.0416666666666666,destination,0.22410686
A041,1.3241666666666667,destination,-0.6096121
A041,3.1558333333333333,destination,1.0298018
A041,5.91,destination,-0.39342585
A042,0.0416666666666666,destination,-1.0510693
A042,1.2054166666666666,destination,-0.29213598
A042,3.0070833333333336,destination,0.27557984
A042,6.084166666666667,destination,-0.4915242
A043,0.0416666666666666,destination,0.49942693
A043,1.0675,destination,0.4424877
A043,2.705833333333333,destination,0.3511134
A043,6.222083333333334,destination,-0.25678244
A044,0.0416666666666666,destination,1.1713588
A044,1.985833333333333,destination,0.16294117
A044,3.817916666666666,destination,-1.3014706
A044,6.4695833333333335,destination,-1.0086085
A045,0.0416666666666666,destination,0.16803594
A045,1.0275,destination,-0.48629287
A045,3.009583333333333,destination,-0.9015519
A045,6.3133333333333335,destination,-0.6140947
A046,0.0416666666666666,destination,-0.82893044
A046,1.0133333333333334,destination,-1.229845
A046,3.04375,destination,-0.9712328
A046,6.164166666666667,destination,-0.8551873
A047,0.0416666666666666,destination,-0.9314449
A047,0.9775,destination,0.0011731267
A047,3.202083333333333,destination,-0.31743395
A047,6.009166666666666,destination,0.5841509
A048,0.0416666666666666,destination,1.7055423
A048,0.99625,destination,-0.21394376
A048,3.38125,destination,0.59561753
A048,6.095833333333334,destination,0.05674492
A049,0.0416666666666666,destination,0.7261273
A049,1.13,destination,-0.3937213
A049,4.640833333333333,destination,0.6229021
A049,7.035833333333334,destination,1.4647734
A050,0.0416666666666666,destination,-0.91308653
A050,1.0304166666666668,destination,-0.0066963215
A050,3.89125,destination,-0.35299146
A050,6.195416666666667,destination,0.8914575
A051,0.0416666666666666,destination,1.8028108
A051,0.715,destination,0.049381785
A051,2.734583333333333,destination,0.1110302
A051,6.124583333333334,destination,0.03827322
A052,0.0416666666666666,destination,-0.4868811
A052,1.3233333333333337,destination,0.9826763
A052,3.374166666666667,destination,-0.23479229
A052,6.38625,destination,0.060775243
A053,0.0416666666666666,destination,0.830601
A053,1.3629166666666668,destination,0.35691914
A053,3.2616666666666667,destination,-0.111180075
A053,6.204166666666667,destination,-0.24006987
A054,0.0416666666666666,destination,0.4994956
A054,0.7041666666666666,destination,-0.12840416
A054,3.0345833333333334,destination,-0.02643241
A054,5.701250000000001,destination,0.17176248
A055,0.0416666666666666,destination,-0.5361741
A055,0.9683333333333332,destination,0.75660616
A055,3.103333333333333,destination,0.83208466
A055,6.217083333333334,destination,0.1528813
A056,0.0416666666666666,destination,0.7468591
A056,1.4004166666666666,destination,-0.7365116
A056,2.9775,destination,-0.72254777
A056,6.16,destination,-0.8596302
A057,0.0416666666666666,destination,-1.0518757
A057,1.0325,destination,-0.60083723
A057,3.07625,destination,-0.51274824
A057,6.0441666666666665,destination,-0.13473281
A058,0.0416666666666666,destination,1.7332748
A058,0.9566666666666668,destination,-0.17271782
A058,2.7616666666666667,destination,0.67109835
A058,5.978333333333333,destination,-0.9756075
A059,0.0416666666666666,destination,1.5626048
A059,1.2666666666666666,destination,0.07206453
A059,3.3241666666666667,destination,2.0409064
A059,6.330416666666667,destination,-0.5772869
A060,0.0416666666666666,destination,-0.1530542
A060,1.03625,destination,0.33590585
A060,3.945,destination,0.16965349
A060,5.99625,destination,-0.7229297
A061,0.0416666666666666,destination,2.0403898
A061,1.465,destination,0.77201295
A061,3.439583333333333,destination,1.5962133
A061,6.1066666666666665,destination,0.7794881
A062,0.0416666666666666,destination,0.75087893
A062,1.862083333333333,destination,1.0081036
A062,3.863333333333333,destination,-0.41625023
A062,6.215833333333333,destination,-0.7022192
A063,0.0416666666666666,destination,0.42942187
A063,0.9158333333333334,destination,0.9230828
A063,2.91625,destination,-1.0528466
A063,5.87875,destination,-0.95782745
A064,0.0416666666666666,destination,0.37014112
A064,1.56875,destination,0.15088972
A064,3.4579166666666663,destination,0.4945773
A064,6.50875,destination,-1.064075
A065,0.0416666666666666,destination,-0.9370374
A065,1.3462500000000002,destination,-0.42273253
A065,4.43375,destination,0.12489203
A065,7.809583333333333,destination,-1.0915083
A066,0.0416666666666666,destination,0.03757501
A066,0.9729166666666668,destination,-0.42152458
A066,3.074583333333333,destination,-0.91012734
A066,6.872083333333333,destination,-1.2444345
A067,0.0416666666666666,destination,-0.3772701
A067,1.24625,destination,-0.75470644
A067,3.049583333333333,destination,-0.75410956
A067,6.007916666666667,destination,-1.4940736
A068,0.0416666666666666,destination,1.4733075
A068,1.2704166666666663,destination,-0.34633532
A068,3.4575,destination,-0.3125315
A068,6.482916666666667,destination,-0.21757181
A069,0.0416666666666666,destination,-0.18573126
A069,1.04,destination,-0.75497293
A069,3.3229166666666665,destination,-0.45664144
A069,5.8425,destination,-0.621072
A070,0.0416666666666666,destination,-0.025029317
A070,1.0104166666666667,destination,-0.7115501
A070,3.4133333333333336,destination,-0.60091597
A070,6.216666666666666,destination,-0.9432329
A071,0.0416666666666666,destination,-0.09704123
A071,1.288333333333333,destination,-0.43790084
A071,3.3316666666666666,destination,-0.8310883
A071,6.38625,destination,-0.20154567
A072,0.0416666666666666,destination,0.6814234
A072,1.4066666666666665,destination,1.7074885
A072,3.480833333333333,destination,0.09480323
A072,6.453749999999999,destination,0.58196443
A073,0.0416666666666666,destination,0.30522674
A073,2.7775,destination,-0.94399035
A073,2.7875,destination,-0.27342725
A073,5.838333333333334,destination,1.1537054
A074,0.0416666666666666,destination,0.39766553
A074,1.2220833333333332,destination,-0.40341347
A074,3.0425,destination,1.1376537
A074,6.13375,destination,0.26247647
A075,0.0416666666666666,destination,0.07384318
A075,1.195,destination,0.8610925
A075,2.9737500000000003,destination,-1.4018217
A075,10.18875,destination,-0.09748435
A076,0.0416666666666666,destination,-0.5232532
A076,1.1375,destination,-1.1163836
A076,3.12,destination,-0.5196874
A076,6.22,destination,-1.266146
A077,0.0416666666666666,destination,-0.5821275
A077,2.245,destination,-0.5422168
A077,3.265,destination,-0.26786017
A077,6.239583333333333,destination,0.8029541
A078,0.0416666666666666,destination,-0.27483156
A078,1.0904166666666668,destination,0.06392656
A078,3.0125,destination,0.34884748
A078,5.836666666666667,destination,-1.3704203
A079,0.0416666666666666,destination,1.3273735
A079,1.0879166666666666,destination,-0.2008887
A079,3.083333333333333,destination,-0.19927017
A079,8.100833333333332,destination,-0.95253634
A080,0.0416666666666666,destination,-0.1154154
A080,1.2095833333333337,destination,0.10268697
A080,3.0362500000000003,destination,1.1151272
A080,6.07375,destination,-0.40745336
A081,0.0416666666666666,destination,0.6662004
A081,1.3079166666666666,destination,-0.9717388
A081,3.33875,destination,1.2064252
A081,6.43875,destination,1.4606197
A082,0.0416666666666666,destination,-0.6594405
A082,1.1654166666666663,destination,1.5764099
A082,3.154583333333333,destination,-0.7732746
A082,7.09375,destination,0.112550795
A083,0.0416666666666666,destination,1.6751546
A083,1.0479166666666666,destination,-0.3237374
A083,3.095833333333333,destination,-0.8224563
A083,6.037916666666667,destination,0.76563764
A084,0.0416666666666666,destination,0.089948215
A084,1.1354166666666667,destination,-0.3887303
A084,3.832083333333333,destination,0.41099674
A084,6.771249999999999,destination,1.1264467
A085,0.0416666666666666,destination,-0.025167516
A085,1.02125,destination,0.58357966
A085,2.975,destination,-0.9434278
A085,7.110416666666667,destination,0.36916238
A086,0.0416666666666666,destination,1.2463102
A086,0.9779166666666668,destination,0.35159728
A086,6.05375,destination,-0.7232066
A086,7.064583333333334,destination,-1.2129464
A087,0.0416666666666666,destination,1.1479511
A087,1.2945833333333334,destination,0.62924254
A087,3.033333333333333,destination,0.6483832
A087,6.008333333333333,destination,-0.5654962
A088,0.0416666666666666,destination,1.5717645
