UID,Days,LocationType,theta
A088,1.0104166666666667,destination,2.250928
A088,3.12125,destination,-0.11962351
A088,6.247083333333333,destination,1.3004314
A089,0.0416666666666666,destination,1.5398204
A089,1.3391666666666666,destination,0.37108445
A089,3.3058333333333336,destination,-0.0014881843
A089,6.123333333333334,destination,0.8214839
A090,0.0416666666666666,destination,-0.3088941
A090,0.9808333333333332,destination,-0.2992866
A090,3.9758333333333336,destination,-0.48725727
A090,6.002916666666667,destination,0.14262137
A091,0.0416666666666666,destination,1.1371102
A091,0.925,destination,0.2593088
A091,3.0683333333333334,destination,-0.6923325
A091,5.942083333333334,destination,0.056037232
A092,0.0416666666666666,destination,-0.4201831
A092,0.95125,destination,-0.90574074
A092,2.97125,destination,-1.0292109
A092,6.09,destination,-0.44239357
A093,0.0416666666666666,destination,0.97299176
A093,0.9204166666666668,destination,-0.6046585
A093,2.9258333333333333,destination,-0.8998102
A093,5.872916666666666,destination,-0.7954494
A094,0.0416666666666666,destination,-1.036037
A094,0.9575,destination,-0.29982325
A094,3.1754166666666666,destination,-1.0888739
A094,6.249583333333334,destination,-1.2646453
A095,0.0416666666666666,destination,1.3578781
A095,1.2379166666666668,destination,-0.8642308
A095,3.2816666666666667,destination,-0.6406247
A095,6.199583333333333,destination,-0.86643106
A096,0.0416666666666666,destination,-0.46724647
A096,1.0204166666666663,destination,-0.4302919
A096,2.96625,destination,-0.7520156
A096,5.985833333333333,destination,0.013857826
A097,0.0416666666666666,destination,-0.12557247
A097,1.0154166666666666,destination,0.08058321
A097,2.95125,destination,-0.33748123
A097,6.035416666666666,destination,-0.29173175
A098,0.0416666666666666,destination,0.36816895
A098,1.07375,destination,1.0905981
A098,3.285,destination,0.41594142
A098,6.095416666666666,destination,-0.75626916
A099,0.0416666666666666,destination,1.5832982
A099,1.1979166666666667,destination,-0.39603183
A099,3.27375,destination,-0.024725638
A099,5.979583333333333,destination,1.3247222
A100,0.0416666666666666,destination,-0.6996861
A100,1.2975,destination,1.1456058
A100,3.1391666666666667,destination,0.24805592
A100,6.116666666666667,destination,-1.136643
A101,0.0416666666666666,destination,0.8865688
A101,1.2133333333333334,destination,-0.23393802
A101,3.13375,destination,-0.978317
A101,6.259166666666666,destination,0.17299545
A102,0.0416666666666666,destination,0.20968845
A102,1.21375,destination,0.24436091
A102,3.13625,destination,0.012451167
A102,6.267083333333333,destination,-1.0560108
A103,0.0416666666666666,destination,1.2595557
A103,1.1358333333333337,destination,-0.42329043
A103,3.3433333333333333,destination,0.97105753
A103,6.238333333333333,destination,-0.8396413
A104,0.0416666666666666,destination,0.06332143
A104,0.9416666666666668,destination,0.2064909
A104,3.0258333333333334,destination,1.1526464
A104,6.074166666666667,destination,-1.420157
A105,0.0416666666666666,destination,1.0632366
A105,0.94875,destination,0.89520895
A105,2.8941666666666666,destination,0.023725206
A105,6.091666666666666,destination,0.6975893
A106,0.0416666666666666,destination,1.2047487
A106,0.9433333333333334,destination,0.13819233
A106,2.7533333333333334,destination,0.28499973
A106,6.130416666666666,destination,0.24336678
A107,0.0416666666666666,destination,-0.26651132
A107,1.0925,destination,-1.135201
A107,2.9770833333333333,destination,-1.1414355
A107,6.08125,destination,-1.0968966
A108,0.0416666666666666,destination,-0.17483757
A108,1.1504166666666666,destination,-0.8555178
A108,2.873333333333333,destination,0.98977315
A108,6.338333333333334,destination,-0.94147485
A109,0.0416666666666666,destination,-0.8293198
A109,1.0270833333333331,destination,-1.0111979
A109,2.9654166666666666,destination,-1.1678147
A109,6.244583333333334,destination,-0.6777049
