Days,LocationType,theta_predicted,CI_lower,CI_upper
0.01,destination,0.38702261417401757,0.18702261417401755,0.5870226141740176
0.01,source,0.48602766286057936,0.28602766286057935,0.6860276628605794
0.11353535353535353,destination,0.35314248581091334,0.15314248581091333,0.5531424858109133
0.11353535353535353,source,0.4388166876055374,0.23881668760553737,0.6388166876055374
0.21707070707070708,destination,0.3222767150166006,0.12227671501660059,0.5222767150166006
0.21707070707070708,source,0.39580613210879356,0.19580613210879355,0.5958061321087935
0.3206060606060606,destination,0.293932469472301,0.093932469472301,0.493932469472301
0.3206060606060606,source,0.35630924884219917,0.15630924884219916,0.5563092488421992
0.42414141414141415,destination,0.2677286996044945,0.06772869960449451,0.46772869960449454
0.42414141414141415,source,0.31979505628780946,0.11979505628780945,0.5197950562878095
0.5276767676767677,destination,0.2433646963343003,0.04336469633430029,0.4433646963343003
0.5276767676767677,source,0.2858445250744882,0.0858445250744882,0.4858445250744882
0.6312121212121212,destination,0.2205989812830284,0.020598981283028395,0.4205989812830284
0.6312121212121212,source,0.25412116209221,0.05412116209220996,0.45412116209221
0.7347474747474747,destination,0.19923470500868082,-0.0007652949913191931,0.39923470500868086
0.7347474747474747,source,0.22435066335854786,0.024350663358547853,0.4243506633585479
0.8382828282828283,destination,0.17910928480770463,-0.020890715192295378,0.37910928480770467
0.8382828282828283,source,0.19630647459625494,-0.003693525403745068,0.39630647459625495
0.9418181818181819,destination,0.1600868856734911,-0.0399131143265089,0.3600868856734911
0.9418181818181819,source,0.16979931366722817,-0.030200686332771842,0.3697993136672282
1.0453535353535355,destination,0.1420528567920691,-0.0579471432079309,0.3420528567920691
1.0453535353535355,source,0.1446694179907787,-0.05533058200922131,0.3446694179907787
1.1488888888888888,destination,0.1249095433230864,-0.07509045667691361,0.3249095433230864
1.1488888888888888,source,0.12078070838202287,-0.07921929161797714,0.3207807083820229
1.2524242424242424,destination,0.10857308465306698,-0.09142691534693304,0.308573084653067
1.2524242424242424,source,0.0980163275107504,-0.10198367248924961,0.2980163275107504
