model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Quadratic,1750.804772951712,1783.5970550453876,-868.402386475856,6.0,True,0.0,0.06698647995504188,0.06698647995504188
Log,1751.1471420083762,1779.2548123743838,-869.5735710041881,5.0,True,0.3423690566642108,0.05644723336211608,0.12343371331715797
Log10,1751.1471420083762,1779.2548123743838,-869.5735710041881,5.0,True,0.3423690566642108,0.05644723336211608,0.17988094667927404
Log2,1751.1471420083772,1779.2548123743848,-869.5735710041886,5.0,True,0.3423690566651203,0.05644723336209042,0.23632818004136447
SquareRoot,1751.5042535732264,1779.611923939234,-869.7521267866132,5.0,True,0.6994806215143399,0.04721683470857514,0.2835450147499396
Exp_slow,1751.5042535732264,1779.611923939234,-869.7521267866132,5.0,True,0.6994806215143399,0.04721683470857514,0.3307618494585147
PowerLaw_01,1751.694582361366,1779.8022527273736,-869.847291180683,5.0,True,0.8898094096539353,0.04293065341026418,0.3736925028687789
Root_067,1752.41445648435,1780.5221268503576,-870.207228242175,5.0,True,1.6096835326379733,0.029953585721770242,0.4036460885905492
SquareRoot+Lin,1752.4627836576683,1785.2550657513439,-869.2313918288341,6.0,True,1.6580107059562579,0.029238474280606035,0.43288456287115523
PowerLaw_Lin,1752.4735493838643,1785.26583147754,-869.2367746919322,6.0,True,1.668776432152299,0.02908151041286919,0.46196607328402445
PowerLaw_02,1752.5289557705064,1780.636626136514,-870.2644778852532,5.0,True,1.724182818794361,0.028286916914517533,0.49025299019854196
Recip+Quad,1752.6148343537352,1790.0917281750785,-868.3074171768676,7.0,True,1.810061402023166,0.027098004928494266,0.5173509951270362
Sin+Log,1752.6979167544005,1785.490198848076,-869.3489583772002,6.0,True,1.893143802688428,0.025995381976783145,0.5433463771038194
Recip+Lin,1752.9551048842122,1785.7473869778878,-869.4775524421061,6.0,True,2.150331932500194,0.022858541182973632,0.566204918286793
CubeRoot+Log,1752.9710143621323,1785.763296455808,-869.4855071810662,6.0,True,2.166241410420298,0.0226774287609085,0.5888823470477015
