test_name,coefficient,SE,z,p_uncorrected,CI_lower,CI_upper,p_bonferroni
LocationType_main_effect,0.1003642744791722,0.0786184860148719,1.276598921787768,0.2017438827351586,-0.0537251266290426,0.2544536755873871,0.4034877654703172
LocationType_x_Time_interaction,-0.1366010650970076,0.0608478450589827,-2.2449614273865195,0.0247706089048974,-0.2558606499494872,-0.017341480244528,0.0495412178097948
