UID,RAVLT_Total,RAVLT_Total_z,RAVLT_Pct_Ret,RAVLT_Pct_Ret_z,Age
A010,51,-1.1109083035656437,63.63636363636363,-1.421418486009311,22
A011,74,1.1109083035656437,78.57142857142857,-0.47719719481563627,21
A012,55,-0.724505415368898,90.9090909090909,0.30281169790957324,21
A013,61,-0.1449010830737796,71.42857142857143,-0.9287812906039152,22
A014,78,1.4973111917623894,100.0,0.8775550925492015,22
A015,61,-0.1449010830737796,130.0,2.774208294859974,23
A016,64,0.1449010830737796,75.0,-0.7029892427097758,21
A017,50,-1.2075090256148302,100.0,0.8775550925492015,24
A018,75,1.2075090256148302,86.66666666666667,0.034598113744413926,23
A019,64,0.1449010830737796,85.71428571428571,-0.02561309902735732,20
A020,64,0.1449010830737796,76.92307692307693,-0.5814089092283152,26
A021,78,1.4973111917623894,100.0,0.8775550925492015,28
A022,59,-0.33810252717215245,80.0,-0.38688037565798034,28
A023,74,1.1109083035656437,107.14285714285714,1.3291391883374806,26
A024,66,0.33810252717215245,93.33333333333333,0.45607660314680726,29
A025,69,0.6279046933197117,85.71428571428571,-0.02561309902735732,26
A026,52,-1.0143075815164573,61.53846153846154,-1.554051577079994,29
A027,74,1.1109083035656437,92.85714285714286,0.42597099676092254,28
A028,63,0.0483003610245932,83.33333333333334,-0.17614113095678274,26
A029,74,1.1109083035656437,80.0,-0.38688037565798034,25
A030,55,-0.724505415368898,83.33333333333334,-0.17614113095678274,31
A031,59,-0.33810252717215245,81.81818181818183,-0.27193169673005413,32
A032,70,0.724505415368898,107.14285714285714,1.3291391883374806,33
A033,65,0.241501805122966,109.09090909090908,1.452298487188829,32
A034,77,1.400710469713203,108.33333333333333,1.4044032043021937,33
A035,63,0.0483003610245932,66.66666666666666,-1.2298373544627688,34
A036,61,-0.1449010830737796,100.0,0.8775550925492015,30
A037,75,1.2075090256148302,107.14285714285714,1.3291391883374806,31
A038,81,1.7871133579099485,86.66666666666667,0.034598113744413926,32
A039,68,0.5313039712705252,78.57142857142857,-0.47719719481563627,31
A040,43,-1.883714079959135,87.5,0.08728292491971287,38
A041,47,-1.4973111917623894,75.0,-0.7029892427097758,35
A042,65,0.241501805122966,73.33333333333333,-0.8083588650603746,38
A043,60,-0.241501805122966,109.09090909090908,1.452298487188829,38
A044,71,0.8211061374180845,85.71428571428571,-0.02561309902735732,38
A045,46,-1.5939119138115758,90.0,0.24533735844561058,37
A046,58,-0.43470324922133885,92.3076923076923,0.3912337586233623,38
A047,42,-1.9803148020083214,55.55555555555556,-1.9323015034667579,36
A048,59,-0.33810252717215245,80.0,-0.38688037565798034,38
A049,52,-1.0143075815164573,81.81818181818183,-0.27193169673005413,35
A050,53,-0.9177068594672709,109.09090909090908,1.452298487188829,41
A051,56,-0.6279046933197117,109.09090909090908,1.452298487188829,41
A052,67,0.43470324922133885,76.92307692307693,-0.5814089092283152,43
A053,63,0.0483003610245932,83.33333333333334,-0.17614113095678274,44
A054,68,0.5313039712705252,107.6923076923077,1.3638764264750407,43
A055,64,0.1449010830737796,85.71428571428571,-0.02561309902735732,44
A056,62,-0.0483003610245932,76.92307692307693,-0.5814089092283152,42
A057,64,0.1449010830737796,78.57142857142857,-0.47719719481563627,40
A058,51,-1.1109083035656437,90.0,0.24533735844561058,42
A059,68,0.5313039712705252,93.33333333333333,0.45607660314680726,43
A060,66,0.33810252717215245,107.6923076923077,1.3638764264750407,48
A061,80,1.690512635860762,100.0,0.8775550925492015,47
A062,70,0.724505415368898,115.38461538461537,1.850197760400879,48
A063,74,1.1109083035656437,107.6923076923077,1.3638764264750407,45
A064,81,1.7871133579099485,93.33333333333333,0.45607660314680726,47
A065,64,0.1449010830737796,57.14285714285714,-1.831949482180474,47
A066,57,-0.5313039712705252,90.9090909090909,0.30281169790957324,47
A067,73,1.0143075815164573,86.66666666666667,0.034598113744413926,48
A068,69,0.6279046933197117,86.66666666666667,0.034598113744413926,49
A069,65,0.241501805122966,92.85714285714286,0.42597099676092254,46
A070,71,0.8211061374180845,73.33333333333333,-0.8083588650603746,52
A071,69,0.6279046933197117,71.42857142857143,-0.9287812906039152,50
A072,67,0.43470324922133885,108.33333333333333,1.4044032043021937,50
A073,65,0.241501805122966,108.33333333333333,1.4044032043021937,51
A074,74,1.1109083035656437,100.0,0.8775550925492015,53
A075,51,-1.1109083035656437,69.23076923076923,-1.0677302431541553,53
A076,42,-1.9803148020083214,44.44444444444444,-2.634765652470748,54
A077,83,1.9803148020083214,80.0,-0.38688037565798034,52
A078,63,0.0483003610245932,78.57142857142857,-0.47719719481563627,50
A079,74,1.1109083035656437,93.33333333333333,0.45607660314680726,50
A080,71,0.8211061374180845,100.0,0.8775550925492015,56
A081,54,-0.8211061374180845,72.72727272727273,-0.8466750913696823,55
A082,78,1.4973111917623894,93.33333333333333,0.45607660314680726,58
A083,68,0.5313039712705252,84.61538461538461,-0.09508757530247695,58
A084,49,-1.3041097476640164,72.72727272727273,-0.8466750913696823,59
A085,55,-0.724505415368898,81.81818181818183,-0.27193169673005413,58
A086,68,0.5313039712705252,71.42857142857143,-0.9287812906039152,58
A087,64,0.1449010830737796,78.57142857142857,-0.47719719481563627,59
A088,58,-0.43470324922133885,91.66666666666666,0.3507069807962085,56
A089,58,-0.43470324922133885,81.81818181818183,-0.27193169673005413,56
A090,65,0.241501805122966,92.3076923076923,0.3912337586233623,61
A091,60,-0.241501805122966,57.14285714285714,-1.831949482180474,63
A092,47,-1.4973111917623894,63.63636363636363,-1.421418486009311,60
A093,59,-0.33810252717215245,75.0,-0.7029892427097758,64
A094,52,-1.0143075815164573,60.0,-1.651315843865162,60
A095,60,-0.241501805122966,109.09090909090908,1.452298487188829,61
A096,59,-0.33810252717215245,100.0,0.8775550925492015,60
A097,36,-2.5599191343034398,80.0,-0.38688037565798034,64
A098,70,0.724505415368898,85.71428571428571,-0.02561309902735732,60
A099,57,-0.5313039712705252,92.85714285714286,0.42597099676092254,63
A100,53,-0.9177068594672709,72.72727272727273,-0.8466750913696823,66
A101,33,-2.849721300450999,100.0,0.8775550925492015,69
A102,68,0.5313039712705252,78.57142857142857,-0.47719719481563627,68
A103,77,1.400710469713203,66.66666666666666,-1.2298373544627688,68
A104,53,-0.9177068594672709,88.88888888888889,0.1750909435452114,66
A105,61,-0.1449010830737796,100.0,0.8775550925492015,68
A106,66,0.33810252717215245,100.0,0.8775550925492015,66
A107,54,-0.8211061374180845,66.66666666666666,-1.2298373544627688,70
A108,42,-1.9803148020083214,54.54545454545454,-1.9961618806489394,69
A109,58,-0.43470324922133885,61.53846153846154,-1.554051577079994,68
