analysis,path_a_age_rpm,path_a_p,path_b_rpm_theta,path_b_p,path_c_total,path_c_p,path_c_prime_direct,path_c_prime_p,indirect_effect,indirect_ci_lower,indirect_ci_upper,indirect_significant,proportion_mediated,proportion_ci_lower,proportion_ci_upper,r2_age_only,r2_age_rpm,n_bootstrap,n_participants,seed
RPM_only_mediation,-0.293363950323408,0.0030542580061364037,0.2949331015370794,1.0635410979250559e-05,-0.1301861727377674,0.054004170721372834,-0.04366343298971505,0.4931735922853928,-0.08652273974805241,-0.1588274360789445,-0.029633378089935596,True,0.6646077531008937,0.16263665803443111,3.28246221721354,0.0373607264364626,0.21260715254161522,5000,100,42
