UID,test_num,TSVR_hours,TSVR_hours_c,domain,measure,theta
A037,1,1.0,-63.95325000000001,what,confidence,-0.39597678
A037,2,23.7,-41.25325000000001,what,confidence,-0.5082488
A037,3,72.08,7.126749999999987,what,confidence,-0.68401986
A037,4,143.66,78.70674999999999,what,confidence,-0.80795884
A038,1,1.0,-63.95325000000001,what,confidence,-0.45616615
A038,2,71.85,6.896749999999983,what,confidence,-0.3251796
A038,3,72.86,7.906749999999988,what,confidence,-0.57717633
A038,4,152.89,87.93674999999998,what,confidence,-0.43558908
A039,1,1.0,-63.95325000000001,what,confidence,0.064273424
A039,2,28.65,-36.30325000000001,what,confidence,0.10130654
A039,3,98.84,33.88674999999999,what,confidence,-0.23081385
A039,4,246.24,181.28674999999998,what,confidence,-0.58008456
A040,1,1.0,-63.95325000000001,what,confidence,-0.6970588
A040,2,26.26,-38.693250000000006,what,confidence,-0.7691323
A040,3,71.28,6.32674999999999,what,confidence,-0.77506536
A040,4,143.53,78.57674999999999,what,confidence,-1.1014721
A041,1,1.0,-63.95325000000001,what,confidence,-0.14199288
A041,2,31.78,-33.17325000000001,what,confidence,-0.319344
A041,3,75.74,10.786749999999984,what,confidence,-0.23154925
A041,4,141.84,76.88674999999999,what,confidence,-0.62750417
A042,1,1.0,-63.95325000000001,what,confidence,-0.7107582
A042,2,28.93,-36.02325000000001,what,confidence,-1.0012134
A042,3,72.17,7.2167499999999905,what,confidence,-0.912052
A042,4,146.02,81.06675,what,confidence,-1.1347266
A043,1,1.0,-63.95325000000001,what,confidence,0.04892652
A043,2,25.62,-39.33325000000001,what,confidence,-0.10843749
A043,3,64.94,-0.013250000000013529,what,confidence,-0.13326636
A043,4,149.33,84.37675,what,confidence,-0.484459
A044,1,1.0,-63.95325000000001,what,confidence,-1.1892142
A044,2,47.66,-17.293250000000015,what,confidence,-1.0392059
A044,3,91.63,26.676749999999984,what,confidence,-1.1329389
A044,4,155.27,90.31675,what,confidence,-1.6890951
A045,1,1.0,-63.95325000000001,what,confidence,-0.6257483
A045,2,24.66,-40.293250000000015,what,confidence,-0.593401
A045,3,72.23,7.276749999999993,what,confidence,-0.7782343
A045,4,151.52,86.56675,what,confidence,-0.9648333
A046,1,1.0,-63.95325000000001,what,confidence,-0.9063086
A046,2,24.32,-40.63325000000001,what,confidence,-1.1701665
A046,3,73.05,8.096749999999986,what,confidence,-1.9860176
A046,4,147.94,82.98674999999999,what,confidence,-1.0147238
A047,1,1.0,-63.95325000000001,what,confidence,-1.0830257
A047,2,23.46,-41.49325000000001,what,confidence,-0.6639803
A047,3,76.85,11.896749999999983,what,confidence,-1.4815022
A047,4,144.22,79.26674999999999,what,confidence,-2.0934942
A048,1,1.0,-63.95325000000001,what,confidence,-0.6284435
A048,2,23.91,-41.043250000000015,what,confidence,-0.5796271
A048,3,81.15,16.196749999999994,what,confidence,-0.760365
A048,4,146.3,81.34675,what,confidence,-0.58579195
A049,1,1.0,-63.95325000000001,what,confidence,-0.2116448
A049,2,27.12,-37.83325000000001,what,confidence,-0.5638283
A049,3,111.38,46.426749999999984,what,confidence,-0.37564683
A049,4,168.86,103.90675,what,confidence,-0.5774049
A050,1,1.0,-63.95325000000001,what,confidence,-0.42287263
A050,2,24.73,-40.22325000000001,what,confidence,-0.43648311
A050,3,93.39,28.43674999999999,what,confidence,-1.0299709
A050,4,148.69,83.73674999999999,what,confidence,-1.0414252
A051,1,1.0,-63.95325000000001,what,confidence,-0.14727834
A051,2,17.16,-47.793250000000015,what,confidence,-0.22153668
A051,3,65.63,0.6767499999999842,what,confidence,-0.63959575
A051,4,146.99,82.03675,what,confidence,-0.6500405
A052,1,1.0,-63.95325000000001,what,confidence,-0.47576472
A052,2,31.76,-33.193250000000006,what,confidence,-0.6463823
A052,3,80.98,16.026749999999993,what,confidence,-1.006661
A052,4,153.27,88.31675,what,confidence,-0.66724753
A053,1,1.0,-63.95325000000001,what,confidence,-0.5527678
A053,2,32.71,-32.24325000000001,what,confidence,-1.2998157
A053,3,78.28,13.32674999999999,what,confidence,-1.4460309
A053,4,148.9,83.94675,what,confidence,-1.3424246
A054,1,1.0,-63.95325000000001,what,confidence,-0.010698893
A054,2,16.9,-48.05325000000001,what,confidence,-0.32851967
A054,3,72.83,7.876749999999987,what,confidence,-0.22610237
A054,4,136.83,71.87675,what,confidence,-0.47328517
A055,1,1.0,-63.95325000000001,what,confidence,-0.5363119
A055,2,23.24,-41.713250000000016,what,confidence,-0.8289479
A055,3,74.48,9.526749999999993,what,confidence,-0.95640945
A055,4,149.21,84.25675,what,confidence,-0.93987375
A056,1,1.0,-63.95325000000001,what,confidence,-0.49617058
A056,2,33.61,-31.343250000000012,what,confidence,-0.98517495
A056,3,71.46,6.5067499999999825,what,confidence,-0.89595854
A056,4,147.84,82.88674999999999,what,confidence,-1.2052184
A057,1,1.0,-63.95325000000001,what,confidence,-0.40966684
A057,2,24.78,-40.17325000000001,what,confidence,-0.32671973
A057,3,73.83,8.876749999999987,what,confidence,-0.6543599
A057,4,145.06,80.10674999999999,what,confidence,-1.3364934
A058,1,1.0,-63.95325000000001,what,confidence,-0.50493246
A058,2,22.96,-41.99325000000001,what,confidence,-0.6090426
A058,3,66.28,1.3267499999999899,what,confidence,-0.5491983
A058,4,143.48,78.52674999999998,what,confidence,-1.1876487
A059,1,1.0,-63.95325000000001,what,confidence,-0.73470205
A059,2,30.4,-34.55325000000001,what,confidence,-0.4889424
A059,3,79.78,14.82674999999999,what,confidence,-0.76569885
A059,4,151.93,86.97675,what,confidence,-0.7211721
A060,1,1.0,-63.95325000000001,what,confidence,-0.6521186
A060,2,24.87,-40.08325000000001,what,confidence,-0.32915124
A060,3,94.68,29.726749999999996,what,confidence,-0.52048606
A060,4,143.91,78.95674999999999,what,confidence,-0.10856633
A061,1,1.0,-63.95325000000001,what,confidence,0.07041081
A061,2,35.16,-29.793250000000015,what,confidence,-0.22703744
A061,3,82.55,17.596749999999986,what,confidence,-0.27437422
A061,4,146.56,81.60674999999999,what,confidence,-0.27913383
A062,1,1.0,-63.95325000000001,what,confidence,-0.025706012
A062,2,44.69,-20.263250000000014,what,confidence,-0.8947107
A062,3,92.72,27.766749999999988,what,confidence,-1.1198639
A062,4,149.18,84.22675,what,confidence,-1.6989232
A063,1,1.0,-63.95325000000001,what,confidence,-1.0210048
A063,2,21.98,-42.97325000000001,what,confidence,-1.7673504
A063,3,69.99,5.036749999999984,what,confidence,-2.1477082
A063,4,141.09,76.13674999999999,what,confidence,-2.477313
A064,1,1.0,-63.95325000000001,what,confidence,-0.4705508
A064,2,37.65,-27.303250000000013,what,confidence,-0.43880627
A064,3,82.99,18.036749999999984,what,confidence,-0.6070419
A064,4,156.21,91.25675,what,confidence,-0.55356926
A065,1,1.0,-63.95325000000001,what,confidence,-0.7599667
A065,2,32.31,-32.64325000000001,what,confidence,-1.4849308
A065,3,106.41,41.456749999999985,what,confidence,-2.2474854
A065,4,187.43,122.47675,what,confidence,-1.7795594
A066,1,1.0,-63.95325000000001,what,confidence,-0.81996965
A066,2,23.35,-41.60325000000001,what,confidence,-0.46592626
A066,3,73.79,8.836749999999995,what,confidence,-0.8389682
A066,4,164.93,99.97675,what,confidence,-1.3690192
A067,1,1.0,-63.95325000000001,what,confidence,-0.47319022
A067,2,29.91,-35.043250000000015,what,confidence,-1.5407175
A067,3,73.19,8.236749999999986,what,confidence,-1.3362082
A067,4,144.19,79.23674999999999,what,confidence,-1.2376945
A068,1,1.0,-63.95325000000001,what,confidence,0.043350097
A068,2,30.49,-34.463250000000016,what,confidence,-0.38292572
A068,3,82.98,18.026749999999993,what,confidence,-0.39800465
A068,4,155.59,90.63674999999999,what,confidence,-0.7517871
A069,1,1.0,-63.95325000000001,what,confidence,-0.9856775
A069,2,24.96,-39.99325000000001,what,confidence,-1.4256461
A069,3,79.75,14.796749999999989,what,confidence,-1.7863635
A069,4,140.22,75.26674999999999,what,confidence,-1.3407162
A070,1,1.0,-63.95325000000001,what,confidence,-0.29940233
A070,2,24.25,-40.70325000000001,what,confidence,-0.38949186
A070,3,81.92,16.96674999999999,what,confidence,-0.965894
A070,4,149.2,84.24674999999998,what,confidence,-1.3122176
A071,1,1.0,-63.95325000000001,what,confidence,-0.03096188
A071,2,30.92,-34.03325000000001,what,confidence,-0.709585
A071,3,79.96,15.006749999999982,what,confidence,-1.4961342
A071,4,153.27,88.31675,what,confidence,-0.97358733
A072,1,1.0,-63.95325000000001,what,confidence,-0.007103957
A072,2,33.76,-31.193250000000013,what,confidence,-0.044950858
A072,3,83.54,18.586749999999995,what,confidence,-0.5401528
A072,4,154.89,89.93674999999998,what,confidence,-0.7525621
A073,1,1.0,-63.95325000000001,what,confidence,-0.83740723
A073,2,66.66,1.7067499999999853,what,confidence,-1.1371781
A073,3,66.9,1.9467499999999944,what,confidence,-1.0209675
A073,4,140.12,75.16675,what,confidence,-1.0217786
A074,1,1.0,-63.95325000000001,what,confidence,-0.18597467
A074,2,29.33,-35.62325000000001,what,confidence,-0.53408575
A074,3,73.02,8.066749999999985,what,confidence,-0.86386716
A074,4,147.21,82.25675,what,confidence,-0.7869516
A075,1,1.0,-63.95325000000001,what,confidence,-0.61729574
A075,2,28.68,-36.27325000000001,what,confidence,-0.6755973
A075,3,71.37,6.416749999999993,what,confidence,-1.5873282
A075,4,244.53,179.57675,what,confidence,-1.1416014
A076,1,1.0,-63.95325000000001,what,confidence,-0.84134424
A076,2,27.3,-37.653250000000014,what,confidence,-0.8928892
A076,3,74.88,9.926749999999984,what,confidence,-1.2276068
A076,4,149.28,84.32674999999999,what,confidence,-1.6442255
A077,1,1.0,-63.95325000000001,what,confidence,-0.29585537
A077,2,53.88,-11.073250000000009,what,confidence,-0.53061026
A077,3,78.36,13.406749999999988,what,confidence,-0.7001903
A077,4,149.75,84.79674999999999,what,confidence,-0.4655254
A078,1,1.0,-63.95325000000001,what,confidence,-1.0185794
A078,2,26.17,-38.78325000000001,what,confidence,-0.9904335
A078,3,72.3,7.346749999999986,what,confidence,-1.0203165
A078,4,140.08,75.12675,what,confidence,-1.7117021
A079,1,1.0,-63.95325000000001,what,confidence,-0.71846724
A079,2,26.11,-38.84325000000001,what,confidence,-0.4687813
A079,3,74.0,9.046749999999989,what,confidence,-0.7912571
A079,4,194.42,129.46675,what,confidence,-1.1430237
A080,1,1.0,-63.95325000000001,what,confidence,-0.3331419
A080,2,29.03,-35.92325000000001,what,confidence,-0.52528346
A080,3,72.87,7.916749999999993,what,confidence,-0.8356168
A080,4,145.77,80.81675,what,confidence,-1.1089727
A081,1,1.0,-63.95325000000001,what,confidence,-0.32426777
A081,2,31.39,-33.56325000000001,what,confidence,-0.46589303
A081,3,80.13,15.176749999999984,what,confidence,-0.40189904
A081,4,154.53,89.57674999999999,what,confidence,-0.7679094
A082,1,1.0,-63.95325000000001,what,confidence,-0.3075968
A082,2,27.97,-36.98325000000001,what,confidence,-0.5080273
A082,3,75.71,10.756749999999982,what,confidence,-0.69216347
A082,4,170.25,105.29674999999999,what,confidence,-1.0564356
A083,1,1.0,-63.95325000000001,what,confidence,-0.10635004
A083,2,25.15,-39.80325000000001,what,confidence,-0.6589626
A083,3,74.3,9.346749999999986,what,confidence,-0.7292993
A083,4,144.91,79.95674999999999,what,confidence,-0.6611885
A084,1,1.0,-63.95325000000001,what,confidence,-1.6331187
A084,2,27.25,-37.70325000000001,what,confidence,-1.7653933
A084,3,91.97,27.016749999999988,what,confidence,-1.3211712
A084,4,162.51,97.55674999999998,what,confidence,-1.9710993
A085,1,1.0,-63.95325000000001,what,confidence,-0.16988859
A085,2,24.51,-40.443250000000006,what,confidence,-0.06407394
A085,3,71.4,6.446749999999994,what,confidence,-0.29939044
A085,4,170.65,105.69675,what,confidence,-0.9037909
A086,1,1.0,-63.95325000000001,what,confidence,-0.42006263
A086,2,23.47,-41.48325000000001,what,confidence,-0.17667152
A086,3,145.29,80.33674999999998,what,confidence,-0.756651
A086,4,169.55,104.59675,what,confidence,-0.81732196
A087,1,1.0,-63.95325000000001,what,confidence,0.04956661
A087,2,31.07,-33.88325000000001,what,confidence,-0.28434318
A087,3,72.8,7.846749999999986,what,confidence,-0.3399625
A087,4,144.2,79.24674999999998,what,confidence,-0.31418985
A088,1,1.0,-63.95325000000001,what,confidence,-0.48985383
A088,2,24.25,-40.70325000000001,what,confidence,-0.3874051
A088,3,74.91,9.956749999999985,what,confidence,-0.47999272
A088,4,149.93,84.97675,what,confidence,-0.21584226
A089,1,1.0,-63.95325000000001,what,confidence,-0.24243428
A089,2,32.14,-32.81325000000001,what,confidence,-0.2085569
A089,3,79.34,14.386749999999992,what,confidence,-0.5054164
A089,4,146.96,82.00675,what,confidence,-0.49625972
A090,1,1.0,-63.95325000000001,what,confidence,-1.6694237
A090,2,23.54,-41.41325000000001,what,confidence,-1.231995
A090,3,95.42,30.46674999999999,what,confidence,-2.343972
A090,4,144.07,79.11674999999998,what,confidence,-2.383801
A091,1,1.0,-63.95325000000001,what,confidence,-0.31102517
A091,2,22.2,-42.75325000000001,what,confidence,-0.6510467
A091,3,73.64,8.68674999999999,what,confidence,-1.295363
A091,4,142.61,77.65675,what,confidence,-0.6915264
A092,1,1.0,-63.95325000000001,what,confidence,-0.39631176
A092,2,22.83,-42.12325000000001,what,confidence,-0.874028
A092,3,71.31,6.356749999999991,what,confidence,-1.0167565
A092,4,146.16,81.20674999999999,what,confidence,-1.5746155
A093,1,1.0,-63.95325000000001,what,confidence,-0.31084672
A093,2,22.09,-42.86325000000001,what,confidence,-1.5315979
A093,3,70.22,5.266749999999988,what,confidence,-2.2868278
A093,4,140.95,75.99674999999998,what,confidence,-2.3151166
A094,1,1.0,-63.95325000000001,what,confidence,-0.8733607
A094,2,22.98,-41.97325000000001,what,confidence,-0.84126997
A094,3,76.21,11.256749999999982,what,confidence,-1.1084818
A094,4,149.99,85.03675,what,confidence,-1.2153608
A095,1,1.0,-63.95325000000001,what,confidence,-0.24935532
A095,2,29.71,-35.24325000000001,what,confidence,-0.9429458
A095,3,78.76,13.806749999999994,what,confidence,-0.5604514
A095,4,148.79,83.83674999999998,what,confidence,-1.0292403
A096,1,1.0,-63.95325000000001,what,confidence,-0.7722609
A096,2,24.49,-40.463250000000016,what,confidence,-0.9537298
A096,3,71.19,6.2367499999999865,what,confidence,-0.642855
A096,4,143.66,78.70674999999999,what,confidence,-0.8880069
A097,1,1.0,-63.95325000000001,what,confidence,-1.0316466
A097,2,24.37,-40.58325000000001,what,confidence,-2.4364095
A097,3,70.83,5.876749999999987,what,confidence,-1.826925
A097,4,144.85,79.89674999999998,what,confidence,-2.2625446
A098,1,1.0,-63.95325000000001,what,confidence,-0.32570514
A098,2,25.77,-39.183250000000015,what,confidence,-0.47275475
A098,3,78.84,13.886749999999992,what,confidence,-0.38767546
A098,4,146.29,81.33674999999998,what,confidence,-0.56587017
A099,1,1.0,-63.95325000000001,what,confidence,-0.1933334
A099,2,28.75,-36.20325000000001,what,confidence,-0.42159227
A099,3,78.57,13.616749999999982,what,confidence,-0.41357124
A099,4,143.51,78.55674999999998,what,confidence,0.018703647
A100,1,1.0,-63.95325000000001,what,confidence,-1.2776049
A100,2,31.14,-33.81325000000001,what,confidence,-1.4885942
A100,3,75.34,10.386749999999992,what,confidence,-1.2015793
A100,4,146.8,81.84675,what,confidence,-2.177189
A101,1,1.0,-63.95325000000001,what,confidence,-1.1531101
A101,2,29.12,-35.83325000000001,what,confidence,-1.1507939
A101,3,75.21,10.256749999999982,what,confidence,-2.0616903
A101,4,150.22,85.26674999999999,what,confidence,-2.4006252
A102,1,1.0,-63.95325000000001,what,confidence,-0.4659688
A102,2,29.13,-35.823250000000016,what,confidence,-0.5725646
A102,3,75.27,10.316749999999985,what,confidence,-0.70983475
A102,4,150.41,85.45674999999999,what,confidence,-0.7002248
A103,1,1.0,-63.95325000000001,what,confidence,-1.6476277
A103,2,27.26,-37.693250000000006,what,confidence,-2.0595725
A103,3,80.24,15.286749999999984,what,confidence,-2.1543787
A103,4,149.72,84.76674999999999,what,confidence,-2.3034658
A104,1,1.0,-63.95325000000001,what,confidence,-0.23795481
A104,2,22.6,-42.35325000000001,what,confidence,-0.18667741
A104,3,72.62,7.666749999999993,what,confidence,-0.5396037
A104,4,145.78,80.82674999999999,what,confidence,-1.1808013
A105,1,1.0,-63.95325000000001,what,confidence,0.14666553
A105,2,22.77,-42.183250000000015,what,confidence,-0.09143283
A105,3,69.46,4.5067499999999825,what,confidence,-0.7008655
A105,4,146.2,81.24674999999998,what,confidence,-0.5656953
A106,1,1.0,-63.95325000000001,what,confidence,-0.2363908
A106,2,22.64,-42.31325000000001,what,confidence,-0.50482
A106,3,66.08,1.126749999999987,what,confidence,-0.4244297
A106,4,147.13,82.17674999999998,what,confidence,-0.25632027
A107,1,1.0,-63.95325000000001,what,confidence,-2.2529342
A107,2,26.22,-38.73325000000001,what,confidence,-2.5128634
A107,3,71.45,6.496749999999992,what,confidence,-1.9072479
A107,4,145.95,80.99674999999998,what,confidence,-2.1943111
A108,1,1.0,-63.95325000000001,what,confidence,-0.7291451
A108,2,27.61,-37.34325000000001,what,confidence,-1.0643289
A108,3,68.96,4.0067499999999825,what,confidence,-1.0438112
A108,4,152.12,87.16675,what,confidence,-1.1844062
A109,1,1.0,-63.95325000000001,what,confidence,-1.0555787
A109,2,24.65,-40.30325000000001,what,confidence,-1.3236896
A109,3,71.17,6.2167499999999905,what,confidence,-0.97737586
A109,4,149.87,84.91675,what,confidence,-2.326117
A010,1,1.0,-63.95325000000001,where,confidence,-0.35840303
A010,2,21.9,-43.05325000000001,where,confidence,-0.60747373
A010,3,80.88,15.926749999999984,where,confidence,-0.6976981
A010,4,145.31,80.35674999999999,where,confidence,-0.8171049
A011,1,1.0,-63.95325000000001,where,confidence,0.1822105
A011,2,24.57,-40.38325000000001,where,confidence,-0.41067916
A011,3,72.55,7.596749999999986,where,confidence,-0.40114135
A011,4,148.85,83.89674999999998,where,confidence,-0.8926102
A012,1,1.0,-63.95325000000001,where,confidence,-0.13544692
A012,2,25.6,-39.35325000000001,where,confidence,-0.6886631
A012,3,166.33,101.37675,where,confidence,-0.65423065
A012,4,166.87,101.91675,where,confidence,-0.75222445
A013,1,1.0,-63.95325000000001,where,confidence,-0.69894737
A013,2,24.77,-40.183250000000015,where,confidence,-0.72977465
A013,3,79.66,14.706749999999985,where,confidence,-0.72450304
A013,4,147.13,82.17674999999998,where,confidence,-1.3667862
A014,1,1.0,-63.95325000000001,where,confidence,-0.26887542
A014,2,25.66,-39.293250000000015,where,confidence,-0.3245419
A014,3,70.56,5.606749999999991,where,confidence,-0.5947845
A014,4,148.87,83.91675,where,confidence,-0.8250754
A015,1,1.0,-63.95325000000001,where,confidence,0.1364241
A015,2,23.69,-41.26325000000001,where,confidence,-0.3898742
A015,3,70.59,5.636749999999992,where,confidence,-0.3012806
A015,4,146.54,81.58674999999998,where,confidence,-0.62505066
A016,1,1.0,-63.95325000000001,where,confidence,-0.35686523
A016,2,32.85,-32.10325000000001,where,confidence,-0.5745343
A016,3,80.64,15.68674999999999,where,confidence,-0.94173694
A016,4,150.8,85.84675,where,confidence,-0.9995266
A017,1,1.0,-63.95325000000001,where,confidence,-0.04159507
A017,2,20.61,-44.34325000000001,where,confidence,0.13028155
A017,3,61.28,-3.67325000000001,where,confidence,0.20525199
A017,4,140.49,75.53675,where,confidence,-0.077853166
A018,1,1.0,-63.95325000000001,where,confidence,-0.17650345
A018,2,34.03,-30.92325000000001,where,confidence,-0.3196287
A018,3,83.64,18.68674999999999,where,confidence,-0.8628611
A018,4,150.87,85.91675,where,confidence,-1.062314
A019,1,1.0,-63.95325000000001,where,confidence,-2.5336318
A019,2,28.69,-36.26325000000001,where,confidence,-2.4748008
A019,3,83.68,18.726749999999996,where,confidence,-2.7013297
A019,4,154.76,89.80674999999998,where,confidence,-2.283211
A020,1,1.0,-63.95325000000001,where,confidence,-0.37285313
A020,2,26.85,-38.10325000000001,where,confidence,-0.5112881
A020,3,78.25,13.296749999999989,where,confidence,-0.89992255
A020,4,145.78,80.82674999999999,where,confidence,-1.3165435
A021,1,1.0,-63.95325000000001,where,confidence,-0.41147396
A021,2,30.21,-34.74325000000001,where,confidence,-0.558847
A021,3,74.19,9.236749999999986,where,confidence,-0.3880754
A021,4,140.39,75.43674999999998,where,confidence,-0.43092597
A022,1,1.0,-63.95325000000001,where,confidence,-1.1627107
A022,2,24.15,-40.80325000000001,where,confidence,-1.805651
A022,3,74.46,9.506749999999982,where,confidence,-0.5665401
A022,4,141.71,76.75675,where,confidence,-1.8017873
A023,1,1.0,-63.95325000000001,where,confidence,-0.59082544
A023,2,25.63,-39.323250000000016,where,confidence,-0.5326225
A023,3,72.2,7.246749999999992,where,confidence,-0.6464132
A023,4,145.07,80.11674999999998,where,confidence,-0.6230106
A024,1,1.0,-63.95325000000001,where,confidence,-0.49176538
A024,2,29.57,-35.38325000000001,where,confidence,-0.6222243
A024,3,91.47,26.516749999999988,where,confidence,-0.5914005
A024,4,145.65,80.69675,where,confidence,-0.91537094
A025,1,1.0,-63.95325000000001,where,confidence,-0.22930345
A025,2,23.33,-41.62325000000001,where,confidence,-0.47376117
A025,3,72.94,7.9867499999999865,where,confidence,-0.6453535
A025,4,137.74,72.78675,where,confidence,-1.3320826
A026,1,1.0,-63.95325000000001,where,confidence,-0.42322144
A026,2,26.48,-38.47325000000001,where,confidence,-0.44688615
A026,3,75.46,10.506749999999982,where,confidence,-0.3506699
A026,4,147.65,82.69675,where,confidence,-0.41052327
A027,1,1.0,-63.95325000000001,where,confidence,-0.2720792
A027,2,28.26,-36.693250000000006,where,confidence,-0.37899905
A027,3,74.58,9.626749999999987,where,confidence,-0.9105261
A027,4,145.92,80.96674999999998,where,confidence,-1.2259247
A028,1,1.0,-63.95325000000001,where,confidence,0.06443758
A028,2,22.82,-42.13325000000001,where,confidence,-0.39307082
A028,3,72.26,7.306749999999994,where,confidence,-0.68142813
A028,4,138.91,73.95674999999999,where,confidence,-0.93770975
A029,1,1.0,-63.95325000000001,where,confidence,0.04235333
A029,2,28.43,-36.52325000000001,where,confidence,-0.15864953
A029,3,93.26,28.306749999999994,where,confidence,-0.47460964
A029,4,143.14,78.18674999999998,where,confidence,-0.4180649
A030,1,1.0,-63.95325000000001,where,confidence,-0.6236615
A030,2,32.95,-32.00325000000001,where,confidence,-0.2575324
A030,3,71.93,6.976749999999996,where,confidence,-0.6491758
A030,4,150.46,85.50675,where,confidence,-0.5578966
A031,1,1.0,-63.95325000000001,where,confidence,-0.0035324944
A031,2,32.41,-32.543250000000015,where,confidence,-0.19972831
A031,3,71.56,6.606749999999991,where,confidence,-0.94005686
A031,4,143.85,78.89674999999998,where,confidence,-1.1272513
A032,1,1.0,-63.95325000000001,where,confidence,-0.3360491
A032,2,57.18,-7.7732500000000115,where,confidence,-0.5707413
A032,3,80.16,15.206749999999985,where,confidence,-0.49220014
A032,4,144.51,79.55674999999998,where,confidence,-0.48205373
A033,1,1.0,-63.95325000000001,where,confidence,-0.3546501
A033,2,29.16,-35.793250000000015,where,confidence,-0.6500345
A033,3,72.6,7.646749999999983,where,confidence,-0.36226928
A033,4,168.33,103.37675,where,confidence,-0.85558045
A034,1,1.0,-63.95325000000001,where,confidence,-0.035111323
A034,2,26.08,-38.87325000000001,where,confidence,-0.23034386
A034,3,74.28,9.32674999999999,where,confidence,-0.38596812
A034,4,145.38,80.42674999999998,where,confidence,-0.90760684
A035,1,1.0,-63.95325000000001,where,confidence,-0.48868048
A035,2,44.76,-20.193250000000013,where,confidence,-0.544072
A035,3,79.98,15.026749999999993,where,confidence,-0.6989289
A035,4,152.47,87.51674999999999,where,confidence,-0.9028312
A036,1,1.0,-63.95325000000001,where,confidence,-1.3059089
A036,2,21.63,-43.323250000000016,where,confidence,-2.2476616
A036,3,71.47,6.516749999999988,where,confidence,-1.8617111
A036,4,143.85,78.89674999999998,where,confidence,-2.2146947
A037,1,1.0,-63.95325000000001,where,confidence,-0.110464536
A037,2,23.7,-41.25325000000001,where,confidence,-0.50463635
A037,3,72.08,7.126749999999987,where,confidence,-0.9093372
A037,4,143.66,78.70674999999999,where,confidence,-0.9963444
A038,1,1.0,-63.95325000000001,where,confidence,-0.25288638
A038,2,71.85,6.896749999999983,where,confidence,-0.5504119
A038,3,72.86,7.906749999999988,where,confidence,-0.22833556
A038,4,152.89,87.93674999999998,where,confidence,-0.36377794
A039,1,1.0,-63.95325000000001,where,confidence,0.069364
A039,2,28.65,-36.30325000000001,where,confidence,0.047065586
A039,3,98.84,33.88674999999999,where,confidence,-0.29448196
A039,4,246.24,181.28674999999998,where,confidence,-0.5829361
A040,1,1.0,-63.95325000000001,where,confidence,-0.4017266
A040,2,26.26,-38.693250000000006,where,confidence,-0.48326045
A040,3,71.28,6.32674999999999,where,confidence,-0.91053617
A040,4,143.53,78.57674999999999,where,confidence,-0.80098236
A041,1,1.0,-63.95325000000001,where,confidence,-0.053022992
A041,2,31.78,-33.17325000000001,where,confidence,-0.57343215
A041,3,75.74,10.786749999999984,where,confidence,-0.5869637
A041,4,141.84,76.88674999999999,where,confidence,-0.25168344
A042,1,1.0,-63.95325000000001,where,confidence,-0.9887161
A042,2,28.93,-36.02325000000001,where,confidence,-1.3712572
A042,3,72.17,7.2167499999999905,where,confidence,-1.0677525
A042,4,146.02,81.06675,where,confidence,-1.3189137
A043,1,1.0,-63.95325000000001,where,confidence,0.0764133
A043,2,25.62,-39.33325000000001,where,confidence,0.14288305
A043,3,64.94,-0.013250000000013529,where,confidence,-0.35368058
A043,4,149.33,84.37675,where,confidence,-0.5119028
A044,1,1.0,-63.95325000000001,where,confidence,-1.0788252
A044,2,47.66,-17.293250000000015,where,confidence,-1.0115542
A044,3,91.63,26.676749999999984,where,confidence,-1.5923297
A044,4,155.27,90.31675,where,confidence,-2.1946876
A045,1,1.0,-63.95325000000001,where,confidence,-0.78722435
A045,2,24.66,-40.293250000000015,where,confidence,-0.91305506
A045,3,72.23,7.276749999999993,where,confidence,-0.6200845
A045,4,151.52,86.56675,where,confidence,-1.1087615
A046,1,1.0,-63.95325000000001,where,confidence,-0.8697148
A046,2,24.32,-40.63325000000001,where,confidence,-0.91280913
A046,3,73.05,8.096749999999986,where,confidence,-1.6639705
A046,4,147.94,82.98674999999999,where,confidence,-1.2999191
A047,1,1.0,-63.95325000000001,where,confidence,-0.74380946
A047,2,23.46,-41.49325000000001,where,confidence,-1.0145134
A047,3,76.85,11.896749999999983,where,confidence,-1.471186
A047,4,144.22,79.26674999999999,where,confidence,-2.3868499
A048,1,1.0,-63.95325000000001,where,confidence,-0.24701324
A048,2,23.91,-41.043250000000015,where,confidence,-0.44145307
A048,3,81.15,16.196749999999994,where,confidence,-0.50626874
A048,4,146.3,81.34675,where,confidence,-0.6491903
A049,1,1.0,-63.95325000000001,where,confidence,-0.06294507
A049,2,27.12,-37.83325000000001,where,confidence,-0.69370794
A049,3,111.38,46.426749999999984,where,confidence,-0.38595775
A049,4,168.86,103.90675,where,confidence,-0.5832282
A050,1,1.0,-63.95325000000001,where,confidence,-0.36178616
A050,2,24.73,-40.22325000000001,where,confidence,-0.4725317
A050,3,93.39,28.43674999999999,where,confidence,-0.75545967
A050,4,148.69,83.73674999999999,where,confidence,-1.2916528
A051,1,1.0,-63.95325000000001,where,confidence,-0.26239568
A051,2,17.16,-47.793250000000015,where,confidence,-0.33902845
A051,3,65.63,0.6767499999999842,where,confidence,-0.7808797
A051,4,146.99,82.03675,where,confidence,-0.8386645
A052,1,1.0,-63.95325000000001,where,confidence,-0.56775326
A052,2,31.76,-33.193250000000006,where,confidence,-0.51569283
A052,3,80.98,16.026749999999993,where,confidence,-0.72437257
