UID,test_num,TSVR_hours,TSVR_hours_c,domain,measure,theta
A022,4,141.71,76.75675,where,accuracy,0.03178843
A023,1,1.0,-63.95325000000001,where,accuracy,0.8410934
A023,2,25.63,-39.323250000000016,where,accuracy,-0.37005034
A023,3,72.2,7.246749999999992,where,accuracy,0.038829546
A023,4,145.07,80.11674999999998,where,accuracy,-0.029049361
A024,1,1.0,-63.95325000000001,where,accuracy,0.4682902
A024,2,29.57,-35.38325000000001,where,accuracy,0.12924328
A024,3,91.47,26.516749999999988,where,accuracy,0.1628256
A024,4,145.65,80.69675,where,accuracy,-0.8004861
A025,1,1.0,-63.95325000000001,where,accuracy,1.0470951
A025,2,23.33,-41.62325000000001,where,accuracy,1.87031
A025,3,72.94,7.9867499999999865,where,accuracy,0.022343142
A025,4,137.74,72.78675,where,accuracy,-0.8030515
A026,1,1.0,-63.95325000000001,where,accuracy,1.0557629
A026,2,26.48,-38.47325000000001,where,accuracy,0.11092596
A026,3,75.46,10.506749999999982,where,accuracy,0.8867782
A026,4,147.65,82.69675,where,accuracy,-0.30421466
A027,1,1.0,-63.95325000000001,where,accuracy,0.8734448
A027,2,28.26,-36.693250000000006,where,accuracy,0.3406542
A027,3,74.58,9.626749999999987,where,accuracy,-0.48679298
A027,4,145.92,80.96674999999998,where,accuracy,-0.80049735
A028,1,1.0,-63.95325000000001,where,accuracy,1.5852748
A028,2,22.82,-42.13325000000001,where,accuracy,-0.25359893
A028,3,72.26,7.306749999999994,where,accuracy,-0.15333362
A028,4,138.91,73.95674999999999,where,accuracy,-0.9400507
A029,1,1.0,-63.95325000000001,where,accuracy,1.8794568
A029,2,28.43,-36.52325000000001,where,accuracy,0.4782135
A029,3,93.26,28.306749999999994,where,accuracy,1.4485718
A029,4,143.14,78.18674999999998,where,accuracy,0.75251937
A030,1,1.0,-63.95325000000001,where,accuracy,0.21859212
A030,2,32.95,-32.00325000000001,where,accuracy,1.2273304
A030,3,71.93,6.976749999999996,where,accuracy,-0.03165805
A030,4,150.46,85.50675,where,accuracy,0.53584546
A031,1,1.0,-63.95325000000001,where,accuracy,2.1835008
A031,2,32.41,-32.543250000000015,where,accuracy,0.23107058
A031,3,71.56,6.606749999999991,where,accuracy,-0.090858296
A031,4,143.85,78.89674999999998,where,accuracy,-0.6049658
A032,1,1.0,-63.95325000000001,where,accuracy,0.7973815
A032,2,57.18,-7.7732500000000115,where,accuracy,-0.19438347
A032,3,80.16,15.206749999999985,where,accuracy,0.46258765
A032,4,144.51,79.55674999999998,where,accuracy,1.7630539
A033,1,1.0,-63.95325000000001,where,accuracy,0.22796804
A033,2,29.16,-35.793250000000015,where,accuracy,0.45576963
A033,3,72.6,7.646749999999983,where,accuracy,0.8525857
A033,4,168.33,103.37675,where,accuracy,-0.5992665
A034,1,1.0,-63.95325000000001,where,accuracy,1.6937131
A034,2,26.08,-38.87325000000001,where,accuracy,0.952347
A034,3,74.28,9.32674999999999,where,accuracy,-0.020196838
A034,4,145.38,80.42674999999998,where,accuracy,-0.0680759
A035,1,1.0,-63.95325000000001,where,accuracy,-0.11286555
A035,2,44.76,-20.193250000000013,where,accuracy,0.78530264
A035,3,79.98,15.026749999999993,where,accuracy,-0.4592081
A035,4,152.47,87.51674999999999,where,accuracy,-0.9852635
A036,1,1.0,-63.95325000000001,where,accuracy,1.2830837
A036,2,21.63,-43.323250000000016,where,accuracy,-0.28614074
A036,3,71.47,6.516749999999988,where,accuracy,-0.31800184
A036,4,143.85,78.89674999999998,where,accuracy,-1.1686301
A037,1,1.0,-63.95325000000001,where,accuracy,1.2661066
A037,2,23.7,-41.25325000000001,where,accuracy,1.2943444
A037,3,72.08,7.126749999999987,where,accuracy,0.3974338
A037,4,143.66,78.70674999999999,where,accuracy,-0.20977189
A038,1,1.0,-63.95325000000001,where,accuracy,1.1532568
A038,2,71.85,6.896749999999983,where,accuracy,-0.34703606
A038,3,72.86,7.906749999999988,where,accuracy,0.9468073
A038,4,152.89,87.93674999999998,where,accuracy,0.0417404
A039,1,1.0,-63.95325000000001,where,accuracy,2.261533
A039,2,28.65,-36.30325000000001,where,accuracy,1.4364381
A039,3,98.84,33.88674999999999,where,accuracy,0.62716204
A039,4,246.24,181.28674999999998,where,accuracy,0.81087965
A040,1,1.0,-63.95325000000001,where,accuracy,-0.43747115
A040,2,26.26,-38.693250000000006,where,accuracy,0.06511351
A040,3,71.28,6.32674999999999,where,accuracy,-1.7008954
A040,4,143.53,78.57674999999999,where,accuracy,-1.4403187
A041,1,1.0,-63.95325000000001,where,accuracy,1.3058646
A041,2,31.78,-33.17325000000001,where,accuracy,-1.2771462
A041,3,75.74,10.786749999999984,where,accuracy,0.3539766
A041,4,141.84,76.88674999999999,where,accuracy,0.21180752
A042,1,1.0,-63.95325000000001,where,accuracy,-0.90481186
A042,2,28.93,-36.02325000000001,where,accuracy,-1.2185562
A042,3,72.17,7.2167499999999905,where,accuracy,-0.22750992
A042,4,146.02,81.06675,where,accuracy,-1.1107395
A043,1,1.0,-63.95325000000001,where,accuracy,1.1258926
A043,2,25.62,-39.33325000000001,where,accuracy,0.6062357
A043,3,64.94,-0.013250000000013529,where,accuracy,0.5975626
A043,4,149.33,84.37675,where,accuracy,-0.3230173
A044,1,1.0,-63.95325000000001,where,accuracy,-0.071484536
A044,2,47.66,-17.293250000000015,where,accuracy,-0.3498922
A044,3,91.63,26.676749999999984,where,accuracy,-1.3810043
A044,4,155.27,90.31675,where,accuracy,-1.775171
A045,1,1.0,-63.95325000000001,where,accuracy,-0.8901351
A045,2,24.66,-40.293250000000015,where,accuracy,-1.1997546
A045,3,72.23,7.276749999999993,where,accuracy,-1.20582
A045,4,151.52,86.56675,where,accuracy,-1.0786914
A046,1,1.0,-63.95325000000001,where,accuracy,-0.7594207
A046,2,24.32,-40.63325000000001,where,accuracy,-1.4042654
A046,3,73.05,8.096749999999986,where,accuracy,-1.4292107
A046,4,147.94,82.98674999999999,where,accuracy,-0.8373177
A047,1,1.0,-63.95325000000001,where,accuracy,-0.77400184
A047,2,23.46,-41.49325000000001,where,accuracy,-0.5633802
A047,3,76.85,11.896749999999983,where,accuracy,-0.9876903
A047,4,144.22,79.26674999999999,where,accuracy,-1.5214664
A048,1,1.0,-63.95325000000001,where,accuracy,1.2967834
A048,2,23.91,-41.043250000000015,where,accuracy,0.15703231
A048,3,81.15,16.196749999999994,where,accuracy,-0.019427864
A048,4,146.3,81.34675,where,accuracy,-0.12420391
A049,1,1.0,-63.95325000000001,where,accuracy,2.1550138
A049,2,27.12,-37.83325000000001,where,accuracy,-0.65311587
A049,3,111.38,46.426749999999984,where,accuracy,0.5108627
A049,4,168.86,103.90675,where,accuracy,0.17281532
A050,1,1.0,-63.95325000000001,where,accuracy,-0.27281812
A050,2,24.73,-40.22325000000001,where,accuracy,-0.5890776
A050,3,93.39,28.43674999999999,where,accuracy,-0.81224996
A050,4,148.69,83.73674999999999,where,accuracy,-1.0636857
A051,1,1.0,-63.95325000000001,where,accuracy,1.7481024
A051,2,17.16,-47.793250000000015,where,accuracy,-0.11357858
A051,3,65.63,0.6767499999999842,where,accuracy,-0.5669623
A051,4,146.99,82.03675,where,accuracy,-0.5802509
A052,1,1.0,-63.95325000000001,where,accuracy,0.27368045
A052,2,31.76,-33.193250000000006,where,accuracy,0.0042204764
A052,3,80.98,16.026749999999993,where,accuracy,-0.083795846
A052,4,153.27,88.31675,where,accuracy,-0.75080687
A053,1,1.0,-63.95325000000001,where,accuracy,1.3134335
A053,2,32.71,-32.24325000000001,where,accuracy,0.9613449
A053,3,78.28,13.32674999999999,where,accuracy,-0.3428614
A053,4,148.9,83.94675,where,accuracy,-0.13025364
A054,1,1.0,-63.95325000000001,where,accuracy,0.44365084
A054,2,16.9,-48.05325000000001,where,accuracy,1.1336492
A054,3,72.83,7.876749999999987,where,accuracy,1.302544
A054,4,136.83,71.87675,where,accuracy,1.423274
A055,1,1.0,-63.95325000000001,where,accuracy,0.2548027
A055,2,23.24,-41.713250000000016,where,accuracy,1.0685252
A055,3,74.48,9.526749999999993,where,accuracy,-0.15719408
A055,4,149.21,84.25675,where,accuracy,-0.6868054
A056,1,1.0,-63.95325000000001,where,accuracy,0.53407556
A056,2,33.61,-31.343250000000012,where,accuracy,0.36599728
A056,3,71.46,6.5067499999999825,where,accuracy,-0.27181906
A056,4,147.84,82.88674999999999,where,accuracy,-1.0553216
A057,1,1.0,-63.95325000000001,where,accuracy,0.5566227
A057,2,24.78,-40.17325000000001,where,accuracy,-0.7836676
A057,3,73.83,8.876749999999987,where,accuracy,-0.71654075
A057,4,145.06,80.10674999999999,where,accuracy,-0.99096304
A058,1,1.0,-63.95325000000001,where,accuracy,1.0633141
A058,2,22.96,-41.99325000000001,where,accuracy,-0.7664266
A058,3,66.28,1.3267499999999899,where,accuracy,0.050771274
A058,4,143.48,78.52674999999998,where,accuracy,-1.0194858
A059,1,1.0,-63.95325000000001,where,accuracy,0.8121099
A059,2,30.4,-34.55325000000001,where,accuracy,1.1245613
A059,3,79.78,14.82674999999999,where,accuracy,1.553987
A059,4,151.93,86.97675,where,accuracy,0.44093394
A060,1,1.0,-63.95325000000001,where,accuracy,-0.18527703
A060,2,24.87,-40.08325000000001,where,accuracy,1.1582936
A060,3,94.68,29.726749999999996,where,accuracy,-0.6168478
A060,4,143.91,78.95674999999999,where,accuracy,0.17548531
A061,1,1.0,-63.95325000000001,where,accuracy,2.4665449
A061,2,35.16,-29.793250000000015,where,accuracy,0.91655695
A061,3,82.55,17.596749999999986,where,accuracy,0.4243972
A061,4,146.56,81.60674999999999,where,accuracy,-0.2831631
A062,1,1.0,-63.95325000000001,where,accuracy,1.5600666
A062,2,44.69,-20.263250000000014,where,accuracy,0.1418573
A062,3,92.72,27.766749999999988,where,accuracy,-0.45045272
A062,4,149.18,84.22675,where,accuracy,-0.56087077
A063,1,1.0,-63.95325000000001,where,accuracy,0.9488983
A063,2,21.98,-42.97325000000001,where,accuracy,0.7603441
A063,3,69.99,5.036749999999984,where,accuracy,0.14207737
A063,4,141.09,76.13674999999999,where,accuracy,-0.39704204
A064,1,1.0,-63.95325000000001,where,accuracy,0.6850892
A064,2,37.65,-27.303250000000013,where,accuracy,0.5197236
A064,3,82.99,18.036749999999984,where,accuracy,0.03945113
A064,4,156.21,91.25675,where,accuracy,-0.45727742
A065,1,1.0,-63.95325000000001,where,accuracy,-2.1264358
A065,2,32.31,-32.64325000000001,where,accuracy,-0.8308915
A065,3,106.41,41.456749999999985,where,accuracy,-2.107138
A065,4,187.43,122.47675,where,accuracy,-2.2702193
A066,1,1.0,-63.95325000000001,where,accuracy,0.4814991
A066,2,23.35,-41.60325000000001,where,accuracy,-0.52560335
A066,3,73.79,8.836749999999995,where,accuracy,-0.813506
A066,4,164.93,99.97675,where,accuracy,-1.2912297
A067,1,1.0,-63.95325000000001,where,accuracy,0.5986335
A067,2,29.91,-35.043250000000015,where,accuracy,-1.3370378
A067,3,73.19,8.236749999999986,where,accuracy,-1.4671184
A067,4,144.19,79.23674999999999,where,accuracy,-1.208704
A068,1,1.0,-63.95325000000001,where,accuracy,1.186578
A068,2,30.49,-34.463250000000016,where,accuracy,0.117177755
A068,3,82.98,18.026749999999993,where,accuracy,0.610876
A068,4,155.59,90.63674999999999,where,accuracy,-0.36081517
A069,1,1.0,-63.95325000000001,where,accuracy,-0.96561235
A069,2,24.96,-39.99325000000001,where,accuracy,-1.4912251
A069,3,79.75,14.796749999999989,where,accuracy,-0.81586957
A069,4,140.22,75.26674999999999,where,accuracy,-1.6760168
A070,1,1.0,-63.95325000000001,where,accuracy,0.66849816
A070,2,24.25,-40.70325000000001,where,accuracy,0.25979045
A070,3,81.92,16.96674999999999,where,accuracy,-0.5671378
A070,4,149.2,84.24674999999998,where,accuracy,-1.2078129
A071,1,1.0,-63.95325000000001,where,accuracy,1.1825029
A071,2,30.92,-34.03325000000001,where,accuracy,0.37755665
A071,3,79.96,15.006749999999982,where,accuracy,-0.6371901
A071,4,153.27,88.31675,where,accuracy,0.19446951
A072,1,1.0,-63.95325000000001,where,accuracy,0.9963321
A072,2,33.76,-31.193250000000013,where,accuracy,0.3808361
A072,3,83.54,18.586749999999995,where,accuracy,-0.72129774
A072,4,154.89,89.93674999999998,where,accuracy,-0.058391795
A073,1,1.0,-63.95325000000001,where,accuracy,0.8587265
A073,2,66.66,1.7067499999999853,where,accuracy,-0.20244986
A073,3,66.9,1.9467499999999944,where,accuracy,0.21029665
A073,4,140.12,75.16675,where,accuracy,0.9916159
A074,1,1.0,-63.95325000000001,where,accuracy,1.0983253
A074,2,29.33,-35.62325000000001,where,accuracy,0.24436297
A074,3,73.02,8.066749999999985,where,accuracy,-0.60411704
A074,4,147.21,82.25675,where,accuracy,-0.96847135
A075,1,1.0,-63.95325000000001,where,accuracy,0.7470089
A075,2,28.68,-36.27325000000001,where,accuracy,0.6729385
A075,3,71.37,6.416749999999993,where,accuracy,-1.4312079
A075,4,244.53,179.57675,where,accuracy,-0.60777307
A076,1,1.0,-63.95325000000001,where,accuracy,-0.44263244
A076,2,27.3,-37.653250000000014,where,accuracy,-0.7997155
A076,3,74.88,9.926749999999984,where,accuracy,-0.8135321
A076,4,149.28,84.32674999999999,where,accuracy,-2.3054538
A077,1,1.0,-63.95325000000001,where,accuracy,1.0192841
A077,2,53.88,-11.073250000000009,where,accuracy,-0.15604849
A077,3,78.36,13.406749999999988,where,accuracy,0.16106999
A077,4,149.75,84.79674999999999,where,accuracy,0.6083534
A078,1,1.0,-63.95325000000001,where,accuracy,0.07454012
A078,2,26.17,-38.78325000000001,where,accuracy,0.16946432
A078,3,72.3,7.346749999999986,where,accuracy,-1.0444946
A078,4,140.08,75.12675,where,accuracy,-1.1616063
A079,1,1.0,-63.95325000000001,where,accuracy,0.53766596
A079,2,26.11,-38.84325000000001,where,accuracy,-0.3025957
A079,3,74.0,9.046749999999989,where,accuracy,-0.8762622
A079,4,194.42,129.46675,where,accuracy,-0.9346913
A080,1,1.0,-63.95325000000001,where,accuracy,0.38280243
A080,2,29.03,-35.92325000000001,where,accuracy,0.5524726
A080,3,72.87,7.916749999999993,where,accuracy,0.37515318
A080,4,145.77,80.81675,where,accuracy,-0.64538527
A081,1,1.0,-63.95325000000001,where,accuracy,0.50441945
A081,2,31.39,-33.56325000000001,where,accuracy,-0.18483032
A081,3,80.13,15.176749999999984,where,accuracy,1.1800628
A081,4,154.53,89.57674999999999,where,accuracy,0.33096862
A082,1,1.0,-63.95325000000001,where,accuracy,0.35655326
A082,2,27.97,-36.98325000000001,where,accuracy,1.3607811
A082,3,75.71,10.756749999999982,where,accuracy,0.3973795
A082,4,170.25,105.29674999999999,where,accuracy,-0.14018959
A083,1,1.0,-63.95325000000001,where,accuracy,2.0168736
A083,2,25.15,-39.80325000000001,where,accuracy,1.00285
A083,3,74.3,9.346749999999986,where,accuracy,0.36194983
A083,4,144.91,79.95674999999999,where,accuracy,0.24137302
A084,1,1.0,-63.95325000000001,where,accuracy,0.5691112
A084,2,27.25,-37.70325000000001,where,accuracy,-0.18040624
A084,3,91.97,27.016749999999988,where,accuracy,0.03166853
A084,4,162.51,97.55674999999998,where,accuracy,-0.0047476077
A085,1,1.0,-63.95325000000001,where,accuracy,0.2899799
A085,2,24.51,-40.443250000000006,where,accuracy,1.4209598
A085,3,71.4,6.446749999999994,where,accuracy,0.025584096
A085,4,170.65,105.69675,where,accuracy,-0.3731264
A086,1,1.0,-63.95325000000001,where,accuracy,0.97849166
A086,2,23.47,-41.48325000000001,where,accuracy,-0.18614894
A086,3,145.29,80.33674999999998,where,accuracy,-0.9601963
A086,4,169.55,104.59675,where,accuracy,-1.1614163
A087,1,1.0,-63.95325000000001,where,accuracy,1.2821014
A087,2,31.07,-33.88325000000001,where,accuracy,1.1883459
A087,3,72.8,7.846749999999986,where,accuracy,-0.2785365
A087,4,144.2,79.24674999999998,where,accuracy,0.2586514
A088,1,1.0,-63.95325000000001,where,accuracy,2.1475084
A088,2,24.25,-40.70325000000001,where,accuracy,2.4879174
A088,3,74.91,9.956749999999985,where,accuracy,0.62272197
A088,4,149.93,84.97675,where,accuracy,1.1072929
A089,1,1.0,-63.95325000000001,where,accuracy,1.5649729
A089,2,32.14,-32.81325000000001,where,accuracy,1.0718217
A089,3,79.34,14.386749999999992,where,accuracy,0.5249375
A089,4,146.96,82.00675,where,accuracy,0.3508756
A090,1,1.0,-63.95325000000001,where,accuracy,0.099213794
A090,2,23.54,-41.41325000000001,where,accuracy,-0.24209194
A090,3,95.42,30.46674999999999,where,accuracy,-1.0358795
A090,4,144.07,79.11674999999998,where,accuracy,-1.1617507
A091,1,1.0,-63.95325000000001,where,accuracy,0.7014804
A091,2,22.2,-42.75325000000001,where,accuracy,-0.13521343
A091,3,73.64,8.68674999999999,where,accuracy,-0.8887421
A091,4,142.61,77.65675,where,accuracy,-0.9598613
A092,1,1.0,-63.95325000000001,where,accuracy,-0.13686992
A092,2,22.83,-42.12325000000001,where,accuracy,-0.70090806
A092,3,71.31,6.356749999999991,where,accuracy,-0.4578089
A092,4,146.16,81.20674999999999,where,accuracy,-1.1760907
A093,1,1.0,-63.95325000000001,where,accuracy,0.44534478
A093,2,22.09,-42.86325000000001,where,accuracy,0.28671375
A093,3,70.22,5.266749999999988,where,accuracy,0.56649524
A093,4,140.95,75.99674999999998,where,accuracy,0.5191052
A094,1,1.0,-63.95325000000001,where,accuracy,-0.71144027
A094,2,22.98,-41.97325000000001,where,accuracy,-0.15374868
A094,3,76.21,11.256749999999982,where,accuracy,-1.4280683
A094,4,149.99,85.03675,where,accuracy,-1.1847831
A095,1,1.0,-63.95325000000001,where,accuracy,1.4802225
A095,2,29.71,-35.24325000000001,where,accuracy,-0.3401414
A095,3,78.76,13.806749999999994,where,accuracy,-0.40075338
A095,4,148.79,83.83674999999998,where,accuracy,-0.9582339
A096,1,1.0,-63.95325000000001,where,accuracy,-0.4121188
A096,2,24.49,-40.463250000000016,where,accuracy,-0.88762873
A096,3,71.19,6.2367499999999865,where,accuracy,-2.1615133
A096,4,143.66,78.70674999999999,where,accuracy,-1.2287564
A097,1,1.0,-63.95325000000001,where,accuracy,0.14475676
A097,2,24.37,-40.58325000000001,where,accuracy,-0.57904583
A097,3,70.83,5.876749999999987,where,accuracy,0.8254244
A097,4,144.85,79.89674999999998,where,accuracy,0.19003011
A098,1,1.0,-63.95325000000001,where,accuracy,0.8269297
A098,2,25.77,-39.183250000000015,where,accuracy,0.446704
A098,3,78.84,13.886749999999992,where,accuracy,1.1578248
A098,4,146.29,81.33674999999998,where,accuracy,-0.6112854
A099,1,1.0,-63.95325000000001,where,accuracy,1.0796213
A099,2,28.75,-36.20325000000001,where,accuracy,1.3544149
A099,3,78.57,13.616749999999982,where,accuracy,-0.12090313
A099,4,143.51,78.55674999999998,where,accuracy,1.0466882
A100,1,1.0,-63.95325000000001,where,accuracy,-0.19057651
A100,2,31.14,-33.81325000000001,where,accuracy,0.9044729
A100,3,75.34,10.386749999999992,where,accuracy,0.22922672
A100,4,146.8,81.84675,where,accuracy,0.06803087
A101,1,1.0,-63.95325000000001,where,accuracy,-0.9462252
A101,2,29.12,-35.83325000000001,where,accuracy,-0.55277234
A101,3,75.21,10.256749999999982,where,accuracy,-1.5930067
A101,4,150.22,85.26674999999999,where,accuracy,-0.9949761
A102,1,1.0,-63.95325000000001,where,accuracy,-0.024540316
A102,2,29.13,-35.823250000000016,where,accuracy,1.2355605
A102,3,75.27,10.316749999999985,where,accuracy,-0.42207742
A102,4,150.41,85.45674999999999,where,accuracy,-0.7300058
A103,1,1.0,-63.95325000000001,where,accuracy,1.5713539
A103,2,27.26,-37.693250000000006,where,accuracy,-1.0943544
A103,3,80.24,15.286749999999984,where,accuracy,-1.4175515
A103,4,149.72,84.76674999999999,where,accuracy,-1.0943214
A104,1,1.0,-63.95325000000001,where,accuracy,1.6869882
A104,2,22.6,-42.35325000000001,where,accuracy,0.20594147
A104,3,72.62,7.666749999999993,where,accuracy,0.2628214
A104,4,145.78,80.82674999999999,where,accuracy,-1.721655
A105,1,1.0,-63.95325000000001,where,accuracy,0.7042392
A105,2,22.77,-42.183250000000015,where,accuracy,0.5544501
A105,3,69.46,4.5067499999999825,where,accuracy,-0.32355082
A105,4,146.2,81.24674999999998,where,accuracy,0.4385651
A106,1,1.0,-63.95325000000001,where,accuracy,1.314505
A106,2,22.64,-42.31325000000001,where,accuracy,0.06214906
A106,3,66.08,1.126749999999987,where,accuracy,0.39107776
A106,4,147.13,82.17674999999998,where,accuracy,1.1643393
A107,1,1.0,-63.95325000000001,where,accuracy,-0.7827122
A107,2,26.22,-38.73325000000001,where,accuracy,-1.5480853
A107,3,71.45,6.496749999999992,where,accuracy,-1.1850315
A107,4,145.95,80.99674999999998,where,accuracy,-1.3145429
A108,1,1.0,-63.95325000000001,where,accuracy,-0.46580803
A108,2,27.61,-37.34325000000001,where,accuracy,-0.9090442
A108,3,68.96,4.0067499999999825,where,accuracy,-0.15494189
A108,4,152.12,87.16675,where,accuracy,-1.056874
A109,1,1.0,-63.95325000000001,where,accuracy,-0.24901082
A109,2,24.65,-40.30325000000001,where,accuracy,-1.060476
A109,3,71.17,6.2167499999999905,where,accuracy,-0.09701187
A109,4,149.87,84.91675,where,accuracy,-1.2608058
A010,1,1.0,-63.95325000000001,what,confidence,-0.26977536
A010,2,21.9,-43.05325000000001,what,confidence,-0.5346923
A010,3,80.88,15.926749999999984,what,confidence,-0.7171626
A010,4,145.31,80.35674999999999,what,confidence,-0.6071539
A011,1,1.0,-63.95325000000001,what,confidence,-0.30443364
A011,2,24.57,-40.38325000000001,what,confidence,-0.4066074
A011,3,72.55,7.596749999999986,what,confidence,-0.5674898
A011,4,148.85,83.89674999999998,what,confidence,-0.9975038
A012,1,1.0,-63.95325000000001,what,confidence,-0.33598834
A012,2,25.6,-39.35325000000001,what,confidence,-0.56394285
A012,3,166.33,101.37675,what,confidence,-0.29332557
A012,4,166.87,101.91675,what,confidence,-0.94255686
A013,1,1.0,-63.95325000000001,what,confidence,-0.49705088
A013,2,24.77,-40.183250000000015,what,confidence,-0.97502846
A013,3,79.66,14.706749999999985,what,confidence,-0.58987004
A013,4,147.13,82.17674999999998,what,confidence,-1.2679931
A014,1,1.0,-63.95325000000001,what,confidence,-0.5086821
A014,2,25.66,-39.293250000000015,what,confidence,-0.2328896
A014,3,70.56,5.606749999999991,what,confidence,-0.53111595
A014,4,148.87,83.91675,what,confidence,-0.9879353
A015,1,1.0,-63.95325000000001,what,confidence,-0.14761224
A015,2,23.69,-41.26325000000001,what,confidence,-0.2955845
A015,3,70.59,5.636749999999992,what,confidence,-0.26376593
A015,4,146.54,81.58674999999998,what,confidence,-0.48598427
A016,1,1.0,-63.95325000000001,what,confidence,-0.29475248
A016,2,32.85,-32.10325000000001,what,confidence,-0.67557615
A016,3,80.64,15.68674999999999,what,confidence,-0.6243887
A016,4,150.8,85.84675,what,confidence,-1.6620972
A017,1,1.0,-63.95325000000001,what,confidence,-0.36066896
A017,2,20.61,-44.34325000000001,what,confidence,-0.07389383
A017,3,61.28,-3.67325000000001,what,confidence,0.34846318
A017,4,140.49,75.53675,what,confidence,0.0537432
A018,1,1.0,-63.95325000000001,what,confidence,-0.3622402
A018,2,34.03,-30.92325000000001,what,confidence,-0.5451845
A018,3,83.64,18.68674999999999,what,confidence,-0.8140488
A018,4,150.87,85.91675,what,confidence,-0.70174134
A019,1,1.0,-63.95325000000001,what,confidence,-1.7392304
A019,2,28.69,-36.26325000000001,what,confidence,-2.012755
A019,3,83.68,18.726749999999996,what,confidence,-1.9219693
A019,4,154.76,89.80674999999998,what,confidence,-2.2403193
A020,1,1.0,-63.95325000000001,what,confidence,-0.42148626
A020,2,26.85,-38.10325000000001,what,confidence,-0.37508157
A020,3,78.25,13.296749999999989,what,confidence,-1.0575523
A020,4,145.78,80.82674999999999,what,confidence,-1.3997948
A021,1,1.0,-63.95325000000001,what,confidence,-0.58914065
A021,2,30.21,-34.74325000000001,what,confidence,-0.54050285
A021,3,74.19,9.236749999999986,what,confidence,-0.5408941
A021,4,140.39,75.43674999999998,what,confidence,-0.15621644
A022,1,1.0,-63.95325000000001,what,confidence,-0.8681633
A022,2,24.15,-40.80325000000001,what,confidence,-1.4832864
A022,3,74.46,9.506749999999982,what,confidence,-1.0958583
A022,4,141.71,76.75675,what,confidence,-2.051999
A023,1,1.0,-63.95325000000001,what,confidence,-0.3060042
A023,2,25.63,-39.323250000000016,what,confidence,-0.5969571
A023,3,72.2,7.246749999999992,what,confidence,-0.7395715
A023,4,145.07,80.11674999999998,what,confidence,-0.39594382
A024,1,1.0,-63.95325000000001,what,confidence,-0.7741825
A024,2,29.57,-35.38325000000001,what,confidence,-0.33664376
A024,3,91.47,26.516749999999988,what,confidence,-0.54852176
A024,4,145.65,80.69675,what,confidence,-0.9095712
A025,1,1.0,-63.95325000000001,what,confidence,-0.27394688
A025,2,23.33,-41.62325000000001,what,confidence,-0.5362342
A025,3,72.94,7.9867499999999865,what,confidence,-1.1941146
A025,4,137.74,72.78675,what,confidence,-1.5859368
A026,1,1.0,-63.95325000000001,what,confidence,-0.6328825
A026,2,26.48,-38.47325000000001,what,confidence,-0.42145854
A026,3,75.46,10.506749999999982,what,confidence,-0.6856185
A026,4,147.65,82.69675,what,confidence,-0.5625567
A027,1,1.0,-63.95325000000001,what,confidence,-0.38182217
A027,2,28.26,-36.693250000000006,what,confidence,-0.45206234
A027,3,74.58,9.626749999999987,what,confidence,-1.0760665
A027,4,145.92,80.96674999999998,what,confidence,-1.4106717
A028,1,1.0,-63.95325000000001,what,confidence,-0.12767327
A028,2,22.82,-42.13325000000001,what,confidence,-0.37503678
A028,3,72.26,7.306749999999994,what,confidence,-0.5752383
A028,4,138.91,73.95674999999999,what,confidence,-0.7432959
A029,1,1.0,-63.95325000000001,what,confidence,0.19529736
A029,2,28.43,-36.52325000000001,what,confidence,-0.28048995
A029,3,93.26,28.306749999999994,what,confidence,-0.26848072
A029,4,143.14,78.18674999999998,what,confidence,-0.5393232
A030,1,1.0,-63.95325000000001,what,confidence,-0.77442324
A030,2,32.95,-32.00325000000001,what,confidence,-0.60881066
A030,3,71.93,6.976749999999996,what,confidence,-0.6840649
A030,4,150.46,85.50675,what,confidence,-0.4550996
A031,1,1.0,-63.95325000000001,what,confidence,0.2638275
A031,2,32.41,-32.543250000000015,what,confidence,-0.4018008
A031,3,71.56,6.606749999999991,what,confidence,-0.7150441
A031,4,143.85,78.89674999999998,what,confidence,-1.270624
A032,1,1.0,-63.95325000000001,what,confidence,-0.32446685
A032,2,57.18,-7.7732500000000115,what,confidence,-0.7612248
A032,3,80.16,15.206749999999985,what,confidence,-0.6971033
A032,4,144.51,79.55674999999998,what,confidence,-0.60140634
A033,1,1.0,-63.95325000000001,what,confidence,-0.5664332
A033,2,29.16,-35.793250000000015,what,confidence,-0.58645725
A033,3,72.6,7.646749999999983,what,confidence,-0.24209799
A033,4,168.33,103.37675,what,confidence,-0.44846633
A034,1,1.0,-63.95325000000001,what,confidence,-0.035272777
A034,2,26.08,-38.87325000000001,what,confidence,0.07378795
A034,3,74.28,9.32674999999999,what,confidence,-0.32593602
A034,4,145.38,80.42674999999998,what,confidence,-0.5804641
A035,1,1.0,-63.95325000000001,what,confidence,-0.71035606
A035,2,44.76,-20.193250000000013,what,confidence,-0.21037312
A035,3,79.98,15.026749999999993,what,confidence,-0.7377237
A035,4,152.47,87.51674999999999,what,confidence,-1.0032879
A036,1,1.0,-63.95325000000001,what,confidence,-1.4230407
A036,2,21.63,-43.323250000000016,what,confidence,-2.1549456
A036,3,71.47,6.516749999999988,what,confidence,-1.8325033
A036,4,143.85,78.89674999999998,what,confidence,-2.2474222
