test_name,mean_interaction_coef,std_interaction_coef,mean_test_R2,mean_train_R2,overfitting_flag
BVMT,-0.0006584293270936398,0.00020622841130962617,-0.017855874087427948,0.15728634068189035,True
BVMT_Pct_Ret,5.731678947978652e-05,0.00011389515651199316,-0.09286788948720284,0.06692133360979347,True
NART,-0.00022465697952069228,0.00025060441967403503,-0.1466734568309522,0.06751522815186595,True
RAVLT,-9.855414340297833e-06,0.0001281465391204948,-0.024900867383031988,0.10054363186655194,True
RAVLT_Pct_Ret,-1.5892410048047589e-06,0.00018582794712533677,0.003069280325566792,0.1521707368763349,True
RPM,5.835337110793163e-05,0.00023110054754272436,0.02767916715112524,0.21839487037195032,True
