test_name,intercept,age_coef,test_coef,interaction_coef,age_p,test_p,interaction_p_uncorr,interaction_p_bonf
RAVLT,0.006527427556888048,-0.0067734818722888935,0.016968124433713053,1.2813894394933238e-05,0.14341989971962543,0.014042715954841582,0.9765005630388708,1.0
BVMT,-0.04384759095627342,0.0015278445434072623,0.02956122883584795,-0.000635420247024768,0.772943770853733,0.0005645452126042185,0.15896026486069775,0.9537615891641865
NART,0.029824144740974026,-0.010288524380072116,0.010791107510954311,-0.00021893391029231813,0.033091729629407526,0.12205050366288363,0.63632995645134,1.0
RPM,0.008690627939552973,-0.0030050513694029196,0.029569330179106377,5.9299529987366564e-05,0.4961121580828636,1.3233763869496941e-05,0.8983260044041749,1.0
RAVLT_Pct_Ret,0.006203733053013111,-0.00599422212256228,0.023081487905447003,8.827970525837744e-07,0.18527796504146837,0.000590808494153747,0.9983929611606179,1.0
BVMT_Pct_Ret,0.008984321268726565,-0.007316063678695459,0.010023164555634305,8.893801835758076e-05,0.12316655182375262,0.21994956824703224,0.841704983735871,1.0
