UID,Age,RAVLT_T,BVMT_T,NART_T,RPM_T,RAVLT_Pct_Ret_T,BVMT_Pct_Ret_T,theta_all,Age_c,RAVLT_c,BVMT_c,NART_c,RPM_c,RAVLT_Pct_Ret_c,BVMT_Pct_Ret_c,Age_c_x_RAVLT_c,Age_c_x_BVMT_c,Age_c_x_NART_c,Age_c_x_RPM_c,Age_c_x_RAVLT_Pct_Ret_c,Age_c_x_BVMT_Pct_Ret_c
A081,55,43.3408272261126,53.5188948430108,45.45293379838562,29.908508117498297,41.53324908630317,53.648494608380034,0.3615143925,10.43,-6.6591727738873985,3.5188948430107985,-4.547066201614378,-20.091491882501703,-8.466750913696828,3.648494608380034,-69.45517203164556,36.70207321260263,-47.42590048283796,-209.55426033449277,-88.30821202985791,38.053798765403755
A082,58,64.55589093053264,57.47270927336,69.95656832930754,50.67490799605303,54.56076603146807,44.442994051722216,0.4909304,13.43,14.555890930532641,7.472709273360003,19.956568329307544,0.6749079960530295,4.56076603146807,-5.557005948277784,195.48561519705336,100.35848554122484,268.0167126626003,9.064014386992186,61.251087802616176,-74.63058988537063
A083,58,56.30558837881374,41.65745155196318,71.12340806887525,55.86650796569172,49.04912424697523,53.648494608380034,0.7502973374999999,13.43,6.305588378813738,-8.342548448036823,21.12340806887525,5.866507965691717,-0.9508757530247678,3.648494608380034,84.6840519274685,-112.04042565713452,283.6873703649946,78.78720197923975,-12.77026136312263,48.99928259054386
A084,59,37.44775397488481,33.74982269126477,45.45293379838562,45.48330802641435,41.53324908630317,39.8347182628551,-0.0109190895,14.43,-12.552246025115188,-16.250177308735232,-4.547066201614378,-4.516691973585651,-8.466750913696828,-10.165281737144902,-181.12891014241217,-234.4900585650494,-65.61416528929547,-65.17586517884094,-122.17521568464522,-146.68501546700094
A085,58,43.3408272261126,45.61126598231238,45.45293379838562,50.67490799605303,47.28068303269946,53.648494608380034,0.3393542224999999,13.43,-6.6591727738873985,-4.388734017687618,-4.547066201614378,0.6749079960530295,-2.719316967300543,3.648494608380034,-89.43269035330776,-58.940697857544706,-61.06709908768109,9.064014386992186,-36.520426870846286,48.99928259054386
A086,58,57.484203029059294,49.56508041266159,59.45501067319815,61.0581079353304,40.71218709396085,44.442994051722216,-0.4303362599999999,13.43,7.4842030290592945,-0.4349195873384133,9.455010673198153,11.058107935330398,-9.28781290603915,-5.557005948277784,100.51284668026632,-5.84097005795489,126.9807933410512,148.51038957148725,-124.73532732810578,-74.63058988537063
A087,59,51.59112977783151,57.47270927336,65.2892093710367,45.48330802641435,45.22802805184364,44.442994051722216,0.5806797050000001,14.43,1.5911297778315117,7.472709273360003,15.289209371036705,-4.516691973585651,-4.771971948156363,-5.557005948277784,22.960002694108713,107.83119481458485,220.62329122405964,-65.17586517884094,-68.85955521189632,-80.18759583364842
A088,56,44.51944187635816,41.65745155196318,41.95241457968249,45.48330802641435,53.50706980796208,35.22644247398797,1.55795242,11.43,-5.480558123641842,-8.342548448036823,-8.04758542031751,-4.516691973585651,3.5070698079620826,-14.773557526012027,-62.64277935322625,-95.35532876106087,-91.98390135422915,-51.62578925808399,40.085807905006604,-168.86176252231746
A089,56,46.87667117684927,49.56508041266159,43.1192543192502,61.0581079353304,47.28068303269946,53.648494608380034,0.865113,11.43,-3.123328823150729,-0.4349195873384133,-6.880745680749797,11.058107935330398,-2.719316967300543,3.648494608380034,-35.69964844861283,-4.971130883278064,-78.64692313097018,126.39417370082644,-31.081792936245204,41.70229337378379
A090,61,51.59112977783151,39.68054433678858,57.121331194062726,35.10010808713698,53.912337586233626,53.648494608380034,-0.752913545,16.43,1.5911297778315117,-10.319455663211421,7.121331194062726,-14.89989191286302,3.912337586233626,3.648494608380034,26.142262249771736,-169.54865654656365,117.0034715184506,-244.8052241283394,64.27970654181847,59.94476641568396
A091,63,50.41251512758595,41.65745155196318,54.78765171492731,50.67490799605303,31.680505178195254,53.648494608380034,-0.373098455,18.43,0.412515127585948,-8.342548448036823,4.787651714927307,0.6749079960530295,-18.319494821804746,3.648494608380034,7.602653801409021,-153.75316789731863,88.23642110611027,12.438554367257334,-337.62828956586145,67.24175563244403
A092,60,36.269139324639255,47.58817319748699,55.95449145449501,29.908508117498297,35.78581513990689,53.648494608380034,-0.7275689125,15.43,-13.730860675360745,-2.411826802513012,5.954491454495013,-20.091491882501703,-14.214184860093113,3.648494608380034,-211.8671802208163,-37.21448756277577,91.87780314285806,-310.0117197470013,-219.32487239123674,56.296271807303924
A093,64,48.05528582709483,51.54198762783619,39.61873510054707,55.86650796569172,42.97010757290224,43.603116449914296,0.48446266,19.43,-1.9447141729051722,1.5419876278361926,-10.38126489945293,5.866507965691717,-7.0298924270977565,-6.396883550085704,-37.7857963795475,29.96081960885722,-201.70797699637043,113.98624977339006,-136.5908098585094,-124.29144737816523
A094,60,43.3408272261126,37.70363712161397,61.78869015233357,35.10010808713698,33.48684156134838,53.648494608380034,-0.93752057,15.43,-6.6591727738873985,-12.296362878386027,11.788690152333572,-14.89989191286302,-16.513158438651622,3.648494608380034,-102.75103590108256,-189.7328792134964,181.89948905050701,-229.9053322154764,-254.79803470839454,56.296271807303924
A095,61,45.69805652660372,49.56508041266159,67.62288885017213,50.67490799605303,64.52298487188828,53.648494608380034,-0.0134618175,16.43,-4.301943473396278,-0.4349195873384133,17.62288885017213,0.6749079960530295,14.522984871888283,3.648494608380034,-70.68093126790085,-7.14572881997013,289.54406380832813,11.088738375151275,238.6126414451245,59.94476641568396
A096,60,43.3408272261126,43.63435876713778,53.6208119753596,40.29170805677566,58.77555092549201,13.466981974517097,-1.325941315,15.43,-6.6591727738873985,-6.365641232862217,3.620811975359601,-9.708291943224339,8.775550925492013,-36.5330180254829,-102.75103590108256,-98.221844223064,55.86912877979864,-149.79894468395153,135.40675078034175,-563.7044681332012
A097,64,22.125763521692555,27.81910104574096,53.6208119753596,45.48330802641435,46.1311962434202,69.44040372658415,0.142418974,19.43,-27.874236478307445,-22.18089895425904,3.620811975359601,-4.516691973585651,-3.8688037565798012,19.44040372658415,-541.5964147735136,-430.9748666812531,70.35237668123705,-87.75932504676919,-75.17085699034554,377.72704440753006
A098,60,57.484203029059294,43.63435876713778,68.78972858973984,55.86650796569172,49.74386900972642,53.648494608380034,0.3544507249999999,15.43,7.4842030290592945,-6.365641232862217,18.789728589739838,5.866507965691717,-0.2561309902735829,3.648494608380034,115.48125273838491,-98.221844223064,289.9255121396857,90.52021791062319,-3.952101179921384,56.296271807303924
A099,63,40.98359792562148,43.63435876713778,47.78661327752104,55.86650796569172,54.259709967609226,53.648494608380034,0.7514367825,18.43,-9.016402074378519,-6.365641232862217,-2.2133867224789583,5.866507965691717,4.259709967609226,3.648494608380034,-166.1722902307961,-117.31876792165065,-40.792717295287204,108.11974180769835,78.50645470303803,67.24175563244403
A100,66,42.162212575867045,17.93456496986795,51.287132496224174,35.10010808713698,41.53324908630317,22.075727393048247,0.2622341625,21.43,-7.837787424132955,-32.06543503013205,1.2871324962241744,-14.89989191286302,-8.466750913696828,-27.924272606951753,-167.96378449916924,-687.1622726957298,27.583249394084056,-319.3046836926545,-181.442472080523,-598.4171619669761
A101,69,22.125763521692555,45.61126598231238,48.95345301708876,50.67490799605303,58.77555092549201,23.512360132982835,-1.1029622375,24.43,-27.874236478307445,-4.388734017687618,-1.046546982911238,0.6749079960530295,8.775550925492013,-26.487639867017165,-680.9675971650508,-107.21677205210851,-25.567142792521544,16.488002343575513,214.38670910976987,-647.0930419512293
A102,68,56.30558837881374,59.4496164885346,66.45604911060441,55.86650796569172,45.22802805184364,53.648494608380034,0.0113364885,23.43,6.305588378813738,9.449616488534602,16.45604911060441,5.866507965691717,-4.771971948156363,3.648494608380034,147.73993571560587,221.40451432636573,385.5652306614613,137.45228163615693,-111.80730274530359,85.4842286743442
A103,68,68.09173488126932,45.61126598231238,57.121331194062726,35.10010808713698,37.70162645537231,43.603116449914296,-0.4859907875,23.43,18.091734881269318,-4.388734017687618,7.121331194062726,-14.89989191286302,-12.298373544627687,-6.396883550085704,423.8893482681401,-102.82803803442089,166.8527898768897,-349.10446751838055,-288.1508921506267,-149.87898157850805
A104,66,42.162212575867045,47.58817319748699,64.12236963146898,45.48330802641435,51.75090943545212,53.648494608380034,0.0595906425,21.43,-7.837787424132955,-2.411826802513012,14.122369631468985,-4.516691973585651,1.7509094354521224,3.648494608380034,-167.96378449916924,-51.685448377853845,302.64238120238036,-96.7927089939405,37.52198920173898,78.18723945758413
A105,68,48.05528582709483,23.86528661539176,59.45501067319815,50.67490799605303,58.77555092549201,53.648494608380034,0.28618012,23.43,-1.9447141729051722,-26.13471338460824,9.455010673198153,0.6749079960530295,8.775550925492013,3.648494608380034,-45.56465307116819,-612.336334601371,221.5309000730327,15.813094347522481,205.61115818427785,85.4842286743442
A106,66,51.59112977783151,55.4958020581854,67.62288885017213,61.0581079353304,58.77555092549201,53.648494608380034,0.6701173435000001,21.43,1.5911297778315117,5.495802058185397,17.62288885017213,11.058107935330398,8.775550925492013,3.648494608380034,34.09791113892929,117.77503810691306,377.65850805918876,236.97525305413043,188.06005633329383,78.18723945758413
A107,70,43.3408272261126,27.81910104574096,51.287132496224174,40.29170805677566,37.70162645537231,53.648494608380034,-1.15600219,25.43,-6.6591727738873985,-22.18089895425904,1.2871324962241744,-9.708291943224339,-12.298373544627687,3.648494608380034,-169.34276363995653,-564.0602604068074,32.731779378980754,-246.88186411619492,-312.74763923988206,92.78121789110426
A108,69,31.554680723657015,45.61126598231238,44.28609405881791,29.908508117498297,30.03838119351061,53.648494608380034,-0.7731268499999999,24.43,-18.445319276342985,-4.388734017687618,-5.713905941182091,-20.091491882501703,-19.96161880648939,3.648494608380034,-450.61914992105915,-107.21677205210851,-139.59072214307847,-490.8351466895166,-487.6623474425358,89.13272328272423
A109,68,48.05528582709483,21.888379400217158,57.121331194062726,40.29170805677566,34.45948422920006,4.537756944769775,-0.720264555,23.43,-1.9447141729051722,-28.111620599782842,7.121331194062726,-9.708291943224339,-15.540515770799942,-45.462243055230225,-45.56465307116819,-658.655270652912,166.8527898768897,-227.46528022974624,-364.11428450984266,-1065.180354784044
