UID,Age,RAVLT_T,BVMT_T,NART_T,RPM_T,RAVLT_Pct_Ret_T,BVMT_Pct_Ret_T,theta_all,Age_c,RAVLT_c,BVMT_c,NART_c,RPM_c,RAVLT_Pct_Ret_c,BVMT_Pct_Ret_c,Age_c_x_RAVLT_c,Age_c_x_BVMT_c,Age_c_x_NART_c,Age_c_x_RPM_c,Age_c_x_RAVLT_Pct_Ret_c,Age_c_x_BVMT_Pct_Ret_c
A058,42,38.62636862513037,49.56508041266159,44.28609405881791,55.86650796569172,52.4533735844561,53.648494608380034,-0.252483834,-2.5700000000000003,-11.373631374869632,-0.4349195873384133,-5.713905941182091,5.866507965691717,2.453373584456102,3.648494608380034,29.230232633414957,1.1177433394597223,14.684738268837975,-15.076925471827714,-6.305170112052183,-9.376631143536688
A059,43,52.76974442807706,59.4496164885346,41.95241457968249,61.0581079353304,54.56076603146807,53.648494608380034,0.98987943,-1.5700000000000003,2.769744428077061,9.449616488534602,-8.04758542031751,11.058107935330398,4.56076603146807,3.648494608380034,-4.348498752080987,-14.835897886999328,12.634709109898493,-17.361229458468728,-7.1604026694048715,-5.728136535156654
A060,48,50.41251512758595,55.4958020581854,46.619773537953336,40.29170805677566,63.63876426475041,53.648494608380034,0.235626169,3.4299999999999997,0.412515127585948,5.495802058185397,-3.3802264620466644,-9.708291943224339,13.638764264750407,3.648494608380034,1.4149268876198016,18.85060105957591,-11.594176764820059,-33.299441365259476,46.78096142809389,12.514336506743515
A061,47,65.7345055807782,45.61126598231238,41.95241457968249,29.908508117498297,58.77555092549201,53.648494608380034,0.86492765,2.4299999999999997,15.734505580778205,-4.388734017687618,-8.04758542031751,-20.091491882501703,8.775550925492013,3.648494608380034,38.23484856129103,-10.66462366298091,-19.555632571371547,-48.822325274479134,21.324588748945587,8.865841898363481
A062,48,53.94835907832262,53.5188948430108,37.28505562141165,61.0581079353304,68.5019776040088,53.648494608380034,0.0901919849999999,3.4299999999999997,3.9483590783226177,3.5188948430107985,-12.71494437858835,11.058107935330398,18.5019776040088,3.648494608380034,13.542871638646577,12.069809311527038,-43.61225921855804,37.92931021818326,63.46178318175018,12.514336506743515
A063,45,59.84143232955041,49.56508041266159,52.45397223579189,55.86650796569172,63.63876426475041,53.648494608380034,0.293277165,0.4299999999999997,9.841432329550408,-0.4349195873384133,2.4539722357918876,5.866507965691717,13.638764264750407,3.648494608380034,4.231815901706672,-0.1870154225555176,1.055208061390511,2.5225984252474367,5.864668633842671,1.5688526816034134
A064,47,68.09173488126932,57.47270927336,58.28817093363044,61.0581079353304,54.56076603146807,53.648494608380034,0.3092835674999999,2.4299999999999997,18.091734881269318,7.472709273360003,8.28817093363044,11.058107935330398,4.56076603146807,3.648494608380034,43.96291576148444,18.158683534264807,20.140255368721967,26.871202282852863,11.08266145646741,8.865841898363481
A065,47,55.12697372856818,33.74982269126477,,35.10010808713698,31.680505178195254,53.648494608380034,-1.953673875,2.4299999999999997,5.126973728568181,-16.250177308735232,,-14.89989191286302,-18.319494821804746,3.648494608380034,12.45854616042068,-39.48793086022661,,-36.206737348257136,-44.516372416985526,8.865841898363481
A066,47,44.51944187635816,33.74982269126477,52.45397223579189,50.67490799605303,53.028116979095735,53.648494608380034,-0.5499262325000001,2.4299999999999997,-5.480558123641842,-16.250177308735232,2.4539722357918876,0.6749079960530295,3.028116979095735,3.648494608380034,-13.317756240449674,-39.48793086022661,5.963152532974286,1.6400264304088616,7.358324259202635,8.865841898363481
A067,48,59.84143232955041,41.65745155196318,59.45501067319815,55.86650796569172,50.34598113744414,53.648494608380034,-0.82512955,3.4299999999999997,9.841432329550408,-8.342548448036823,9.455010673198153,5.866507965691717,0.3459811374441415,3.648494608380034,33.7561128903579,-28.614941176766298,32.43068660906966,20.12212232232259,1.1867153014334053,12.514336506743515
