test_name,R2_full,R2_reduced,cohens_f2,interpretation
RAVLT,0.09822931808135638,0.09822112496443758,9.085588035935748e-06,negligible
BVMT,0.15003863103950765,0.1321956970565542,0.020992641118237475,small
NART,0.061709582474373637,0.05943901013339814,0.002419903580560102,negligible
RPM,0.21274175271466822,0.21260715254161522,0.00017097334136179201,negligible
RAVLT_Pct_Ret,0.1495150222090018,0.14951498608211466,4.247798384672818e-08,negligible
BVMT_Pct_Ret,0.06241499481655899,0.06202333865718579,0.0004177286936202342,negligible
