fitted,residuals,UID,TSVR_hours
-0.30508841232894657,0.007540742328946581,A048,1.0
-0.4248990566828609,-0.043394743317139106,A048,23.91
-0.6228468385813909,0.06929170858139089,A048,81.15
-0.6719201374988962,0.054644037498896236,A048,146.3
-0.14036824145298243,0.15546338245298244,A049,1.0
-0.28101028682434837,-0.22917551317565166,A049,27.12
-0.5291494510330405,0.2859383910330404,A049,111.38
-0.5183599758499133,-0.03511612415008669,A049,168.86
-0.36591429551836463,0.03377529551836461,A050,1.0
-0.5084788903712549,0.04919769037125493,A050,24.73
-0.7807737903801807,-0.11103300961981932,A050,93.39
-0.8485812207044225,0.02376572070442251,A050,148.69
-0.16878367370641925,0.033673673706419244,A051,1.0
-0.27762716376682794,0.18375485376682793,A051,17.16
-0.5348555576835992,-0.17989404231640083,A051,65.63
-0.7331751110096654,0.045096011009665316,A051,146.99
-0.4978845085316141,0.09386994853161407,A052,1.0
-0.65441556973041,-0.04215167026958999,A052,31.76
-0.8178815085237455,-0.18772059147625442,A052,80.98
-0.8638294545989335,0.09979691459893347,A052,153.27
-0.6186529775056006,0.4443287475056006,A053,1.0
-0.8404188562731525,-0.2874377437268476,A053,32.71
-1.0812826683400711,-0.3566956316599288,A053,78.28
-1.2732020231523284,-0.04313247684767152,A053,148.9
-0.04153271315876578,0.08388470315876578,A054,1.0
-0.12129678883610595,-0.10815803116389405,A054,16.9
-0.3130850067826946,0.04390396678269459,A054,72.83
-0.3629073032098803,0.2602220972098803,A054,136.83
-0.485887876891532,0.273597336891532,A055,1.0
-0.6379569724650274,-0.29857707753497265,A055,23.24
-0.9051038629884433,0.06490646298844327,A055,74.48
-1.086663794277194,-0.17409320572280595,A055,149.21
-0.6709699132847846,-0.10005651671521543,A056,1.0
-0.7894260867208174,-0.14752406327918266,A056,33.61
-0.8679745570356184,0.15959895703561844,A056,71.46
-0.8336517796043788,0.03791730960437878,A056,147.84
-0.41389207044255066,-0.05718158955744934,A057,1.0
-0.5198323847556174,-0.03269426524438257,A057,24.78
-0.6593984500204884,0.05484495002048839,A057,73.83
-0.6727217072268942,0.10531290722689413,A057,145.06
-0.3311212354486279,0.1677260254486279,A058,1.0
-0.4859950824206729,0.11430828242067292,A058,22.96
-0.7290104795081966,-0.3105360204918033,A058,66.28
-0.9564518239008079,-0.021784616099192133,A058,143.48
-0.4656531299067293,-0.03667367009327066,A059,1.0
-0.5999722593102337,0.12823901931023368,A059,30.4
-0.7395962645655421,-0.24299833543445792,A059,79.78
-0.7498110491799376,0.17285024917993752,A059,151.93
-0.3061896252372178,-0.1951051047627822,A060,1.0
-0.40055913377547747,0.09699103377547746,A060,24.87
-0.5320136461194038,0.1324528961194038,A060,94.68
-0.49519454064681456,0.13793029064681456,A060,143.91
0.3003383803429188,0.19089994965708118,A061,1.0
0.05898679727468681,0.0480032727253132,A061,35.16
-0.19042538272717402,-0.030129107272825972,A061,82.55
-0.36971046285123177,0.12167526285123176,A061,146.56
-0.3177584275096712,0.1237925875096712,A062,1.0
-0.5778900024212258,0.1521723524212258,A062,44.69
-0.7664991875525574,-0.4450383124474425,A062,92.72
-0.8578257441018106,0.16906764410181052,A062,149.18
-1.2992324885758273,0.07728878857582733,A063,1.0
-1.3323334883153053,-0.6318558116846946,A063,21.98
-1.3348768494088519,0.19048124940885192,A063,69.99
-1.1514741225494198,0.07258012254941981,A063,141.09
-0.21782442899573487,0.06957430899573486,A064,1.0
-0.43685424713025056,-0.057929952869749446,A064,37.65
-0.6256579743677444,0.09982931436774445,A064,82.99
-0.7386988076427924,-0.039180392357207605,A064,156.21
-0.7469652618442435,-0.04413738815575652,A065,1.0
-0.8231103780495129,-0.4303903219504871,A065,32.31
-0.8306894643848046,0.5401825343848046,A065,106.41
-0.5612117923697535,-0.08069020763024648,A065,187.43
-0.49767678770223367,-0.17963901229776635,A066,1.0
-0.6483217646492494,0.1238430346492494,A066,23.35
-0.907155514694843,0.18164691469484306,A066,73.79
-1.089656353805446,-0.2610602461945539,A066,164.93
-0.6633186840003544,0.17421268400035445,A067,1.0
-0.7694264432488005,-0.3276719567511994,A067,29.91
-0.8592233431639568,-0.09633315683604327,A067,73.19
-0.8272065475102655,0.20754950751026546,A067,144.19
0.0671941185279426,0.0993314214720574,A068,1.0
-0.12626793752756826,0.019703393527568266,A068,30.49
-0.37551142071111243,0.06900330071111244,A068,82.98
-0.5195357778093946,0.03592957780939465,A068,155.59
-0.6565444451366821,-0.08339041486331789,A069,1.0
-0.7673488495897105,-0.09738885041028955,A069,24.96
-0.9253678431581921,0.17633374315819206,A069,79.75
-0.9457277791830407,-0.09065642081695935,A069,140.22
-0.4659351746145071,-0.03258114538549289,A070,1.0
-0.6076666488728106,0.1349411488728106,A070,24.25
-0.8560827383952436,-0.13563086160475635,A070,81.92
-0.9600971904152402,-0.03960470958475981,A070,149.2
-0.542882084238316,0.47531765423831596,A071,1.0
-0.7023761764389,-0.31595222356109987,A071,30.92
-0.8782125501107498,-0.5155713498892502,A071,79.96
-0.9428340569702198,0.2764016169702198,A071,153.27
-0.10415302056458675,0.020711040564586752,A072,1.0
-0.3204417871487152,0.26740246014871516,A072,33.76
-0.5582898437757124,-0.2410033562242876,A072,83.54
-0.7081862188514777,0.0606340888514777,A072,154.89
-0.6474569123767391,-0.09979858762326088,A073,1.0
-0.8889573472553756,-0.01291439274462447,A073,66.66
-0.8894905247312686,0.03624602473126859,A073,66.9
-0.9332771977737367,-0.011197142226263224,A073,140.12
-0.27723619637854535,0.17339158637854535,A074,1.0
-0.46698048462580555,-0.012862745374194462,A074,29.33
-0.6900578398274869,-0.14309466017251304,A074,73.02
-0.8755787158596149,-0.01911778414038512,A074,147.21
-0.37188335675333506,-0.147635043246665,A075,1.0
-0.5493053561433534,0.1137917561433534,A075,28.68
-0.7565435151186168,0.0920061151186169,A075,71.37
-0.7710777615236714,-0.09933183847632865,A075,244.53
-0.7806647266008442,-0.10853351339915585,A076,1.0
-0.8898437857491328,-0.03930387425086723,A076,27.3
-1.0096718692238473,0.01923006922384729,A076,74.88
-0.996469199359373,-0.016573500640627015,A076,149.28
-0.32941836084409126,0.12388039084409128,A077,1.0
-0.5525700763178889,0.022475216317888957,A077,53.88
-0.6140200632257833,-0.32527993677421674,A077,78.36
-0.6419596334361591,0.27509103343615915,A077,149.75
-0.8070302486414658,-0.1417460013585342,A078,1.0
-0.9151162912070501,-0.002302308792949903,A078,26.17
-1.0405170954694258,0.03357659546942582,A078,72.3
-1.054131988292489,-0.059383411707510936,A078,140.08
-0.299122008706026,-0.22187649129397402,A079,1.0
-0.44198120399892926,0.21678125399892925,A079,26.11
-0.6371781476805238,0.11259374768052388,A079,74.0
-0.6800576374457503,-0.050023202554249635,A079,194.42
-0.22190510067890243,0.12437027067890243,A080,1.0
-0.4486026493507579,0.0518187893507579,A080,29.03
-0.733530165019717,0.016641795019716965,A080,72.87
-1.0192368877741904,-0.2530536122258096,A080,145.77
-0.28178825108528194,0.026698581085281947,A081,1.0
-0.43139079399775043,-0.06368758600224955,A081,31.39
-0.5860858963248702,0.059727646324870154,A081,80.13
-0.6197397206599162,0.08967126065991626,A081,154.53
-0.2505709229447104,0.02822780294471039,A082,1.0
-0.43393149068613845,-0.006446159313861555,A082,27.97
-0.6796732390585747,0.11430398905857464,A082,75.71
-0.8690308668830572,-0.12568623311694282,A082,170.25
-0.16445115895066817,0.16920594795066818,A083,1.0
-0.3050009762062426,-0.17776574379375737,A083,25.15
-0.5114234461317004,0.07418804613170044,A083,74.3
-0.6210808775677525,0.06972607756775251,A083,144.91
-1.184829523116491,-0.2812595768835091,A084,1.0
-1.2603607267974546,-0.05982257320254547,A084,27.25
-1.3164618825626442,0.1376802825626442,A084,91.97
-1.1667346694699556,-0.11145143053004447,A084,162.51
-0.1210466126001633,-0.3292746873998367,A085,1.0
-0.2681557806227078,0.2707502306227078,A085,24.51
-0.4886032129411555,0.3261562229411555,A085,71.4
-0.6346493754893137,-0.1334254945106863,A085,170.65
-0.11930412349755165,0.040215123497551644,A086,1.0
-0.27487304996823525,0.08895307996823526,A086,23.47
-0.7297997006042509,0.007108300604250939,A086,145.29
-0.7420720239685626,-0.04446812603143735,A086,169.55
-0.1584692959826749,0.0618871259826749,A087,1.0
-0.301761378494915,-0.003901491505084953,A087,31.07
-0.4343966034930647,-0.10271029650693536,A087,72.8
-0.48281295216473574,0.24634981216473575,A087,144.2
-0.2203482788720259,-0.0344432211279741,A088,1.0
-0.33200715891081534,0.16177837891081534,A088,24.25
-0.49255018318286603,-0.20603761681713395,A088,74.91
-0.5219088519384476,0.2488220019384476,A088,149.93
-0.20883051076369574,0.10890223076369575,A089,1.0
-0.4006608411652046,0.005753661165204593,A089,32.14
-0.6097022292721395,-0.07815597072786051,A089,79.34
-0.7375836702010828,0.037279670201082804,A089,146.96
-1.188274156104344,-0.49524804389565613,A090,1.0
-1.2068079675765346,0.1213010675765347,A090,23.54
-1.1159130766417822,0.02784507664178215,A090,95.42
-0.924796420558089,0.173624020558089,A090,144.07
-0.42885734898216477,0.14259014898216477,A091,1.0
-0.5264685684251824,-0.15482373157481755,A091,22.2
-0.6807303492347622,-0.13891070076523782,A091,73.64
-0.7040185555328584,0.2057094555328584,A091,142.61
-0.446524990240242,0.08427344024024203,A092,1.0
-0.5869601055459812,-0.0007966444540188355,A092,22.83
-0.8235030503809906,-0.08249164961900946,A092,71.31
-0.9846879854373071,-0.08225241456269294,A092,146.16
-0.49300739945647687,0.42865867945647684,A093,1.0
-0.6597916549936359,-0.1814040450063641,A093,22.09
-0.9667824456741929,-0.30036045432580716,A093,70.22
-1.2321198513940956,-0.15626444860590438,A093,140.95
-0.7127186089936848,-0.014579891006315182,A094,1.0
-0.8272309797074189,-0.0233771202925811,A094,22.98
-1.0160702165795434,-0.07344698342045652,A094,76.21
-1.0707065041127843,-0.055896695887215575,A094,149.99
-0.2846252600268906,0.2040015660268906,A095,1.0
-0.4806424609774066,-0.24858733902259345,A095,29.71
-0.7312337968004456,0.19305803680044564,A095,78.76
-0.9047036550006908,-0.1641854449993092,A095,148.79
-0.6449000873846075,0.38955988738460745,A096,1.0
-0.7568463771160988,-0.5041341228839012,A096,24.49
-0.9069594793527931,-0.09245302064720695,A096,71.19
-0.9490361195529033,0.1104541195529033,A096,143.66
-0.8746732016112071,0.08707370161120709,A097,1.0
-0.9613242741746989,-0.02194696582530109,A097,24.37
-1.0618851219816268,-0.4710622780183733,A097,70.83
-1.0250011428032204,0.23560807280322038,A097,144.85
-0.26389747680783404,-0.05286357319216595,A098,1.0
-0.387895240257248,-0.145820759742752,A098,25.77
-0.5622622627132969,0.3728462627132969,A098,78.84
-0.6042136021242172,-0.047650397875782846,A098,146.29
-0.12727273954416496,-0.13785173045583504,A099,1.0
-0.22190716164247715,0.08828504164247714,A099,28.75
-0.30639469283393195,0.0008892428339319358,A099,78.57
-0.2518136997094935,0.3651804697094935,A099,143.51
-0.5111763070172738,-0.05448759298272621,A100,1.0
-0.7148034832983491,-0.04166651670165089,A100,31.14
-0.9407997462545575,0.2933842862545575,A100,75.34
-1.123509201577659,-0.3537001984223409,A100,146.8
-0.8423556747477041,-0.20839242525229595,A101,1.0
-0.9064528040575196,-0.14721899594248045,A101,29.12
-0.9359172524930297,0.18713980249302975,A101,75.21
-0.7831083576269808,0.10812345762698083,A101,150.22
-0.42111688254686197,-0.040631237453138014,A102,1.0
-0.5755596211675842,-0.02401627883241586,A102,29.13
-0.7531460995903094,0.1239134995903094,A102,75.27
-0.8409413615747164,-0.07009083842528352,A102,150.41
-0.7150492460817897,-0.3456170539182104,A103,1.0
-0.7577227660960753,-0.01897843390392473,A103,27.26
-0.7510333004116873,0.2452888004116872,A103,80.24
-0.5542115580565316,0.18661195805653152,A103,149.72
-0.09578142138462142,0.02284213738462143,A104,1.0
-0.2399788231496578,0.010200603149657789,A104,22.6
-0.49472639729257356,0.15989062729257358,A104,72.62
-0.6681509112203295,-0.0681819187796705,A104,145.78
0.004384511380095324,0.24071167861990467,A105,1.0
-0.1835723716440376,0.07722949164403761,A105,22.77
-0.516038102355049,-0.13808675764495104,A105,69.46
-0.853137612345477,-0.12437018765452301,A105,146.2
-0.29592000020038756,0.13033058020038757,A106,1.0
-0.39148178001197376,-0.2245553499880263,A106,22.64
-0.5208300085551868,0.03784050855518678,A106,66.08
-0.5391671912634882,0.20720574126348823,A106,147.13
-0.9214872021594858,0.3459127021594858,A107,1.0
-1.0192646005594275,-0.7172072994405725,A107,26.22
-1.1241957429418066,0.14834689294180659,A107,71.45
-1.0998911120673611,0.00876801206736122,A107,145.95
-0.6855022059083298,-0.016463844091670232,A108,1.0
-0.8518921594435904,-0.09222724055640963,A108,27.61
-1.0483422853462598,0.14669128534625986,A108,68.96
-1.2145860821654213,-0.26554331783457874,A108,152.12
-0.9359965827541598,0.0011046827541597581,A109,1.0
-1.0551653208623668,-0.33902967913763327,A109,24.65
-1.2174272095141854,0.31515545951418533,A109,71.17
-1.274129347431448,-0.27684045256855216,A109,149.87
