fitted,residuals,UID,TSVR_hours
-0.2738631953278775,0.13481026532787752,A010,1.0
-0.39835123750911877,-0.08562376249088122,A010,21.9
-0.6455315831009404,-0.04078657689905962,A010,80.88
-0.7398186463540948,0.053300696354094734,A010,145.31
-0.1747862480305409,0.3078608480305409,A011,1.0
-0.3760183252871208,-0.22408867471287913,A011,24.57
-0.7097811976323634,0.14793565763236338,A011,72.55
-1.0309697584213664,-0.2858633415786336,A011,148.85
-0.33255971479033614,0.23984086479033612,A012,1.0
-0.46044621502817595,-0.2745639349718241,A012,25.6
-0.6778232659253978,0.2392237659253978,A012,166.33
-0.6769713596833429,-0.13424440031665708,A012,166.87
-0.5127934550161756,-0.008696144983824428,A013,1.0
-0.6387403425261033,-0.16384125747389666,A013,24.77
-0.8341531772614482,0.25484311726144826,A013,79.66
-0.8918921271323029,-0.13169137286769705,A013,147.13
-0.1403106230289703,0.008178513028970297,A014,1.0
-0.31876953248668144,0.09125997248668144,A014,25.66
-0.5746732115773551,0.09926647157735508,A014,70.56
-0.8077487625019877,-0.14466853749801234,A014,148.87
0.009086006438287109,0.1666972235617129,A015,1.0
-0.13704163146763154,-0.19429972853236843,A015,23.69
-0.3669525683001484,0.2226164183001484,A015,70.59
-0.5330562785749192,0.010447978574919192,A015,146.54
-0.4780063132599926,0.16720041325999258,A016,1.0
-0.6867793090301768,-0.23409099096982322,A016,32.85
-0.9159198765495085,0.14015087654950842,A016,80.64
-1.0694227094057815,-0.19767669059421844,A016,150.8
0.161220661205436,-0.33073806120543603,A017,1.0
0.061842284107386014,0.22582528589261397,A017,20.61
-0.09007954933862083,0.33571526933862084,A017,61.28
-0.1760999535290474,0.1684283947290474,A017,140.49
-0.15881045626962548,0.031408136269625464,A018,1.0
-0.3547015428903633,0.01604244289036333,A018,34.03
-0.5583136296245552,0.0736504296245552,A018,83.64
-0.6606340059108011,-0.0029470940891989095,A018,150.87
-1.821797788620165,-0.18485691137983484,A019,1.0
-1.8120505109563645,-0.1241944890436355,A019,28.69
-1.692208303298143,-0.5492548967018571,A019,83.68
-1.339249922503321,0.35641302250332096,A019,154.76
-0.31175733982064613,0.11008367982064612,A020,1.0
-0.5182059844410859,0.17355118444108592,A020,26.85
-0.8409510343523748,-0.21662106564762518,A020,78.25
-1.0874750564088589,-0.1740219435911412,A020,145.78
-0.2957238640117542,-0.018968335988245766,A021,1.0
-0.39949125897891297,-0.01732232102108705,A021,30.21
-0.48458688711343195,-0.120079162886568,A021,74.19
-0.45147070952179724,0.35440795952179727,A021,140.39
-0.9519050307379316,0.13809689073793163,A022,1.0
-1.0256190237363052,-0.5771176762636947,A022,24.15
-1.1041344270756783,0.2686470570756784,A022,74.46
-1.0343564682197464,-0.013110931780253576,A022,141.71
-0.3617582409286464,-0.1283608290713536,A023,1.0
-0.4628362802663919,0.06860186026639192,A023,25.63
-0.5806700174417349,0.009268917441734859,A023,72.2
-0.5726890711347097,0.1762651311347097,A023,145.07
-0.45578074761680865,-0.04976515238319135,A024,1.0
-0.5821242794816169,-0.061040470518383017,A024,29.57
-0.7320921887163659,0.10383288871636598,A024,91.47
-0.7243570255641172,0.0457868755641172,A024,145.65
-0.4500918848869721,0.2639079448869721,A025,1.0
-0.6079181602303674,0.018241760230367388,A025,23.33
-0.8796787309564977,-0.4049842690435024,A025,72.94
-1.0707956814745538,-0.004375818525446107,A025,137.74
-0.34880804584498304,-0.01306149415501695,A026,1.0
-0.4522825838238399,-0.0869874561761601,A026,26.48
-0.5705864886730253,0.04570928867302526,A026,75.46
-0.5516252904432137,0.18994239044321376,A026,147.65
-0.31328882721333273,0.10245505721333273,A027,1.0
-0.5118140152203948,0.1351506852203948,A027,28.26
-0.7738205801190057,-0.19701486988099437,A027,74.58
-0.9918365449111587,-0.10307405508884127,A027,145.92
-0.07635040583694813,0.19627533583694812,A028,1.0
-0.23827641052467669,-0.06407944947532329,A028,22.82
-0.5273053826371548,0.034742552637154756,A028,72.26
-0.7459388093283157,-0.08061729067168433,A028,138.91
-0.0007383121195368436,0.15858159211953685,A029,1.0
-0.1840726538231952,-0.1337344461768048,A029,28.43
-0.48518566145693537,0.23939093145693538,A029,93.26
-0.5904035964278537,-0.08855620357214633,A029,143.14
-0.36663817423693007,-0.19834122576306995,A030,1.0
-0.5250051966468644,0.2048771466468644,A030,32.95
-0.6571112566056088,0.051311756605608716,A030,71.93
-0.7193035067419764,-0.0037936932580235894,A030,150.46
-0.03630642854632776,0.29959599854632774,A031,1.0
-0.33210175833958105,0.036081938339581066,A031,32.41
-0.6397334661924716,-0.08494573380752835,A031,71.56
-1.0297240883882435,-0.28842001161175657,A031,143.85
-0.3022763022785,-0.0407767977215,A032,1.0
-0.5916311608154502,0.1134088808154502,A032,57.18
-0.6697852481895867,0.02010200818958674,A032,80.16
-0.7644350405217348,-0.047256599478265215,A032,144.51
-0.30162390174339143,-0.013415678256608554,A033,1.0
-0.44213346414911203,-0.223301495850888,A033,29.16
-0.5901438337723519,0.36480801377235195,A033,72.6
-0.6218693593845271,-0.029434340615472898,A033,168.33
0.11138327324571351,-0.04066225824571351,A034,1.0
-0.08098563457620911,0.1881408905762091,A034,26.08
-0.3726261087973727,0.1813021587973727,A034,74.28
-0.6153581999098163,-0.14531824009018368,A034,145.38
-0.35777586433294484,-0.06576571566705514,A035,1.0
-0.6169399301853725,0.19968116018537252,A035,44.76
-0.764048231003334,-0.05214006899666601,A035,79.98
-0.894263073278752,-0.10508496672124801,A035,152.47
-1.063414604686122,-0.201966095313878,A036,1.0
-1.164047508341866,0.13671570834186597,A036,21.63
-1.3295419090433125,-0.11384729095668744,A036,71.47
-1.3743667874794128,-0.1857977125205872,A036,143.85
-0.15439480302600134,0.06731612302600133,A037,1.0
-0.3129996135990266,0.12904090359902662,A037,23.7
-0.5750276004387842,-0.10854239956121581,A037,72.08
-0.7729301095391875,-0.02287075046081255,A037,143.66
-0.20922664237572086,-0.03752215762427913,A038,1.0
-0.4450640467247281,-0.0032938332752718846,A038,71.85
-0.4468219420268866,0.043337042026886596,A038,72.86
-0.44277285058541016,0.20317353058541016,A038,152.89
0.18567001553591467,-0.044399815535914655,A039,1.0
-0.017561365175909116,0.13728215917590914,A039,28.65
-0.38168984167596554,0.23912431167596554,A039,98.84
-0.43751670226359207,-0.08369795773640798,A039,246.24
-0.45379925651351927,-0.1444437434864807,A040,1.0
-0.5538713806214327,0.1079417306214327,A040,26.26
-0.6622979001105188,-0.06895536988948114,A040,71.28
-0.6490468567336001,0.1816273567336001,A040,143.53
-0.058200534527349745,0.06942821952734975,A041,1.0
-0.2474865795273305,-0.05646272047266948,A041,31.78
-0.4452097301898978,0.15771468018989782,A041,75.74
-0.5817282821856385,-0.0002661178143614773,A041,141.84
-0.7843791409425804,-0.012934009057419593,A042,1.0
-0.8735523476230924,-0.2684491523769075,A042,28.93
-0.9435922172916094,0.09619621729160932,A042,72.17
-0.87210234830849,0.10005514830848994,A042,146.02
0.21787743585436625,0.08231796414563375,A043,1.0
0.026311039222844612,0.14012276077715538,A043,25.62
-0.22406976358031333,0.04974900358031334,A043,64.94
-0.5307115388354244,-0.028096461164575537,A043,149.33
-0.8668047654663027,-0.2030152345336973,A044,1.0
-1.1041044074320339,0.13876355743203383,A044,47.66
-1.2396499715040685,0.051967271504068435,A044,91.63
-1.284475927232048,-0.2810827727679519,A044,155.27
-0.7028896670927944,-0.1694074329072056,A045,1.0
-0.7880106216737398,0.13077952167373985,A045,24.66
-0.8842638380744055,-0.16678496192559455,A045,72.23
-0.8223888903733259,0.15087329037332586,A045,151.52
-0.8097288780022021,0.14883517800220203,A046,1.0
-0.9643664351846664,-0.03575856481533357,A046,24.32
-1.2099031745480544,-0.2551001254519456,A046,73.05
-1.382641607140533,-0.184843292859467,A046,147.94
-0.691638247779651,0.11366809777965103,A047,1.0
-0.8627278620592878,0.06072162205928777,A047,23.46
-1.1799256218109608,-0.20386627818903924,A047,76.85
-1.400373663296659,-0.2880518367033409,A047,144.22
