test,observed_f2,power_observed,min_detectable_f2,power_80,alpha_used
Overall_Model,0.2827977256807731,0.9742173038484936,0.16333334350585937,0.8,0.05
RAVLT_T,0.0010119905624664,0.0006074371713920002,0.20786672973632808,0.8,0.000358
BVMT_T,0.0470981105149818,0.07095153733376003,0.20786672973632808,0.8,0.000358
RPM_T,0.0338161189068742,0.03678478651896433,0.20786672973632808,0.8,0.000358
RAVLT_Pct_Ret_T,0.0406015280145298,0.052731696102294445,0.20786672973632808,0.8,0.000358
BVMT_Pct_Ret_T,0.001995486787351,0.0008855932883703455,0.20786672973632808,0.8,0.000358
