r2_accuracy,r2_confidence,r2_difference,pct_ci_lower,pct_ci_upper,prop_positive,B
0.3006725129729091,0.22045387204806122,0.08021864092484787,-0.08852691889259723,0.24292344234265026,0.8322,5000
