model,R_squared,adj_R_squared,F_stat,p_value,ci_lower,ci_upper,cohens_f2
Demographics,0.02027563068317262,-0.010340755857978223,0.662247671060742,0.577268338748554,0.0037611926138195915,0.14670626908475612,0.020695239720648205
Cognitive,0.22045387204806122,0.1519223443160227,3.216824129618793,0.002900272149967883,0.15099827034502314,0.4294623459691549,0.2827977256807731
