UID,test,composite_ID,Age,Age_c,TSVR_hours,log_TSVR,Domain,theta_confidence
A069,T2,A069_T2,46.0,1.4299999999999997,24.96,3.2565568918358894,Where,-1.4523125
A069,T3,A069_T3,46.0,1.4299999999999997,79.75,4.391357962102766,Where,-2.1103454
A069,T4,A069_T4,46.0,1.4299999999999997,140.22,4.950318958088201,Where,-1.4253707
A070,T1,A070_T1,52.0,7.43,1.0,0.6931471805599453,Where,-0.56214064
A070,T2,A070_T2,52.0,7.43,24.25,3.228826155721369,Where,-0.66862917
A070,T3,A070_T3,52.0,7.43,81.92,4.417876287567579,Where,-1.2401359
A070,T4,A070_T4,52.0,7.43,149.2,5.011967739330034,Where,-1.4741727
A071,T1,A071_T1,50.0,5.43,1.0,0.6931471805599453,Where,-0.20272009
A071,T2,A071_T2,50.0,5.43,30.92,3.463232772581608,Where,-0.8167532
A071,T3,A071_T3,50.0,5.43,79.96,4.3939552055391555,Where,-0.9436975
A071,T4,A071_T4,50.0,5.43,153.27,5.038704314023848,Where,-0.9248061
A072,T1,A072_T1,50.0,5.43,1.0,0.6931471805599453,Where,-0.06567177
A072,T2,A072_T2,50.0,5.43,33.76,3.548467300397191,Where,-0.19989994
A072,T3,A072_T3,50.0,5.43,83.54,4.437224795138644,Where,-0.6804046
A072,T4,A072_T4,50.0,5.43,154.89,5.04915063032459,Where,-0.8203476
A073,T1,A073_T1,51.0,6.43,1.0,0.6931471805599453,Where,-0.9430426
A073,T2,A073_T2,51.0,6.43,66.66,4.214495163352562,Where,-0.90134287
A073,T3,A073_T3,51.0,6.43,66.9,4.21803603456465,Where,-0.81500846
A073,T4,A073_T4,51.0,6.43,140.12,4.949610592258481,Where,-1.2174141
A074,T1,A074_T1,53.0,8.43,1.0,0.6931471805599453,Where,-0.31399783
A074,T2,A074_T2,53.0,8.43,29.33,3.41213732170049,Where,-0.6636127
A074,T3,A074_T3,53.0,8.43,73.02,4.30433532695801,Where,-0.84206283
A074,T4,A074_T4,53.0,8.43,147.21,4.998630186968824,Where,-0.7249949
A075,T1,A075_T1,53.0,8.43,1.0,0.6931471805599453,Where,-0.59508604
A075,T2,A075_T2,53.0,8.43,28.68,3.39047341829918,Where,-0.4867723
A075,T3,A075_T3,53.0,8.43,71.37,4.281791848878036,Where,-1.6831306
A075,T4,A075_T4,53.0,8.43,244.53,5.5034191393614815,Where,-0.78669363
A076,T1,A076_T1,54.0,9.43,1.0,0.6931471805599453,Where,-0.7429717
A076,T2,A076_T2,54.0,9.43,27.3,3.342861804649192,Where,-1.1343815
A076,T3,A076_T3,54.0,9.43,74.88,4.3291531450668135,Where,-1.0241452
A076,T4,A076_T4,54.0,9.43,149.28,5.0125002207057685,Where,-1.6557899
A077,T1,A077_T1,52.0,7.43,1.0,0.6931471805599453,Where,-0.16781874
A077,T2,A077_T2,52.0,7.43,53.88,4.00514898341763,Where,-0.8854789
A077,T3,A077_T3,52.0,7.43,78.36,4.373994462976618,Where,-0.8848828
A077,T4,A077_T4,52.0,7.43,149.75,5.015622835607295,Where,-0.53065467
A078,T1,A078_T1,50.0,5.43,1.0,0.6931471805599453,Where,-0.9550609
A078,T2,A078_T2,50.0,5.43,26.17,3.3021134234382563,Where,-0.99789536
A078,T3,A078_T3,50.0,5.43,72.3,4.294560608892605,Where,-1.1255918
A078,T4,A078_T4,50.0,5.43,140.08,4.949327105367852,Where,-1.4358822
A079,T1,A079_T1,50.0,5.43,1.0,0.6931471805599453,Where,-0.5103471
A079,T2,A079_T2,50.0,5.43,26.11,3.299902663510574,Where,-0.40154326
A079,T3,A079_T3,50.0,5.43,74.0,4.31748811353631,Where,-0.8309282
A079,T4,A079_T4,50.0,5.43,194.42,5.275151088516197,Where,-0.89567983
A080,T1,A080_T1,56.0,11.43,1.0,0.6931471805599453,Where,-0.27479762
A080,T2,A080_T2,56.0,11.43,29.03,3.402196881995239,Where,-0.36208493
A080,T3,A080_T3,56.0,11.43,72.87,4.302306791540646,Where,-0.54912174
A080,T4,A080_T4,56.0,11.43,145.77,4.988866735623107,Where,-0.8352316
A081,T1,A081_T1,55.0,10.43,1.0,0.6931471805599453,Where,-0.5029323
A081,T2,A081_T2,55.0,10.43,31.39,3.477849733183238,Where,-0.8535191
A081,T3,A081_T3,55.0,10.43,80.13,4.396052806406973,Where,-0.7832085
A081,T4,A081_T4,55.0,10.43,154.53,5.046838639056468,Where,-0.5388373
A082,T1,A082_T1,58.0,13.43,1.0,0.6931471805599453,Where,-0.48643523
A082,T2,A082_T2,58.0,13.43,27.97,3.366260811781259,Where,-0.4182891
A082,T3,A082_T3,58.0,13.43,75.71,4.3400320779712045,Where,-0.62079847
A082,T4,A082_T4,58.0,13.43,170.25,5.143124477142335,Where,-0.9672931
A083,T1,A083_T1,58.0,13.43,1.0,0.6931471805599453,Where,-0.09583326
A083,T2,A083_T2,58.0,13.43,25.15,3.263849190510932,Where,-0.41169494
A083,T3,A083_T3,58.0,13.43,74.3,4.321480134805848,Where,-0.4612502
A083,T4,A083_T4,58.0,13.43,144.91,4.982989993275931,Where,-0.7098516
A084,T1,A084_T1,59.0,14.43,1.0,0.6931471805599453,Where,-1.2836237
A084,T2,A084_T2,59.0,14.43,27.25,3.34109345759245,Where,-1.2449703
A084,T3,A084_T3,59.0,14.43,91.97,4.532276860467767,Where,-1.1464479
A084,T4,A084_T4,59.0,14.43,162.51,5.096874150546495,Where,-1.4459121
A085,T1,A085_T1,58.0,13.43,1.0,0.6931471805599453,Where,-0.4113594
A085,T2,A085_T2,58.0,13.43,24.51,3.23907053215372,Where,-0.079419106
A085,T3,A085_T3,58.0,13.43,71.4,4.282206299391671,Where,-0.29603952
A085,T4,A085_T4,58.0,13.43,170.65,5.145457519903701,Where,-0.50886494
A086,T1,A086_T1,58.0,13.43,1.0,0.6931471805599453,Where,-0.22390528
A086,T2,A086_T2,58.0,13.43,23.47,3.19744787745458,Where,-0.34955737
A086,T3,A086_T3,58.0,13.43,145.29,4.985590952989995,Where,-0.8755129
A086,T4,A086_T4,58.0,13.43,169.55,5.139028508864655,Where,-1.047874
A087,T1,A087_T1,59.0,14.43,1.0,0.6931471805599453,Where,-0.14499468
A087,T2,A087_T2,59.0,14.43,31.07,3.4679210137050633,Where,-0.29225552
A087,T3,A087_T3,59.0,14.43,72.8,4.301358731606427,Where,-0.54559875
A087,T4,A087_T4,59.0,14.43,144.2,4.978112102390695,Where,-0.36088088
A088,T1,A088_T1,56.0,11.43,1.0,0.6931471805599453,Where,-0.35632056
A088,T2,A088_T2,56.0,11.43,24.25,3.228826155721369,Where,-0.13363272
A088,T3,A088_T3,56.0,11.43,74.91,4.3295484280286765,Where,-0.53788346
A088,T4,A088_T4,56.0,11.43,149.93,5.016816153171337,Where,-0.45594898
A089,T1,A089_T1,56.0,11.43,1.0,0.6931471805599453,Where,-0.26589176
A089,T2,A089_T2,56.0,11.43,32.14,3.500741011998417,Where,-0.35867476
A089,T3,A089_T3,56.0,11.43,79.34,4.386267628931136,Where,-0.75181556
A089,T4,A089_T4,56.0,11.43,146.96,4.996941966964253,Where,-0.78483397
A090,T1,A090_T1,61.0,16.43,1.0,0.6931471805599453,Where,-1.4756273
A090,T2,A090_T2,61.0,16.43,23.54,3.2003044392827653,Where,-1.2440255
A090,T3,A090_T3,61.0,16.43,95.42,4.568713648977476,Where,-2.1642137
A090,T4,A090_T4,61.0,16.43,144.07,4.977216384550811,Where,-2.0109892
A091,T1,A091_T1,63.0,18.43,1.0,0.6931471805599453,Where,-0.57862794
A091,T2,A091_T2,63.0,18.43,22.2,3.1441522786722644,Where,-0.6094017
A091,T3,A091_T3,63.0,18.43,73.64,4.312676556539088,Where,-0.8494066
A091,T4,A091_T4,63.0,18.43,142.61,4.9671012920725275,Where,-0.41715935
A092,T1,A092_T1,60.0,15.43,1.0,0.6931471805599453,Where,-0.5499598
A092,T2,A092_T2,60.0,15.43,22.83,3.170945291110651,Where,-0.3638656
A092,T3,A092_T3,60.0,15.43,71.31,4.28096243218686,Where,-0.6071679
A092,T4,A092_T4,60.0,15.43,146.16,4.991520430236574,Where,-0.90732133
A093,T1,A093_T1,64.0,19.43,1.0,0.6931471805599453,Where,-0.29207903
A093,T2,A093_T2,64.0,19.43,22.09,3.139399623366404,Where,-1.7473596
A093,T3,A093_T3,64.0,19.43,70.22,4.265773677849632,Where,-2.0665236
A093,T4,A093_T4,64.0,19.43,140.95,4.95547488291898,Where,-2.109843
A094,T1,A094_T1,60.0,15.43,1.0,0.6931471805599453,Where,-1.0246629
A094,T2,A094_T2,60.0,15.43,22.98,3.177220149599368,Where,-1.0448214
A094,T3,A094_T3,60.0,15.43,76.21,4.3465289823207245,Where,-1.297069
A094,T4,A094_T4,60.0,15.43,149.99,5.017213609456379,Where,-0.9864897
A095,T1,A095_T1,61.0,16.43,1.0,0.6931471805599453,Where,-0.24886794
A095,T2,A095_T2,61.0,16.43,29.71,3.424588334452731,Where,-0.7041991
A095,T3,A095_T3,61.0,16.43,78.76,4.379022125653583,Where,-0.6586784
A095,T4,A095_T4,61.0,16.43,148.79,5.009234313180627,Where,-1.0800077
A096,T1,A096_T1,60.0,15.43,1.0,0.6931471805599453,Where,-0.21997853
A096,T2,A096_T2,60.0,15.43,24.49,3.238286218388024,Where,-0.8806961
A096,T3,A096_T3,60.0,15.43,71.19,4.279301532151069,Where,-0.8012751
A096,T4,A096_T4,60.0,15.43,143.66,4.974386161421135,Where,-0.45656487
A097,T1,A097_T1,64.0,19.43,1.0,0.6931471805599453,Where,-0.858112
A097,T2,A097_T2,64.0,19.43,24.37,3.2335673736111907,Where,-2.0705633
A097,T3,A097_T3,64.0,19.43,70.83,4.27430221608671,Where,-1.7153888
A097,T4,A097_T4,64.0,19.43,144.85,4.98257869631373,Where,-2.2418253
A098,T1,A098_T1,60.0,15.43,1.0,0.6931471805599453,Where,-0.352764
A098,T2,A098_T2,60.0,15.43,25.77,3.2872818575322613,Where,-0.61451584
A098,T3,A098_T3,60.0,15.43,78.84,4.380024632003209,Where,-0.14431314
A098,T4,A098_T4,60.0,15.43,146.29,4.992403432501452,Where,-0.5530048
A099,T1,A099_T1,63.0,18.43,1.0,0.6931471805599453,Where,-0.34824362
A099,T2,A099_T2,63.0,18.43,28.75,3.392829131991639,Where,-0.41765174
A099,T3,A099_T3,63.0,18.43,78.57,4.3766371373894435,Where,-0.23385498
A099,T4,A099_T4,63.0,18.43,143.51,4.973348709310239,Where,0.05186575
A100,T1,A100_T1,66.0,21.43,1.0,0.6931471805599453,Where,-0.9276766
A100,T2,A100_T2,66.0,21.43,31.14,3.4701013603093664,Where,-1.2011194
A100,T3,A100_T3,66.0,21.43,75.34,4.3351970473170836,Where,-1.00375
A100,T4,A100_T4,66.0,21.43,146.8,4.995860008514102,Where,-2.254093
A101,T1,A101_T1,69.0,24.43,1.0,0.6931471805599453,Where,-1.1271902
A101,T2,A101_T2,69.0,24.43,29.12,3.405189402931693,Where,-0.9139338
A101,T3,A101_T3,69.0,24.43,75.21,4.333492687678026,Where,-2.257844
A101,T4,A101_T4,69.0,24.43,150.22,5.018735730130124,Where,-2.1047175
A102,T1,A102_T1,68.0,23.43,1.0,0.6931471805599453,Where,-0.6318408
A102,T2,A102_T2,68.0,23.43,29.13,3.40552135314221,Where,-0.42629144
A102,T3,A102_T3,68.0,23.43,75.27,4.3342796761761475,Where,-0.7458047
A102,T4,A102_T4,68.0,23.43,150.41,5.019991389020281,Where,-0.6005884
A103,T1,A103_T1,68.0,23.43,1.0,0.6931471805599453,Where,-1.7276977
A103,T2,A103_T2,68.0,23.43,27.26,3.3414473772563813,Where,-2.1003845
A103,T3,A103_T3,68.0,23.43,80.24,4.397407736712184,Where,-2.2404468
A103,T4,A103_T4,68.0,23.43,149.72,5.015423810828053,Where,-2.2445917
A104,T1,A104_T1,66.0,21.43,1.0,0.6931471805599453,Where,-0.096845455
A104,T2,A104_T2,66.0,21.43,22.6,3.1612467120315646,Where,-0.2953946
A104,T3,A104_T3,66.0,21.43,72.62,4.298916727950875,Where,-0.37600604
A104,T4,A104_T4,66.0,21.43,145.78,4.9889348671169165,Where,-1.406939
A105,T1,A105_T1,68.0,23.43,1.0,0.6931471805599453,Where,0.107473895
A105,T2,A105_T2,68.0,23.43,22.77,3.1684242813721024,Where,-0.20604235
A105,T3,A105_T3,68.0,23.43,69.46,4.255045172913092,Where,-0.58831054
A105,T4,A105_T4,68.0,23.43,146.2,4.991792206294776,Where,-0.82229865
A106,T1,A106_T1,66.0,21.43,1.0,0.6931471805599453,Where,-0.06138464
A106,T2,A106_T2,66.0,21.43,22.64,3.1629401925378975,Where,-0.7756045
A106,T3,A106_T3,66.0,21.43,66.08,4.205885936955008,Where,-0.5837823
A106,T4,A106_T4,66.0,21.43,147.13,4.998090266593961,Where,-0.6719219
A107,T1,A107_T1,70.0,25.43,1.0,0.6931471805599453,Where,-1.8828845
A107,T2,A107_T2,70.0,25.43,26.22,3.30395199722332,Where,-2.361064
A107,T3,A107_T3,70.0,25.43,71.45,4.282896668766692,Where,-1.4767938
A107,T4,A107_T4,70.0,25.43,145.95,4.990092392864926,Where,-2.3700135
A108,T1,A108_T1,69.0,24.43,1.0,0.6931471805599453,Where,-0.9310122
A108,T2,A108_T2,69.0,24.43,27.61,3.3537563070620187,Where,-1.1488962
A108,T3,A108_T3,69.0,24.43,68.96,4.247923650150401,Where,-1.0102834
A108,T4,A108_T4,69.0,24.43,152.12,5.031221927704644,Where,-0.9659984
A109,T1,A109_T1,68.0,23.43,1.0,0.6931471805599453,Where,-1.5084882
A109,T2,A109_T2,68.0,23.43,24.65,3.2445435716167785,Where,-2.0305598
A109,T3,A109_T3,68.0,23.43,71.17,4.279024447084182,Where,-1.1609657
A109,T4,A109_T4,68.0,23.43,149.87,5.016418538851983,Where,-2.159722
A010,T1,A010_T1,22.0,-22.57,1.0,0.6931471805599453,When,0.2531799
A010,T2,A010_T2,22.0,-22.57,21.9,3.131136910560194,When,-0.58785975
A010,T3,A010_T3,22.0,-22.57,80.88,4.405254760793088,When,-0.9595362
A010,T4,A010_T4,22.0,-22.57,145.31,4.985727658390071,When,-0.72395766
A011,T1,A011_T1,21.0,-23.57,1.0,0.6931471805599453,When,0.3756417
A011,T2,A011_T2,21.0,-23.57,24.57,3.2414197893030954,When,-0.13075611
A011,T3,A011_T3,21.0,-23.57,72.55,4.297965447047447,When,-1.1300645
A011,T4,A011_T4,21.0,-23.57,148.85,5.009634793762673,When,-1.1402402
A012,T1,A012_T1,21.0,-23.57,1.0,0.6931471805599453,When,-0.25392818
A012,T2,A012_T2,21.0,-23.57,25.6,3.2809112157876537,When,-0.67918605
A012,T3,A012_T3,21.0,-23.57,166.33,5.119967910506483,When,-0.27526832
A012,T4,A012_T4,21.0,-23.57,166.87,5.123189870334323,When,-0.5091232
A013,T1,A013_T1,22.0,-22.57,1.0,0.6931471805599453,When,-0.6384713
A013,T2,A013_T2,22.0,-22.57,24.77,3.2492110246642736,When,-0.16366316
A013,T3,A013_T3,22.0,-22.57,79.66,4.390242789445222,When,-0.08454856
A013,T4,A013_T4,22.0,-22.57,147.13,4.998090266593961,When,-1.0340359
A014,T1,A014_T1,22.0,-22.57,1.0,0.6931471805599453,When,-0.025188105
A014,T2,A014_T2,22.0,-22.57,25.66,3.2831643147505627,When,-0.1459619
A014,T3,A014_T3,22.0,-22.57,70.56,4.270536258640519,When,-0.27133006
A014,T4,A014_T4,22.0,-22.57,148.87,5.009768251656904,When,-0.75024897
A015,T1,A015_T1,23.0,-21.57,1.0,0.6931471805599453,When,-0.38100857
A015,T2,A015_T2,23.0,-21.57,23.69,3.206398303357088,When,-0.17876375
A015,T3,A015_T3,23.0,-21.57,70.59,4.270955399408094,When,-0.62155294
A015,T4,A015_T4,23.0,-21.57,146.54,4.9940993254561565,When,-0.36283612
A016,T1,A016_T1,21.0,-23.57,1.0,0.6931471805599453,When,-0.48393413
A016,T2,A016_T2,21.0,-23.57,32.85,3.521938999358284,When,-0.5529809
A016,T3,A016_T3,21.0,-23.57,80.64,4.402319337941644,When,-0.9073644
A016,T4,A016_T4,21.0,-23.57,150.8,5.02256386496153,When,-1.488098
A017,T1,A017_T1,24.0,-20.57,1.0,0.6931471805599453,When,0.01883186
A017,T2,A017_T2,24.0,-20.57,20.61,3.0731561705187946,When,0.1813509
A017,T3,A017_T3,24.0,-20.57,61.28,4.131640346965797,When,-0.13713914
A017,T4,A017_T4,24.0,-20.57,140.49,4.952229043207861,When,-0.20532954
A018,T1,A018_T1,23.0,-21.57,1.0,0.6931471805599453,When,-0.46659443
A018,T2,A018_T2,23.0,-21.57,34.03,3.5562048372093953,When,-0.5171451
A018,T3,A018_T3,23.0,-21.57,83.64,4.438406968109989,When,-0.45024264
A018,T4,A018_T4,23.0,-21.57,150.87,5.023024891742178,When,-0.95619863
A019,T1,A019_T1,20.0,-24.57,1.0,0.6931471805599453,When,-2.1217449
A019,T2,A019_T2,20.0,-24.57,28.69,3.3908102887756684,When,-2.2057974
A019,T3,A019_T3,20.0,-24.57,83.68,4.4388794462666645,When,-1.9657898
A019,T4,A019_T4,20.0,-24.57,154.76,5.048316361063944,When,-2.0905952
A020,T1,A020_T1,26.0,-18.57,1.0,0.6931471805599453,When,0.023764621
A020,T2,A020_T2,26.0,-18.57,26.85,3.326832966373293,When,-0.4758664
A020,T3,A020_T3,26.0,-18.57,78.25,4.37260741275739,When,-1.1435447
A020,T4,A020_T4,26.0,-18.57,145.78,4.9889348671169165,When,-1.5056263
A021,T1,A021_T1,28.0,-16.57,1.0,0.6931471805599453,When,0.04435199
A021,T2,A021_T2,28.0,-16.57,30.21,3.440738556282688,When,-0.0008776629
A021,T3,A021_T3,28.0,-16.57,74.19,4.320018243389936,When,-0.9314569
A021,T4,A021_T4,28.0,-16.57,140.39,4.951522029603749,When,-0.42469922
A022,T1,A022_T1,28.0,-16.57,1.0,0.6931471805599453,When,-0.43350235
A022,T2,A022_T2,28.0,-16.57,24.15,3.224857896545748,When,-1.4277006
A022,T3,A022_T3,28.0,-16.57,74.46,4.323602714536165,When,-0.47263387
A022,T4,A022_T4,28.0,-16.57,141.71,4.9608145991123,When,-1.7234702
A023,T1,A023_T1,26.0,-18.57,1.0,0.6931471805599453,When,-0.27271402
A023,T2,A023_T2,26.0,-18.57,25.63,3.282038399825841,When,-0.56245905
A023,T3,A023_T3,26.0,-18.57,72.2,4.293195420967266,When,-0.41440842
A023,T4,A023_T4,26.0,-18.57,145.07,4.984085958862719,When,-0.079045445
A024,T1,A024_T1,29.0,-15.57,1.0,0.6931471805599453,When,-0.7118494
A024,T2,A024_T2,29.0,-15.57,29.57,3.420019135902743,When,-0.2438342
A024,T3,A024_T3,29.0,-15.57,91.47,4.526884267589547,When,-0.7560775
A024,T4,A024_T4,29.0,-15.57,145.65,4.9880487954234605,When,-0.90541756
A025,T1,A025_T1,26.0,-18.57,1.0,0.6931471805599453,When,-0.31276497
A025,T2,A025_T2,26.0,-18.57,23.33,3.1917101567954314,When,-0.28823516
A025,T3,A025_T3,26.0,-18.57,72.94,4.303253953508486,When,-0.7726709
A025,T4,A025_T4,26.0,-18.57,137.74,4.932601677957155,When,-1.4146963
A026,T1,A026_T1,29.0,-15.57,1.0,0.6931471805599453,When,-0.35576278
A026,T2,A026_T2,29.0,-15.57,26.48,3.3134584673541485,When,-0.6508866
A026,T3,A026_T3,29.0,-15.57,75.46,4.336767728268267,When,-1.1103377
A026,T4,A026_T4,29.0,-15.57,147.65,5.001594549444107,When,-0.6089159
A027,T1,A027_T1,28.0,-16.57,1.0,0.6931471805599453,When,-0.2414508
A027,T2,A027_T2,28.0,-16.57,28.26,3.3762213955919784,When,-0.80542314
A027,T3,A027_T3,28.0,-16.57,74.58,4.325191697921343,When,-1.2925727
A027,T4,A027_T4,28.0,-16.57,145.92,4.989888220951467,When,-1.6147063
A028,T1,A028_T1,26.0,-18.57,1.0,0.6931471805599453,When,0.11271255
A028,T2,A028_T2,26.0,-18.57,22.82,3.170525563927154,When,-0.6151377
A028,T3,A028_T3,26.0,-18.57,72.26,4.294014757350668,When,-0.6513417
A028,T4,A028_T4,26.0,-18.57,138.91,4.940999358745194,When,-1.1176409
A029,T1,A029_T1,25.0,-19.57,1.0,0.6931471805599453,When,0.15971495
A029,T2,A029_T2,25.0,-19.57,28.43,3.382014562245381,When,-0.4085433
A029,T3,A029_T3,25.0,-19.57,93.26,4.546056921495585,When,-0.27994117
A029,T4,A029_T4,25.0,-19.57,143.14,4.970785049496295,When,-0.51977456
A030,T1,A030_T1,31.0,-13.57,1.0,0.6931471805599453,When,-0.5542161
A030,T2,A030_T2,31.0,-13.57,32.95,3.5248888540047054,When,-0.55999696
A030,T3,A030_T3,31.0,-13.57,71.93,4.289500076996142,When,-1.0542847
A030,T4,A030_T4,31.0,-13.57,150.46,5.020321563685677,When,-0.41088024
A031,T1,A031_T1,32.0,-12.57,1.0,0.6931471805599453,When,0.44419822
A031,T2,A031_T2,32.0,-12.57,32.41,3.508855256368665,When,-0.6096085
A031,T3,A031_T3,32.0,-12.57,71.56,4.2844138058068815,When,-0.7037352
A031,T4,A031_T4,32.0,-12.57,143.85,4.975698724215359,When,-1.2458041
A032,T1,A032_T1,33.0,-11.57,1.0,0.6931471805599453,When,-0.069407284
A032,T2,A032_T2,33.0,-11.57,57.18,4.063541653067055,When,-0.5397725
A032,T3,A032_T3,33.0,-11.57,80.16,4.396422514957614,When,-0.099494
A032,T4,A032_T4,33.0,-11.57,144.51,4.980244812772187,When,0.01084882
A033,T1,A033_T1,32.0,-12.57,1.0,0.6931471805599453,When,-0.2103071
A033,T2,A033_T2,32.0,-12.57,29.16,3.4065165431397553,When,-0.4873249
A033,T3,A033_T3,32.0,-12.57,72.6,4.298645025734831,When,0.13898459
A033,T4,A033_T4,32.0,-12.57,168.33,5.131849473677249,When,-0.38317016
A034,T1,A034_T1,33.0,-11.57,1.0,0.6931471805599453,When,0.32451737
A034,T2,A034_T2,33.0,-11.57,26.08,3.298795448044074,When,0.2160329
A034,T3,A034_T3,33.0,-11.57,74.28,4.3212144952771245,When,-0.31449008
A034,T4,A034_T4,33.0,-11.57,145.38,4.986205980173081,When,-0.37914577
A035,T1,A035_T1,34.0,-10.57,1.0,0.6931471805599453,When,-0.83557534
A035,T2,A035_T2,34.0,-10.57,44.76,3.8234103470715426,When,-0.32599938
A035,T3,A035_T3,34.0,-10.57,79.98,4.394202210604015,When,-1.0136437
A035,T4,A035_T4,34.0,-10.57,152.47,5.033505108187003,When,-1.2362784
A036,T1,A036_T1,30.0,-14.57,1.0,0.6931471805599453,When,-1.45985
A036,T2,A036_T2,30.0,-14.57,21.63,3.119276459645446,When,-2.2795773
A036,T3,A036_T3,30.0,-14.57,71.47,4.28317268312119,When,-2.0002015
A036,T4,A036_T4,30.0,-14.57,143.85,4.975698724215359,When,-2.3575363
A037,T1,A037_T1,31.0,-13.57,1.0,0.6931471805599453,When,-0.31977373
A037,T2,A037_T2,31.0,-13.57,23.7,3.2068032436339315,When,-0.83515036
A037,T3,A037_T3,31.0,-13.57,72.08,4.291554731509806,When,-0.42701757
A037,T4,A037_T4,31.0,-13.57,143.66,4.974386161421135,When,-1.0116173
A038,T1,A038_T1,32.0,-12.57,1.0,0.6931471805599453,When,-0.19903767
A038,T2,A038_T2,32.0,-12.57,71.85,4.288402532641213,When,0.028623484
A038,T3,A038_T3,32.0,-12.57,72.86,4.3021714094244174,When,-0.3156245
A038,T4,A038_T4,32.0,-12.57,152.89,5.0362380614757605,When,-0.15645254
A039,T1,A039_T1,31.0,-13.57,1.0,0.6931471805599453,When,-0.13635153
A039,T2,A039_T2,31.0,-13.57,28.65,3.3894621254437345,When,0.1645053
A039,T3,A039_T3,31.0,-13.57,98.84,4.603568904621118,When,-0.30948582
A039,T4,A039_T4,31.0,-13.57,246.24,5.510359524791073,When,-0.47295642
A040,T1,A040_T1,38.0,-6.57,1.0,0.6931471805599453,When,-0.18659891
A040,T2,A040_T2,38.0,-6.57,26.26,3.3054204262683866,When,-0.36371547
A040,T3,A040_T3,38.0,-6.57,71.28,4.280547465724028,When,-0.43623802
A040,T4,A040_T4,38.0,-6.57,143.53,4.97348709846075,When,-0.5220473
A041,T1,A041_T1,35.0,-9.57,1.0,0.6931471805599453,When,-0.09239064
A041,T2,A041_T2,35.0,-9.57,31.78,3.4898185733156835,When,-0.5080048
A041,T3,A041_T3,35.0,-9.57,75.74,4.340423084818807,When,-0.28127408
A041,T4,A041_T4,35.0,-9.57,141.84,4.961725122726247,When,-0.5415185
A042,T1,A042_T1,38.0,-6.57,1.0,0.6931471805599453,When,-0.88528746
A042,T2,A042_T2,38.0,-6.57,28.93,3.3988613218646075,When,-1.3520074
A042,T3,A042_T3,38.0,-6.57,72.17,4.292785500895938,When,-1.5333139
A042,T4,A042_T4,38.0,-6.57,146.02,4.9905686319459415,When,-0.86586165
A043,T1,A043_T1,38.0,-6.57,1.0,0.6931471805599453,When,0.26159275
A043,T2,A043_T2,38.0,-6.57,25.62,3.2816628129669656,When,-0.036807828
A043,T3,A043_T3,38.0,-6.57,64.94,4.188745237643585,When,-0.13224447
A043,T4,A043_T4,38.0,-6.57,149.33,5.012832877639743,When,-0.2727149
A044,T1,A044_T1,38.0,-6.57,1.0,0.6931471805599453,When,-1.2621444
A044,T2,A044_T2,38.0,-6.57,47.66,3.8848573373553763,When,-0.732893
A044,T3,A044_T3,38.0,-6.57,91.63,4.5286130632659365,When,-1.4863783
A044,T4,A044_T4,38.0,-6.57,155.27,5.0515852804252095,When,-1.9410253
A045,T1,A045_T1,37.0,-7.57,1.0,0.6931471805599453,When,-0.23049356
A045,T2,A045_T2,37.0,-7.57,24.66,3.2449333591874905,When,-0.5667067
A045,T3,A045_T3,37.0,-7.57,72.23,4.2936051730729785,When,-0.30196097
A045,T4,A045_T4,37.0,-7.57,151.52,5.027295734989363,When,-0.6121528
A046,T1,A046_T1,38.0,-6.57,1.0,0.6931471805599453,When,-0.3950769
A046,T2,A046_T2,38.0,-6.57,24.32,3.2315945972759756,When,-1.0880048
A046,T3,A046_T3,38.0,-6.57,73.05,4.304740540713808,When,-1.7858182
A046,T4,A046_T4,38.0,-6.57,147.94,5.003543540282499,When,-0.65339905
A047,T1,A047_T1,36.0,-8.57,1.0,0.6931471805599453,When,-1.0930673
A047,T2,A047_T2,36.0,-8.57,23.46,3.1970391302590264,When,-0.46923438
A047,T3,A047_T3,36.0,-8.57,76.85,4.354783898280007,When,-1.6353317
A047,T4,A047_T4,36.0,-8.57,144.22,4.978249833952101,When,-1.9790753
A048,T1,A048_T1,38.0,-6.57,1.0,0.6931471805599453,When,-0.270393
A048,T2,A048_T2,38.0,-6.57,23.91,3.215269329274089,When,-0.40703955
A048,T3,A048_T3,38.0,-6.57,81.15,4.408546844483277,When,-0.30790168
A048,T4,A048_T4,38.0,-6.57,146.3,4.9924713234685845,When,-0.44391742
A049,T1,A049_T1,35.0,-9.57,1.0,0.6931471805599453,When,0.056422774
A049,T2,A049_T2,35.0,-9.57,27.12,3.336481066942464,When,-0.49550664
A049,T3,A049_T3,35.0,-9.57,111.38,4.721885985684052,When,-0.5376334
A049,T4,A049_T4,35.0,-9.57,168.86,5.134974568351863,When,-0.36535683
A050,T1,A050_T1,41.0,-3.5700000000000003,1.0,0.6931471805599453,When,-0.36584878
A050,T2,A050_T2,41.0,-3.5700000000000003,24.73,3.2476576262936527,When,-0.30141634
A050,T3,A050_T3,41.0,-3.5700000000000003,93.39,4.547435135336853,When,-1.4891255
A050,T4,A050_T4,41.0,-3.5700000000000003,148.69,5.008566488927144,When,-1.1910441
A051,T1,A051_T1,41.0,-3.5700000000000003,1.0,0.6931471805599453,When,0.18343249
