UID,test,composite_ID,Age,Age_c,TSVR_hours,log_TSVR,Domain,theta_confidence
A089,T4,A089_T4,56.0,11.43,146.96,4.996941966964253,What,-0.49625972
A090,T1,A090_T1,61.0,16.43,1.0,0.6931471805599453,What,-1.6694237
A090,T2,A090_T2,61.0,16.43,23.54,3.2003044392827653,What,-1.231995
A090,T3,A090_T3,61.0,16.43,95.42,4.568713648977476,What,-2.343972
A090,T4,A090_T4,61.0,16.43,144.07,4.977216384550811,What,-2.383801
A091,T1,A091_T1,63.0,18.43,1.0,0.6931471805599453,What,-0.31102517
A091,T2,A091_T2,63.0,18.43,22.2,3.1441522786722644,What,-0.6510467
A091,T3,A091_T3,63.0,18.43,73.64,4.312676556539088,What,-1.295363
A091,T4,A091_T4,63.0,18.43,142.61,4.9671012920725275,What,-0.6915264
A092,T1,A092_T1,60.0,15.43,1.0,0.6931471805599453,What,-0.39631176
A092,T2,A092_T2,60.0,15.43,22.83,3.170945291110651,What,-0.874028
A092,T3,A092_T3,60.0,15.43,71.31,4.28096243218686,What,-1.0167565
A092,T4,A092_T4,60.0,15.43,146.16,4.991520430236574,What,-1.5746155
A093,T1,A093_T1,64.0,19.43,1.0,0.6931471805599453,What,-0.31084672
A093,T2,A093_T2,64.0,19.43,22.09,3.139399623366404,What,-1.5315979
A093,T3,A093_T3,64.0,19.43,70.22,4.265773677849632,What,-2.2868278
A093,T4,A093_T4,64.0,19.43,140.95,4.95547488291898,What,-2.3151166
A094,T1,A094_T1,60.0,15.43,1.0,0.6931471805599453,What,-0.8733607
A094,T2,A094_T2,60.0,15.43,22.98,3.177220149599368,What,-0.84126997
A094,T3,A094_T3,60.0,15.43,76.21,4.3465289823207245,What,-1.1084818
A094,T4,A094_T4,60.0,15.43,149.99,5.017213609456379,What,-1.2153608
A095,T1,A095_T1,61.0,16.43,1.0,0.6931471805599453,What,-0.24935532
A095,T2,A095_T2,61.0,16.43,29.71,3.424588334452731,What,-0.9429458
A095,T3,A095_T3,61.0,16.43,78.76,4.379022125653583,What,-0.5604514
A095,T4,A095_T4,61.0,16.43,148.79,5.009234313180627,What,-1.0292403
A096,T1,A096_T1,60.0,15.43,1.0,0.6931471805599453,What,-0.7722609
A096,T2,A096_T2,60.0,15.43,24.49,3.238286218388024,What,-0.9537298
A096,T3,A096_T3,60.0,15.43,71.19,4.279301532151069,What,-0.642855
A096,T4,A096_T4,60.0,15.43,143.66,4.974386161421135,What,-0.8880069
A097,T1,A097_T1,64.0,19.43,1.0,0.6931471805599453,What,-1.0316466
A097,T2,A097_T2,64.0,19.43,24.37,3.2335673736111907,What,-2.4364095
A097,T3,A097_T3,64.0,19.43,70.83,4.27430221608671,What,-1.826925
A097,T4,A097_T4,64.0,19.43,144.85,4.98257869631373,What,-2.2625446
A098,T1,A098_T1,60.0,15.43,1.0,0.6931471805599453,What,-0.32570514
A098,T2,A098_T2,60.0,15.43,25.77,3.2872818575322613,What,-0.47275475
A098,T3,A098_T3,60.0,15.43,78.84,4.380024632003209,What,-0.38767546
A098,T4,A098_T4,60.0,15.43,146.29,4.992403432501452,What,-0.56587017
A099,T1,A099_T1,63.0,18.43,1.0,0.6931471805599453,What,-0.1933334
A099,T2,A099_T2,63.0,18.43,28.75,3.392829131991639,What,-0.42159227
A099,T3,A099_T3,63.0,18.43,78.57,4.3766371373894435,What,-0.41357124
A099,T4,A099_T4,63.0,18.43,143.51,4.973348709310239,What,0.018703647
A100,T1,A100_T1,66.0,21.43,1.0,0.6931471805599453,What,-1.2776049
A100,T2,A100_T2,66.0,21.43,31.14,3.4701013603093664,What,-1.4885942
A100,T3,A100_T3,66.0,21.43,75.34,4.3351970473170836,What,-1.2015793
A100,T4,A100_T4,66.0,21.43,146.8,4.995860008514102,What,-2.177189
A101,T1,A101_T1,69.0,24.43,1.0,0.6931471805599453,What,-1.1531101
A101,T2,A101_T2,69.0,24.43,29.12,3.405189402931693,What,-1.1507939
A101,T3,A101_T3,69.0,24.43,75.21,4.333492687678026,What,-2.0616903
A101,T4,A101_T4,69.0,24.43,150.22,5.018735730130124,What,-2.4006252
A102,T1,A102_T1,68.0,23.43,1.0,0.6931471805599453,What,-0.4659688
A102,T2,A102_T2,68.0,23.43,29.13,3.40552135314221,What,-0.5725646
A102,T3,A102_T3,68.0,23.43,75.27,4.3342796761761475,What,-0.70983475
A102,T4,A102_T4,68.0,23.43,150.41,5.019991389020281,What,-0.7002248
A103,T1,A103_T1,68.0,23.43,1.0,0.6931471805599453,What,-1.6476277
A103,T2,A103_T2,68.0,23.43,27.26,3.3414473772563813,What,-2.0595725
A103,T3,A103_T3,68.0,23.43,80.24,4.397407736712184,What,-2.1543787
A103,T4,A103_T4,68.0,23.43,149.72,5.015423810828053,What,-2.3034658
A104,T1,A104_T1,66.0,21.43,1.0,0.6931471805599453,What,-0.23795481
A104,T2,A104_T2,66.0,21.43,22.6,3.1612467120315646,What,-0.18667741
A104,T3,A104_T3,66.0,21.43,72.62,4.298916727950875,What,-0.5396037
A104,T4,A104_T4,66.0,21.43,145.78,4.9889348671169165,What,-1.1808013
A105,T1,A105_T1,68.0,23.43,1.0,0.6931471805599453,What,0.14666553
A105,T2,A105_T2,68.0,23.43,22.77,3.1684242813721024,What,-0.09143283
A105,T3,A105_T3,68.0,23.43,69.46,4.255045172913092,What,-0.7008655
A105,T4,A105_T4,68.0,23.43,146.2,4.991792206294776,What,-0.5656953
A106,T1,A106_T1,66.0,21.43,1.0,0.6931471805599453,What,-0.2363908
A106,T2,A106_T2,66.0,21.43,22.64,3.1629401925378975,What,-0.50482
A106,T3,A106_T3,66.0,21.43,66.08,4.205885936955008,What,-0.4244297
A106,T4,A106_T4,66.0,21.43,147.13,4.998090266593961,What,-0.25632027
A107,T1,A107_T1,70.0,25.43,1.0,0.6931471805599453,What,-2.2529342
A107,T2,A107_T2,70.0,25.43,26.22,3.30395199722332,What,-2.5128634
A107,T3,A107_T3,70.0,25.43,71.45,4.282896668766692,What,-1.9072479
A107,T4,A107_T4,70.0,25.43,145.95,4.990092392864926,What,-2.1943111
A108,T1,A108_T1,69.0,24.43,1.0,0.6931471805599453,What,-0.7291451
A108,T2,A108_T2,69.0,24.43,27.61,3.3537563070620187,What,-1.0643289
A108,T3,A108_T3,69.0,24.43,68.96,4.247923650150401,What,-1.0438112
A108,T4,A108_T4,69.0,24.43,152.12,5.031221927704644,What,-1.1844062
A109,T1,A109_T1,68.0,23.43,1.0,0.6931471805599453,What,-1.0555787
A109,T2,A109_T2,68.0,23.43,24.65,3.2445435716167785,What,-1.3236896
A109,T3,A109_T3,68.0,23.43,71.17,4.279024447084182,What,-0.97737586
A109,T4,A109_T4,68.0,23.43,149.87,5.016418538851983,What,-2.326117
A010,T1,A010_T1,22.0,-22.57,1.0,0.6931471805599453,Where,-0.35840303
A010,T2,A010_T2,22.0,-22.57,21.9,3.131136910560194,Where,-0.60747373
A010,T3,A010_T3,22.0,-22.57,80.88,4.405254760793088,Where,-0.6976981
A010,T4,A010_T4,22.0,-22.57,145.31,4.985727658390071,Where,-0.8171049
A011,T1,A011_T1,21.0,-23.57,1.0,0.6931471805599453,Where,0.1822105
A011,T2,A011_T2,21.0,-23.57,24.57,3.2414197893030954,Where,-0.41067916
A011,T3,A011_T3,21.0,-23.57,72.55,4.297965447047447,Where,-0.40114135
A011,T4,A011_T4,21.0,-23.57,148.85,5.009634793762673,Where,-0.8926102
A012,T1,A012_T1,21.0,-23.57,1.0,0.6931471805599453,Where,-0.13544692
A012,T2,A012_T2,21.0,-23.57,25.6,3.2809112157876537,Where,-0.6886631
A012,T3,A012_T3,21.0,-23.57,166.33,5.119967910506483,Where,-0.65423065
A012,T4,A012_T4,21.0,-23.57,166.87,5.123189870334323,Where,-0.75222445
A013,T1,A013_T1,22.0,-22.57,1.0,0.6931471805599453,Where,-0.69894737
A013,T2,A013_T2,22.0,-22.57,24.77,3.2492110246642736,Where,-0.72977465
A013,T3,A013_T3,22.0,-22.57,79.66,4.390242789445222,Where,-0.72450304
A013,T4,A013_T4,22.0,-22.57,147.13,4.998090266593961,Where,-1.3667862
A014,T1,A014_T1,22.0,-22.57,1.0,0.6931471805599453,Where,-0.26887542
A014,T2,A014_T2,22.0,-22.57,25.66,3.2831643147505627,Where,-0.3245419
A014,T3,A014_T3,22.0,-22.57,70.56,4.270536258640519,Where,-0.5947845
A014,T4,A014_T4,22.0,-22.57,148.87,5.009768251656904,Where,-0.8250754
A015,T1,A015_T1,23.0,-21.57,1.0,0.6931471805599453,Where,0.1364241
A015,T2,A015_T2,23.0,-21.57,23.69,3.206398303357088,Where,-0.3898742
A015,T3,A015_T3,23.0,-21.57,70.59,4.270955399408094,Where,-0.3012806
A015,T4,A015_T4,23.0,-21.57,146.54,4.9940993254561565,Where,-0.62505066
A016,T1,A016_T1,21.0,-23.57,1.0,0.6931471805599453,Where,-0.35686523
A016,T2,A016_T2,21.0,-23.57,32.85,3.521938999358284,Where,-0.5745343
A016,T3,A016_T3,21.0,-23.57,80.64,4.402319337941644,Where,-0.94173694
A016,T4,A016_T4,21.0,-23.57,150.8,5.02256386496153,Where,-0.9995266
A017,T1,A017_T1,24.0,-20.57,1.0,0.6931471805599453,Where,-0.04159507
A017,T2,A017_T2,24.0,-20.57,20.61,3.0731561705187946,Where,0.13028155
A017,T3,A017_T3,24.0,-20.57,61.28,4.131640346965797,Where,0.20525199
A017,T4,A017_T4,24.0,-20.57,140.49,4.952229043207861,Where,-0.077853166
A018,T1,A018_T1,23.0,-21.57,1.0,0.6931471805599453,Where,-0.17650345
A018,T2,A018_T2,23.0,-21.57,34.03,3.5562048372093953,Where,-0.3196287
A018,T3,A018_T3,23.0,-21.57,83.64,4.438406968109989,Where,-0.8628611
A018,T4,A018_T4,23.0,-21.57,150.87,5.023024891742178,Where,-1.062314
A019,T1,A019_T1,20.0,-24.57,1.0,0.6931471805599453,Where,-2.5336318
A019,T2,A019_T2,20.0,-24.57,28.69,3.3908102887756684,Where,-2.4748008
A019,T3,A019_T3,20.0,-24.57,83.68,4.4388794462666645,Where,-2.7013297
A019,T4,A019_T4,20.0,-24.57,154.76,5.048316361063944,Where,-2.283211
A020,T1,A020_T1,26.0,-18.57,1.0,0.6931471805599453,Where,-0.37285313
A020,T2,A020_T2,26.0,-18.57,26.85,3.326832966373293,Where,-0.5112881
A020,T3,A020_T3,26.0,-18.57,78.25,4.37260741275739,Where,-0.89992255
A020,T4,A020_T4,26.0,-18.57,145.78,4.9889348671169165,Where,-1.3165435
A021,T1,A021_T1,28.0,-16.57,1.0,0.6931471805599453,Where,-0.41147396
A021,T2,A021_T2,28.0,-16.57,30.21,3.440738556282688,Where,-0.558847
A021,T3,A021_T3,28.0,-16.57,74.19,4.320018243389936,Where,-0.3880754
A021,T4,A021_T4,28.0,-16.57,140.39,4.951522029603749,Where,-0.43092597
A022,T1,A022_T1,28.0,-16.57,1.0,0.6931471805599453,Where,-1.1627107
A022,T2,A022_T2,28.0,-16.57,24.15,3.224857896545748,Where,-1.805651
A022,T3,A022_T3,28.0,-16.57,74.46,4.323602714536165,Where,-0.5665401
A022,T4,A022_T4,28.0,-16.57,141.71,4.9608145991123,Where,-1.8017873
A023,T1,A023_T1,26.0,-18.57,1.0,0.6931471805599453,Where,-0.59082544
A023,T2,A023_T2,26.0,-18.57,25.63,3.282038399825841,Where,-0.5326225
A023,T3,A023_T3,26.0,-18.57,72.2,4.293195420967266,Where,-0.6464132
A023,T4,A023_T4,26.0,-18.57,145.07,4.984085958862719,Where,-0.6230106
A024,T1,A024_T1,29.0,-15.57,1.0,0.6931471805599453,Where,-0.49176538
A024,T2,A024_T2,29.0,-15.57,29.57,3.420019135902743,Where,-0.6222243
A024,T3,A024_T3,29.0,-15.57,91.47,4.526884267589547,Where,-0.5914005
A024,T4,A024_T4,29.0,-15.57,145.65,4.9880487954234605,Where,-0.91537094
A025,T1,A025_T1,26.0,-18.57,1.0,0.6931471805599453,Where,-0.22930345
A025,T2,A025_T2,26.0,-18.57,23.33,3.1917101567954314,Where,-0.47376117
A025,T3,A025_T3,26.0,-18.57,72.94,4.303253953508486,Where,-0.6453535
A025,T4,A025_T4,26.0,-18.57,137.74,4.932601677957155,Where,-1.3320826
A026,T1,A026_T1,29.0,-15.57,1.0,0.6931471805599453,Where,-0.42322144
A026,T2,A026_T2,29.0,-15.57,26.48,3.3134584673541485,Where,-0.44688615
A026,T3,A026_T3,29.0,-15.57,75.46,4.336767728268267,Where,-0.3506699
A026,T4,A026_T4,29.0,-15.57,147.65,5.001594549444107,Where,-0.41052327
A027,T1,A027_T1,28.0,-16.57,1.0,0.6931471805599453,Where,-0.2720792
A027,T2,A027_T2,28.0,-16.57,28.26,3.3762213955919784,Where,-0.37899905
A027,T3,A027_T3,28.0,-16.57,74.58,4.325191697921343,Where,-0.9105261
A027,T4,A027_T4,28.0,-16.57,145.92,4.989888220951467,Where,-1.2259247
A028,T1,A028_T1,26.0,-18.57,1.0,0.6931471805599453,Where,0.06443758
A028,T2,A028_T2,26.0,-18.57,22.82,3.170525563927154,Where,-0.39307082
A028,T3,A028_T3,26.0,-18.57,72.26,4.294014757350668,Where,-0.68142813
A028,T4,A028_T4,26.0,-18.57,138.91,4.940999358745194,Where,-0.93770975
A029,T1,A029_T1,25.0,-19.57,1.0,0.6931471805599453,Where,0.04235333
A029,T2,A029_T2,25.0,-19.57,28.43,3.382014562245381,Where,-0.15864953
A029,T3,A029_T3,25.0,-19.57,93.26,4.546056921495585,Where,-0.47460964
A029,T4,A029_T4,25.0,-19.57,143.14,4.970785049496295,Where,-0.4180649
A030,T1,A030_T1,31.0,-13.57,1.0,0.6931471805599453,Where,-0.6236615
A030,T2,A030_T2,31.0,-13.57,32.95,3.5248888540047054,Where,-0.2575324
A030,T3,A030_T3,31.0,-13.57,71.93,4.289500076996142,Where,-0.6491758
A030,T4,A030_T4,31.0,-13.57,150.46,5.020321563685677,Where,-0.5578966
A031,T1,A031_T1,32.0,-12.57,1.0,0.6931471805599453,Where,-0.0035324944
A031,T2,A031_T2,32.0,-12.57,32.41,3.508855256368665,Where,-0.19972831
A031,T3,A031_T3,32.0,-12.57,71.56,4.2844138058068815,Where,-0.94005686
A031,T4,A031_T4,32.0,-12.57,143.85,4.975698724215359,Where,-1.1272513
A032,T1,A032_T1,33.0,-11.57,1.0,0.6931471805599453,Where,-0.3360491
A032,T2,A032_T2,33.0,-11.57,57.18,4.063541653067055,Where,-0.5707413
A032,T3,A032_T3,33.0,-11.57,80.16,4.396422514957614,Where,-0.49220014
A032,T4,A032_T4,33.0,-11.57,144.51,4.980244812772187,Where,-0.48205373
A033,T1,A033_T1,32.0,-12.57,1.0,0.6931471805599453,Where,-0.3546501
A033,T2,A033_T2,32.0,-12.57,29.16,3.4065165431397553,Where,-0.6500345
A033,T3,A033_T3,32.0,-12.57,72.6,4.298645025734831,Where,-0.36226928
A033,T4,A033_T4,32.0,-12.57,168.33,5.131849473677249,Where,-0.85558045
A034,T1,A034_T1,33.0,-11.57,1.0,0.6931471805599453,Where,-0.035111323
A034,T2,A034_T2,33.0,-11.57,26.08,3.298795448044074,Where,-0.23034386
A034,T3,A034_T3,33.0,-11.57,74.28,4.3212144952771245,Where,-0.38596812
A034,T4,A034_T4,33.0,-11.57,145.38,4.986205980173081,Where,-0.90760684
A035,T1,A035_T1,34.0,-10.57,1.0,0.6931471805599453,Where,-0.48868048
A035,T2,A035_T2,34.0,-10.57,44.76,3.8234103470715426,Where,-0.544072
A035,T3,A035_T3,34.0,-10.57,79.98,4.394202210604015,Where,-0.6989289
A035,T4,A035_T4,34.0,-10.57,152.47,5.033505108187003,Where,-0.9028312
A036,T1,A036_T1,30.0,-14.57,1.0,0.6931471805599453,Where,-1.3059089
A036,T2,A036_T2,30.0,-14.57,21.63,3.119276459645446,Where,-2.2476616
A036,T3,A036_T3,30.0,-14.57,71.47,4.28317268312119,Where,-1.8617111
A036,T4,A036_T4,30.0,-14.57,143.85,4.975698724215359,Where,-2.2146947
A037,T1,A037_T1,31.0,-13.57,1.0,0.6931471805599453,Where,-0.110464536
A037,T2,A037_T2,31.0,-13.57,23.7,3.2068032436339315,Where,-0.50463635
A037,T3,A037_T3,31.0,-13.57,72.08,4.291554731509806,Where,-0.9093372
A037,T4,A037_T4,31.0,-13.57,143.66,4.974386161421135,Where,-0.9963444
A038,T1,A038_T1,32.0,-12.57,1.0,0.6931471805599453,Where,-0.25288638
A038,T2,A038_T2,32.0,-12.57,71.85,4.288402532641213,Where,-0.5504119
A038,T3,A038_T3,32.0,-12.57,72.86,4.3021714094244174,Where,-0.22833556
A038,T4,A038_T4,32.0,-12.57,152.89,5.0362380614757605,Where,-0.36377794
A039,T1,A039_T1,31.0,-13.57,1.0,0.6931471805599453,Where,0.069364
A039,T2,A039_T2,31.0,-13.57,28.65,3.3894621254437345,Where,0.047065586
A039,T3,A039_T3,31.0,-13.57,98.84,4.603568904621118,Where,-0.29448196
A039,T4,A039_T4,31.0,-13.57,246.24,5.510359524791073,Where,-0.5829361
A040,T1,A040_T1,38.0,-6.57,1.0,0.6931471805599453,Where,-0.4017266
A040,T2,A040_T2,38.0,-6.57,26.26,3.3054204262683866,Where,-0.48326045
A040,T3,A040_T3,38.0,-6.57,71.28,4.280547465724028,Where,-0.91053617
A040,T4,A040_T4,38.0,-6.57,143.53,4.97348709846075,Where,-0.80098236
A041,T1,A041_T1,35.0,-9.57,1.0,0.6931471805599453,Where,-0.053022992
A041,T2,A041_T2,35.0,-9.57,31.78,3.4898185733156835,Where,-0.57343215
A041,T3,A041_T3,35.0,-9.57,75.74,4.340423084818807,Where,-0.5869637
A041,T4,A041_T4,35.0,-9.57,141.84,4.961725122726247,Where,-0.25168344
A042,T1,A042_T1,38.0,-6.57,1.0,0.6931471805599453,Where,-0.9887161
A042,T2,A042_T2,38.0,-6.57,28.93,3.3988613218646075,Where,-1.3712572
A042,T3,A042_T3,38.0,-6.57,72.17,4.292785500895938,Where,-1.0677525
A042,T4,A042_T4,38.0,-6.57,146.02,4.9905686319459415,Where,-1.3189137
A043,T1,A043_T1,38.0,-6.57,1.0,0.6931471805599453,Where,0.0764133
A043,T2,A043_T2,38.0,-6.57,25.62,3.2816628129669656,Where,0.14288305
A043,T3,A043_T3,38.0,-6.57,64.94,4.188745237643585,Where,-0.35368058
A043,T4,A043_T4,38.0,-6.57,149.33,5.012832877639743,Where,-0.5119028
A044,T1,A044_T1,38.0,-6.57,1.0,0.6931471805599453,Where,-1.0788252
A044,T2,A044_T2,38.0,-6.57,47.66,3.8848573373553763,Where,-1.0115542
A044,T3,A044_T3,38.0,-6.57,91.63,4.5286130632659365,Where,-1.5923297
A044,T4,A044_T4,38.0,-6.57,155.27,5.0515852804252095,Where,-2.1946876
A045,T1,A045_T1,37.0,-7.57,1.0,0.6931471805599453,Where,-0.78722435
A045,T2,A045_T2,37.0,-7.57,24.66,3.2449333591874905,Where,-0.91305506
A045,T3,A045_T3,37.0,-7.57,72.23,4.2936051730729785,Where,-0.6200845
A045,T4,A045_T4,37.0,-7.57,151.52,5.027295734989363,Where,-1.1087615
A046,T1,A046_T1,38.0,-6.57,1.0,0.6931471805599453,Where,-0.8697148
A046,T2,A046_T2,38.0,-6.57,24.32,3.2315945972759756,Where,-0.91280913
A046,T3,A046_T3,38.0,-6.57,73.05,4.304740540713808,Where,-1.6639705
A046,T4,A046_T4,38.0,-6.57,147.94,5.003543540282499,Where,-1.2999191
A047,T1,A047_T1,36.0,-8.57,1.0,0.6931471805599453,Where,-0.74380946
A047,T2,A047_T2,36.0,-8.57,23.46,3.1970391302590264,Where,-1.0145134
A047,T3,A047_T3,36.0,-8.57,76.85,4.354783898280007,Where,-1.471186
A047,T4,A047_T4,36.0,-8.57,144.22,4.978249833952101,Where,-2.3868499
A048,T1,A048_T1,38.0,-6.57,1.0,0.6931471805599453,Where,-0.24701324
A048,T2,A048_T2,38.0,-6.57,23.91,3.215269329274089,Where,-0.44145307
A048,T3,A048_T3,38.0,-6.57,81.15,4.408546844483277,Where,-0.50626874
A048,T4,A048_T4,38.0,-6.57,146.3,4.9924713234685845,Where,-0.6491903
A049,T1,A049_T1,35.0,-9.57,1.0,0.6931471805599453,Where,-0.06294507
A049,T2,A049_T2,35.0,-9.57,27.12,3.336481066942464,Where,-0.69370794
A049,T3,A049_T3,35.0,-9.57,111.38,4.721885985684052,Where,-0.38595775
A049,T4,A049_T4,35.0,-9.57,168.86,5.134974568351863,Where,-0.5832282
A050,T1,A050_T1,41.0,-3.5700000000000003,1.0,0.6931471805599453,Where,-0.36178616
A050,T2,A050_T2,41.0,-3.5700000000000003,24.73,3.2476576262936527,Where,-0.4725317
A050,T3,A050_T3,41.0,-3.5700000000000003,93.39,4.547435135336853,Where,-0.75545967
A050,T4,A050_T4,41.0,-3.5700000000000003,148.69,5.008566488927144,Where,-1.2916528
A051,T1,A051_T1,41.0,-3.5700000000000003,1.0,0.6931471805599453,Where,-0.26239568
A051,T2,A051_T2,41.0,-3.5700000000000003,17.16,2.8992213731731473,Where,-0.33902845
A051,T3,A051_T3,41.0,-3.5700000000000003,65.63,4.199154926574446,Where,-0.7808797
A051,T4,A051_T4,41.0,-3.5700000000000003,146.99,4.997144703913756,Where,-0.8386645
A052,T1,A052_T1,43.0,-1.5700000000000003,1.0,0.6931471805599453,Where,-0.56775326
A052,T2,A052_T2,43.0,-1.5700000000000003,31.76,3.4892082589848687,Where,-0.51569283
A052,T3,A052_T3,43.0,-1.5700000000000003,80.98,4.406475315076191,Where,-0.72437257
A052,T4,A052_T4,43.0,-1.5700000000000003,153.27,5.038704314023848,Where,-0.96979094
A053,T1,A053_T1,44.0,-0.5700000000000003,1.0,0.6931471805599453,Where,-0.32716423
A053,T2,A053_T2,44.0,-0.5700000000000003,32.71,3.5177945292459696,Where,-1.31081
A053,T3,A053_T3,44.0,-0.5700000000000003,78.28,4.372985890021733,Where,-1.3124368
A053,T4,A053_T4,44.0,-0.5700000000000003,148.9,5.009968405108552,Where,-1.5747085
A054,T1,A054_T1,43.0,-1.5700000000000003,1.0,0.6931471805599453,Where,0.04480597
A054,T2,A054_T2,43.0,-1.5700000000000003,16.9,2.884800712846709,Where,-0.3352206
A054,T3,A054_T3,43.0,-1.5700000000000003,72.83,4.3017651530710745,Where,-0.33057252
A054,T4,A054_T4,43.0,-1.5700000000000003,136.83,4.926021041706347,Where,-0.14014612
A055,T1,A055_T1,44.0,-0.5700000000000003,1.0,0.6931471805599453,Where,-0.26737776
A055,T2,A055_T2,44.0,-0.5700000000000003,23.24,3.1880041612011136,Where,-0.8997421
A055,T3,A055_T3,44.0,-0.5700000000000003,74.48,4.32386772050035,Where,-0.8300395
A055,T4,A055_T4,44.0,-0.5700000000000003,149.21,5.012034315009963,Where,-1.2196255
A056,T1,A056_T1,42.0,-2.5700000000000003,1.0,0.6931471805599453,Where,-0.7111716
A056,T2,A056_T2,42.0,-2.5700000000000003,33.61,3.544142657647253,Where,-1.0561782
A056,T3,A056_T3,42.0,-2.5700000000000003,71.46,4.283034685466931,Where,-0.7928314
A056,T4,A056_T4,42.0,-2.5700000000000003,147.84,5.002871903478422,Where,-0.98227644
A057,T1,A057_T1,40.0,-4.57,1.0,0.6931471805599453,Where,-0.52722853
A057,T2,A057_T2,40.0,-4.57,24.78,3.2495989975110415,Where,-0.85633445
A057,T3,A057_T3,40.0,-4.57,73.83,4.315218874092267,Where,-1.1658437
A057,T4,A057_T4,40.0,-4.57,145.06,4.984017496191964,Where,-1.4252695
A058,T1,A058_T1,42.0,-2.5700000000000003,1.0,0.6931471805599453,Where,-0.2113685
A058,T2,A058_T2,42.0,-2.5700000000000003,22.96,3.1763857732472487,Where,-0.6888368
A058,T3,A058_T3,42.0,-2.5700000000000003,66.28,4.208863015664693,Where,-0.8918688
A058,T4,A058_T4,42.0,-2.5700000000000003,143.48,4.973141089668675,Where,-1.1060226
A059,T1,A059_T1,43.0,-1.5700000000000003,1.0,0.6931471805599453,Where,-0.55872375
A059,T2,A059_T2,43.0,-1.5700000000000003,30.4,3.4468078929142076,Where,-0.543509
A059,T3,A059_T3,43.0,-1.5700000000000003,79.78,4.391729410135267,Where,-0.7414035
A059,T4,A059_T4,43.0,-1.5700000000000003,151.93,5.029980300360032,Where,-0.7605379
A060,T1,A060_T1,48.0,3.4299999999999997,1.0,0.6931471805599453,Where,-0.7345365
A060,T2,A060_T2,48.0,3.4299999999999997,24.87,3.2530839961979376,Where,-0.52909
A060,T3,A060_T3,48.0,3.4299999999999997,94.68,4.561009290202322,Where,-0.24922341
A060,T4,A060_T4,48.0,3.4299999999999997,143.91,4.976112860057833,Where,-0.16883858
A061,T1,A061_T1,47.0,2.4299999999999997,1.0,0.6931471805599453,Where,0.28313136
A061,T2,A061_T2,47.0,2.4299999999999997,35.16,3.5879535355239756,Where,0.017001087
A061,T3,A061_T3,47.0,2.4299999999999997,82.55,4.425445255041403,Where,-0.24850823
A061,T4,A061_T4,47.0,2.4299999999999997,146.56,4.994234872728475,Where,-0.35313225
A062,T1,A062_T1,48.0,3.4299999999999997,1.0,0.6931471805599453,Where,-0.430132
A062,T2,A062_T2,48.0,3.4299999999999997,44.69,3.8218794555751803,Where,-0.64850175
A062,T3,A062_T3,48.0,3.4299999999999997,92.72,4.540311613639595,Where,-0.8085027
A062,T4,A062_T4,48.0,3.4299999999999997,149.18,5.011834574671738,Where,-1.3478737
A063,T1,A063_T1,45.0,0.4299999999999997,1.0,0.6931471805599453,Where,-1.3478978
A063,T2,A063_T2,45.0,0.4299999999999997,21.98,3.1346242724206097,Where,-2.0114355
A063,T3,A063_T3,45.0,0.4299999999999997,69.99,4.262539022051294,Where,-2.317177
A063,T4,A063_T4,45.0,0.4299999999999997,141.09,4.956460659649984,Where,-1.8540944
A064,T1,A064_T1,47.0,2.4299999999999997,1.0,0.6931471805599453,Where,-0.21037821
A064,T2,A064_T2,47.0,2.4299999999999997,37.65,3.654546775033431,Where,-0.7588211
A064,T3,A064_T3,47.0,2.4299999999999997,82.99,4.430697744137536,Where,-1.0215553
A064,T4,A064_T4,47.0,2.4299999999999997,156.21,5.057582491203423,Where,-0.7785181
A065,T1,A065_T1,47.0,2.4299999999999997,1.0,0.6931471805599453,Where,-0.64995366
A065,T2,A065_T2,47.0,2.4299999999999997,32.31,3.5058576522055884,Where,-1.3680072
A065,T3,A065_T3,47.0,2.4299999999999997,106.41,4.676653287609955,Where,-1.9698241
A065,T4,A065_T4,47.0,2.4299999999999997,187.43,5.238726585134399,Where,-2.057982
A066,T1,A066_T1,47.0,2.4299999999999997,1.0,0.6931471805599453,Where,-0.5925036
A066,T2,A066_T2,47.0,2.4299999999999997,23.35,3.192531849528599,Where,-0.80298775
A066,T3,A066_T3,47.0,2.4299999999999997,73.79,4.314684186203576,Where,-0.7284924
A066,T4,A066_T4,47.0,2.4299999999999997,164.93,5.111566012674697,Where,-1.3858626
A067,T1,A067_T1,48.0,3.4299999999999997,1.0,0.6931471805599453,Where,-0.7475646
A067,T2,A067_T2,48.0,3.4299999999999997,29.91,3.431079756144025,Where,-1.2339615
A067,T3,A067_T3,48.0,3.4299999999999997,73.19,4.306629370201435,Where,-1.2788206
A067,T4,A067_T4,48.0,3.4299999999999997,144.19,4.978043229495596,Where,-1.7866027
A068,T1,A068_T1,49.0,4.43,1.0,0.6931471805599453,Where,-0.06365305
A068,T2,A068_T2,49.0,4.43,30.49,3.4496700351129332,Where,-0.010693989
A068,T3,A068_T3,49.0,4.43,82.98,4.430578675256047,Where,-0.3387619
A068,T4,A068_T4,49.0,4.43,155.59,5.053630924557352,Where,-0.6417966
A069,T1,A069_T1,46.0,1.4299999999999997,1.0,0.6931471805599453,Where,-0.6827684
