UID,location,TSVR_hours,test,theta,se,measure
A039,destination,74.0,3,0.9721396,0.5,accuracy
A039,destination,148.0,4,1.2233254,0.5,accuracy
A040,destination,1.0,1,-0.9852747,0.5,accuracy
A040,destination,26.0,2,0.88222194,0.5,accuracy
A040,destination,74.0,3,-0.9794845,0.5,accuracy
A040,destination,148.0,4,-1.104057,0.5,accuracy
A041,destination,1.0,1,0.22410686,0.5,accuracy
A041,destination,26.0,2,-0.6096121,0.5,accuracy
A041,destination,74.0,3,1.0298018,0.5,accuracy
A041,destination,148.0,4,-0.39342585,0.5,accuracy
A042,destination,1.0,1,-1.0510693,0.5,accuracy
A042,destination,26.0,2,-0.29213598,0.5,accuracy
A042,destination,74.0,3,0.27557984,0.5,accuracy
A042,destination,148.0,4,-0.4915242,0.5,accuracy
A043,destination,1.0,1,0.49942693,0.5,accuracy
A043,destination,26.0,2,0.4424877,0.5,accuracy
A043,destination,74.0,3,0.3511134,0.5,accuracy
A043,destination,148.0,4,-0.25678244,0.5,accuracy
A044,destination,1.0,1,1.1713588,0.5,accuracy
A044,destination,26.0,2,0.16294117,0.5,accuracy
A044,destination,74.0,3,-1.3014706,0.5,accuracy
A044,destination,148.0,4,-1.0086085,0.5,accuracy
A045,destination,1.0,1,0.16803594,0.5,accuracy
A045,destination,26.0,2,-0.48629287,0.5,accuracy
A045,destination,74.0,3,-0.9015519,0.5,accuracy
A045,destination,148.0,4,-0.6140947,0.5,accuracy
A046,destination,1.0,1,-0.82893044,0.5,accuracy
A046,destination,26.0,2,-1.229845,0.5,accuracy
A046,destination,74.0,3,-0.9712328,0.5,accuracy
A046,destination,148.0,4,-0.8551873,0.5,accuracy
A047,destination,1.0,1,-0.9314449,0.5,accuracy
A047,destination,26.0,2,0.0011731267,0.5,accuracy
A047,destination,74.0,3,-0.31743395,0.5,accuracy
A047,destination,148.0,4,0.5841509,0.5,accuracy
A048,destination,1.0,1,1.7055423,0.5,accuracy
A048,destination,26.0,2,-0.21394376,0.5,accuracy
A048,destination,74.0,3,0.59561753,0.5,accuracy
A048,destination,148.0,4,0.05674492,0.5,accuracy
A049,destination,1.0,1,0.7261273,0.5,accuracy
A049,destination,26.0,2,-0.3937213,0.5,accuracy
A049,destination,74.0,3,0.6229021,0.5,accuracy
A049,destination,148.0,4,1.4647734,0.5,accuracy
A050,destination,1.0,1,-0.91308653,0.5,accuracy
A050,destination,26.0,2,-0.0066963215,0.5,accuracy
A050,destination,74.0,3,-0.35299146,0.5,accuracy
A050,destination,148.0,4,0.8914575,0.5,accuracy
A051,destination,1.0,1,1.8028108,0.5,accuracy
A051,destination,26.0,2,0.049381785,0.5,accuracy
A051,destination,74.0,3,0.1110302,0.5,accuracy
A051,destination,148.0,4,0.03827322,0.5,accuracy
A052,destination,1.0,1,-0.4868811,0.5,accuracy
A052,destination,26.0,2,0.9826763,0.5,accuracy
A052,destination,74.0,3,-0.23479229,0.5,accuracy
A052,destination,148.0,4,0.060775243,0.5,accuracy
A053,destination,1.0,1,0.830601,0.5,accuracy
A053,destination,26.0,2,0.35691914,0.5,accuracy
A053,destination,74.0,3,-0.111180075,0.5,accuracy
A053,destination,148.0,4,-0.24006987,0.5,accuracy
A054,destination,1.0,1,0.4994956,0.5,accuracy
A054,destination,26.0,2,-0.12840416,0.5,accuracy
A054,destination,74.0,3,-0.02643241,0.5,accuracy
A054,destination,148.0,4,0.17176248,0.5,accuracy
A055,destination,1.0,1,-0.5361741,0.5,accuracy
A055,destination,26.0,2,0.75660616,0.5,accuracy
A055,destination,74.0,3,0.83208466,0.5,accuracy
A055,destination,148.0,4,0.1528813,0.5,accuracy
A056,destination,1.0,1,0.7468591,0.5,accuracy
A056,destination,26.0,2,-0.7365116,0.5,accuracy
A056,destination,74.0,3,-0.72254777,0.5,accuracy
A056,destination,148.0,4,-0.8596302,0.5,accuracy
A057,destination,1.0,1,-1.0518757,0.5,accuracy
A057,destination,26.0,2,-0.60083723,0.5,accuracy
A057,destination,74.0,3,-0.51274824,0.5,accuracy
A057,destination,148.0,4,-0.13473281,0.5,accuracy
A058,destination,1.0,1,1.7332748,0.5,accuracy
A058,destination,26.0,2,-0.17271782,0.5,accuracy
A058,destination,74.0,3,0.67109835,0.5,accuracy
A058,destination,148.0,4,-0.9756075,0.5,accuracy
A059,destination,1.0,1,1.5626048,0.5,accuracy
A059,destination,26.0,2,0.07206453,0.5,accuracy
A059,destination,74.0,3,2.0409064,0.5,accuracy
A059,destination,148.0,4,-0.5772869,0.5,accuracy
A060,destination,1.0,1,-0.1530542,0.5,accuracy
A060,destination,26.0,2,0.33590585,0.5,accuracy
A060,destination,74.0,3,0.16965349,0.5,accuracy
A060,destination,148.0,4,-0.7229297,0.5,accuracy
A061,destination,1.0,1,2.0403898,0.5,accuracy
A061,destination,26.0,2,0.77201295,0.5,accuracy
A061,destination,74.0,3,1.5962133,0.5,accuracy
A061,destination,148.0,4,0.7794881,0.5,accuracy
A062,destination,1.0,1,0.75087893,0.5,accuracy
A062,destination,26.0,2,1.0081036,0.5,accuracy
A062,destination,74.0,3,-0.41625023,0.5,accuracy
A062,destination,148.0,4,-0.7022192,0.5,accuracy
A063,destination,1.0,1,0.42942187,0.5,accuracy
A063,destination,26.0,2,0.9230828,0.5,accuracy
A063,destination,74.0,3,-1.0528466,0.5,accuracy
A063,destination,148.0,4,-0.95782745,0.5,accuracy
A064,destination,1.0,1,0.37014112,0.5,accuracy
A064,destination,26.0,2,0.15088972,0.5,accuracy
A064,destination,74.0,3,0.4945773,0.5,accuracy
A064,destination,148.0,4,-1.064075,0.5,accuracy
A065,destination,1.0,1,-0.9370374,0.5,accuracy
A065,destination,26.0,2,-0.42273253,0.5,accuracy
A065,destination,74.0,3,0.12489203,0.5,accuracy
A065,destination,148.0,4,-1.0915083,0.5,accuracy
A066,destination,1.0,1,0.03757501,0.5,accuracy
A066,destination,26.0,2,-0.42152458,0.5,accuracy
A066,destination,74.0,3,-0.91012734,0.5,accuracy
A066,destination,148.0,4,-1.2444345,0.5,accuracy
A067,destination,1.0,1,-0.3772701,0.5,accuracy
A067,destination,26.0,2,-0.75470644,0.5,accuracy
A067,destination,74.0,3,-0.75410956,0.5,accuracy
A067,destination,148.0,4,-1.4940736,0.5,accuracy
A068,destination,1.0,1,1.4733075,0.5,accuracy
A068,destination,26.0,2,-0.34633532,0.5,accuracy
A068,destination,74.0,3,-0.3125315,0.5,accuracy
A068,destination,148.0,4,-0.21757181,0.5,accuracy
A069,destination,1.0,1,-0.18573126,0.5,accuracy
A069,destination,26.0,2,-0.75497293,0.5,accuracy
A069,destination,74.0,3,-0.45664144,0.5,accuracy
A069,destination,148.0,4,-0.621072,0.5,accuracy
A070,destination,1.0,1,-0.025029317,0.5,accuracy
A070,destination,26.0,2,-0.7115501,0.5,accuracy
A070,destination,74.0,3,-0.60091597,0.5,accuracy
A070,destination,148.0,4,-0.9432329,0.5,accuracy
A071,destination,1.0,1,-0.09704123,0.5,accuracy
A071,destination,26.0,2,-0.43790084,0.5,accuracy
A071,destination,74.0,3,-0.8310883,0.5,accuracy
A071,destination,148.0,4,-0.20154567,0.5,accuracy
A072,destination,1.0,1,0.6814234,0.5,accuracy
A072,destination,26.0,2,1.7074885,0.5,accuracy
A072,destination,74.0,3,0.09480323,0.5,accuracy
A072,destination,148.0,4,0.58196443,0.5,accuracy
A073,destination,1.0,1,0.30522674,0.5,accuracy
A073,destination,26.0,2,-0.94399035,0.5,accuracy
A073,destination,74.0,3,-0.27342725,0.5,accuracy
A073,destination,148.0,4,1.1537054,0.5,accuracy
A074,destination,1.0,1,0.39766553,0.5,accuracy
A074,destination,26.0,2,-0.40341347,0.5,accuracy
A074,destination,74.0,3,1.1376537,0.5,accuracy
A074,destination,148.0,4,0.26247647,0.5,accuracy
A075,destination,1.0,1,0.07384318,0.5,accuracy
A075,destination,26.0,2,0.8610925,0.5,accuracy
A075,destination,74.0,3,-1.4018217,0.5,accuracy
A075,destination,148.0,4,-0.09748435,0.5,accuracy
A076,destination,1.0,1,-0.5232532,0.5,accuracy
A076,destination,26.0,2,-1.1163836,0.5,accuracy
A076,destination,74.0,3,-0.5196874,0.5,accuracy
A076,destination,148.0,4,-1.266146,0.5,accuracy
A077,destination,1.0,1,-0.5821275,0.5,accuracy
A077,destination,26.0,2,-0.5422168,0.5,accuracy
A077,destination,74.0,3,-0.26786017,0.5,accuracy
A077,destination,148.0,4,0.8029541,0.5,accuracy
A078,destination,1.0,1,-0.27483156,0.5,accuracy
A078,destination,26.0,2,0.06392656,0.5,accuracy
A078,destination,74.0,3,0.34884748,0.5,accuracy
A078,destination,148.0,4,-1.3704203,0.5,accuracy
A079,destination,1.0,1,1.3273735,0.5,accuracy
A079,destination,26.0,2,-0.2008887,0.5,accuracy
A079,destination,74.0,3,-0.19927017,0.5,accuracy
A079,destination,148.0,4,-0.95253634,0.5,accuracy
A080,destination,1.0,1,-0.1154154,0.5,accuracy
A080,destination,26.0,2,0.10268697,0.5,accuracy
A080,destination,74.0,3,1.1151272,0.5,accuracy
A080,destination,148.0,4,-0.40745336,0.5,accuracy
A081,destination,1.0,1,0.6662004,0.5,accuracy
A081,destination,26.0,2,-0.9717388,0.5,accuracy
A081,destination,74.0,3,1.2064252,0.5,accuracy
A081,destination,148.0,4,1.4606197,0.5,accuracy
A082,destination,1.0,1,-0.6594405,0.5,accuracy
A082,destination,26.0,2,1.5764099,0.5,accuracy
A082,destination,74.0,3,-0.7732746,0.5,accuracy
A082,destination,148.0,4,0.112550795,0.5,accuracy
A083,destination,1.0,1,1.6751546,0.5,accuracy
A083,destination,26.0,2,-0.3237374,0.5,accuracy
A083,destination,74.0,3,-0.8224563,0.5,accuracy
A083,destination,148.0,4,0.76563764,0.5,accuracy
A084,destination,1.0,1,0.089948215,0.5,accuracy
A084,destination,26.0,2,-0.3887303,0.5,accuracy
A084,destination,74.0,3,0.41099674,0.5,accuracy
A084,destination,148.0,4,1.1264467,0.5,accuracy
A085,destination,1.0,1,-0.025167516,0.5,accuracy
A085,destination,26.0,2,0.58357966,0.5,accuracy
A085,destination,74.0,3,-0.9434278,0.5,accuracy
A085,destination,148.0,4,0.36916238,0.5,accuracy
A086,destination,1.0,1,1.2463102,0.5,accuracy
A086,destination,26.0,2,0.35159728,0.5,accuracy
A086,destination,74.0,3,-0.7232066,0.5,accuracy
A086,destination,148.0,4,-1.2129464,0.5,accuracy
A087,destination,1.0,1,1.1479511,0.5,accuracy
A087,destination,26.0,2,0.62924254,0.5,accuracy
A087,destination,74.0,3,0.6483832,0.5,accuracy
A087,destination,148.0,4,-0.5654962,0.5,accuracy
A088,destination,1.0,1,1.5717645,0.5,accuracy
A088,destination,26.0,2,2.250928,0.5,accuracy
A088,destination,74.0,3,-0.11962351,0.5,accuracy
A088,destination,148.0,4,1.3004314,0.5,accuracy
A089,destination,1.0,1,1.5398204,0.5,accuracy
A089,destination,26.0,2,0.37108445,0.5,accuracy
A089,destination,74.0,3,-0.0014881843,0.5,accuracy
A089,destination,148.0,4,0.8214839,0.5,accuracy
A090,destination,1.0,1,-0.3088941,0.5,accuracy
A090,destination,26.0,2,-0.2992866,0.5,accuracy
A090,destination,74.0,3,-0.48725727,0.5,accuracy
A090,destination,148.0,4,0.14262137,0.5,accuracy
A091,destination,1.0,1,1.1371102,0.5,accuracy
A091,destination,26.0,2,0.2593088,0.5,accuracy
A091,destination,74.0,3,-0.6923325,0.5,accuracy
A091,destination,148.0,4,0.056037232,0.5,accuracy
A092,destination,1.0,1,-0.4201831,0.5,accuracy
A092,destination,26.0,2,-0.90574074,0.5,accuracy
A092,destination,74.0,3,-1.0292109,0.5,accuracy
A092,destination,148.0,4,-0.44239357,0.5,accuracy
A093,destination,1.0,1,0.97299176,0.5,accuracy
A093,destination,26.0,2,-0.6046585,0.5,accuracy
A093,destination,74.0,3,-0.8998102,0.5,accuracy
A093,destination,148.0,4,-0.7954494,0.5,accuracy
A094,destination,1.0,1,-1.036037,0.5,accuracy
A094,destination,26.0,2,-0.29982325,0.5,accuracy
A094,destination,74.0,3,-1.0888739,0.5,accuracy
A094,destination,148.0,4,-1.2646453,0.5,accuracy
A095,destination,1.0,1,1.3578781,0.5,accuracy
A095,destination,26.0,2,-0.8642308,0.5,accuracy
A095,destination,74.0,3,-0.6406247,0.5,accuracy
A095,destination,148.0,4,-0.86643106,0.5,accuracy
A096,destination,1.0,1,-0.46724647,0.5,accuracy
A096,destination,26.0,2,-0.4302919,0.5,accuracy
A096,destination,74.0,3,-0.7520156,0.5,accuracy
A096,destination,148.0,4,0.013857826,0.5,accuracy
A097,destination,1.0,1,-0.12557247,0.5,accuracy
A097,destination,26.0,2,0.08058321,0.5,accuracy
A097,destination,74.0,3,-0.33748123,0.5,accuracy
A097,destination,148.0,4,-0.29173175,0.5,accuracy
A098,destination,1.0,1,0.36816895,0.5,accuracy
A098,destination,26.0,2,1.0905981,0.5,accuracy
A098,destination,74.0,3,0.41594142,0.5,accuracy
A098,destination,148.0,4,-0.75626916,0.5,accuracy
A099,destination,1.0,1,1.5832982,0.5,accuracy
A099,destination,26.0,2,-0.39603183,0.5,accuracy
A099,destination,74.0,3,-0.024725638,0.5,accuracy
A099,destination,148.0,4,1.3247222,0.5,accuracy
A100,destination,1.0,1,-0.6996861,0.5,accuracy
A100,destination,26.0,2,1.1456058,0.5,accuracy
A100,destination,74.0,3,0.24805592,0.5,accuracy
A100,destination,148.0,4,-1.136643,0.5,accuracy
A101,destination,1.0,1,0.8865688,0.5,accuracy
A101,destination,26.0,2,-0.23393802,0.5,accuracy
A101,destination,74.0,3,-0.978317,0.5,accuracy
A101,destination,148.0,4,0.17299545,0.5,accuracy
A102,destination,1.0,1,0.20968845,0.5,accuracy
A102,destination,26.0,2,0.24436091,0.5,accuracy
A102,destination,74.0,3,0.012451167,0.5,accuracy
A102,destination,148.0,4,-1.0560108,0.5,accuracy
A103,destination,1.0,1,1.2595557,0.5,accuracy
A103,destination,26.0,2,-0.42329043,0.5,accuracy
A103,destination,74.0,3,0.97105753,0.5,accuracy
A103,destination,148.0,4,-0.8396413,0.5,accuracy
A104,destination,1.0,1,0.06332143,0.5,accuracy
A104,destination,26.0,2,0.2064909,0.5,accuracy
A104,destination,74.0,3,1.1526464,0.5,accuracy
A104,destination,148.0,4,-1.420157,0.5,accuracy
A105,destination,1.0,1,1.0632366,0.5,accuracy
A105,destination,26.0,2,0.89520895,0.5,accuracy
A105,destination,74.0,3,0.023725206,0.5,accuracy
A105,destination,148.0,4,0.6975893,0.5,accuracy
A106,destination,1.0,1,1.2047487,0.5,accuracy
A106,destination,26.0,2,0.13819233,0.5,accuracy
A106,destination,74.0,3,0.28499973,0.5,accuracy
A106,destination,148.0,4,0.24336678,0.5,accuracy
A107,destination,1.0,1,-0.26651132,0.5,accuracy
A107,destination,26.0,2,-1.135201,0.5,accuracy
A107,destination,74.0,3,-1.1414355,0.5,accuracy
A107,destination,148.0,4,-1.0968966,0.5,accuracy
A108,destination,1.0,1,-0.17483757,0.5,accuracy
A108,destination,26.0,2,-0.8555178,0.5,accuracy
A108,destination,74.0,3,0.98977315,0.5,accuracy
A108,destination,148.0,4,-0.94147485,0.5,accuracy
A109,destination,1.0,1,-0.8293198,0.5,accuracy
A109,destination,26.0,2,-1.0111979,0.5,accuracy
A109,destination,74.0,3,-1.1678147,0.5,accuracy
A109,destination,148.0,4,-0.6777049,0.5,accuracy
A010,source,1.0,1,-0.3108989,,confidence
A010,source,26.0,2,-0.72092354,,confidence
A010,source,74.0,3,-0.68264925,,confidence
A010,source,148.0,4,-0.75999975,,confidence
A011,source,1.0,1,-0.1379392,,confidence
A011,source,26.0,2,-0.40123296,,confidence
A011,source,74.0,3,-0.42558017,,confidence
A011,source,148.0,4,-1.4373693,,confidence
A012,source,1.0,1,-0.39230445,,confidence
A012,source,26.0,2,-1.4800447,,confidence
A012,source,74.0,3,-0.3759962,,confidence
A012,source,148.0,4,-1.0021304,,confidence
A013,source,1.0,1,-0.8279176,,confidence
A013,source,26.0,2,-0.96569234,,confidence
A013,source,74.0,3,-1.3539978,,confidence
A013,source,148.0,4,-1.1706959,,confidence
A014,source,1.0,1,-0.4583765,,confidence
A014,source,26.0,2,-0.5655716,,confidence
A014,source,74.0,3,-0.72424966,,confidence
A014,source,148.0,4,-0.6832523,,confidence
A015,source,1.0,1,-0.35414395,,confidence
A015,source,26.0,2,-0.18982317,,confidence
A015,source,74.0,3,-0.28933722,,confidence
A015,source,148.0,4,-0.586955,,confidence
A016,source,1.0,1,-0.45088306,,confidence
A016,source,26.0,2,-0.76128316,,confidence
A016,source,74.0,3,-1.3042711,,confidence
A016,source,148.0,4,-1.0018669,,confidence
A017,source,1.0,1,-0.30301416,,confidence
A017,source,26.0,2,-0.14915083,,confidence
A017,source,74.0,3,-0.005373801,,confidence
A017,source,148.0,4,0.030855292,,confidence
A018,source,1.0,1,-0.43954885,,confidence
A018,source,26.0,2,-0.4229086,,confidence
A018,source,74.0,3,-0.53932226,,confidence
A018,source,148.0,4,-0.93315405,,confidence
A019,source,1.0,1,-1.0009803,,confidence
A019,source,26.0,2,-0.9682805,,confidence
A019,source,74.0,3,-1.2388692,,confidence
A019,source,148.0,4,-1.1361588,,confidence
A020,source,1.0,1,-0.42795095,,confidence
A020,source,26.0,2,-0.44205743,,confidence
A020,source,74.0,3,-1.6706046,,confidence
A020,source,148.0,4,-1.7569638,,confidence
A021,source,1.0,1,-0.89078367,,confidence
A021,source,26.0,2,-0.8504972,,confidence
A021,source,74.0,3,-1.0755261,,confidence
A021,source,148.0,4,-0.29340324,,confidence
A022,source,1.0,1,-0.4852814,,confidence
A022,source,26.0,2,-0.6951389,,confidence
A022,source,74.0,3,-0.5325074,,confidence
A022,source,148.0,4,-0.530393,,confidence
A023,source,1.0,1,-0.47202027,,confidence
A023,source,26.0,2,-0.93944776,,confidence
A023,source,74.0,3,-1.2807683,,confidence
A023,source,148.0,4,-0.7483747,,confidence
A024,source,1.0,1,-0.8295285,,confidence
A024,source,26.0,2,-0.8552446,,confidence
A024,source,74.0,3,-1.1376619,,confidence
A024,source,148.0,4,-0.7399635,,confidence
A025,source,1.0,1,-0.23241225,,confidence
A025,source,26.0,2,-0.3597789,,confidence
A025,source,74.0,3,-0.9745641,,confidence
A025,source,148.0,4,-1.041953,,confidence
A026,source,1.0,1,-0.65029925,,confidence
A026,source,26.0,2,-0.74932563,,confidence
A026,source,74.0,3,-1.0591872,,confidence
A026,source,148.0,4,-1.0980159,,confidence
A027,source,1.0,1,-0.19359304,,confidence
A027,source,26.0,2,-0.26702347,,confidence
A027,source,74.0,3,-1.5855147,,confidence
A027,source,148.0,4,-1.4622316,,confidence
A028,source,1.0,1,-0.3908649,,confidence
A028,source,26.0,2,-0.7330848,,confidence
A028,source,74.0,3,-0.4822448,,confidence
A028,source,148.0,4,-1.4131119,,confidence
A029,source,1.0,1,-0.07626844,,confidence
A029,source,26.0,2,-0.6712282,,confidence
A029,source,74.0,3,-1.1103784,,confidence
A029,source,148.0,4,-0.89397234,,confidence
A030,source,1.0,1,-1.3613721,,confidence
A030,source,26.0,2,-0.52982306,,confidence
A030,source,74.0,3,-0.51687664,,confidence
A030,source,148.0,4,-0.58936685,,confidence
A031,source,1.0,1,-0.41099498,,confidence
A031,source,26.0,2,-0.3671621,,confidence
A031,source,74.0,3,-0.56617963,,confidence
A031,source,148.0,4,-0.97156453,,confidence
A032,source,1.0,1,-0.29183242,,confidence
A032,source,26.0,2,-0.6273964,,confidence
A032,source,74.0,3,-0.4513099,,confidence
A032,source,148.0,4,-0.44785708,,confidence
A033,source,1.0,1,-0.6402437,,confidence
A033,source,26.0,2,-0.6981691,,confidence
A033,source,74.0,3,-0.3362829,,confidence
A033,source,148.0,4,-1.0426823,,confidence
A034,source,1.0,1,-0.11353823,,confidence
A034,source,26.0,2,-0.07202728,,confidence
A034,source,74.0,3,-0.5313469,,confidence
A034,source,148.0,4,-1.104795,,confidence
A035,source,1.0,1,-1.1593684,,confidence
A035,source,26.0,2,-0.46934307,,confidence
A035,source,74.0,3,-1.0136071,,confidence
A035,source,148.0,4,-1.1083375,,confidence
A036,source,1.0,1,-1.3039807,,confidence
A036,source,26.0,2,-0.7552227,,confidence
A036,source,74.0,3,-0.7611836,,confidence
A036,source,148.0,4,-0.71883047,,confidence
A037,source,1.0,1,-0.22940661,,confidence
A037,source,26.0,2,-0.7729747,,confidence
A037,source,74.0,3,-0.79540986,,confidence
A037,source,148.0,4,-1.1232985,,confidence
A038,source,1.0,1,-0.58281887,,confidence
A038,source,26.0,2,-0.7889321,,confidence
A038,source,74.0,3,-0.58282876,,confidence
A038,source,148.0,4,-0.45298928,,confidence
A039,source,1.0,1,-0.55381507,,confidence
A039,source,26.0,2,-0.7200791,,confidence
A039,source,74.0,3,-0.19438858,,confidence
A039,source,148.0,4,-0.5165354,,confidence
A040,source,1.0,1,-0.6279596,,confidence
A040,source,26.0,2,-0.5219079,,confidence
A040,source,74.0,3,-0.7201824,,confidence
A040,source,148.0,4,-0.5058772,,confidence
A041,source,1.0,1,-0.14848629,,confidence
A041,source,26.0,2,-1.2097907,,confidence
A041,source,74.0,3,-0.35134926,,confidence
A041,source,148.0,4,-0.42589203,,confidence
A042,source,1.0,1,-1.4711776,,confidence
A042,source,26.0,2,-1.318766,,confidence
A042,source,74.0,3,-1.5648985,,confidence
A042,source,148.0,4,-1.3058045,,confidence
A043,source,1.0,1,-0.25133333,,confidence
A043,source,26.0,2,-0.1456867,,confidence
A043,source,74.0,3,-0.36928454,,confidence
A043,source,148.0,4,-0.7279064,,confidence
A044,source,1.0,1,-1.6922386,,confidence
A044,source,26.0,2,-0.5252108,,confidence
A044,source,74.0,3,-0.7272503,,confidence
A044,source,148.0,4,-1.2148218,,confidence
A045,source,1.0,1,-0.8337928,,confidence
A045,source,26.0,2,-1.5231038,,confidence
A045,source,74.0,3,-1.1971753,,confidence
A045,source,148.0,4,-1.4343894,,confidence
A046,source,1.0,1,-1.4640073,,confidence
A046,source,26.0,2,-1.5578839,,confidence
A046,source,74.0,3,-0.7778377,,confidence
A046,source,148.0,4,-1.4356958,,confidence
A047,source,1.0,1,-0.84922624,,confidence
A047,source,26.0,2,-1.4762573,,confidence
A047,source,74.0,3,-0.37979567,,confidence
A047,source,148.0,4,-1.4382672,,confidence
A048,source,1.0,1,-0.70022494,,confidence
A048,source,26.0,2,-1.5276124,,confidence
A048,source,74.0,3,-0.7932262,,confidence
A048,source,148.0,4,-1.1164802,,confidence
A049,source,1.0,1,-0.13178295,,confidence
A049,source,26.0,2,-1.1782323,,confidence
A049,source,74.0,3,-0.22813332,,confidence
A049,source,148.0,4,-0.77789843,,confidence
A050,source,1.0,1,-0.6410244,,confidence
A050,source,26.0,2,-0.3605025,,confidence
A050,source,74.0,3,-0.92189294,,confidence
A050,source,148.0,4,-0.2514339,,confidence
A051,source,1.0,1,-0.35548836,,confidence
A051,source,26.0,2,-0.68842417,,confidence
A051,source,74.0,3,-1.0099533,,confidence
A051,source,148.0,4,-0.8415917,,confidence
A052,source,1.0,1,-1.0095397,,confidence
A052,source,26.0,2,-0.27875155,,confidence
A052,source,74.0,3,-1.3048527,,confidence
A052,source,148.0,4,-0.8561385,,confidence
A053,source,1.0,1,-0.39727706,,confidence
A053,source,26.0,2,-1.181887,,confidence
A053,source,74.0,3,-1.1626999,,confidence
A053,source,148.0,4,-1.3341597,,confidence
A054,source,1.0,1,-0.3794155,,confidence
A054,source,26.0,2,-0.5992221,,confidence
A054,source,74.0,3,-0.2882846,,confidence
A054,source,148.0,4,-0.19460809,,confidence
A055,source,1.0,1,-0.6066064,,confidence
A055,source,26.0,2,-1.1948578,,confidence
A055,source,74.0,3,-1.2138786,,confidence
A055,source,148.0,4,-1.9201403,,confidence
A056,source,1.0,1,-1.1122253,,confidence
A056,source,26.0,2,-1.8078574,,confidence
A056,source,74.0,3,-1.2073466,,confidence
A056,source,148.0,4,-1.0756886,,confidence
A057,source,1.0,1,-0.46345165,,confidence
A057,source,26.0,2,-0.83921415,,confidence
A057,source,74.0,3,-0.95738935,,confidence
A057,source,148.0,4,-0.5802454,,confidence
A058,source,1.0,1,-0.48014903,,confidence
A058,source,26.0,2,-1.0207134,,confidence
A058,source,74.0,3,-0.67002416,,confidence
A058,source,148.0,4,-1.1178268,,confidence
A059,source,1.0,1,-1.1183628,,confidence
A059,source,26.0,2,-0.38816276,,confidence
A059,source,74.0,3,-0.81108785,,confidence
A059,source,148.0,4,-0.56879675,,confidence
A060,source,1.0,1,-0.33425963,,confidence
A060,source,26.0,2,-0.5448071,,confidence
A060,source,74.0,3,-0.33746666,,confidence
A060,source,148.0,4,-0.3002368,,confidence
A061,source,1.0,1,-0.35862386,,confidence
A061,source,26.0,2,-0.4311414,,confidence
A061,source,74.0,3,-0.794281,,confidence
A061,source,148.0,4,-0.436574,,confidence
A062,source,1.0,1,-0.5085061,,confidence
A062,source,26.0,2,-0.76632136,,confidence
A062,source,74.0,3,-1.4675843,,confidence
A062,source,148.0,4,-0.6385875,,confidence
A063,source,1.0,1,-1.3614459,,confidence
A063,source,26.0,2,-0.699888,,confidence
A063,source,74.0,3,-1.1030504,,confidence
A063,source,148.0,4,-0.8702708,,confidence
A064,source,1.0,1,-0.48876247,,confidence
A064,source,26.0,2,-0.8415195,,confidence
A064,source,74.0,3,-1.3847694,,confidence
A064,source,148.0,4,-1.2114335,,confidence
A065,source,1.0,1,-0.8724063,,confidence
A065,source,26.0,2,-1.0362233,,confidence
A065,source,74.0,3,-0.9165184,,confidence
A065,source,148.0,4,-1.148846,,confidence
A066,source,1.0,1,-1.2092562,,confidence
A066,source,26.0,2,-0.81468874,,confidence
A066,source,74.0,3,-0.33862916,,confidence
A066,source,148.0,4,-0.49412468,,confidence
A067,source,1.0,1,-1.0219307,,confidence
A067,source,26.0,2,-0.31460428,,confidence
A067,source,74.0,3,-0.70231354,,confidence
A067,source,148.0,4,-0.08812015,,confidence
A068,source,1.0,1,-0.11485765,,confidence
A068,source,26.0,2,-0.31390622,,confidence
A068,source,74.0,3,-0.7251322,,confidence
A068,source,148.0,4,-0.6334425,,confidence
A069,source,1.0,1,-1.2898505,,confidence
A069,source,26.0,2,-1.1490363,,confidence
A069,source,74.0,3,-0.69880784,,confidence
A069,source,148.0,4,-0.89648604,,confidence
A070,source,1.0,1,-0.6794456,,confidence
A070,source,26.0,2,-0.5490207,,confidence
A070,source,74.0,3,-0.50525945,,confidence
A070,source,148.0,4,-0.5899193,,confidence
A071,source,1.0,1,-0.49452478,,confidence
A071,source,26.0,2,-0.42710117,,confidence
A071,source,74.0,3,-0.90704507,,confidence
A071,source,148.0,4,-0.44567153,,confidence
A072,source,1.0,1,-0.0033950394,,confidence
A072,source,26.0,2,-0.469817,,confidence
A072,source,74.0,3,-0.8500143,,confidence
A072,source,148.0,4,-0.9747923,,confidence
A073,source,1.0,1,-1.0817769,,confidence
A073,source,26.0,2,-1.3681653,,confidence
A073,source,74.0,3,-0.7803563,,confidence
A073,source,148.0,4,-0.78982615,,confidence
A074,source,1.0,1,-0.34460968,,confidence
A074,source,26.0,2,-0.8429631,,confidence
A074,source,74.0,3,-0.84208596,,confidence
A074,source,148.0,4,-0.7306644,,confidence
A075,source,1.0,1,-1.0846347,,confidence
A075,source,26.0,2,-0.6880062,,confidence
A075,source,74.0,3,-1.0039687,,confidence
A075,source,148.0,4,-1.4206526,,confidence
A076,source,1.0,1,-0.87200195,,confidence
A076,source,26.0,2,-1.4597589,,confidence
A076,source,74.0,3,-1.7673023,,confidence
A076,source,148.0,4,-0.4805253,,confidence
A077,source,1.0,1,-0.36140457,,confidence
A077,source,26.0,2,-1.2716068,,confidence
