location,test,accuracy,confidence,cooks_d,outlier_flag
source,2,1.181799,-0.8220301,0.0,False
source,3,1.0123066,-0.17880896,0.0,False
source,4,-0.5707041,-1.5593513,0.0,False
destination,1,1.6751546,-1.0365682,0.0,False
destination,2,-0.3237374,-0.4177013,0.0,False
destination,3,-0.8224563,-0.7084331,0.0,False
destination,4,0.76563764,-1.2615808,0.0,False
source,1,1.2475034,-0.29046968,0.0,False
source,2,0.6259196,-1.0763723,0.0,False
source,3,0.113821276,-1.202541,0.0,False
source,4,0.19219941,-0.8063148,0.0,False
destination,1,0.089948215,-1.4183103,0.0,False
destination,2,-0.3887303,-1.9098439,0.0,False
destination,3,0.41099674,-1.2175366,0.0,False
destination,4,1.1264467,-1.4158593,0.0,False
source,1,0.8040474,-1.032207,0.0,False
source,2,0.14113443,-0.99167323,0.0,False
source,3,-0.11596396,-0.9818901,0.0,False
source,4,-0.59100777,-1.455244,0.0,False
destination,1,-0.025167516,0.0073918123,0.0,False
destination,2,0.58357966,0.27535403,0.0,False
destination,3,-0.9434278,-0.5144156,0.0,False
destination,4,0.36916238,-0.7658169,0.0,False
source,1,-0.11570579,-0.36545935,0.0,False
source,2,1.1474876,-0.2253215,0.0,False
source,3,-0.103653476,-0.36988163,0.0,False
source,4,-0.4273231,-0.83165544,0.0,False
destination,1,1.2463102,-0.27812696,0.0,False
destination,2,0.35159728,0.059859,0.0,False
destination,3,-0.7232066,-0.41264915,0.0,False
destination,4,-1.2129464,-1.035318,0.0,False
source,1,0.7650894,-0.3618851,0.0,False
source,2,0.30255273,-0.21183495,0.0,False
source,3,-1.0298048,-1.2394054,0.0,False
source,4,-0.8856172,-1.546026,0.0,False
destination,1,1.1479511,-0.014767205,0.0,False
destination,2,0.62924254,-0.19923158,0.0,False
destination,3,0.6483832,0.07385114,0.0,False
destination,4,-0.5654962,-1.0872371,0.0,False
source,1,-0.14446898,-0.19322239,0.0,False
source,2,0.79339594,-0.5465908,0.0,False
source,3,0.07429415,-0.62504506,0.0,False
source,4,0.63730603,-0.39131248,0.0,False
destination,1,1.5717645,0.5498859,0.0,False
destination,2,2.250928,-0.69840395,0.0,False
destination,3,-0.11962351,-0.568071,0.0,False
destination,4,1.3004314,-0.38792503,0.0,False
source,1,1.3610681,-0.34111518,0.0,False
source,2,1.6403587,-0.25505546,0.0,False
source,3,1.0740212,-1.1151365,0.0,False
source,4,1.2408419,-0.17946187,0.0,False
destination,1,1.5398204,-0.25796568,0.0,False
destination,2,0.37108445,0.031638045,0.0,False
destination,3,-0.0014881843,-1.3225673,0.0,False
destination,4,0.8214839,-0.9284074,0.0,False
source,1,0.95078164,-0.27448496,0.0,False
source,2,1.0349191,-0.4778019,0.0,False
source,3,0.30402267,-0.5514194,0.0,False
source,4,-0.14708613,-0.5722563,0.0,False
destination,1,-0.3088941,-1.8708167,0.0,False
destination,2,-0.2992866,-1.557978,0.0,False
destination,3,-0.48725727,-1.9986427,0.0,False
destination,4,0.14262137,-1.9771423,0.0,False
source,1,-0.23930658,-1.0287526,0.0,False
source,2,0.0107415775,-0.9427168,0.0,False
source,3,-0.9169951,-0.77250814,0.0,False
source,4,-0.89684373,-1.1573464,0.0,False
destination,1,1.1371102,-0.43969902,0.0,False
destination,2,0.2593088,-1.038719,0.0,False
destination,3,-0.6923325,-1.0521905,0.0,False
destination,4,0.056037232,-1.1590825,0.0,False
source,1,0.61024165,-0.6283785,0.0,False
source,2,-0.23226447,-0.55644274,0.0,False
source,3,-1.0321478,-1.1597253,0.0,False
source,4,-1.0876396,-0.64821875,0.0,False
destination,1,-0.4201831,-0.78161585,0.0,False
destination,2,-0.90574074,-0.8169474,0.0,False
destination,3,-1.0292109,-1.0631728,0.0,False
destination,4,-0.44239357,-1.8625423,0.0,False
source,1,0.23328507,-0.23264426,0.0,False
source,2,-0.8227533,-0.5254265,0.0,False
source,3,-0.70078677,-0.9043393,0.0,False
source,4,-0.77845037,-0.81648684,0.0,False
destination,1,0.97299176,-0.46370706,0.0,False
destination,2,-0.6046585,-1.0843637,0.0,False
destination,3,-0.8998102,-2.0066051,0.0,False
destination,4,-0.7954494,-1.9431742,0.0,False
source,1,0.17902495,-0.32939866,0.0,False
source,2,1.032644,-0.27696675,0.0,False
source,3,-0.19266124,-0.4471624,0.0,False
source,4,0.2726866,-0.9467834,0.0,False
destination,1,-1.036037,-1.4246477,0.0,False
destination,2,-0.29982325,-0.9600428,0.0,False
destination,3,-1.0888739,-1.8223197,0.0,False
destination,4,-1.2646453,-1.2479631,0.0,False
source,1,-1.0644217,-1.3196282,0.0,False
source,2,0.04552735,-1.9649814,0.0,False
source,3,-0.8497856,-1.0129862,0.0,False
source,4,-1.2777404,-1.1506073,0.0,False
destination,1,1.3578781,0.010824216,0.0,False
destination,2,-0.8642308,-1.2839589,0.0,False
destination,3,-0.6406247,-0.707032,0.0,False
destination,4,-0.86643106,-1.4349427,0.0,False
source,1,1.0975536,-0.3826626,0.0,False
source,2,0.2966555,-0.85158104,0.0,False
source,3,0.022464879,-1.1285485,0.0,False
source,4,-0.32706589,-1.2775958,0.0,False
destination,1,-0.46724647,-0.29699335,0.0,False
destination,2,-0.4302919,-0.14960408,0.0,False
destination,3,-0.7520156,-0.61149085,0.0,False
destination,4,0.013857826,-0.5857403,0.0,False
source,1,-0.277075,-0.66300774,0.0,False
source,2,0.10875838,-0.90211695,0.0,False
source,3,-1.7827787,-1.4942834,0.0,False
source,4,-1.7271752,-1.4270912,0.0,False
destination,1,-0.12557247,-1.1982393,0.0,False
destination,2,0.08058321,-1.9319931,0.0,False
destination,3,-0.33748123,-1.6932471,0.0,False
destination,4,-0.29173175,-1.5849942,0.0,False
source,1,0.1794386,-1.4779776,0.0,False
source,2,-0.54056513,-1.2857141,0.0,False
source,3,0.7713108,-1.4104755,0.0,False
source,4,-1.0911156,-1.1386353,0.0,False
destination,1,0.36816895,-0.6084861,0.0,False
destination,2,1.0905981,-1.1346993,0.0,False
destination,3,0.41594142,-0.716172,0.0,False
destination,4,-0.75626916,-0.36731473,0.0,False
source,1,0.7291178,-0.48590535,0.0,False
source,2,0.0246297,-1.028803,0.0,False
source,3,1.1876998,-0.3599263,0.0,False
source,4,-0.93667495,-0.73384935,0.0,False
destination,1,1.5832982,-0.47044238,0.0,False
destination,2,-0.39603183,0.16673175,0.0,False
destination,3,-0.024725638,-0.060389794,0.0,False
destination,4,1.3247222,-0.53642064,0.0,False
source,1,0.5694854,-0.31035092,0.0,False
source,2,1.1351792,-0.76345474,0.0,False
source,3,0.34919107,-0.7051677,0.0,False
source,4,1.2946471,-0.15837,0.0,False
destination,1,-0.6996861,-0.39480323,0.0,False
destination,2,1.1456058,-0.45809406,0.0,False
destination,3,0.24805592,-0.8427135,0.0,False
destination,4,-1.136643,-0.98631173,0.0,False
source,1,-0.06639828,-0.36270642,0.0,False
source,2,1.3288726,-0.38971692,0.0,False
source,3,0.2789706,-0.6291912,0.0,False
source,4,0.11508391,-1.1158364,0.0,False
destination,1,0.8865688,-0.9365896,0.0,False
destination,2,-0.23393802,-2.1290123,0.0,False
destination,3,-0.978317,-2.2356324,0.0,False
destination,4,0.17299545,-1.9734753,0.0,False
source,1,-0.39517584,-1.5677562,0.0,False
source,2,-0.64429396,-0.44245857,0.0,False
source,3,-1.402536,-0.6251148,0.0,False
source,4,-1.0298448,-0.7079477,0.0,False
destination,1,0.20968845,-0.9376403,0.0,False
destination,2,0.24436091,-0.81403023,0.0,False
destination,3,0.012451167,-0.77805036,0.0,False
destination,4,-1.0560108,-0.70786196,0.0,False
source,1,-0.4269469,-0.37073874,0.0,False
source,2,1.3623424,-0.43359956,0.0,False
source,3,-0.3569574,-1.4138342,0.0,False
source,4,-0.13239342,-0.3470185,0.0,False
destination,1,1.2595557,-1.6287484,0.0,False
destination,2,-0.42329043,-1.8562754,0.0,False
destination,3,0.97105753,-1.9553695,0.0,False
destination,4,-0.8396413,-1.8315674,0.0,False
source,1,1.1801236,-0.9875712,0.0,False
source,2,-0.6768038,-0.68782264,0.0,False
source,3,-0.973742,-0.7828647,0.0,False
source,4,-0.9487724,-0.5694739,0.0,False
destination,1,0.06332143,0.124897674,0.0,False
destination,2,0.2064909,-0.49000484,0.0,False
destination,3,1.1526464,-0.22105755,0.0,False
destination,4,-1.420157,-1.6025496,0.0,False
source,1,1.2842352,-0.32713103,0.0,False
source,2,0.9625718,-0.28146636,0.0,False
source,3,-0.589731,-0.67699015,0.0,False
source,4,-1.3339353,-0.7249983,0.0,False
destination,1,1.0632366,-0.706381,0.0,False
destination,2,0.89520895,0.07295361,0.0,False
destination,3,0.023725206,0.04275472,0.0,False
destination,4,0.6975893,-0.8371109,0.0,False
source,1,0.53870964,-0.850042,0.0,False
source,2,0.46811488,-0.2583237,0.0,False
source,3,-1.190793,-0.70324385,0.0,False
source,4,-0.1631536,-0.9267532,0.0,False
destination,1,1.2047487,0.36985904,0.0,False
destination,2,0.13819233,-1.0674404,0.0,False
destination,3,0.28499973,-0.5867519,0.0,False
destination,4,0.24336678,-0.8619753,0.0,False
source,1,0.7179772,-0.5487127,0.0,False
source,2,-0.1352828,-0.7079691,0.0,False
source,3,-0.20217995,-0.7521782,0.0,False
source,4,0.47873917,-0.68852544,0.0,False
destination,1,-0.26651132,-1.9350983,0.0,False
destination,2,-1.135201,-1.612143,0.0,False
destination,3,-1.1414355,-1.1583843,0.0,False
destination,4,-1.0968966,-1.8400137,0.0,False
source,1,-0.89261144,-0.76167816,0.0,False
source,2,-1.3602527,-1.2636036,0.0,False
source,3,-0.8110506,-1.8093004,0.0,False
source,4,-1.0200406,-0.693725,0.0,False
destination,1,-0.17483757,-1.294088,0.0,False
destination,2,-0.8555178,-1.0175229,0.0,False
destination,3,0.98977315,-0.77218366,0.0,False
destination,4,-0.94147485,-0.97322947,0.0,False
source,1,-0.8011535,-0.8945166,0.0,False
source,2,-0.5113533,-1.4660817,0.0,False
source,3,0.030380113,-0.93358773,0.0,False
source,4,-1.5837336,-1.7967459,0.0,False
destination,1,-0.8293198,-0.8033006,0.0,False
destination,2,-1.0111979,-1.4939446,0.0,False
destination,3,-1.1678147,-0.8767856,0.0,False
destination,4,-0.6777049,-1.5974748,0.0,False
source,1,-0.121756904,-1.2752917,0.0,False
source,2,-0.9755655,-1.3744121,0.0,False
source,3,0.17754932,-0.9456064,0.0,False
source,4,-1.646698,-0.5972417,0.0,False
