UID,ItemID,Test,TSVR,Paradigm,Item,Congruence,Accuracy,Confidence,HCE_flag
A014,IRE-N-i5,3,70.56,IRE,i5,Incongruent,1.0,1.0,0
A014,IRE-N-i6,3,70.56,IRE,i6,Incongruent,1.0,1.0,0
A014,IFR-N-i1,4,148.87,IFR,i1,Common,0.0,0.2,0
A014,IFR-N-i2,4,148.87,IFR,i2,Common,1.0,1.0,0
A014,IFR-N-i3,4,148.87,IFR,i3,Congruent,1.0,0.2,0
A014,IFR-N-i4,4,148.87,IFR,i4,Congruent,1.0,1.0,0
A014,IFR-N-i5,4,148.87,IFR,i5,Incongruent,0.0,0.4,0
A014,IFR-N-i6,4,148.87,IFR,i6,Incongruent,1.0,1.0,0
A014,ICR-N-i1,4,148.87,ICR,i1,Common,0.0,0.6,0
A014,ICR-N-i2,4,148.87,ICR,i2,Common,1.0,1.0,0
A014,ICR-N-i3,4,148.87,ICR,i3,Congruent,1.0,0.8,0
A014,ICR-N-i4,4,148.87,ICR,i4,Congruent,1.0,1.0,0
A014,ICR-N-i5,4,148.87,ICR,i5,Incongruent,1.0,0.8,0
A014,ICR-N-i6,4,148.87,ICR,i6,Incongruent,1.0,1.0,0
A014,IRE-N-i1,4,148.87,IRE,i1,Common,1.0,0.8,0
A014,IRE-N-i2,4,148.87,IRE,i2,Common,1.0,1.0,0
A014,IRE-N-i3,4,148.87,IRE,i3,Congruent,1.0,0.6,0
A014,IRE-N-i4,4,148.87,IRE,i4,Congruent,1.0,1.0,0
A014,IRE-N-i5,4,148.87,IRE,i5,Incongruent,1.0,0.8,0
A014,IRE-N-i6,4,148.87,IRE,i6,Incongruent,1.0,1.0,0
A015,IFR-N-i1,1,1.0,IFR,i1,Common,1.0,1.0,0
A015,IFR-N-i2,1,1.0,IFR,i2,Common,1.0,1.0,0
A015,IFR-N-i3,1,1.0,IFR,i3,Congruent,1.0,1.0,0
A015,IFR-N-i4,1,1.0,IFR,i4,Congruent,1.0,1.0,0
A015,IFR-N-i5,1,1.0,IFR,i5,Incongruent,0.0,0.2,0
A015,IFR-N-i6,1,1.0,IFR,i6,Incongruent,1.0,1.0,0
A015,ICR-N-i1,1,1.0,ICR,i1,Common,1.0,1.0,0
A015,ICR-N-i2,1,1.0,ICR,i2,Common,1.0,1.0,0
A015,ICR-N-i3,1,1.0,ICR,i3,Congruent,1.0,1.0,0
A015,ICR-N-i4,1,1.0,ICR,i4,Congruent,1.0,1.0,0
A015,ICR-N-i5,1,1.0,ICR,i5,Incongruent,1.0,1.0,0
A015,ICR-N-i6,1,1.0,ICR,i6,Incongruent,1.0,1.0,0
A015,IRE-N-i1,1,1.0,IRE,i1,Common,1.0,1.0,0
A015,IRE-N-i2,1,1.0,IRE,i2,Common,1.0,1.0,0
A015,IRE-N-i3,1,1.0,IRE,i3,Congruent,1.0,1.0,0
A015,IRE-N-i4,1,1.0,IRE,i4,Congruent,0.0,1.0,1
A015,IRE-N-i5,1,1.0,IRE,i5,Incongruent,1.0,1.0,0
A015,IRE-N-i6,1,1.0,IRE,i6,Incongruent,1.0,1.0,0
A015,IFR-N-i1,2,23.69,IFR,i1,Common,1.0,1.0,0
A015,IFR-N-i2,2,23.69,IFR,i2,Common,1.0,0.6,0
A015,IFR-N-i3,2,23.69,IFR,i3,Congruent,1.0,1.0,0
A015,IFR-N-i4,2,23.69,IFR,i4,Congruent,1.0,1.0,0
A015,IFR-N-i5,2,23.69,IFR,i5,Incongruent,1.0,1.0,0
A015,IFR-N-i6,2,23.69,IFR,i6,Incongruent,0.0,0.2,0
A015,ICR-N-i1,2,23.69,ICR,i1,Common,1.0,0.6,0
A015,ICR-N-i2,2,23.69,ICR,i2,Common,1.0,1.0,0
A015,ICR-N-i3,2,23.69,ICR,i3,Congruent,1.0,1.0,0
A015,ICR-N-i4,2,23.69,ICR,i4,Congruent,1.0,1.0,0
A015,ICR-N-i5,2,23.69,ICR,i5,Incongruent,1.0,1.0,0
A015,ICR-N-i6,2,23.69,ICR,i6,Incongruent,1.0,0.6,0
