composite_ID,UID,TEST,TSVR_hours,CTT_mean,congruence,recip_TSVR,log_TSVR
A042_2,A042,2,28.93,0.4473684210526316,common,0.03341129301703976,3.3988613218646075
A042_3,A042,3,72.17,0.5131578947368421,common,0.013666803334700014,4.292785500895938
A042_4,A042,4,146.02,0.5131578947368421,common,0.006801795674057951,4.9905686319459415
A043_1,A043,1,1.0,0.7894736842105263,common,0.5,0.6931471805599453
A043_2,A043,2,25.62,0.6578947368421053,common,0.037565740045078885,3.2816628129669656
A043_3,A043,3,64.94,0.8157894736842105,common,0.015165301789505611,4.188745237643585
A043_4,A043,4,149.33,0.4210526315789473,common,0.006652032195835827,5.012832877639743
A044_1,A044,1,1.0,0.5921052631578947,common,0.5,0.6931471805599453
A044_2,A044,2,47.66,0.6578947368421053,common,0.020550760378133994,3.8848573373553763
A044_3,A044,3,91.63,0.4210526315789473,common,0.010795638562020943,4.5286130632659365
A044_4,A044,4,155.27,0.5263157894736842,common,0.00639918090484418,5.0515852804252095
A045_1,A045,1,1.0,0.3421052631578947,common,0.5,0.6931471805599453
A045_2,A045,2,24.66,0.7236842105263158,common,0.03897116134060795,3.2449333591874905
A045_3,A045,3,72.23,0.631578947368421,common,0.013655605626109518,4.2936051730729785
A045_4,A045,4,151.52,0.4736842105263157,common,0.006556517178075006,5.027295734989363
A046_1,A046,1,1.0,0.3552631578947368,common,0.5,0.6931471805599453
A046_2,A046,2,24.32,0.4736842105263157,common,0.03949447077409163,3.2315945972759756
A046_3,A046,3,73.05,0.4736842105263157,common,0.013504388926401082,4.304740540713808
A046_4,A046,4,147.94,0.2368421052631578,common,0.006714113065664026,5.003543540282499
A047_1,A047,1,1.0,0.6842105263157895,common,0.5,0.6931471805599453
A047_2,A047,2,23.46,0.6842105263157895,common,0.04088307440719542,3.1970391302590264
A047_3,A047,3,76.85,0.4210526315789473,common,0.012845215157353887,4.354783898280007
A047_4,A047,4,144.22,0.4210526315789473,common,0.006886103842445944,4.978249833952101
A048_1,A048,1,1.0,0.8552631578947368,common,0.5,0.6931471805599453
A048_2,A048,2,23.91,0.5,common,0.04014452027298274,3.215269329274089
A048_3,A048,3,81.15,0.5789473684210527,common,0.012172854534388313,4.408546844483277
A048_4,A048,4,146.3,0.8421052631578947,common,0.00678886625933469,4.9924713234685845
A049_1,A049,1,1.0,1.0,common,0.5,0.6931471805599453
A049_2,A049,2,27.12,0.5526315789473685,common,0.03556187766714082,3.336481066942464
A049_3,A049,3,111.38,0.631578947368421,common,0.008898380494749955,4.721885985684052
A049_4,A049,4,168.86,0.6973684210526315,common,0.005887201224537854,5.134974568351863
A050_1,A050,1,1.0,0.5921052631578947,common,0.5,0.6931471805599453
A050_2,A050,2,24.73,0.6447368421052632,common,0.0388651379712398,3.2476576262936527
A050_3,A050,3,93.39,0.4473684210526316,common,0.010594342621040365,4.547435135336853
A050_4,A050,4,148.69,0.4078947368421052,common,0.006680472977486807,5.008566488927144
A051_1,A051,1,1.0,0.6973684210526315,common,0.5,0.6931471805599453
A051_2,A051,2,17.16,0.631578947368421,common,0.05506607929515418,2.8992213731731473
A051_3,A051,3,65.63,0.5921052631578947,common,0.015008254539996999,4.199154926574446
A051_4,A051,4,146.99,0.631578947368421,common,0.006757213325224677,4.997144703913756
A052_1,A052,1,1.0,0.8157894736842105,common,0.5,0.6931471805599453
A052_2,A052,2,31.76,0.5,common,0.03052503052503052,3.4892082589848687
A052_3,A052,3,80.98,0.5,common,0.01219809709685289,4.406475315076191
A052_4,A052,4,153.27,0.7631578947368421,common,0.006482141699617553,5.038704314023848
A053_1,A053,1,1.0,0.7763157894736842,common,0.5,0.6931471805599453
A053_2,A053,2,32.71,0.7368421052631579,common,0.029664787896766538,3.5177945292459696
A053_3,A053,3,78.28,0.4605263157894737,common,0.012613521695257316,4.372985890021733
A053_4,A053,4,148.9,0.6842105263157895,common,0.0066711140760507,5.009968405108552
A054_1,A054,1,1.0,0.5789473684210527,common,0.5,0.6931471805599453
A054_2,A054,2,16.9,0.8289473684210527,common,0.0558659217877095,2.884800712846709
A054_3,A054,3,72.83,0.5526315789473685,common,0.013544629554381687,4.3017651530710745
A054_4,A054,4,136.83,0.9736842105263158,common,0.00725531451788435,4.926021041706347
A055_1,A055,1,1.0,0.4868421052631579,common,0.5,0.6931471805599453
A055_2,A055,2,23.24,0.6973684210526315,common,0.041254125412541254,3.1880041612011136
A055_3,A055,3,74.48,0.3684210526315789,common,0.013248542660307365,4.32386772050035
A055_4,A055,4,149.21,0.3815789473684211,common,0.006657346381732241,5.012034315009963
A056_1,A056,1,1.0,0.618421052631579,common,0.5,0.6931471805599453
A056_2,A056,2,33.61,0.4868421052631579,common,0.02889338341519792,3.544142657647253
A056_3,A056,3,71.46,0.7105263157894737,common,0.013800717637317142,4.283034685466931
A056_4,A056,4,147.84,0.2763157894736842,common,0.0067186240257995165,5.002871903478422
A057_1,A057,1,1.0,0.5657894736842105,common,0.5,0.6931471805599453
A057_2,A057,2,24.78,0.5789473684210527,common,0.038789759503491075,3.2495989975110415
A057_3,A057,3,73.83,0.4342105263157895,common,0.013363624214887078,4.315218874092267
A057_4,A057,4,145.06,0.2894736842105263,common,0.006846501437765302,4.984017496191964
A058_1,A058,1,1.0,0.75,common,0.5,0.6931471805599453
A058_2,A058,2,22.96,0.4342105263157895,common,0.041736227045075125,3.1763857732472487
A058_3,A058,3,66.28,0.6842105263157895,common,0.014863258026159334,4.208863015664693
A058_4,A058,4,143.48,0.5657894736842105,common,0.006921373200442968,4.973141089668675
A059_1,A059,1,1.0,0.8157894736842105,common,0.5,0.6931471805599453
A059_2,A059,2,30.4,0.8552631578947368,common,0.03184713375796178,3.4468078929142076
A059_3,A059,3,79.78,0.9210526315789472,common,0.012379301807378064,4.391729410135267
A059_4,A059,4,151.93,0.6052631578947368,common,0.00653893938403191,5.029980300360032
A060_1,A060,1,1.0,0.5131578947368421,common,0.5,0.6931471805599453
A060_2,A060,2,24.87,0.8947368421052632,common,0.038654812524159254,3.2530839961979376
A060_3,A060,3,94.68,0.6052631578947368,common,0.010451505016722408,4.561009290202322
A060_4,A060,4,143.91,0.6447368421052632,common,0.006900835001035125,4.976112860057833
A061_1,A061,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A061_2,A061,2,35.16,0.8947368421052632,common,0.02765486725663717,3.5879535355239756
A061_3,A061,3,82.55,0.4736842105263157,common,0.01196888090963495,4.425445255041403
A061_4,A061,4,146.56,0.5657894736842105,common,0.006776904310111141,4.994234872728475
A062_1,A062,1,1.0,0.9736842105263158,common,0.5,0.6931471805599453
A062_2,A062,2,44.69,0.5789473684210527,common,0.02188662727073758,3.8218794555751803
A062_3,A062,3,92.72,0.3947368421052631,common,0.010670081092616303,4.540311613639595
A062_4,A062,4,149.18,0.3552631578947368,common,0.006658676255160474,5.011834574671738
A063_1,A063,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A063_2,A063,2,21.98,0.6842105263157895,common,0.04351610095735422,3.1346242724206097
A063_3,A063,3,69.99,0.6578947368421053,common,0.014086491055078181,4.262539022051294
A063_4,A063,4,141.09,0.5131578947368421,common,0.007037792948131466,4.956460659649984
A064_1,A064,1,1.0,0.9736842105263158,common,0.5,0.6931471805599453
A064_2,A064,2,37.65,0.7105263157894737,common,0.0258732212160414,3.654546775033431
A064_3,A064,3,82.99,0.6578947368421053,common,0.011906179307060364,4.430697744137536
A064_4,A064,4,156.21,0.5394736842105263,common,0.006360918516633802,5.057582491203423
A065_1,A065,1,1.0,0.3947368421052631,common,0.5,0.6931471805599453
A065_2,A065,2,32.31,0.618421052631579,common,0.030021014710297205,3.5058576522055884
A065_3,A065,3,106.41,0.2894736842105263,common,0.009310120100549298,4.676653287609955
A065_4,A065,4,187.43,0.2368421052631578,common,0.005307010560951016,5.238726585134399
A066_1,A066,1,1.0,0.6578947368421053,common,0.5,0.6931471805599453
A066_2,A066,2,23.35,0.6447368421052632,common,0.04106776180698152,3.192531849528599
A066_3,A066,3,73.79,0.5789473684210527,common,0.013370771493515175,4.314684186203576
A066_4,A066,4,164.93,0.4342105263157895,common,0.00602663773880552,5.111566012674697
A067_1,A067,1,1.0,0.6578947368421053,common,0.5,0.6931471805599453
A067_2,A067,2,29.91,0.4736842105263157,common,0.03235198964736331,3.431079756144025
A067_3,A067,3,73.19,0.3421052631578947,common,0.013478905512872355,4.306629370201435
A067_4,A067,4,144.19,0.3947368421052631,common,0.00688752668916592,4.978043229495596
A068_1,A068,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A068_2,A068,2,30.49,0.5657894736842105,common,0.031756113051762465,3.4496700351129332
A068_3,A068,3,82.98,0.7368421052631579,common,0.011907597046915932,4.430578675256047
A068_4,A068,4,155.59,0.631578947368421,common,0.0063861038380484065,5.053630924557352
A069_1,A069,1,1.0,0.5131578947368421,common,0.5,0.6931471805599453
A069_2,A069,2,24.96,0.4342105263157895,common,0.03852080123266564,3.2565568918358894
A069_3,A069,3,79.75,0.8421052631578947,common,0.01238390092879257,4.391357962102766
A069_4,A069,4,140.22,0.4736842105263157,common,0.00708114997875655,4.950318958088201
A070_1,A070,1,1.0,0.7105263157894737,common,0.5,0.6931471805599453
A070_2,A070,2,24.25,0.75,common,0.039603960396039604,3.228826155721369
A070_3,A070,3,81.92,0.7105263157894737,common,0.012059816690786299,4.417876287567579
A070_4,A070,4,149.2,0.4342105263157895,common,0.006657789613848203,5.011967739330034
A071_1,A071,1,1.0,0.631578947368421,common,0.5,0.6931471805599453
A071_2,A071,2,30.92,0.8157894736842105,common,0.03132832080200501,3.463232772581608
A071_3,A071,3,79.96,0.6973684210526315,common,0.012351778656126484,4.3939552055391555
A071_4,A071,4,153.27,0.4605263157894737,common,0.006482141699617553,5.038704314023848
A072_1,A072,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A072_2,A072,2,33.76,0.7894736842105263,common,0.028768699654775607,3.548467300397191
A072_3,A072,3,83.54,0.7368421052631579,common,0.011828720132481665,4.437224795138644
A072_4,A072,4,154.89,0.6578947368421053,common,0.0064147796523189434,5.04915063032459
A073_1,A073,1,1.0,0.5394736842105263,common,0.5,0.6931471805599453
A073_2,A073,2,66.66,0.5263157894736842,common,0.014779781259237365,4.214495163352562
A073_3,A073,3,66.9,0.7368421052631579,common,0.014727540500736375,4.21803603456465
A073_4,A073,4,140.12,0.7894736842105263,common,0.007086167800453514,4.949610592258481
A074_1,A074,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A074_2,A074,2,29.33,0.5131578947368421,common,0.032970656116056714,3.41213732170049
A074_3,A074,3,73.02,0.2631578947368421,common,0.013509862199405566,4.30433532695801
A074_4,A074,4,147.21,0.3684210526315789,common,0.006747183051076176,4.998630186968824
A075_1,A075,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A075_2,A075,2,28.68,0.6052631578947368,common,0.03369272237196765,3.39047341829918
A075_3,A075,3,71.37,0.618421052631579,common,0.01381788033715628,4.281791848878036
A075_4,A075,4,244.53,0.4473684210526316,common,0.004072822058404269,5.5034191393614815
A076_1,A076,1,1.0,0.6447368421052632,common,0.5,0.6931471805599453
A076_2,A076,2,27.3,0.4210526315789473,common,0.0353356890459364,3.342861804649192
A076_3,A076,3,74.88,0.3421052631578947,common,0.013178703215603585,4.3291531450668135
A076_4,A076,4,149.28,0.4605263157894737,common,0.006654245408570668,5.0125002207057685
A077_1,A077,1,1.0,0.8552631578947368,common,0.5,0.6931471805599453
A077_2,A077,2,53.88,0.4605263157894737,common,0.01822157434402332,4.00514898341763
A077_3,A077,3,78.36,0.5263157894736842,common,0.012600806451612904,4.373994462976618
A077_4,A077,4,149.75,0.4342105263157895,common,0.006633499170812604,5.015622835607295
A078_1,A078,1,1.0,0.5,common,0.5,0.6931471805599453
A078_2,A078,2,26.17,0.5921052631578947,common,0.0368052999631947,3.3021134234382563
A078_3,A078,3,72.3,0.5,common,0.013642564802182811,4.294560608892605
A078_4,A078,4,140.08,0.3947368421052631,common,0.007088176920895945,4.949327105367852
A079_1,A079,1,1.0,0.4210526315789473,common,0.5,0.6931471805599453
A079_2,A079,2,26.11,0.5921052631578947,common,0.03688675765400221,3.299902663510574
A079_3,A079,3,74.0,0.4736842105263157,common,0.013333333333333334,4.31748811353631
A079_4,A079,4,194.42,0.4342105263157895,common,0.005117183502200389,5.275151088516197
A080_1,A080,1,1.0,0.7763157894736842,common,0.5,0.6931471805599453
A080_2,A080,2,29.03,0.7368421052631579,common,0.0333000333000333,3.402196881995239
A080_3,A080,3,72.87,0.631578947368421,common,0.013537295248409367,4.302306791540646
A080_4,A080,4,145.77,0.7631578947368421,common,0.006813381481229133,4.988866735623107
A081_1,A081,1,1.0,0.4868421052631579,common,0.5,0.6931471805599453
A081_2,A081,2,31.39,0.5789473684210527,common,0.030873726458783574,3.477849733183238
A081_3,A081,3,80.13,0.7236842105263158,common,0.01232589670898558,4.396052806406973
A081_4,A081,4,154.53,0.631578947368421,common,0.006429627724554748,5.046838639056468
A082_1,A082,1,1.0,0.631578947368421,common,0.5,0.6931471805599453
A082_2,A082,2,27.97,0.7631578947368421,common,0.03451846738004833,3.366260811781259
A082_3,A082,3,75.71,0.5789473684210527,common,0.01303611002476861,4.3400320779712045
A082_4,A082,4,170.25,0.5921052631578947,common,0.00583941605839416,5.143124477142335
A083_1,A083,1,1.0,0.7894736842105263,common,0.5,0.6931471805599453
A083_2,A083,2,25.15,0.5394736842105263,common,0.03824091778202677,3.263849190510932
A083_3,A083,3,74.3,0.5657894736842105,common,0.013280212483399735,4.321480134805848
A083_4,A083,4,144.91,0.5526315789473685,common,0.0068535398533342475,4.982989993275931
A084_1,A084,1,1.0,0.8157894736842105,common,0.5,0.6931471805599453
A084_2,A084,2,27.25,0.5131578947368421,common,0.035398230088495575,3.34109345759245
A084_3,A084,3,91.97,0.618421052631579,common,0.010756157900397977,4.532276860467767
A084_4,A084,4,162.51,0.3552631578947368,common,0.006115833893951441,5.096874150546495
A085_1,A085,1,1.0,0.6447368421052632,common,0.5,0.6931471805599453
A085_2,A085,2,24.51,0.4736842105263157,common,0.03920031360250882,3.23907053215372
A085_3,A085,3,71.4,0.7631578947368421,common,0.013812154696132596,4.282206299391671
A085_4,A085,4,170.65,0.4736842105263157,common,0.005825808330905913,5.145457519903701
A086_1,A086,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A086_2,A086,2,23.47,0.631578947368421,common,0.040866366979975484,3.19744787745458
A086_3,A086,3,145.29,0.3684210526315789,common,0.006835737234260716,4.985590952989995
A086_4,A086,4,169.55,0.6578947368421053,common,0.005863383172090296,5.139028508864655
A087_1,A087,1,1.0,0.9473684210526316,common,0.5,0.6931471805599453
A087_2,A087,2,31.07,0.8026315789473685,common,0.031181789834736514,3.4679210137050633
A087_3,A087,3,72.8,0.6447368421052632,common,0.013550135501355014,4.301358731606427
A087_4,A087,4,144.2,0.8157894736842105,common,0.006887052341597796,4.978112102390695
A088_1,A088,1,1.0,0.8157894736842105,common,0.5,0.6931471805599453
A088_2,A088,2,24.25,0.9473684210526316,common,0.039603960396039604,3.228826155721369
A088_3,A088,3,74.91,0.868421052631579,common,0.013173494928204453,4.3295484280286765
A088_4,A088,4,149.93,1.0,common,0.006625588020936858,5.016816153171337
A089_1,A089,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A089_2,A089,2,32.14,0.7631578947368421,common,0.030175015087507542,3.500741011998417
A089_3,A089,3,79.34,0.6842105263157895,common,0.012447099825740602,4.386267628931136
A089_4,A089,4,146.96,0.6052631578947368,common,0.006758583400919167,4.996941966964253
A090_1,A090,1,1.0,0.7631578947368421,common,0.5,0.6931471805599453
A090_2,A090,2,23.54,0.6578947368421053,common,0.040749796251018745,3.2003044392827653
A090_3,A090,3,95.42,0.3026315789473684,common,0.01037129226301597,4.568713648977476
A090_4,A090,4,144.07,0.5526315789473685,common,0.006893223960846488,4.977216384550811
A091_1,A091,1,1.0,0.5526315789473685,common,0.5,0.6931471805599453
A091_2,A091,2,22.2,0.7236842105263158,common,0.04310344827586207,3.1441522786722644
A091_3,A091,3,73.64,0.3947368421052631,common,0.01339764201500536,4.312676556539088
A091_4,A091,4,142.61,0.5526315789473685,common,0.006963303391128751,4.9671012920725275
A092_1,A092,1,1.0,0.5789473684210527,common,0.5,0.6931471805599453
A092_2,A092,2,22.83,0.3157894736842105,common,0.04196391103650861,3.170945291110651
A092_3,A092,3,71.31,0.4342105263157895,common,0.013829345871940256,4.28096243218686
A092_4,A092,4,146.16,0.5,common,0.0067953248165262305,4.991520430236574
A093_1,A093,1,1.0,0.8157894736842105,common,0.5,0.6931471805599453
A093_2,A093,2,22.09,0.6842105263157895,common,0.043308791684711995,3.139399623366404
A093_3,A093,3,70.22,0.6052631578947368,common,0.014040999719180006,4.265773677849632
A093_4,A093,4,140.95,0.7236842105263158,common,0.007044734061289187,4.95547488291898
A094_1,A094,1,1.0,0.4473684210526316,common,0.5,0.6931471805599453
A094_2,A094,2,22.98,0.5789473684210527,common,0.041701417848206836,3.177220149599368
A094_3,A094,3,76.21,0.4605263157894737,common,0.012951690195570523,4.3465289823207245
A094_4,A094,4,149.99,0.4078947368421052,common,0.006622955162593549,5.017213609456379
