composite_ID,UID,TEST,TSVR_hours,CTT_mean,congruence,recip_TSVR,log_TSVR
A010_1,A010,1,1.0,0.8947368421052632,common,0.5,0.6931471805599453
A010_2,A010,2,21.9,0.6842105263157895,common,0.04366812227074236,3.131136910560194
A010_3,A010,3,80.88,0.3421052631578947,common,0.012212994626282366,4.405254760793088
A010_4,A010,4,145.31,0.5394736842105263,common,0.00683480281593876,4.985727658390071
A011_1,A011,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A011_2,A011,2,24.57,0.8421052631578947,common,0.03910833007430583,3.2414197893030954
A011_3,A011,3,72.55,0.5526315789473685,common,0.013596193065941536,4.297965447047447
A011_4,A011,4,148.85,0.5526315789473685,common,0.0066733400066733405,5.009634793762673
A012_1,A012,1,1.0,0.631578947368421,common,0.5,0.6931471805599453
A012_2,A012,2,25.6,0.4736842105263157,common,0.03759398496240601,3.2809112157876537
A012_3,A012,3,166.33,0.6973684210526315,common,0.005976214665630789,5.119967910506483
A012_4,A012,4,166.87,0.6052631578947368,common,0.005956990528385059,5.123189870334323
A013_1,A013,1,1.0,0.3421052631578947,common,0.5,0.6931471805599453
A013_2,A013,2,24.77,0.6973684210526315,common,0.038804811796662786,3.2492110246642736
A013_3,A013,3,79.66,0.618421052631579,common,0.012397718819737169,4.390242789445222
A013_4,A013,4,147.13,0.5,common,0.006750826976304598,4.998090266593961
A014_1,A014,1,1.0,0.5,common,0.5,0.6931471805599453
A014_2,A014,2,25.66,0.868421052631579,common,0.037509377344336084,3.2831643147505627
A014_3,A014,3,70.56,0.7763157894736842,common,0.01397428731134712,4.270536258640519
A014_4,A014,4,148.87,0.631578947368421,common,0.006672449456195369,5.009768251656904
A015_1,A015,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A015_2,A015,2,23.69,0.8552631578947368,common,0.04050222762251924,3.206398303357088
A015_3,A015,3,70.59,0.8421052631578947,common,0.013968431345159939,4.270955399408094
A015_4,A015,4,146.54,0.5657894736842105,common,0.0067778229632641995,4.9940993254561565
A016_1,A016,1,1.0,0.631578947368421,common,0.5,0.6931471805599453
A016_2,A016,2,32.85,0.6578947368421053,common,0.029542097488921712,3.521938999358284
A016_3,A016,3,80.64,0.6447368421052632,common,0.01224889759921607,4.402319337941644
A016_4,A016,4,150.8,0.5131578947368421,common,0.006587615283267457,5.02256386496153
A017_1,A017,1,1.0,0.6052631578947368,common,0.5,0.6931471805599453
A017_2,A017,2,20.61,0.7236842105263158,common,0.04627487274409996,3.0731561705187946
A017_3,A017,3,61.28,0.6578947368421053,common,0.016056518946692355,4.131640346965797
A017_4,A017,4,140.49,0.7105263157894737,common,0.007067637288854335,4.952229043207861
A018_1,A018,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A018_2,A018,2,34.03,0.7105263157894737,common,0.02854695974878675,3.5562048372093953
A018_3,A018,3,83.64,0.3947368421052631,common,0.011814744801512287,4.438406968109989
A018_4,A018,4,150.87,0.7236842105263158,common,0.00658457891617831,5.023024891742178
A019_1,A019,1,1.0,0.5526315789473685,common,0.5,0.6931471805599453
A019_2,A019,2,28.69,0.5263157894736842,common,0.03368137420006736,3.3908102887756684
A019_3,A019,3,83.68,0.4210526315789473,common,0.011809163911195086,4.4388794462666645
A019_4,A019,4,154.76,0.6578947368421053,common,0.006420133538777607,5.048316361063944
A020_1,A020,1,1.0,0.631578947368421,common,0.5,0.6931471805599453
A020_2,A020,2,26.85,0.6710526315789473,common,0.03590664272890485,3.326832966373293
A020_3,A020,3,78.25,0.7368421052631579,common,0.012618296529968454,4.37260741275739
A020_4,A020,4,145.78,0.2105263157894736,common,0.006812917291184085,4.9889348671169165
A021_1,A021,1,1.0,0.7631578947368421,common,0.5,0.6931471805599453
A021_2,A021,2,30.21,0.6052631578947368,common,0.03204101249599487,3.440738556282688
A021_3,A021,3,74.19,0.8157894736842105,common,0.013299640909695438,4.320018243389936
A021_4,A021,4,140.39,0.6710526315789473,common,0.007072635971426551,4.951522029603749
A022_1,A022,1,1.0,0.4868421052631579,common,0.5,0.6931471805599453
A022_2,A022,2,24.15,0.618421052631579,common,0.039761431411530816,3.224857896545748
A022_3,A022,3,74.46,0.5526315789473685,common,0.0132520540683806,4.323602714536165
A022_4,A022,4,141.71,0.6842105263157895,common,0.007007217433956975,4.9608145991123
A023_1,A023,1,1.0,0.6447368421052632,common,0.5,0.6931471805599453
A023_2,A023,2,25.63,0.6052631578947368,common,0.03755163349605708,3.282038399825841
A023_3,A023,3,72.2,0.6578947368421053,common,0.01366120218579235,4.293195420967266
A023_4,A023,4,145.07,0.75,common,0.006846032724036421,4.984085958862719
A024_1,A024,1,1.0,0.631578947368421,common,0.5,0.6931471805599453
A024_2,A024,2,29.57,0.5526315789473685,common,0.03271180896303565,3.420019135902743
A024_3,A024,3,91.47,0.5657894736842105,common,0.010814318157240186,4.526884267589547
A024_4,A024,4,145.65,0.4473684210526316,common,0.006818956699624957,4.9880487954234605
A025_1,A025,1,1.0,0.8947368421052632,common,0.5,0.6931471805599453
A025_2,A025,2,23.33,0.868421052631579,common,0.04110152075626799,3.1917101567954314
A025_3,A025,3,72.94,0.5394736842105263,common,0.01352447930754666,4.303253953508486
A025_4,A025,4,137.74,0.5,common,0.00720772668300418,4.932601677957155
A026_1,A026,1,1.0,0.6842105263157895,common,0.5,0.6931471805599453
A026_2,A026,2,26.48,0.4605263157894737,common,0.036390101892285295,3.3134584673541485
A026_3,A026,3,75.46,0.75,common,0.013078733978550878,4.336767728268267
A026_4,A026,4,147.65,0.75,common,0.006727211570803902,5.001594549444107
A027_1,A027,1,1.0,0.5789473684210527,common,0.5,0.6931471805599453
A027_2,A027,2,28.26,0.618421052631579,common,0.034176349965823645,3.3762213955919784
A027_3,A027,3,74.58,0.7368421052631579,common,0.013231013495633766,4.325191697921343
A027_4,A027,4,145.92,0.6052631578947368,common,0.006806425265450586,4.989888220951467
A028_1,A028,1,1.0,0.7763157894736842,common,0.5,0.6931471805599453
A028_2,A028,2,22.82,0.7631578947368421,common,0.041981528127623846,3.170525563927154
A028_3,A028,3,72.26,0.4473684210526316,common,0.01365001365001365,4.294014757350668
A028_4,A028,4,138.91,0.5394736842105263,common,0.007147451933385748,4.940999358745194
A029_1,A029,1,1.0,0.9210526315789472,common,0.5,0.6931471805599453
A029_2,A029,2,28.43,0.6710526315789473,common,0.03397893306150187,3.382014562245381
A029_3,A029,3,93.26,0.7105263157894737,common,0.010608953957139825,4.546056921495585
A029_4,A029,4,143.14,0.8157894736842105,common,0.006937699458859443,4.970785049496295
A030_1,A030,1,1.0,0.5394736842105263,common,0.5,0.6931471805599453
A030_2,A030,2,32.95,0.6578947368421053,common,0.02945508100147275,3.5248888540047054
A030_3,A030,3,71.93,0.5131578947368421,common,0.01371177841766077,4.289500076996142
A030_4,A030,4,150.46,0.6973684210526315,common,0.006602403274792024,5.020321563685677
A031_1,A031,1,1.0,0.868421052631579,common,0.5,0.6931471805599453
A031_2,A031,2,32.41,0.7631578947368421,common,0.0299311583358276,3.508855256368665
A031_3,A031,3,71.56,0.7631578947368421,common,0.013781697905181918,4.2844138058068815
A031_4,A031,4,143.85,0.4605263157894737,common,0.0069036934760096655,4.975698724215359
A032_1,A032,1,1.0,0.7631578947368421,common,0.5,0.6931471805599453
A032_2,A032,2,57.18,0.5394736842105263,common,0.017188037126160193,4.063541653067055
A032_3,A032,3,80.16,0.6052631578947368,common,0.01232134056185313,4.396422514957614
A032_4,A032,4,144.51,0.7763157894736842,common,0.0068723799051611575,4.980244812772187
A033_1,A033,1,1.0,0.6578947368421053,common,0.5,0.6931471805599453
A033_2,A033,2,29.16,0.5,common,0.033156498673740056,3.4065165431397553
A033_3,A033,3,72.6,0.7631578947368421,common,0.013586956521739132,4.298645025734831
A033_4,A033,4,168.33,0.618421052631579,common,0.005905628063544557,5.131849473677249
A034_1,A034,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A034_2,A034,2,26.08,0.8157894736842105,common,0.03692762186115214,3.298795448044074
A034_3,A034,3,74.28,0.5526315789473685,common,0.013283740701381509,4.3212144952771245
A034_4,A034,4,145.38,0.5921052631578947,common,0.006831534362617844,4.986205980173081
A035_1,A035,1,1.0,0.3947368421052631,common,0.5,0.6931471805599453
A035_2,A035,2,44.76,0.8157894736842105,common,0.021853146853146856,3.8234103470715426
A035_3,A035,3,79.98,0.5263157894736842,common,0.012348728081007655,4.394202210604015
A035_4,A035,4,152.47,0.3684210526315789,common,0.006515931452401121,5.033505108187003
A036_1,A036,1,1.0,0.7368421052631579,common,0.5,0.6931471805599453
A036_2,A036,2,21.63,0.6052631578947368,common,0.04418912947414936,3.119276459645446
A036_3,A036,3,71.47,0.5921052631578947,common,0.013798813302056023,4.28317268312119
A036_4,A036,4,143.85,0.4210526315789473,common,0.0069036934760096655,4.975698724215359
A037_1,A037,1,1.0,1.0,common,0.5,0.6931471805599453
A037_2,A037,2,23.7,0.8157894736842105,common,0.04048582995951417,3.2068032436339315
A037_3,A037,3,72.08,0.5789473684210527,common,0.013683634373289545,4.291554731509806
A037_4,A037,4,143.66,0.7368421052631579,common,0.006912760956726116,4.974386161421135
A038_1,A038,1,1.0,0.7894736842105263,common,0.5,0.6931471805599453
A038_2,A038,2,71.85,0.7894736842105263,common,0.013726835964310227,4.288402532641213
A038_3,A038,3,72.86,0.7894736842105263,common,0.013539128080151638,4.3021714094244174
A038_4,A038,4,152.89,0.7368421052631579,common,0.006498148027812074,5.0362380614757605
A039_1,A039,1,1.0,0.8421052631578947,common,0.5,0.6931471805599453
A039_2,A039,2,28.65,0.8947368421052632,common,0.03372681281618887,3.3894621254437345
A039_3,A039,3,98.84,0.5526315789473685,common,0.01001602564102564,4.603568904621118
A039_4,A039,4,246.24,0.5789473684210527,common,0.004044652968775279,5.510359524791073
A040_1,A040,1,1.0,0.1973684210526315,common,0.5,0.6931471805599453
A040_2,A040,2,26.26,0.5526315789473685,common,0.036683785766691124,3.3054204262683866
A040_3,A040,3,71.28,0.4473684210526316,common,0.01383508577753182,4.280547465724028
A040_4,A040,4,143.53,0.4473684210526316,common,0.006918978758735211,4.97348709846075
A041_1,A041,1,1.0,0.8026315789473685,common,0.5,0.6931471805599453
A041_2,A041,2,31.78,0.4736842105263157,common,0.03050640634533252,3.4898185733156835
A041_3,A041,3,75.74,0.4473684210526316,common,0.013031013812874642,4.340423084818807
A041_4,A041,4,141.84,0.5526315789473685,common,0.007000840100812097,4.961725122726247
A042_1,A042,1,1.0,0.4078947368421052,common,0.5,0.6931471805599453
