term,coef,se,z,p_uncorrected,p_holm,sig
Intercept,1.2872930299434466,0.25952478855780936,4.960192963057558,7.042318950212234e-07,5.633855160169787e-06,True
C(congruence)[T.congruent],0.0670224912351799,0.3596653117287451,0.1863468314835082,0.8521727843579363,1.0,False
C(congruence)[T.incongruent],-0.08597285272135652,0.35966531172874183,-0.239035708804181,0.8110778935766185,1.0,False
recip_TSVR,-1.2097527887885378,0.46903516093849534,-2.579236887844263,0.009901885825190249,0.06931320077633174,True
C(congruence)[T.congruent]:recip_TSVR,-0.1833635650936168,0.6408356315350117,-0.2861319752998142,0.7747770421332303,1.0,False
C(congruence)[T.incongruent]:recip_TSVR,0.2527836003151939,0.6408356315350063,0.3944593400802267,0.6932419406165518,1.0,False
log_TSVR,-0.33458456128956926,0.0573274069013152,-5.83638052677895,5.334698238712576e-09,4.801228414841319e-08,True
C(congruence)[T.congruent]:log_TSVR,-0.006276116268361142,0.08084425115846668,-0.07763219002497812,0.9381206357057297,1.0,False
C(congruence)[T.incongruent]:log_TSVR,0.019249476785113462,0.08084425115846594,0.23810569718039468,0.8117991160904106,1.0,False
