composite_ID,UID,test,congruence,CTT_mean,n_items,TEST
A054_1,A054,1,incongruent,0.7115384615384616,13,1
A054_2,A054,2,common,0.8289473684210527,19,2
A054_2,A054,2,congruent,0.8055555555555556,18,2
A054_2,A054,2,incongruent,0.5192307692307693,13,2
A054_3,A054,3,common,0.5526315789473685,19,3
A054_3,A054,3,congruent,0.8611111111111112,18,3
A054_3,A054,3,incongruent,0.7692307692307693,13,3
A054_4,A054,4,common,0.9736842105263158,19,4
A054_4,A054,4,congruent,0.8055555555555556,18,4
A054_4,A054,4,incongruent,0.7307692307692307,13,4
A055_1,A055,1,common,0.4868421052631579,19,1
A055_1,A055,1,congruent,0.6944444444444444,18,1
A055_1,A055,1,incongruent,0.6730769230769231,13,1
A055_2,A055,2,common,0.6973684210526315,19,2
A055_2,A055,2,congruent,0.7638888888888888,18,2
A055_2,A055,2,incongruent,0.7115384615384616,13,2
A055_3,A055,3,common,0.3684210526315789,19,3
A055_3,A055,3,congruent,0.7916666666666666,18,3
A055_3,A055,3,incongruent,0.5,13,3
A055_4,A055,4,common,0.3815789473684211,19,4
A055_4,A055,4,congruent,0.4583333333333333,18,4
A055_4,A055,4,incongruent,0.5576923076923077,13,4
A056_1,A056,1,common,0.618421052631579,19,1
A056_1,A056,1,congruent,0.9166666666666666,18,1
A056_1,A056,1,incongruent,0.6923076923076923,13,1
A056_2,A056,2,common,0.4868421052631579,19,2
A056_2,A056,2,congruent,0.6111111111111112,18,2
A056_2,A056,2,incongruent,0.7692307692307693,13,2
A056_3,A056,3,common,0.7105263157894737,19,3
A056_3,A056,3,congruent,0.5972222222222222,18,3
A056_3,A056,3,incongruent,0.4807692307692308,13,3
A056_4,A056,4,common,0.27631578947368424,19,4
A056_4,A056,4,congruent,0.6111111111111112,18,4
A056_4,A056,4,incongruent,0.4230769230769231,13,4
A057_1,A057,1,common,0.5657894736842105,19,1
A057_1,A057,1,congruent,0.7222222222222222,18,1
A057_1,A057,1,incongruent,0.6153846153846154,13,1
A057_2,A057,2,common,0.5789473684210527,19,2
A057_2,A057,2,congruent,0.375,18,2
A057_2,A057,2,incongruent,0.5576923076923077,13,2
A057_3,A057,3,common,0.4342105263157895,19,3
A057_3,A057,3,congruent,0.6111111111111112,18,3
A057_3,A057,3,incongruent,0.5192307692307693,13,3
A057_4,A057,4,common,0.2894736842105263,19,4
A057_4,A057,4,congruent,0.5833333333333334,18,4
A057_4,A057,4,incongruent,0.40384615384615385,13,4
A058_1,A058,1,common,0.75,19,1
A058_1,A058,1,congruent,0.9722222222222222,18,1
A058_1,A058,1,incongruent,0.7115384615384616,13,1
A058_2,A058,2,common,0.4342105263157895,19,2
A058_2,A058,2,congruent,0.5833333333333334,18,2
A058_2,A058,2,incongruent,0.4423076923076923,13,2
A058_3,A058,3,common,0.6842105263157895,19,3
A058_3,A058,3,congruent,0.3194444444444444,18,3
A058_3,A058,3,incongruent,0.7692307692307693,13,3
A058_4,A058,4,common,0.5657894736842105,19,4
A058_4,A058,4,congruent,0.5416666666666666,18,4
A058_4,A058,4,incongruent,0.4423076923076923,13,4
A059_1,A059,1,common,0.8157894736842105,19,1
A059_1,A059,1,congruent,0.6944444444444444,18,1
A059_1,A059,1,incongruent,0.8076923076923077,13,1
A059_2,A059,2,common,0.8552631578947368,19,2
A059_2,A059,2,congruent,0.6527777777777778,18,2
A059_2,A059,2,incongruent,0.8076923076923077,13,2
A059_3,A059,3,common,0.9210526315789473,19,3
A059_3,A059,3,congruent,0.7222222222222222,18,3
A059_3,A059,3,incongruent,0.8076923076923077,13,3
A059_4,A059,4,common,0.6052631578947368,19,4
A059_4,A059,4,congruent,0.8055555555555556,18,4
A059_4,A059,4,incongruent,0.5384615384615384,13,4
A060_1,A060,1,common,0.5131578947368421,19,1
A060_1,A060,1,congruent,0.8472222222222222,18,1
A060_1,A060,1,incongruent,0.5192307692307693,13,1
A060_2,A060,2,common,0.8947368421052632,19,2
A060_2,A060,2,congruent,0.6111111111111112,18,2
A060_2,A060,2,incongruent,0.8076923076923077,13,2
A060_3,A060,3,common,0.6052631578947368,19,3
A060_3,A060,3,congruent,0.8333333333333334,18,3
A060_3,A060,3,incongruent,0.5384615384615384,13,3
A060_4,A060,4,common,0.6447368421052632,19,4
A060_4,A060,4,congruent,0.625,18,4
A060_4,A060,4,incongruent,0.7307692307692307,13,4
A061_1,A061,1,common,0.8421052631578947,19,1
A061_1,A061,1,congruent,1.0,18,1
A061_1,A061,1,incongruent,1.0,13,1
A061_2,A061,2,common,0.8947368421052632,19,2
A061_2,A061,2,congruent,0.5138888888888888,18,2
A061_2,A061,2,incongruent,0.8653846153846154,13,2
A061_3,A061,3,common,0.47368421052631576,19,3
A061_3,A061,3,congruent,0.6666666666666666,18,3
A061_3,A061,3,incongruent,0.9615384615384616,13,3
A061_4,A061,4,common,0.5657894736842105,19,4
A061_4,A061,4,congruent,0.75,18,4
A061_4,A061,4,incongruent,0.3076923076923077,13,4
A062_1,A062,1,common,0.9736842105263158,19,1
A062_1,A062,1,congruent,0.4722222222222222,18,1
A062_1,A062,1,incongruent,0.9230769230769231,13,1
A062_2,A062,2,common,0.5789473684210527,19,2
A062_2,A062,2,congruent,0.8055555555555556,18,2
A062_2,A062,2,incongruent,0.46153846153846156,13,2
A062_3,A062,3,common,0.39473684210526316,19,3
A062_3,A062,3,congruent,0.5277777777777778,18,3
A062_3,A062,3,incongruent,0.3076923076923077,13,3
A062_4,A062,4,common,0.35526315789473684,19,4
A062_4,A062,4,congruent,0.4444444444444444,18,4
A062_4,A062,4,incongruent,0.4230769230769231,13,4
A063_1,A063,1,common,0.8421052631578947,19,1
A063_1,A063,1,congruent,0.875,18,1
A063_1,A063,1,incongruent,0.7307692307692307,13,1
A063_2,A063,2,common,0.6842105263157895,19,2
A063_2,A063,2,congruent,0.6944444444444444,18,2
A063_2,A063,2,incongruent,0.6538461538461539,13,2
A063_3,A063,3,common,0.6578947368421053,19,3
A063_3,A063,3,congruent,0.4722222222222222,18,3
A063_3,A063,3,incongruent,0.5576923076923077,13,3
A063_4,A063,4,common,0.5131578947368421,19,4
A063_4,A063,4,congruent,0.75,18,4
A063_4,A063,4,incongruent,0.3076923076923077,13,4
A064_1,A064,1,common,0.9736842105263158,19,1
A064_1,A064,1,congruent,0.6944444444444444,18,1
A064_1,A064,1,incongruent,0.7692307692307693,13,1
A064_2,A064,2,common,0.7105263157894737,19,2
A064_2,A064,2,congruent,0.8333333333333334,18,2
A064_2,A064,2,incongruent,0.7692307692307693,13,2
A064_3,A064,3,common,0.6578947368421053,19,3
A064_3,A064,3,congruent,0.75,18,3
A064_3,A064,3,incongruent,0.5769230769230769,13,3
A064_4,A064,4,common,0.5394736842105263,19,4
A064_4,A064,4,congruent,0.6111111111111112,18,4
A064_4,A064,4,incongruent,0.3076923076923077,13,4
A065_1,A065,1,common,0.39473684210526316,19,1
A065_1,A065,1,congruent,0.4722222222222222,18,1
A065_1,A065,1,incongruent,0.23076923076923078,13,1
A065_2,A065,2,common,0.618421052631579,19,2
A065_2,A065,2,congruent,0.6805555555555556,18,2
A065_2,A065,2,incongruent,0.4423076923076923,13,2
A065_3,A065,3,common,0.2894736842105263,19,3
A065_3,A065,3,congruent,0.2638888888888889,18,3
A065_3,A065,3,incongruent,0.5192307692307693,13,3
A065_4,A065,4,common,0.23684210526315788,19,4
A065_4,A065,4,congruent,0.2638888888888889,18,4
A065_4,A065,4,incongruent,0.15384615384615385,13,4
A066_1,A066,1,common,0.6578947368421053,19,1
A066_1,A066,1,congruent,0.6527777777777778,18,1
A066_1,A066,1,incongruent,0.6346153846153846,13,1
A066_2,A066,2,common,0.6447368421052632,19,2
A066_2,A066,2,congruent,0.4027777777777778,18,2
A066_2,A066,2,incongruent,0.6153846153846154,13,2
A066_3,A066,3,common,0.5789473684210527,19,3
A066_3,A066,3,congruent,0.6666666666666666,18,3
A066_3,A066,3,incongruent,0.3269230769230769,13,3
A066_4,A066,4,common,0.4342105263157895,19,4
A066_4,A066,4,congruent,0.4722222222222222,18,4
A066_4,A066,4,incongruent,0.34615384615384615,13,4
A067_1,A067,1,common,0.6578947368421053,19,1
A067_1,A067,1,congruent,0.5277777777777778,18,1
A067_1,A067,1,incongruent,0.6923076923076923,13,1
A067_2,A067,2,common,0.47368421052631576,19,2
A067_2,A067,2,congruent,0.6944444444444444,18,2
A067_2,A067,2,incongruent,0.28846153846153844,13,2
A067_3,A067,3,common,0.34210526315789475,19,3
A067_3,A067,3,congruent,0.5277777777777778,18,3
A067_3,A067,3,incongruent,0.34615384615384615,13,3
A067_4,A067,4,common,0.39473684210526316,19,4
A067_4,A067,4,congruent,0.3472222222222222,18,4
A067_4,A067,4,incongruent,0.4423076923076923,13,4
A068_1,A068,1,common,0.8421052631578947,19,1
A068_1,A068,1,congruent,0.8333333333333334,18,1
A068_1,A068,1,incongruent,0.8461538461538461,13,1
A068_2,A068,2,common,0.5657894736842105,19,2
A068_2,A068,2,congruent,0.8472222222222222,18,2
A068_2,A068,2,incongruent,0.4230769230769231,13,2
A068_3,A068,3,common,0.7368421052631579,19,3
A068_3,A068,3,congruent,0.6388888888888888,18,3
A068_3,A068,3,incongruent,0.6923076923076923,13,3
A068_4,A068,4,common,0.631578947368421,19,4
A068_4,A068,4,congruent,0.5,18,4
A068_4,A068,4,incongruent,0.46153846153846156,13,4
A069_1,A069,1,common,0.5131578947368421,19,1
A069_1,A069,1,congruent,0.4305555555555556,18,1
A069_1,A069,1,incongruent,0.4807692307692308,13,1
A069_2,A069,2,common,0.4342105263157895,19,2
A069_2,A069,2,congruent,0.4444444444444444,18,2
A069_2,A069,2,incongruent,0.28846153846153844,13,2
A069_3,A069,3,common,0.8421052631578947,19,3
A069_3,A069,3,congruent,0.3472222222222222,18,3
A069_3,A069,3,incongruent,0.5192307692307693,13,3
A069_4,A069,4,common,0.47368421052631576,19,4
A069_4,A069,4,congruent,0.3888888888888889,18,4
A069_4,A069,4,incongruent,0.3269230769230769,13,4
A070_1,A070,1,common,0.7105263157894737,19,1
A070_1,A070,1,congruent,0.8194444444444444,18,1
A070_1,A070,1,incongruent,0.4807692307692308,13,1
A070_2,A070,2,common,0.75,19,2
A070_2,A070,2,congruent,0.4861111111111111,18,2
A070_2,A070,2,incongruent,0.5769230769230769,13,2
A070_3,A070,3,common,0.7105263157894737,19,3
A070_3,A070,3,congruent,0.5277777777777778,18,3
A070_3,A070,3,incongruent,0.2692307692307692,13,3
A070_4,A070,4,common,0.4342105263157895,19,4
A070_4,A070,4,congruent,0.5277777777777778,18,4
A070_4,A070,4,incongruent,0.5769230769230769,13,4
A071_1,A071,1,common,0.631578947368421,19,1
A071_1,A071,1,congruent,0.9166666666666666,18,1
A071_1,A071,1,incongruent,0.46153846153846156,13,1
A071_2,A071,2,common,0.8157894736842105,19,2
A071_2,A071,2,congruent,0.6944444444444444,18,2
A071_2,A071,2,incongruent,0.5,13,2
A071_3,A071,3,common,0.6973684210526315,19,3
A071_3,A071,3,congruent,0.2916666666666667,18,3
A071_3,A071,3,incongruent,0.36538461538461536,13,3
A071_4,A071,4,common,0.4605263157894737,19,4
A071_4,A071,4,congruent,0.5,18,4
A071_4,A071,4,incongruent,0.7307692307692307,13,4
A072_1,A072,1,common,0.7368421052631579,19,1
A072_1,A072,1,congruent,0.6944444444444444,18,1
A072_1,A072,1,incongruent,0.8076923076923077,13,1
A072_2,A072,2,common,0.7894736842105263,19,2
A072_2,A072,2,congruent,0.7222222222222222,18,2
A072_2,A072,2,incongruent,0.75,13,2
A072_3,A072,3,common,0.7368421052631579,19,3
A072_3,A072,3,congruent,0.6527777777777778,18,3
A072_3,A072,3,incongruent,0.3269230769230769,13,3
A072_4,A072,4,common,0.6578947368421053,19,4
A072_4,A072,4,congruent,0.5833333333333334,18,4
A072_4,A072,4,incongruent,0.7307692307692307,13,4
A073_1,A073,1,common,0.5394736842105263,19,1
A073_1,A073,1,congruent,0.875,18,1
A073_1,A073,1,incongruent,0.6153846153846154,13,1
A073_2,A073,2,common,0.5263157894736842,19,2
A073_2,A073,2,congruent,0.6666666666666666,18,2
A073_2,A073,2,incongruent,0.5384615384615384,13,2
A073_3,A073,3,common,0.7368421052631579,19,3
A073_3,A073,3,congruent,0.6944444444444444,18,3
A073_3,A073,3,incongruent,0.7307692307692307,13,3
A073_4,A073,4,common,0.7894736842105263,19,4
A073_4,A073,4,congruent,0.5833333333333334,18,4
A073_4,A073,4,incongruent,0.8461538461538461,13,4
A074_1,A074,1,common,0.8421052631578947,19,1
A074_1,A074,1,congruent,0.6388888888888888,18,1
A074_1,A074,1,incongruent,0.8461538461538461,13,1
A074_2,A074,2,common,0.5131578947368421,19,2
A074_2,A074,2,congruent,0.7777777777777778,18,2
A074_2,A074,2,incongruent,0.5769230769230769,13,2
A074_3,A074,3,common,0.2631578947368421,19,3
A074_3,A074,3,congruent,0.6666666666666666,18,3
A074_3,A074,3,incongruent,0.7692307692307693,13,3
A074_4,A074,4,common,0.3684210526315789,19,4
A074_4,A074,4,congruent,0.9722222222222222,18,4
A074_4,A074,4,incongruent,0.3076923076923077,13,4
A075_1,A075,1,common,0.7368421052631579,19,1
A075_1,A075,1,congruent,0.6944444444444444,18,1
A075_1,A075,1,incongruent,0.5384615384615384,13,1
A075_2,A075,2,common,0.6052631578947368,19,2
A075_2,A075,2,congruent,0.9027777777777778,18,2
A075_2,A075,2,incongruent,0.5,13,2
A075_3,A075,3,common,0.618421052631579,19,3
A075_3,A075,3,congruent,0.2638888888888889,18,3
A075_3,A075,3,incongruent,0.28846153846153844,13,3
A075_4,A075,4,common,0.4473684210526316,19,4
A075_4,A075,4,congruent,0.6111111111111112,18,4
A075_4,A075,4,incongruent,0.28846153846153844,13,4
A076_1,A076,1,common,0.6447368421052632,19,1
A076_1,A076,1,congruent,0.6388888888888888,18,1
A076_1,A076,1,incongruent,0.40384615384615385,13,1
A076_2,A076,2,common,0.42105263157894735,19,2
A076_2,A076,2,congruent,0.6111111111111112,18,2
A076_2,A076,2,incongruent,0.4230769230769231,13,2
A076_3,A076,3,common,0.34210526315789475,19,3
A076_3,A076,3,congruent,0.4722222222222222,18,3
A076_3,A076,3,incongruent,0.2692307692307692,13,3
A076_4,A076,4,common,0.4605263157894737,19,4
A076_4,A076,4,congruent,0.4166666666666667,18,4
A076_4,A076,4,incongruent,0.23076923076923078,13,4
A077_1,A077,1,common,0.8552631578947368,19,1
A077_1,A077,1,congruent,0.6111111111111112,18,1
A077_1,A077,1,incongruent,0.7692307692307693,13,1
A077_2,A077,2,common,0.4605263157894737,19,2
A077_2,A077,2,congruent,0.7222222222222222,18,2
A077_2,A077,2,incongruent,0.6923076923076923,13,2
A077_3,A077,3,common,0.5263157894736842,19,3
A077_3,A077,3,congruent,0.8333333333333334,18,3
A077_3,A077,3,incongruent,0.36538461538461536,13,3
A077_4,A077,4,common,0.4342105263157895,19,4
A077_4,A077,4,congruent,0.7777777777777778,18,4
A077_4,A077,4,incongruent,0.8076923076923077,13,4
A078_1,A078,1,common,0.5,19,1
A078_1,A078,1,congruent,0.6527777777777778,18,1
A078_1,A078,1,incongruent,0.5,13,1
A078_2,A078,2,common,0.5921052631578947,19,2
A078_2,A078,2,congruent,0.7916666666666666,18,2
A078_2,A078,2,incongruent,0.46153846153846156,13,2
A078_3,A078,3,common,0.5,19,3
A078_3,A078,3,congruent,0.5277777777777778,18,3
A078_3,A078,3,incongruent,0.5384615384615384,13,3
A078_4,A078,4,common,0.39473684210526316,19,4
A078_4,A078,4,congruent,0.5416666666666666,18,4
A078_4,A078,4,incongruent,0.5,13,4
A079_1,A079,1,common,0.42105263157894735,19,1
A079_1,A079,1,congruent,0.8472222222222222,18,1
A079_1,A079,1,incongruent,0.9230769230769231,13,1
A079_2,A079,2,common,0.5921052631578947,19,2
A079_2,A079,2,congruent,0.6944444444444444,18,2
A079_2,A079,2,incongruent,0.6153846153846154,13,2
A079_3,A079,3,common,0.47368421052631576,19,3
A079_3,A079,3,congruent,0.8888888888888888,18,3
A079_3,A079,3,incongruent,0.3076923076923077,13,3
A079_4,A079,4,common,0.4342105263157895,19,4
A079_4,A079,4,congruent,0.5138888888888888,18,4
A079_4,A079,4,incongruent,0.38461538461538464,13,4
A080_1,A080,1,common,0.7763157894736842,19,1
A080_1,A080,1,congruent,0.7361111111111112,18,1
A080_1,A080,1,incongruent,0.5769230769230769,13,1
A080_2,A080,2,common,0.7368421052631579,19,2
A080_2,A080,2,congruent,0.9444444444444444,18,2
A080_2,A080,2,incongruent,0.4423076923076923,13,2
A080_3,A080,3,common,0.631578947368421,19,3
A080_3,A080,3,congruent,0.6111111111111112,18,3
A080_3,A080,3,incongruent,0.6153846153846154,13,3
A080_4,A080,4,common,0.7631578947368421,19,4
A080_4,A080,4,congruent,0.16666666666666666,18,4
A080_4,A080,4,incongruent,0.5192307692307693,13,4
A081_1,A081,1,common,0.4868421052631579,19,1
A081_1,A081,1,congruent,0.7361111111111112,18,1
A081_1,A081,1,incongruent,0.6538461538461539,13,1
A081_2,A081,2,common,0.5789473684210527,19,2
A081_2,A081,2,congruent,0.8888888888888888,18,2
A081_2,A081,2,incongruent,0.4807692307692308,13,2
A081_3,A081,3,common,0.7236842105263158,19,3
A081_3,A081,3,congruent,0.6944444444444444,18,3
A081_3,A081,3,incongruent,0.8076923076923077,13,3
A081_4,A081,4,common,0.631578947368421,19,4
A081_4,A081,4,congruent,0.5833333333333334,18,4
A081_4,A081,4,incongruent,0.7307692307692307,13,4
A082_1,A082,1,common,0.631578947368421,19,1
A082_1,A082,1,congruent,0.6666666666666666,18,1
A082_1,A082,1,incongruent,0.6346153846153846,13,1
A082_2,A082,2,common,0.7631578947368421,19,2
A082_2,A082,2,congruent,0.8055555555555556,18,2
A082_2,A082,2,incongruent,0.8653846153846154,13,2
A082_3,A082,3,common,0.5789473684210527,19,3
A082_3,A082,3,congruent,0.6944444444444444,18,3
A082_3,A082,3,incongruent,0.7307692307692307,13,3
A082_4,A082,4,common,0.5921052631578947,19,4
A082_4,A082,4,congruent,0.8055555555555556,18,4
A082_4,A082,4,incongruent,0.36538461538461536,13,4
A083_1,A083,1,common,0.7894736842105263,19,1
A083_1,A083,1,congruent,0.7777777777777778,18,1
A083_1,A083,1,incongruent,1.0,13,1
A083_2,A083,2,common,0.5394736842105263,19,2
A083_2,A083,2,congruent,0.75,18,2
A083_2,A083,2,incongruent,0.7115384615384616,13,2
A083_3,A083,3,common,0.5657894736842105,19,3
A083_3,A083,3,congruent,0.5972222222222222,18,3
A083_3,A083,3,incongruent,0.6153846153846154,13,3
A083_4,A083,4,common,0.5526315789473685,19,4
A083_4,A083,4,congruent,0.7222222222222222,18,4
A083_4,A083,4,incongruent,0.7307692307692307,13,4
A084_1,A084,1,common,0.8157894736842105,19,1
A084_1,A084,1,congruent,0.7638888888888888,18,1
A084_1,A084,1,incongruent,0.6153846153846154,13,1
A084_2,A084,2,common,0.5131578947368421,19,2
A084_2,A084,2,congruent,0.7222222222222222,18,2
A084_2,A084,2,incongruent,0.46153846153846156,13,2
A084_3,A084,3,common,0.618421052631579,19,3
A084_3,A084,3,congruent,0.8888888888888888,18,3
A084_3,A084,3,incongruent,0.4807692307692308,13,3
A084_4,A084,4,common,0.35526315789473684,19,4
A084_4,A084,4,congruent,0.8888888888888888,18,4
A084_4,A084,4,incongruent,0.6923076923076923,13,4
A085_1,A085,1,common,0.6447368421052632,19,1
A085_1,A085,1,congruent,0.5555555555555556,18,1
A085_1,A085,1,incongruent,0.46153846153846156,13,1
A085_2,A085,2,common,0.47368421052631576,19,2
A085_2,A085,2,congruent,0.9444444444444444,18,2
A085_2,A085,2,incongruent,0.6923076923076923,13,2
A085_3,A085,3,common,0.7631578947368421,19,3
A085_3,A085,3,congruent,0.8055555555555556,18,3
A085_3,A085,3,incongruent,0.38461538461538464,13,3
A085_4,A085,4,common,0.47368421052631576,19,4
A085_4,A085,4,congruent,0.6111111111111112,18,4
A085_4,A085,4,incongruent,0.25,13,4
A086_1,A086,1,common,0.7368421052631579,19,1
A086_1,A086,1,congruent,0.8611111111111112,18,1
A086_1,A086,1,incongruent,0.5192307692307693,13,1
A086_2,A086,2,common,0.631578947368421,19,2
A086_2,A086,2,congruent,0.6111111111111112,18,2
A086_2,A086,2,incongruent,0.6153846153846154,13,2
A086_3,A086,3,common,0.3684210526315789,19,3
A086_3,A086,3,congruent,0.4583333333333333,18,3
A086_3,A086,3,incongruent,0.25,13,3
A086_4,A086,4,common,0.6578947368421053,19,4
A086_4,A086,4,congruent,0.3888888888888889,18,4
A086_4,A086,4,incongruent,0.25,13,4
A087_1,A087,1,common,0.9473684210526315,19,1
A087_1,A087,1,congruent,0.8611111111111112,18,1
A087_1,A087,1,incongruent,0.6538461538461539,13,1
A087_2,A087,2,common,0.8026315789473685,19,2
A087_2,A087,2,congruent,0.8888888888888888,18,2
A087_2,A087,2,incongruent,0.6538461538461539,13,2
A087_3,A087,3,common,0.6447368421052632,19,3
A087_3,A087,3,congruent,0.6666666666666666,18,3
A087_3,A087,3,incongruent,0.7307692307692307,13,3
A087_4,A087,4,common,0.8157894736842105,19,4
A087_4,A087,4,congruent,0.6111111111111112,18,4
A087_4,A087,4,incongruent,0.4423076923076923,13,4
A088_1,A088,1,common,0.8157894736842105,19,1
A088_1,A088,1,congruent,0.6944444444444444,18,1
A088_1,A088,1,incongruent,0.8846153846153846,13,1
A088_2,A088,2,common,0.9473684210526315,19,2
A088_2,A088,2,congruent,0.9166666666666666,18,2
A088_2,A088,2,incongruent,0.8653846153846154,13,2
A088_3,A088,3,common,0.868421052631579,19,3
A088_3,A088,3,congruent,0.6944444444444444,18,3
A088_3,A088,3,incongruent,0.7884615384615384,13,3
A088_4,A088,4,common,1.0,19,4
A088_4,A088,4,congruent,0.5833333333333334,18,4
A088_4,A088,4,incongruent,1.0,13,4
A089_1,A089,1,common,0.7368421052631579,19,1
A089_1,A089,1,congruent,0.8888888888888888,18,1
A089_1,A089,1,incongruent,0.8076923076923077,13,1
A089_2,A089,2,common,0.7631578947368421,19,2
A089_2,A089,2,congruent,0.9722222222222222,18,2
A089_2,A089,2,incongruent,0.5576923076923077,13,2
A089_3,A089,3,common,0.6842105263157895,19,3
A089_3,A089,3,congruent,0.6388888888888888,18,3
A089_3,A089,3,incongruent,0.6730769230769231,13,3
A089_4,A089,4,common,0.6052631578947368,19,4
A089_4,A089,4,congruent,0.6666666666666666,18,4
A089_4,A089,4,incongruent,0.7692307692307693,13,4
A090_1,A090,1,common,0.7631578947368421,19,1
A090_1,A090,1,congruent,0.6805555555555556,18,1
A090_1,A090,1,incongruent,0.5,13,1
A090_2,A090,2,common,0.6578947368421053,19,2
A090_2,A090,2,congruent,0.5972222222222222,18,2
A090_2,A090,2,incongruent,0.40384615384615385,13,2
A090_3,A090,3,common,0.3026315789473684,19,3
A090_3,A090,3,congruent,0.4583333333333333,18,3
A090_3,A090,3,incongruent,0.5576923076923077,13,3
A090_4,A090,4,common,0.5526315789473685,19,4
A090_4,A090,4,congruent,0.5,18,4
A090_4,A090,4,incongruent,0.5192307692307693,13,4
A091_1,A091,1,common,0.5526315789473685,19,1
A091_1,A091,1,congruent,0.6111111111111112,18,1
A091_1,A091,1,incongruent,0.8653846153846154,13,1
A091_2,A091,2,common,0.7236842105263158,19,2
A091_2,A091,2,congruent,0.6111111111111112,18,2
A091_2,A091,2,incongruent,0.5384615384615384,13,2
A091_3,A091,3,common,0.39473684210526316,19,3
A091_3,A091,3,congruent,0.6944444444444444,18,3
A091_3,A091,3,incongruent,0.40384615384615385,13,3
A091_4,A091,4,common,0.5526315789473685,19,4
A091_4,A091,4,congruent,0.3611111111111111,18,4
A091_4,A091,4,incongruent,0.6730769230769231,13,4
A092_1,A092,1,common,0.5789473684210527,19,1
A092_1,A092,1,congruent,0.4722222222222222,18,1
A092_1,A092,1,incongruent,0.6538461538461539,13,1
A092_2,A092,2,common,0.3157894736842105,19,2
A092_2,A092,2,congruent,0.8055555555555556,18,2
A092_2,A092,2,incongruent,0.38461538461538464,13,2
A092_3,A092,3,common,0.4342105263157895,19,3
A092_3,A092,3,congruent,0.3194444444444444,18,3
A092_3,A092,3,incongruent,0.6153846153846154,13,3
A092_4,A092,4,common,0.5,19,4
A092_4,A092,4,congruent,0.5833333333333334,18,4
A092_4,A092,4,incongruent,0.46153846153846156,13,4
A093_1,A093,1,common,0.8157894736842105,19,1
A093_1,A093,1,congruent,0.6388888888888888,18,1
A093_1,A093,1,incongruent,0.5384615384615384,13,1
A093_2,A093,2,common,0.6842105263157895,19,2
A093_2,A093,2,congruent,0.8333333333333334,18,2
A093_2,A093,2,incongruent,0.7692307692307693,13,2
A093_3,A093,3,common,0.6052631578947368,19,3
A093_3,A093,3,congruent,0.9166666666666666,18,3
A093_3,A093,3,incongruent,0.6153846153846154,13,3
A093_4,A093,4,common,0.7236842105263158,19,4
A093_4,A093,4,congruent,0.4861111111111111,18,4
A093_4,A093,4,incongruent,0.7692307692307693,13,4
A094_1,A094,1,common,0.4473684210526316,19,1
A094_1,A094,1,congruent,0.4444444444444444,18,1
A094_1,A094,1,incongruent,0.36538461538461536,13,1
A094_2,A094,2,common,0.5789473684210527,19,2
A094_2,A094,2,congruent,0.5,18,2
A094_2,A094,2,incongruent,0.5384615384615384,13,2
A094_3,A094,3,common,0.4605263157894737,19,3
A094_3,A094,3,congruent,0.5277777777777778,18,3
A094_3,A094,3,incongruent,0.25,13,3
A094_4,A094,4,common,0.40789473684210525,19,4
A094_4,A094,4,congruent,0.6944444444444444,18,4
A094_4,A094,4,incongruent,0.34615384615384615,13,4
A095_1,A095,1,common,0.8289473684210527,19,1
A095_1,A095,1,congruent,0.8611111111111112,18,1
A095_1,A095,1,incongruent,0.8461538461538461,13,1
A095_2,A095,2,common,0.5789473684210527,19,2
A095_2,A095,2,congruent,0.7222222222222222,18,2
A095_2,A095,2,incongruent,0.5769230769230769,13,2
A095_3,A095,3,common,0.6842105263157895,19,3
A095_3,A095,3,congruent,0.2916666666666667,18,3
A095_3,A095,3,incongruent,0.6346153846153846,13,3
A095_4,A095,4,common,0.5921052631578947,19,4
A095_4,A095,4,congruent,0.5277777777777778,18,4
A095_4,A095,4,incongruent,0.5769230769230769,13,4
A096_1,A096,1,common,0.5921052631578947,19,1
A096_1,A096,1,congruent,0.6388888888888888,18,1
A096_1,A096,1,incongruent,0.3269230769230769,13,1
A096_2,A096,2,common,0.3815789473684211,19,2
A096_2,A096,2,congruent,0.5972222222222222,18,2
A096_2,A096,2,incongruent,0.4230769230769231,13,2
A096_3,A096,3,common,0.2894736842105263,19,3
A096_3,A096,3,congruent,0.3333333333333333,18,3
A096_3,A096,3,incongruent,0.2692307692307692,13,3
A096_4,A096,4,common,0.2894736842105263,19,4
A096_4,A096,4,congruent,0.6388888888888888,18,4
A096_4,A096,4,incongruent,0.17307692307692307,13,4
A097_1,A097,1,common,0.4473684210526316,19,1
A097_1,A097,1,congruent,0.8194444444444444,18,1
A097_1,A097,1,incongruent,0.6730769230769231,13,1
A097_2,A097,2,common,0.5657894736842105,19,2
A097_2,A097,2,congruent,0.625,18,2
A097_2,A097,2,incongruent,0.46153846153846156,13,2
A097_3,A097,3,common,0.6578947368421053,19,3
A097_3,A097,3,congruent,0.4444444444444444,18,3
A097_3,A097,3,incongruent,0.75,13,3
A097_4,A097,4,common,0.7368421052631579,19,4
A097_4,A097,4,congruent,0.5694444444444444,18,4
A097_4,A097,4,incongruent,0.34615384615384615,13,4
A098_1,A098,1,common,0.5526315789473685,19,1
A098_1,A098,1,congruent,0.7777777777777778,18,1
A098_1,A098,1,incongruent,0.7692307692307693,13,1
A098_2,A098,2,common,0.5921052631578947,19,2
