model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
Log,-1080.1415286318424,-1039.4209139456336,548.0707643159212,7.0,True,0.0,0.054574455731171735,0.054574455731171735
Log2,-1080.1415286318424,-1039.4209139456336,548.0707643159212,7.0,True,0.0,0.054574455731171735,0.10914891146234347
Log10,-1080.1415286318424,-1039.4209139456336,548.0707643159212,7.0,True,0.0,0.054574455731171735,0.1637233671935152
PowerLaw_01,-1080.1363377571488,-1039.41572307094,548.0681688785744,7.0,True,0.0051908746936533134,0.054432994806478056,0.21815636199999328
PowerLaw_02,-1079.8078237816226,-1039.0872090954138,547.9039118908113,7.0,True,0.33370485021987406,0.046187698870318004,0.26434406087031126
SquareRoot,-1079.6132781262459,-1038.892663440037,547.8066390631229,7.0,True,0.5282505055965885,0.04190648870899494,0.3062505495793062
Exp_slow,-1079.6132781262459,-1038.892663440037,547.8066390631229,7.0,True,0.5282505055965885,0.04190648870899494,0.34815703828830113
PowerLaw_03,-1079.1706466170954,-1038.4500319308866,547.5853233085477,7.0,True,0.970882014747076,0.033586524237219084,0.3817435625255202
Log+Recip,-1078.902541104134,-1033.091849582149,548.451270552067,8.0,True,1.2389875277085594,0.02937289075120893,0.41111645327672913
Recip+PowerLaw05,-1078.6353197901008,-1032.824628268116,548.3176598950504,8.0,True,1.5062088417416817,0.025699242291757407,0.43681569556848654
Recip+PowerLaw,-1078.6353197901008,-1032.824628268116,548.3176598950504,8.0,True,1.5062088417416817,0.025699242291757407,0.46251493786024395
Log+LogLog,-1078.6046533438785,-1032.7939618218936,548.3023266719392,8.0,True,1.5368752879639942,0.025308195739402895,0.48782313359964685
Log+PowerLaw05,-1078.5600251788856,-1032.7493336569007,548.2800125894428,8.0,True,1.5815034529568948,0.02474972067389907,0.5125728542735459
CubeRoot,-1078.4631739887363,-1037.7425593025275,547.2315869943682,7.0,True,1.678354643106104,0.02357975743058352,0.5361526117041294
Root_033,-1078.456035873971,-1037.735421187762,547.2280179369855,7.0,True,1.6854927578715433,0.023495749926220128,0.5596483616303496
SquareRoot+Recip,-1078.4481627098376,-1032.6374711878527,548.2240813549188,8.0,True,1.6933659220048867,0.023403438792803377,0.583051800423153
PowerLaw_04,-1078.2449203602682,-1037.5243056740594,547.1224601801341,7.0,True,1.8966082715742232,0.021142004448125248,0.6041938048712782
Log+SquareRoot,-1078.2087519996694,-1032.3980604776846,548.1043759998347,8.0,True,1.932776632173045,0.020763104996930043,0.6249569098682082
SquareRoot+Log,-1078.1998322270192,-1032.3891407050344,548.0999161135096,8.0,True,1.941696404823233,0.02067071009741119,0.6456276199656193
SquareRoot+PowerLaw,-1078.1863853803643,-1032.3756938583795,548.0931926901821,8.0,True,1.9551432514781482,0.020532198321378523,0.6661598182869979
Exp+PowerLaw,-1078.1779924681796,-1032.3673009461947,548.0889962340898,8.0,True,1.9635361636628659,0.020446216388526423,0.6866060346755243
Lin+Log,-1078.1720106526445,-1032.3613191306597,548.0860053263223,8.0,True,1.9695179791979172,0.020385155001121275,0.7069911896766455
Exp+Log,-1078.1720106526445,-1032.3613191306597,548.0860053263223,8.0,True,1.9695179791979172,0.020385155001121275,0.7273763446777668
Tanh+Log,-1078.148450399386,-1032.3377588774013,548.074225199693,8.0,True,1.9930782324563552,0.020146424194163914,0.7475227688719307
Sin+Log,-1078.14577536658,-1032.3350838445951,548.07288768329,8.0,True,1.995753265262465,0.02011949603378385,0.7676422649057145
PowerLaw_Log,-1078.1455174951398,-1032.334825973155,548.0727587475699,8.0,True,1.9960111367026911,0.02011690207930471,0.7877591669850192
Recip+Log,-1078.1434428753073,-1032.3327513533225,548.0717214376537,8.0,True,1.998085756535147,0.020096045436565395,0.8078552124215846
CubeRoot+Log,-1078.1415662846557,-1032.3308747626709,548.0707831423279,8.0,True,1.999962347186738,0.020077198254559434,0.8279324106761441
Exp+Recip,-1078.0282618259353,-1032.2175703039504,548.0141309129676,8.0,True,2.1132668059071875,0.018971398949193325,0.8469038096253374
Root_Multi,-1078.023020756582,-1032.212329234597,548.011510378291,8.0,True,2.1185078752605477,0.018921748823732685,0.86582555844907
PowerLaw_05,-1077.055334447964,-1036.3347197617552,546.527667223982,7.0,True,3.0861941838784333,0.011663552837882302,0.8774891112869524
SquareRoot+Lin,-1076.9455124188335,-1031.1348208968486,547.4727562094167,8.0,True,3.1960162130089884,0.011040361921121606,0.888529473208074
PowerLaw_Lin,-1076.942188494968,-1031.131496972983,547.471094247484,8.0,True,3.1993401368745253,0.011022028498829611,0.8995515017069036
Lin+Log+PowerLaw,-1076.7656634455916,-1025.8648950878307,548.3828317227958,9.0,True,3.3758651862508486,0.010090893025054382,0.909642394731958
Root_067,-1076.546927072317,-1035.8263123861082,546.2734635361585,7.0,True,3.594601559525472,0.009045479677357573,0.9186878744093155
Quad+Log,-1076.5194131773578,-1025.618644819597,548.2597065886789,9.0,True,3.6221154544846286,0.008921893521722343,0.9276097679310379
Lin+Quad+Log,-1076.5194131773578,-1025.618644819597,548.2597065886789,9.0,True,3.6221154544846286,0.008921893521722343,0.9365316614527602
LogLog,-1076.5086073180737,-1035.7879926318649,546.2543036590369,7.0,True,3.6329213137687475,0.008873819146930289,0.9454054805996905
Recip+Lin,-1076.44876065698,-1030.6380691349952,547.22438032849,8.0,True,3.692767974862363,0.008612218425421633,0.9540176990251121
PowerLaw+Recip+Log,-1076.220788227989,-1025.3200198702282,548.1103941139945,9.0,True,3.920740403853415,0.007684426340843052,0.9617021253659552
FourthRoot,-1076.0740182224436,-1035.3534035362347,546.0370091112218,7.0,True,4.067510409398892,0.007140699386366093,0.9688428247523213
Quadratic,-1075.8713156634494,-1030.0606241414646,546.9356578317247,8.0,True,4.270212968393025,0.006452447042738266,0.9752952717950596
PowerLaw_06,-1075.6301079928435,-1034.9094933066347,545.8150539964217,7.0,True,4.51142063899897,0.005719352559157691,0.9810146243542173
Recip+Quad,-1074.985159741751,-1024.0843913839901,547.4925798708755,9.0,True,5.156368890091471,0.004142839757598677,0.9851574641118159
Quad+Log+SquareRoot,-1074.788479433184,-1018.797634239647,548.394239716592,10.0,True,5.353049198658482,0.003754823688043254,0.9889122877998592
Ultimate,-1074.2553090749698,-1008.0843102098806,550.1276545374849,12.0,True,5.886219556872675,0.002876160229964352,0.9917884480298236
Cubic,-1074.0230731624315,-1023.1223048046706,547.0115365812158,9.0,True,6.1184554694109465,0.002560847337202986,0.9943492953670265
PowerLaw_07,-1073.9998600038252,-1033.2792453176164,544.9999300019126,7.0,True,6.141668628017214,0.0025312964834033926,0.99688059185043
Quartic,-1072.4336666438849,-1016.4428214503479,547.2168333219424,10.0,True,7.707861987957585,0.0011567738139596601,0.9980373656643896
PowerLaw_08,-1072.196476730529,-1031.4758620443201,544.0982383652645,7.0,True,7.945051901313491,0.001027408876587993,0.9990647745409776
PowerLaw_09,-1070.2520473859804,-1029.5314326997716,543.1260236929902,7.0,True,9.889481245862044,0.0003886116770746769,0.9994533862180524
Tanh,-1069.265892812955,-1028.545278126746,542.6329464064775,7.0,True,10.875635818887531,0.00023734227534860986,0.999690728493401
Reciprocal,-1068.1979236016086,-1027.4773089153998,542.0989618008043,7.0,True,11.943605030233812,0.00013914529756361348,0.9998298737909647
PowerLaw_10,-1068.1979236016086,-1027.4773089153998,542.0989618008043,7.0,True,11.943605030233812,0.00013914529756361348,0.9999690190885283
Linear,-1063.4553408245956,-1022.7347261383869,539.7276704122978,7.0,True,16.686187807246824,1.2990616704530556e-05,0.9999820097052329
Exponential_proxy,-1063.4553408245956,-1022.7347261383869,539.7276704122978,7.0,True,16.686187807246824,1.2990616704530556e-05,0.9999950003219374
Cos,-1059.984398686228,-1019.2637840000192,537.992199343114,7.0,True,20.157129945614543,2.2904681653785187e-06,0.9999972907901028
Sinh,-1059.5708049961704,-1018.8501903099617,537.7854024980852,7.0,True,20.57072363567204,1.8625739788534253e-06,0.9999991533640816
Sin+Cos,-1057.9859445807288,-1012.1752530587439,537.9929722903644,8.0,True,22.155584051113692,8.432676983100308e-07,0.99999999663178
Recip_sq,-1046.939775102488,-1006.2191604162794,531.469887551244,7.0,True,33.20175352935439,3.367597973823786e-09,0.9999999999993779
Arctanh,-1029.7060355608937,-988.985420874685,522.8530177804469,7.0,True,50.43549307094872,6.096228638474823e-13,0.9999999999999876
Exp_fast,-1020.5207686811063,-979.8001539948976,518.2603843405532,7.0,True,59.6207599507361,6.173136589476716e-15,0.9999999999999938
Quadratic_pure,-1020.5207686811063,-979.8001539948976,518.2603843405532,7.0,True,59.6207599507361,6.173136589476716e-15,1.0
Cubic_pure,-986.5512543124223,-945.8306396262136,501.27562715621116,7.0,True,93.59027431942013,2.594893659300395e-22,1.0
Sin,-908.8918037149124,-868.1711890287037,462.4459018574562,7.0,True,171.24972491693006,3.55290940607923e-39,1.0
