term,coef,se,z,p_uncorrected,p_holm,sig
Intercept,0.8506007977747463,0.060110592533922,14.150597455760058,0.0,0.0,True
C(congruence)[T.congruent],0.06214378123533109,0.08390319985286034,0.7406604437531777,0.4588993491555424,1.0,False
C(congruence)[T.incongruent],-0.05813273745716842,0.08390319985286035,-0.6928548322246927,0.48840065759026263,1.0,False
recip_TSVR,-0.265402085119982,0.10666059983708374,-2.4882860730706957,0.012836043553906773,0.08985230487734741,True
C(congruence)[T.congruent]:recip_TSVR,0.004538920612359794,0.1494949841203135,0.030361691658543355,0.9757785963884005,1.0,False
C(congruence)[T.incongruent]:recip_TSVR,0.12122630153390841,0.14949498412031353,0.8109054778476414,0.4174199542718178,1.0,False
log_TSVR,-0.05992434540287334,0.013368048975109296,-4.482654538029429,7.3720219859740865e-06,5.897617588779269e-05,True
C(congruence)[T.congruent]:log_TSVR,-0.005269309272286271,0.018859453888673546,-0.27939882582978015,0.7799387720705542,1.0,False
C(congruence)[T.incongruent]:log_TSVR,0.0035490316609482183,0.018859453888673546,0.1881831617128461,0.8507330716838402,1.0,False
