composite_ID,UID,TEST,TSVR_hours,theta,congruence,recip_TSVR,log_TSVR
A084_4,A084,4,162.51,0.5236475,congruent,0.006115833893951441,5.096874150546495
A085_1,A085,1,1.0,0.1552031,congruent,0.5,0.6931471805599453
A085_2,A085,2,24.51,1.4983407,congruent,0.03920031360250882,3.23907053215372
A085_3,A085,3,71.4,0.59526086,congruent,0.013812154696132596,4.282206299391671
A085_4,A085,4,170.65,-0.18872286,congruent,0.005825808330905913,5.145457519903701
A086_1,A086,1,1.0,1.3480834,congruent,0.5,0.6931471805599453
A086_2,A086,2,23.47,0.10453227,congruent,0.040866366979975484,3.19744787745458
A086_3,A086,3,145.29,-0.6197766,congruent,0.006835737234260716,4.985590952989995
A086_4,A086,4,169.55,-1.2639685,congruent,0.005863383172090296,5.139028508864655
A087_1,A087,1,1.0,0.4606387,congruent,0.5,0.6931471805599453
A087_2,A087,2,31.07,1.2393358,congruent,0.031181789834736514,3.4679210137050633
A087_3,A087,3,72.8,0.101736434,congruent,0.013550135501355014,4.301358731606427
A087_4,A087,4,144.2,0.25295004,congruent,0.006887052341597796,4.978112102390695
A088_1,A088,1,1.0,0.5301715,congruent,0.5,0.6931471805599453
A088_2,A088,2,24.25,1.4829968,congruent,0.039603960396039604,3.228826155721369
A088_3,A088,3,74.91,0.56445384,congruent,0.013173494928204453,4.3295484280286765
A088_4,A088,4,149.93,0.2656782,congruent,0.006625588020936858,5.016816153171337
A089_1,A089,1,1.0,1.3229843,congruent,0.5,0.6931471805599453
A089_2,A089,2,32.14,1.8418807,congruent,0.030175015087507542,3.500741011998417
A089_3,A089,3,79.34,0.4289247,congruent,0.012447099825740602,4.386267628931136
A089_4,A089,4,146.96,-0.7643541,congruent,0.006758583400919167,4.996941966964253
A090_1,A090,1,1.0,0.21052608,congruent,0.5,0.6931471805599453
A090_2,A090,2,23.54,0.111108646,congruent,0.040749796251018745,3.2003044392827653
A090_3,A090,3,95.42,-0.923981,congruent,0.01037129226301597,4.568713648977476
A090_4,A090,4,144.07,-0.7582084,congruent,0.006893223960846488,4.977216384550811
A091_1,A091,1,1.0,0.07040492,congruent,0.5,0.6931471805599453
A091_2,A091,2,22.2,-0.36660793,congruent,0.04310344827586207,3.1441522786722644
A091_3,A091,3,73.64,-0.43052486,congruent,0.01339764201500536,4.312676556539088
A091_4,A091,4,142.61,-1.1137878,congruent,0.006963303391128751,4.9671012920725275
A092_1,A092,1,1.0,-0.75031006,congruent,0.5,0.6931471805599453
A092_2,A092,2,22.83,0.3647664,congruent,0.04196391103650861,3.170945291110651
A092_3,A092,3,71.31,-1.6715103,congruent,0.013829345871940256,4.28096243218686
A092_4,A092,4,146.16,-0.40421754,congruent,0.0067953248165262305,4.991520430236574
A093_1,A093,1,1.0,0.4095768,congruent,0.5,0.6931471805599453
A093_2,A093,2,22.09,0.5446974,congruent,0.043308791684711995,3.139399623366404
A093_3,A093,3,70.22,0.9201358,congruent,0.014040999719180006,4.265773677849632
A093_4,A093,4,140.95,-1.3002123,congruent,0.007044734061289187,4.95547488291898
A094_1,A094,1,1.0,-0.6886231,congruent,0.5,0.6931471805599453
A094_2,A094,2,22.98,-0.59592927,congruent,0.041701417848206836,3.177220149599368
A094_3,A094,3,76.21,-0.5772605,congruent,0.012951690195570523,4.3465289823207245
A094_4,A094,4,149.99,-0.15202624,congruent,0.006622955162593549,5.017213609456379
A095_1,A095,1,1.0,1.7489762,congruent,0.5,0.6931471805599453
A095_2,A095,2,29.71,-0.08975462,congruent,0.0325626831650928,3.424588334452731
A095_3,A095,3,78.76,-0.9814954,congruent,0.012537612838515545,4.379022125653583
A095_4,A095,4,148.79,-0.83802027,congruent,0.006676013084985647,5.009234313180627
A096_1,A096,1,1.0,0.30585048,congruent,0.5,0.6931471805599453
A096_2,A096,2,24.49,-0.09390502,congruent,0.03923107100823853,3.238286218388024
A096_3,A096,3,71.19,-1.4232868,congruent,0.013852334118298934,4.279301532151069
A096_4,A096,4,143.66,-0.63723755,congruent,0.006912760956726116,4.974386161421135
A097_1,A097,1,1.0,0.05084073,congruent,0.5,0.6931471805599453
A097_2,A097,2,24.37,0.4006286,congruent,0.039416633819471816,3.2335673736111907
A097_3,A097,3,70.83,-0.13535045,congruent,0.013921759710427398,4.27430221608671
A097_4,A097,4,144.85,-0.97472835,congruent,0.006856359273225917,4.98257869631373
A098_1,A098,1,1.0,0.92273605,congruent,0.5,0.6931471805599453
A098_2,A098,2,25.77,0.3784041,congruent,0.03735524841240194,3.2872818575322613
A098_3,A098,3,78.84,0.35566115,congruent,0.0125250501002004,4.380024632003209
A098_4,A098,4,146.29,0.13999347,congruent,0.006789327177676692,4.992403432501452
A099_1,A099,1,1.0,0.34448373,congruent,0.5,0.6931471805599453
A099_2,A099,2,28.75,0.4557115,congruent,0.03361344537815126,3.392829131991639
A099_3,A099,3,78.57,-0.579716,congruent,0.012567550584391103,4.3766371373894435
A099_4,A099,4,143.51,1.6622602,congruent,0.0069199363365857035,4.973348709310239
A100_1,A100,1,1.0,-1.1675236,congruent,0.5,0.6931471805599453
A100_2,A100,2,31.14,1.4396995,congruent,0.031113876789047916,3.4701013603093664
A100_3,A100,3,75.34,1.0671802,congruent,0.013099292638197537,4.3351970473170836
A100_4,A100,4,146.8,-1.0579654,congruent,0.006765899864682002,4.995860008514102
A101_1,A101,1,1.0,-0.7339132,congruent,0.5,0.6931471805599453
A101_2,A101,2,29.12,-0.07201809,congruent,0.033200531208499334,3.405189402931693
A101_3,A101,3,75.21,-1.1354967,congruent,0.013121637580370032,4.333492687678026
A101_4,A101,4,150.22,-0.8799016,congruent,0.006612881893929374,5.018735730130124
A102_1,A102,1,1.0,0.87012297,congruent,0.5,0.6931471805599453
A102_2,A102,2,29.13,1.6128533,congruent,0.03318951211417192,3.40552135314221
A102_3,A102,3,75.27,-0.063888825,congruent,0.01311131506490101,4.3342796761761475
A102_4,A102,4,150.41,-1.3671356,congruent,0.006604583581005218,5.019991389020281
A103_1,A103,1,1.0,1.7191428,congruent,0.5,0.6931471805599453
A103_2,A103,2,27.26,0.036966365,congruent,0.035385704175513094,3.3414473772563813
A103_3,A103,3,80.24,-0.29822126,congruent,0.012309207287050714,4.397407736712184
A103_4,A103,4,149.72,-1.1549125,congruent,0.006634819532908705,5.015423810828053
A104_1,A104,1,1.0,0.16093552,congruent,0.5,0.6931471805599453
A104_2,A104,2,22.6,1.0341785,congruent,0.0423728813559322,3.1612467120315646
A104_3,A104,3,72.62,1.1226685,congruent,0.013583265417006248,4.298916727950875
A104_4,A104,4,145.78,-1.5214266,congruent,0.006812917291184085,4.9889348671169165
A105_1,A105,1,1.0,0.9818146,congruent,0.5,0.6931471805599453
A105_2,A105,2,22.77,0.6205603,congruent,0.04206983592763988,3.1684242813721024
A105_3,A105,3,69.46,-0.47881082,congruent,0.01419244961680386,4.255045172913092
A105_4,A105,4,146.2,-0.58175623,congruent,0.006793478260869566,4.991792206294776
A106_1,A106,1,1.0,1.75697,congruent,0.5,0.6931471805599453
A106_2,A106,2,22.64,-0.51089793,congruent,0.04230118443316413,3.1629401925378975
A106_3,A106,3,66.08,0.36100835,congruent,0.01490757304710793,4.205885936955008
A106_4,A106,4,147.13,0.3227427,congruent,0.006750826976304598,4.998090266593961
A107_1,A107,1,1.0,-1.3213788,congruent,0.5,0.6931471805599453
A107_2,A107,2,26.22,-1.5178664,congruent,0.036737692872887584,3.30395199722332
A107_3,A107,3,71.45,-0.5515594,congruent,0.013802622498274672,4.282896668766692
A107_4,A107,4,145.95,-0.68668693,congruent,0.006805035726437565,4.990092392864926
A108_1,A108,1,1.0,-0.24534158,congruent,0.5,0.6931471805599453
A108_2,A108,2,27.61,-1.1410556,congruent,0.03495281370150297,3.3537563070620187
A108_3,A108,3,68.96,0.91510236,congruent,0.014293882218410521,4.247923650150401
A108_4,A108,4,152.12,-1.0845438,congruent,0.006530825496342737,5.031221927704644
A109_1,A109,1,1.0,0.03716664,congruent,0.5,0.6931471805599453
A109_2,A109,2,24.65,-0.63798696,congruent,0.038986354775828465,3.2445435716167785
A109_3,A109,3,71.17,0.36676112,congruent,0.013856172925038103,4.279024447084182
A109_4,A109,4,149.87,-1.1214261,congruent,0.006628222973420825,5.016418538851983
A010_1,A010,1,1.0,1.8495548,incongruent,0.5,0.6931471805599453
A010_2,A010,2,21.9,-0.015681326,incongruent,0.04366812227074236,3.131136910560194
A010_3,A010,3,80.88,-0.78981763,incongruent,0.012212994626282366,4.405254760793088
A010_4,A010,4,145.31,1.004755,incongruent,0.00683480281593876,4.985727658390071
A011_1,A011,1,1.0,0.927548,incongruent,0.5,0.6931471805599453
A011_2,A011,2,24.57,-0.1538848,incongruent,0.03910833007430583,3.2414197893030954
A011_3,A011,3,72.55,-0.42125666,incongruent,0.013596193065941536,4.297965447047447
A011_4,A011,4,148.85,-0.32422063,incongruent,0.0066733400066733405,5.009634793762673
A012_1,A012,1,1.0,0.6927246,incongruent,0.5,0.6931471805599453
A012_2,A012,2,25.6,0.033447273,incongruent,0.03759398496240601,3.2809112157876537
A012_3,A012,3,166.33,1.1025593,incongruent,0.005976214665630789,5.119967910506483
A012_4,A012,4,166.87,-1.1840969,incongruent,0.005956990528385059,5.123189870334323
A013_1,A013,1,1.0,-0.16505142,incongruent,0.5,0.6931471805599453
A013_2,A013,2,24.77,-0.6667165,incongruent,0.038804811796662786,3.2492110246642736
A013_3,A013,3,79.66,1.194037,incongruent,0.012397718819737169,4.390242789445222
A013_4,A013,4,147.13,-1.192921,incongruent,0.006750826976304598,4.998090266593961
A014_1,A014,1,1.0,0.27505073,incongruent,0.5,0.6931471805599453
A014_2,A014,2,25.66,1.0895128,incongruent,0.037509377344336084,3.2831643147505627
A014_3,A014,3,70.56,-0.10083751,incongruent,0.01397428731134712,4.270536258640519
A014_4,A014,4,148.87,-0.9997553,incongruent,0.006672449456195369,5.009768251656904
A015_1,A015,1,1.0,1.1283869,incongruent,0.5,0.6931471805599453
A015_2,A015,2,23.69,1.361513,incongruent,0.04050222762251924,3.206398303357088
A015_3,A015,3,70.59,1.3649361,incongruent,0.013968431345159939,4.270955399408094
A015_4,A015,4,146.54,0.19643967,incongruent,0.0067778229632641995,4.9940993254561565
A016_1,A016,1,1.0,1.2802452,incongruent,0.5,0.6931471805599453
A016_2,A016,2,32.85,1.489516,incongruent,0.029542097488921712,3.521938999358284
A016_3,A016,3,80.64,0.26608974,incongruent,0.01224889759921607,4.402319337941644
A016_4,A016,4,150.8,-0.3671518,incongruent,0.006587615283267457,5.02256386496153
A017_1,A017,1,1.0,-0.49409226,incongruent,0.5,0.6931471805599453
A017_2,A017,2,20.61,1.3314309,incongruent,0.04627487274409996,3.0731561705187946
A017_3,A017,3,61.28,0.57876515,incongruent,0.016056518946692355,4.131640346965797
A017_4,A017,4,140.49,0.9919836,incongruent,0.007067637288854335,4.952229043207861
A018_1,A018,1,1.0,0.6507261,incongruent,0.5,0.6931471805599453
A018_2,A018,2,34.03,0.8876945,incongruent,0.02854695974878675,3.5562048372093953
A018_3,A018,3,83.64,-0.38700706,incongruent,0.011814744801512287,4.438406968109989
A018_4,A018,4,150.87,0.28919047,incongruent,0.00658457891617831,5.023024891742178
A019_1,A019,1,1.0,-0.28521618,incongruent,0.5,0.6931471805599453
A019_2,A019,2,28.69,-1.109437,incongruent,0.03368137420006736,3.3908102887756684
A019_3,A019,3,83.68,-0.12449538,incongruent,0.011809163911195086,4.4388794462666645
A019_4,A019,4,154.76,-0.2515996,incongruent,0.006420133538777607,5.048316361063944
A020_1,A020,1,1.0,0.10248403,incongruent,0.5,0.6931471805599453
A020_2,A020,2,26.85,0.029921481,incongruent,0.03590664272890485,3.326832966373293
A020_3,A020,3,78.25,-1.1270595,incongruent,0.012618296529968454,4.37260741275739
A020_4,A020,4,145.78,-1.7975917,incongruent,0.006812917291184085,4.9889348671169165
A021_1,A021,1,1.0,1.0467342,incongruent,0.5,0.6931471805599453
A021_2,A021,2,30.21,-0.287681,incongruent,0.03204101249599487,3.440738556282688
A021_3,A021,3,74.19,-0.33009732,incongruent,0.013299640909695438,4.320018243389936
A021_4,A021,4,140.39,1.0272207,incongruent,0.007072635971426551,4.951522029603749
A022_1,A022,1,1.0,0.4842986,incongruent,0.5,0.6931471805599453
A022_2,A022,2,24.15,0.75264776,incongruent,0.039761431411530816,3.224857896545748
A022_3,A022,3,74.46,0.632036,incongruent,0.0132520540683806,4.323602714536165
A022_4,A022,4,141.71,0.3970194,incongruent,0.007007217433956975,4.9608145991123
A023_1,A023,1,1.0,0.66979575,incongruent,0.5,0.6931471805599453
A023_2,A023,2,25.63,0.14703572,incongruent,0.03755163349605708,3.282038399825841
A023_3,A023,3,72.2,0.15521283,incongruent,0.01366120218579235,4.293195420967266
A023_4,A023,4,145.07,-0.62461984,incongruent,0.006846032724036421,4.984085958862719
A024_1,A024,1,1.0,-0.21332482,incongruent,0.5,0.6931471805599453
A024_2,A024,2,29.57,0.54554003,incongruent,0.03271180896303565,3.420019135902743
A024_3,A024,3,91.47,-0.9363269,incongruent,0.010814318157240186,4.526884267589547
A024_4,A024,4,145.65,-1.3045677,incongruent,0.006818956699624957,4.9880487954234605
A025_1,A025,1,1.0,0.7944789,incongruent,0.5,0.6931471805599453
A025_2,A025,2,23.33,1.4322243,incongruent,0.04110152075626799,3.1917101567954314
A025_3,A025,3,72.94,-0.5307447,incongruent,0.01352447930754666,4.303253953508486
A025_4,A025,4,137.74,-1.0591911,incongruent,0.00720772668300418,4.932601677957155
A026_1,A026,1,1.0,0.79825217,incongruent,0.5,0.6931471805599453
A026_2,A026,2,26.48,0.37958306,incongruent,0.036390101892285295,3.3134584673541485
A026_3,A026,3,75.46,0.5891306,incongruent,0.013078733978550878,4.336767728268267
A026_4,A026,4,147.65,-0.9533398,incongruent,0.006727211570803902,5.001594549444107
A027_1,A027,1,1.0,0.7571643,incongruent,0.5,0.6931471805599453
A027_2,A027,2,28.26,0.6780212,incongruent,0.034176349965823645,3.3762213955919784
A027_3,A027,3,74.58,-0.5856879,incongruent,0.013231013495633766,4.325191697921343
A027_4,A027,4,145.92,-0.2486425,incongruent,0.006806425265450586,4.989888220951467
A028_1,A028,1,1.0,1.369158,incongruent,0.5,0.6931471805599453
A028_2,A028,2,22.82,0.3490204,incongruent,0.041981528127623846,3.170525563927154
A028_3,A028,3,72.26,0.7839161,incongruent,0.01365001365001365,4.294014757350668
A028_4,A028,4,138.91,-0.9181857,incongruent,0.007147451933385748,4.940999358745194
A029_1,A029,1,1.0,2.0491304,incongruent,0.5,0.6931471805599453
A029_2,A029,2,28.43,0.70584047,incongruent,0.03397893306150187,3.382014562245381
A029_3,A029,3,93.26,1.139065,incongruent,0.010608953957139825,4.546056921495585
A029_4,A029,4,143.14,-0.03329531,incongruent,0.006937699458859443,4.970785049496295
A030_1,A030,1,1.0,0.5035225,incongruent,0.5,0.6931471805599453
A030_2,A030,2,32.95,0.39696884,incongruent,0.02945508100147275,3.5248888540047054
A030_3,A030,3,71.93,0.04883193,incongruent,0.01371177841766077,4.289500076996142
A030_4,A030,4,150.46,0.74509096,incongruent,0.006602403274792024,5.020321563685677
A031_1,A031,1,1.0,1.6509279,incongruent,0.5,0.6931471805599453
A031_2,A031,2,32.41,-0.64630777,incongruent,0.0299311583358276,3.508855256368665
A031_3,A031,3,71.56,-0.78419024,incongruent,0.013781697905181918,4.2844138058068815
A031_4,A031,4,143.85,-1.1325623,incongruent,0.0069036934760096655,4.975698724215359
A032_1,A032,1,1.0,0.72091097,incongruent,0.5,0.6931471805599453
A032_2,A032,2,57.18,-1.2736943,incongruent,0.017188037126160193,4.063541653067055
A032_3,A032,3,80.16,-0.1421679,incongruent,0.01232134056185313,4.396422514957614
A032_4,A032,4,144.51,1.6007003,incongruent,0.0068723799051611575,4.980244812772187
A033_1,A033,1,1.0,0.4552093,incongruent,0.5,0.6931471805599453
A033_2,A033,2,29.16,0.13419229,incongruent,0.033156498673740056,3.4065165431397553
A033_3,A033,3,72.6,0.67858124,incongruent,0.013586956521739132,4.298645025734831
A033_4,A033,4,168.33,-0.3395916,incongruent,0.005905628063544557,5.131849473677249
A034_1,A034,1,1.0,1.218904,incongruent,0.5,0.6931471805599453
A034_2,A034,2,26.08,1.4714065,incongruent,0.03692762186115214,3.298795448044074
A034_3,A034,3,74.28,0.68295676,incongruent,0.013283740701381509,4.3212144952771245
A034_4,A034,4,145.38,-0.03220581,incongruent,0.006831534362617844,4.986205980173081
A035_1,A035,1,1.0,0.0068166982,incongruent,0.5,0.6931471805599453
A035_2,A035,2,44.76,0.64532655,incongruent,0.021853146853146856,3.8234103470715426
A035_3,A035,3,79.98,-0.70500445,incongruent,0.012348728081007655,4.394202210604015
A035_4,A035,4,152.47,-0.8544361,incongruent,0.006515931452401121,5.033505108187003
A036_1,A036,1,1.0,0.5994135,incongruent,0.5,0.6931471805599453
A036_2,A036,2,21.63,0.21460545,incongruent,0.04418912947414936,3.119276459645446
A036_3,A036,3,71.47,-0.8283277,incongruent,0.013798813302056023,4.28317268312119
A036_4,A036,4,143.85,-0.62613195,incongruent,0.0069036934760096655,4.975698724215359
A037_1,A037,1,1.0,0.8065208,incongruent,0.5,0.6931471805599453
A037_2,A037,2,23.7,0.7779129,incongruent,0.04048582995951417,3.2068032436339315
A037_3,A037,3,72.08,0.4209121,incongruent,0.013683634373289545,4.291554731509806
A037_4,A037,4,143.66,-0.68632966,incongruent,0.006912760956726116,4.974386161421135
A038_1,A038,1,1.0,1.2457225,incongruent,0.5,0.6931471805599453
A038_2,A038,2,71.85,-0.17449848,incongruent,0.013726835964310227,4.288402532641213
A038_3,A038,3,72.86,1.0740421,incongruent,0.013539128080151638,4.3021714094244174
A038_4,A038,4,152.89,-0.74061143,incongruent,0.006498148027812074,5.0362380614757605
A039_1,A039,1,1.0,1.3803084,incongruent,0.5,0.6931471805599453
A039_2,A039,2,28.65,0.41327596,incongruent,0.03372681281618887,3.3894621254437345
A039_3,A039,3,98.84,1.0063004,incongruent,0.01001602564102564,4.603568904621118
A039_4,A039,4,246.24,0.9507495,incongruent,0.004044652968775279,5.510359524791073
A040_1,A040,1,1.0,0.16926317,incongruent,0.5,0.6931471805599453
A040_2,A040,2,26.26,-0.17563842,incongruent,0.036683785766691124,3.3054204262683866
A040_3,A040,3,71.28,-1.4163284,incongruent,0.01383508577753182,4.280547465724028
A040_4,A040,4,143.53,-1.3937256,incongruent,0.006918978758735211,4.97348709846075
A041_1,A041,1,1.0,1.140502,incongruent,0.5,0.6931471805599453
A041_2,A041,2,31.78,-0.5317055,incongruent,0.03050640634533252,3.4898185733156835
A041_3,A041,3,75.74,-0.07379216,incongruent,0.013031013812874642,4.340423084818807
A041_4,A041,4,141.84,1.141611,incongruent,0.007000840100812097,4.961725122726247
A042_1,A042,1,1.0,-0.5787848,incongruent,0.5,0.6931471805599453
A042_2,A042,2,28.93,-0.9761797,incongruent,0.03341129301703976,3.3988613218646075
A042_3,A042,3,72.17,-0.35500365,incongruent,0.013666803334700014,4.292785500895938
A042_4,A042,4,146.02,-1.0544331,incongruent,0.006801795674057951,4.9905686319459415
A043_1,A043,1,1.0,0.6365562,incongruent,0.5,0.6931471805599453
A043_2,A043,2,25.62,-0.36488125,incongruent,0.037565740045078885,3.2816628129669656
A043_3,A043,3,64.94,-0.32173076,incongruent,0.015165301789505611,4.188745237643585
A043_4,A043,4,149.33,-0.3357526,incongruent,0.006652032195835827,5.012832877639743
A044_1,A044,1,1.0,-0.80062515,incongruent,0.5,0.6931471805599453
A044_2,A044,2,47.66,-0.89945817,incongruent,0.020550760378133994,3.8848573373553763
A044_3,A044,3,91.63,-1.2523423,incongruent,0.010795638562020943,4.5286130632659365
A044_4,A044,4,155.27,-0.86056197,incongruent,0.00639918090484418,5.0515852804252095
A045_1,A045,1,1.0,-0.771518,incongruent,0.5,0.6931471805599453
A045_2,A045,2,24.66,-1.0636017,incongruent,0.03897116134060795,3.2449333591874905
A045_3,A045,3,72.23,-0.3198602,incongruent,0.013655605626109518,4.2936051730729785
A045_4,A045,4,151.52,-0.855714,incongruent,0.006556517178075006,5.027295734989363
A046_1,A046,1,1.0,-0.17337398,incongruent,0.5,0.6931471805599453
A046_2,A046,2,24.32,-1.5730445,incongruent,0.03949447077409163,3.2315945972759756
A046_3,A046,3,73.05,-1.775866,incongruent,0.013504388926401082,4.304740540713808
A046_4,A046,4,147.94,-0.6509636,incongruent,0.006714113065664026,5.003543540282499
A047_1,A047,1,1.0,-0.37315792,incongruent,0.5,0.6931471805599453
A047_2,A047,2,23.46,0.06363139,incongruent,0.04088307440719542,3.1970391302590264
A047_3,A047,3,76.85,-1.4591206,incongruent,0.012845215157353887,4.354783898280007
A047_4,A047,4,144.22,-1.0762047,incongruent,0.006886103842445944,4.978249833952101
A048_1,A048,1,1.0,1.3832663,incongruent,0.5,0.6931471805599453
A048_2,A048,2,23.91,0.18211488,incongruent,0.04014452027298274,3.215269329274089
A048_3,A048,3,81.15,-0.22094929,incongruent,0.012172854534388313,4.408546844483277
A048_4,A048,4,146.3,0.37752387,incongruent,0.00678886625933469,4.9924713234685845
A049_1,A049,1,1.0,1.8093721,incongruent,0.5,0.6931471805599453
A049_2,A049,2,27.12,-0.7185982,incongruent,0.03556187766714082,3.336481066942464
A049_3,A049,3,111.38,0.42769104,incongruent,0.008898380494749955,4.721885985684052
A049_4,A049,4,168.86,-0.3570681,incongruent,0.005887201224537854,5.134974568351863
A050_1,A050,1,1.0,0.44955093,incongruent,0.5,0.6931471805599453
A050_2,A050,2,24.73,-0.22489542,incongruent,0.0388651379712398,3.2476576262936527
A050_3,A050,3,93.39,-0.6519587,incongruent,0.010594342621040365,4.547435135336853
A050_4,A050,4,148.69,-0.07997266,incongruent,0.006680472977486807,5.008566488927144
A051_1,A051,1,1.0,1.3508412,incongruent,0.5,0.6931471805599453
A051_2,A051,2,17.16,0.3942614,incongruent,0.05506607929515418,2.8992213731731473
A051_3,A051,3,65.63,-0.8183705,incongruent,0.015008254539996999,4.199154926574446
A051_4,A051,4,146.99,-0.61102885,incongruent,0.006757213325224677,4.997144703913756
A052_1,A052,1,1.0,0.80218923,incongruent,0.5,0.6931471805599453
A052_2,A052,2,31.76,0.65400946,incongruent,0.03052503052503052,3.4892082589848687
A052_3,A052,3,80.98,0.8061516,incongruent,0.01219809709685289,4.406475315076191
A052_4,A052,4,153.27,-1.0938095,incongruent,0.006482141699617553,5.038704314023848
A053_1,A053,1,1.0,1.1644984,incongruent,0.5,0.6931471805599453
A053_2,A053,2,32.71,0.49758703,incongruent,0.029664787896766538,3.5177945292459696
A053_3,A053,3,78.28,-0.94908994,incongruent,0.012613521695257316,4.372985890021733
A053_4,A053,4,148.9,0.6871204,incongruent,0.0066711140760507,5.009968405108552
A054_1,A054,1,1.0,-0.18606658,incongruent,0.5,0.6931471805599453
A054_2,A054,2,16.9,0.22012395,incongruent,0.0558659217877095,2.884800712846709
A054_3,A054,3,72.83,0.9616685,incongruent,0.013544629554381687,4.3017651530710745
A054_4,A054,4,136.83,1.3222136,incongruent,0.00725531451788435,4.926021041706347
A055_1,A055,1,1.0,0.4598856,incongruent,0.5,0.6931471805599453
A055_2,A055,2,23.24,0.5980959,incongruent,0.041254125412541254,3.1880041612011136
A055_3,A055,3,74.48,-0.84224457,incongruent,0.013248542660307365,4.32386772050035
A055_4,A055,4,149.21,-0.7144902,incongruent,0.006657346381732241,5.012034315009963
A056_1,A056,1,1.0,0.76854396,incongruent,0.5,0.6931471805599453
A056_2,A056,2,33.61,0.72379655,incongruent,0.02889338341519792,3.544142657647253
A056_3,A056,3,71.46,0.03914897,incongruent,0.013800717637317142,4.283034685466931
A056_4,A056,4,147.84,-1.2513661,incongruent,0.0067186240257995165,5.002871903478422
A057_1,A057,1,1.0,0.32195136,incongruent,0.5,0.6931471805599453
A057_2,A057,2,24.78,-0.6246655,incongruent,0.038789759503491075,3.2495989975110415
A057_3,A057,3,73.83,-0.30852878,incongruent,0.013363624214887078,4.315218874092267
A057_4,A057,4,145.06,-1.0764493,incongruent,0.006846501437765302,4.984017496191964
A058_1,A058,1,1.0,1.1062307,incongruent,0.5,0.6931471805599453
A058_2,A058,2,22.96,-0.72948736,incongruent,0.041736227045075125,3.1763857732472487
A058_3,A058,3,66.28,0.57581717,incongruent,0.014863258026159334,4.208863015664693
A058_4,A058,4,143.48,-0.33740327,incongruent,0.006921373200442968,4.973141089668675
A059_1,A059,1,1.0,0.6481601,incongruent,0.5,0.6931471805599453
A059_2,A059,2,30.4,1.2386231,incongruent,0.03184713375796178,3.4468078929142076
A059_3,A059,3,79.78,1.1966753,incongruent,0.012379301807378064,4.391729410135267
A059_4,A059,4,151.93,0.39415252,incongruent,0.00653893938403191,5.029980300360032
A060_1,A060,1,1.0,-0.51847786,incongruent,0.5,0.6931471805599453
A060_2,A060,2,24.87,0.8710442,incongruent,0.038654812524159254,3.2530839961979376
A060_3,A060,3,94.68,-0.5079555,incongruent,0.010451505016722408,4.561009290202322
A060_4,A060,4,143.91,0.5497281,incongruent,0.006900835001035125,4.976112860057833
A061_1,A061,1,1.0,1.7655311,incongruent,0.5,0.6931471805599453
A061_2,A061,2,35.16,0.90897036,incongruent,0.02765486725663717,3.5879535355239756
A061_3,A061,3,82.55,1.0996085,incongruent,0.01196888090963495,4.425445255041403
A061_4,A061,4,146.56,-1.1260257,incongruent,0.006776904310111141,4.994234872728475
A062_1,A062,1,1.0,1.426989,incongruent,0.5,0.6931471805599453
A062_2,A062,2,44.69,-0.25618497,incongruent,0.02188662727073758,3.8218794555751803
A062_3,A062,3,92.72,-1.3890283,incongruent,0.010670081092616303,4.540311613639595
A062_4,A062,4,149.18,-0.4313116,incongruent,0.006658676255160474,5.011834574671738
A063_1,A063,1,1.0,0.88058853,incongruent,0.5,0.6931471805599453
A063_2,A063,2,21.98,0.5718746,incongruent,0.04351610095735422,3.1346242724206097
A063_3,A063,3,69.99,0.46969423,incongruent,0.014086491055078181,4.262539022051294
A063_4,A063,4,141.09,-1.0795428,incongruent,0.007037792948131466,4.956460659649984
A064_1,A064,1,1.0,1.2385576,incongruent,0.5,0.6931471805599453
A064_2,A064,2,37.65,1.0896745,incongruent,0.0258732212160414,3.654546775033431
A064_3,A064,3,82.99,0.18757819,incongruent,0.011906179307060364,4.430697744137536
A064_4,A064,4,156.21,-0.9012457,incongruent,0.006360918516633802,5.057582491203423
A065_1,A065,1,1.0,-1.4102844,incongruent,0.5,0.6931471805599453
A065_2,A065,2,32.31,-0.40561426,incongruent,0.030021014710297205,3.5058576522055884
A065_3,A065,3,106.41,-0.853348,incongruent,0.009310120100549298,4.676653287609955
A065_4,A065,4,187.43,-1.6086773,incongruent,0.005307010560951016,5.238726585134399
A066_1,A066,1,1.0,0.4867137,incongruent,0.5,0.6931471805599453
A066_2,A066,2,23.35,-0.2187631,incongruent,0.04106776180698152,3.192531849528599
A066_3,A066,3,73.79,-1.323239,incongruent,0.013370771493515175,4.314684186203576
A066_4,A066,4,164.93,-0.94659406,incongruent,0.00602663773880552,5.111566012674697
A067_1,A067,1,1.0,0.18231152,incongruent,0.5,0.6931471805599453
A067_2,A067,2,29.91,-1.2220749,incongruent,0.03235198964736331,3.431079756144025
A067_3,A067,3,73.19,-1.3802273,incongruent,0.013478905512872355,4.306629370201435
A067_4,A067,4,144.19,-1.1612169,incongruent,0.00688752668916592,4.978043229495596
A068_1,A068,1,1.0,1.1782216,incongruent,0.5,0.6931471805599453
A068_2,A068,2,30.49,-0.56203043,incongruent,0.031756113051762465,3.4496700351129332
A068_3,A068,3,82.98,0.865,incongruent,0.011907597046915932,4.430578675256047
A068_4,A068,4,155.59,-0.85649955,incongruent,0.0063861038380484065,5.053630924557352
