term,coef_IRT,se_IRT,z_IRT,p_uncorrected_IRT,p_holm_IRT,sig_IRT,coef_CTT,se_CTT,z_CTT,p_uncorrected_CTT,p_holm_CTT,sig_CTT,agreement
Intercept,1.2872930299434466,0.25952478855780936,4.960192963057558,7.042318950212234e-07,5.633855160169787e-06,True,0.8506007977747463,0.060110592533922,14.150597455760058,0.0,0.0,True,True
C(congruence)[T.congruent],0.0670224912351799,0.3596653117287451,0.1863468314835082,0.8521727843579363,1.0,False,0.06214378123533109,0.08390319985286034,0.7406604437531777,0.4588993491555424,1.0,False,True
C(congruence)[T.incongruent],-0.08597285272135652,0.35966531172874183,-0.239035708804181,0.8110778935766185,1.0,False,-0.05813273745716842,0.08390319985286035,-0.6928548322246927,0.48840065759026263,1.0,False,True
recip_TSVR,-1.2097527887885378,0.46903516093849534,-2.579236887844263,0.009901885825190249,0.06931320077633174,True,-0.265402085119982,0.10666059983708374,-2.4882860730706957,0.012836043553906773,0.08985230487734741,True,True
C(congruence)[T.congruent]:recip_TSVR,-0.1833635650936168,0.6408356315350117,-0.2861319752998142,0.7747770421332303,1.0,False,0.004538920612359794,0.1494949841203135,0.030361691658543355,0.9757785963884005,1.0,False,True
C(congruence)[T.incongruent]:recip_TSVR,0.2527836003151939,0.6408356315350063,0.3944593400802267,0.6932419406165518,1.0,False,0.12122630153390841,0.14949498412031353,0.8109054778476414,0.4174199542718178,1.0,False,True
log_TSVR,-0.33458456128956926,0.0573274069013152,-5.83638052677895,5.334698238712576e-09,4.801228414841319e-08,True,-0.05992434540287334,0.013368048975109296,-4.482654538029429,7.3720219859740865e-06,5.897617588779269e-05,True,True
C(congruence)[T.congruent]:log_TSVR,-0.006276116268361142,0.08084425115846668,-0.07763219002497812,0.9381206357057297,1.0,False,-0.005269309272286271,0.018859453888673546,-0.27939882582978015,0.7799387720705542,1.0,False,True
C(congruence)[T.incongruent]:log_TSVR,0.019249476785113462,0.08084425115846594,0.23810569718039468,0.8117991160904106,1.0,False,0.0035490316609482183,0.018859453888673546,0.1881831617128461,0.8507330716838402,1.0,False,True
