composite_ID,theta_common,theta_congruent,theta_incongruent,se_common,se_congruent,se_incongruent,CTT_common,CTT_congruent,CTT_incongruent,UID,TEST
A023_1,0.56837475,-0.6562507,0.66979575,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6447368421052632,0.5277777777777778,0.8076923076923077,A023,1
A023_2,-0.05869632,-0.058118515,0.14703572,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6052631578947368,0.6388888888888888,0.5769230769230769,A023,2
A023_3,0.17865486,0.4286228,0.15521283,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6578947368421053,0.7083333333333334,0.5192307692307693,A023,3
A023_4,0.5444067,0.59801745,-0.62461984,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.75,0.7777777777777778,0.3269230769230769,A023,4
A024_1,0.41629925,0.45857278,-0.21332482,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.631578947368421,0.7638888888888888,0.6153846153846154,A024,1
A024_2,0.16924852,0.1918723,0.54554003,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5526315789473685,0.6527777777777778,0.6538461538461539,A024,2
A024_3,0.1597057,0.4113518,-0.9363269,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5657894736842105,0.7222222222222222,0.3461538461538461,A024,3
A024_4,-0.92016464,-1.0682684,-1.3045677,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.375,0.2692307692307692,A024,4
A025_1,1.3860037,0.78151184,0.7944789,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8947368421052632,0.7222222222222222,0.6730769230769231,A025,1
A025_2,1.3983331,1.5787265,1.4322243,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.868421052631579,0.8888888888888888,0.9230769230769232,A025,2
A025_3,-0.60741305,0.42811912,-0.5307447,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5394736842105263,0.8055555555555556,0.3653846153846153,A025,3
A025_4,-0.2785447,-0.46808136,-1.0591911,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5,0.5,0.2692307692307692,A025,4
A026_1,0.46583936,0.8863477,0.79825217,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6842105263157895,0.8333333333333334,0.7692307692307693,A026,1
A026_2,-0.6492574,0.90089154,0.37958306,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4605263157894737,0.7222222222222222,0.5769230769230769,A026,2
A026_3,0.53066975,0.34505966,0.5891306,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.75,0.8055555555555556,0.7307692307692307,A026,3
A026_4,-0.24492168,0.16592842,-0.9533398,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.75,0.75,0.25,A026,4
A027_1,0.16586939,-0.20171066,0.7571643,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5789473684210527,0.6111111111111112,0.7307692307692307,A027,1
A027_2,0.39497662,1.3977581,0.6780212,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.618421052631579,0.8888888888888888,0.6923076923076923,A027,2
A027_3,-0.28117114,-1.3093231,-0.5856879,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7368421052631579,0.3055555555555556,0.4423076923076923,A027,3
A027_4,-0.5017699,-0.176613,-0.2486425,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6052631578947368,0.7083333333333334,0.5,A027,4
A028_1,1.5246681,1.7031448,1.369158,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7763157894736842,0.9305555555555556,0.8846153846153846,A028,1
A028_2,-0.05649298,-1.2437313,0.3490204,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7631578947368421,0.3888888888888889,0.8269230769230769,A028,2
A028_3,-0.29285774,0.33955434,0.7839161,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.6388888888888888,0.8461538461538461,A028,3
A028_4,-0.8199109,-0.26649505,-0.9181857,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5394736842105263,0.6666666666666666,0.3269230769230769,A028,4
A029_1,2.1297944,2.0094688,2.0491304,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.9210526315789472,0.8888888888888888,0.9230769230769232,A029,1
A029_2,0.2633854,-1.0400926,0.70584047,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6710526315789473,0.5,0.8461538461538461,A029,2
A029_3,0.59773153,1.1122811,1.139065,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7105263157894737,0.8611111111111112,0.7692307692307693,A029,3
A029_4,0.7445269,0.76615715,-0.03329531,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8157894736842105,0.8055555555555556,0.7307692307692307,A029,4
A030_1,0.26681468,-0.06886573,0.5035225,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5394736842105263,0.7083333333333334,0.6153846153846154,A030,1
A030_2,0.6206771,1.0834099,0.39696884,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6578947368421053,0.7777777777777778,0.8461538461538461,A030,2
A030_3,0.26908645,0.44725955,0.04883193,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5131578947368421,0.7222222222222222,0.6730769230769231,A030,3
A030_4,0.2812115,0.5109756,0.74509096,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6973684210526315,0.6944444444444444,0.7307692307692307,A030,4
A031_1,1.4706349,0.50127923,1.6509279,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.868421052631579,0.7777777777777778,1.0,A031,1
A031_2,0.32438183,-0.14592373,-0.64630777,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7631578947368421,0.6527777777777778,0.3461538461538461,A031,2
A031_3,0.38665065,-0.8554333,-0.78419024,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7631578947368421,0.4722222222222222,0.3653846153846153,A031,3
A031_4,-1.0031985,-0.5366472,-1.1325623,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4605263157894737,0.5972222222222222,0.2884615384615384,A031,4
A032_1,0.82081884,-0.35136977,0.72091097,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7631578947368421,0.5277777777777778,0.6923076923076923,A032,1
A032_2,-0.60881156,0.803311,-1.2736943,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5394736842105263,0.8888888888888888,0.2307692307692307,A032,2
A032_3,0.47702068,0.8270539,-0.1421679,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6052631578947368,0.8611111111111112,0.6346153846153846,A032,3
A032_4,1.7664504,1.7046412,1.6007003,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7763157894736842,0.7916666666666666,0.9230769230769232,A032,4
A033_1,-0.4666309,-0.43331796,0.4552093,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6578947368421053,0.5555555555555556,0.6153846153846154,A033,1
A033_2,-0.5709601,0.6877826,0.13419229,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5,0.7777777777777778,0.5384615384615384,A033,2
A033_3,0.934703,0.84835505,0.67858124,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7631578947368421,0.75,0.5769230769230769,A033,3
A033_4,-0.24082223,-0.1874351,-0.3395916,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.618421052631579,0.7222222222222222,0.6346153846153846,A033,4
A034_1,1.3387271,1.1752179,1.218904,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8421052631578947,0.875,0.7884615384615384,A034,1
A034_2,1.1189219,0.8730519,1.4714065,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8157894736842105,0.7777777777777778,0.8076923076923077,A034,2
A034_3,-0.46482885,-0.32315242,0.68295676,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5526315789473685,0.5555555555555556,0.7692307692307693,A034,3
A034_4,0.049237438,0.09952562,-0.03220581,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5921052631578947,0.7777777777777778,0.5384615384615384,A034,4
A035_1,-0.80652094,-0.9139977,0.0068166982,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.3947368421052631,0.4722222222222222,0.5384615384615384,A035,1
A035_2,1.1643237,0.81915426,0.64532655,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8157894736842105,0.7222222222222222,0.5769230769230769,A035,2
A035_3,-0.59551436,0.21742025,-0.70500445,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5263157894736842,0.6944444444444444,0.4230769230769231,A035,3
A035_4,-0.8755717,-0.7487059,-0.8544361,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.3684210526315789,0.5277777777777778,0.5384615384615384,A035,4
A036_1,0.74764776,0.8550636,0.5994135,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7368421052631579,0.9166666666666666,0.75,A036,1
A036_2,-0.5022708,-0.12540075,0.21460545,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6052631578947368,0.5694444444444444,0.6538461538461539,A036,2
A036_3,-0.018576257,0.28238106,-0.8283277,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5921052631578947,0.6666666666666666,0.4230769230769231,A036,3
A036_4,-1.1207412,-1.0393022,-0.62613195,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4210526315789473,0.6111111111111112,0.4423076923076923,A036,4
A037_1,1.6113735,0.22852391,0.8065208,0.1962873223365104,0.2061241640685505,0.2365098342133737,1.0,0.6527777777777778,0.6538461538461539,A037,1
A037_2,1.1598858,0.30562398,0.7779129,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8157894736842105,0.8472222222222222,0.7884615384615384,A037,2
A037_3,-0.4739782,0.815768,0.4209121,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5789473684210527,0.8194444444444444,0.6730769230769231,A037,3
A037_4,0.41819012,-0.58786523,-0.68632966,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7368421052631579,0.5833333333333334,0.4615384615384615,A037,4
A038_1,1.078226,0.9585948,1.2457225,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7894736842105263,0.7777777777777778,0.8653846153846154,A038,1
A038_2,-0.3119291,-0.8893782,-0.17449848,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7894736842105263,0.6388888888888888,0.4423076923076923,A038,2
A038_3,1.2023473,-0.29861468,1.0740421,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7894736842105263,0.5,0.8461538461538461,A038,3
A038_4,0.5360858,-0.17653099,-0.74061143,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7368421052631579,0.7083333333333334,0.3076923076923077,A038,4
A039_1,2.113206,1.5005066,1.3803084,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8421052631578947,0.8472222222222222,1.0,A039,1
A039_2,0.72722864,0.20797212,0.41327596,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8947368421052632,0.8333333333333334,0.6538461538461539,A039,2
A039_3,0.6532409,0.2044791,1.0063004,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5526315789473685,0.6111111111111112,0.8653846153846154,A039,3
A039_4,-0.19232592,0.56958055,0.9507495,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5789473684210527,0.7638888888888888,0.9230769230769232,A039,4
A040_1,-1.5618265,-0.48951146,0.16926317,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.1973684210526315,0.7638888888888888,0.6730769230769231,A040,1
A040_2,-0.31991416,-0.74336016,-0.17563842,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5526315789473685,0.6527777777777778,0.7307692307692307,A040,2
A040_3,-1.1753646,-1.1314414,-1.4163284,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.4861111111111111,0.1923076923076923,A040,3
A040_4,-0.6841468,-0.48939034,-1.3937256,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.5416666666666666,0.173076923076923,A040,4
A041_1,1.2749807,1.5223323,1.140502,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8026315789473685,0.9166666666666666,0.7307692307692307,A041,1
A041_2,-1.0111216,-1.1600494,-0.5317055,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4736842105263157,0.5416666666666666,0.5769230769230769,A041,2
A041_3,-0.52210444,1.2294152,-0.07379216,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.9444444444444444,0.6923076923076923,A041,3
A041_4,0.22386456,-0.07053544,1.141611,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5526315789473685,0.4444444444444444,0.8846153846153846,A041,4
A042_1,-0.38919944,-0.94992256,-0.5787848,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4078947368421052,0.5277777777777778,0.4615384615384615,A042,1
A042_2,-0.94573104,-0.5381136,-0.9761797,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.625,0.4423076923076923,A042,2
A042_3,-0.60165393,-1.0232941,-0.35500365,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5131578947368421,0.4583333333333333,0.6153846153846154,A042,3
A042_4,-0.919106,-0.9369889,-1.0544331,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5131578947368421,0.4722222222222222,0.4230769230769231,A042,4
A043_1,1.0159061,-0.15874355,0.6365562,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7894736842105263,0.75,0.7115384615384616,A043,1
A043_2,0.23345459,0.34835568,-0.36488125,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6578947368421053,0.7777777777777778,0.6153846153846154,A043,2
A043_3,-0.1154044,-0.17773217,-0.32173076,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8157894736842105,0.6805555555555556,0.6153846153846154,A043,3
A043_4,0.06730463,0.36557552,-0.3357526,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4210526315789473,0.7222222222222222,0.5192307692307693,A043,4
A044_1,-0.021611089,-0.42967826,-0.80062515,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5921052631578947,0.6111111111111112,0.4038461538461538,A044,1
A044_2,0.33177772,0.29979682,-0.89945817,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6578947368421053,0.6111111111111112,0.3269230769230769,A044,2
A044_3,-1.3885521,-1.0432105,-1.2523423,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4210526315789473,0.5138888888888888,0.3076923076923077,A044,3
A044_4,-0.6907909,-0.95710677,-0.86056197,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5263157894736842,0.5138888888888888,0.3269230769230769,A044,4
A045_1,-0.8811096,0.5991259,-0.771518,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.3421052631578947,0.9166666666666666,0.3269230769230769,A045,1
A045_2,0.25599375,-0.7401306,-1.0636017,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.7236842105263158,0.5833333333333334,0.1923076923076923,A045,2
A045_3,0.28792378,-1.3838344,-0.3198602,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.631578947368421,0.3055555555555556,0.4807692307692308,A045,3
A045_4,-0.73880816,-0.50810874,-0.855714,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4736842105263157,0.4305555555555556,0.4038461538461538,A045,4
A046_1,-0.8263327,-0.8820126,-0.17337398,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.3552631578947368,0.6666666666666666,0.5384615384615384,A046,1
A046_2,-1.0503073,-1.3599145,-1.5730445,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4736842105263157,0.4444444444444444,0.25,A046,2
A046_3,-1.6721164,-1.5709262,-1.775866,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4736842105263157,0.3055555555555556,0.3076923076923077,A046,3
A046_4,-1.5642638,-0.717223,-0.6509636,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.2368421052631578,0.5,0.4615384615384615,A046,4
A047_1,0.032663453,-1.0092126,-0.37315792,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6842105263157895,0.3888888888888889,0.4423076923076923,A047,1
A047_2,0.31397206,-0.5068236,0.06363139,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6842105263157895,0.5833333333333334,0.4615384615384615,A047,2
A047_3,-1.4813104,-0.5343058,-1.4591206,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4210526315789473,0.75,0.2115384615384615,A047,3
A047_4,-1.0614867,-1.0075923,-1.0762047,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4210526315789473,0.5,0.4230769230769231,A047,4
A048_1,1.0506663,1.693677,1.3832663,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8552631578947368,0.875,0.8461538461538461,A048,1
A048_2,-0.6741307,0.7271685,0.18211488,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5,0.8611111111111112,0.5384615384615384,A048,2
A048_3,-0.10325131,0.8357988,-0.22094929,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5789473684210527,0.8055555555555556,0.5,A048,3
A048_4,0.48396504,-0.4917495,0.37752387,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.8421052631578947,0.5694444444444444,0.5576923076923077,A048,4
A049_1,1.7571232,2.279931,1.8093721,0.1962873223365104,0.2061241640685505,0.2365098342133737,1.0,1.0,0.6923076923076923,A049,1
A049_2,-0.60318244,-0.3166686,-0.7185982,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5526315789473685,0.7638888888888888,0.4615384615384615,A049,2
A049_3,0.6597407,0.49153835,0.42769104,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.631578947368421,0.7777777777777778,0.5961538461538461,A049,3
A049_4,0.3402084,1.0439023,-0.3570681,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6973684210526315,0.8611111111111112,0.5769230769230769,A049,4
A050_1,-0.32734805,-0.65952903,0.44955093,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5921052631578947,0.6527777777777778,0.6538461538461539,A050,1
A050_2,-0.5032114,-0.23185472,-0.22489542,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6447368421052632,0.6111111111111112,0.6538461538461539,A050,2
A050_3,-0.91217804,-0.99920005,-0.6519587,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4473684210526316,0.3333333333333333,0.5384615384615384,A050,3
A050_4,-0.3601759,-0.44994792,-0.07997266,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.4078947368421052,0.5555555555555556,0.5769230769230769,A050,4
A051_1,0.88582057,1.9709882,1.3508412,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.6973684210526315,1.0,0.8076923076923077,A051,1
A051_2,-0.28985074,-0.11904877,0.3942614,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.631578947368421,0.5833333333333334,0.6153846153846154,A051,2
A051_3,-0.6146358,-0.5767097,-0.8183705,0.1962873223365104,0.2061241640685505,0.2365098342133737,0.5921052631578947,0.5833333333333334,0.3461538461538461,A051,3
