iteration,jaccard
1,0.5986547085201793
2,0.9014598540145985
3,0.7294407894736842
4,0.5971599402092675
5,0.6070336391437309
6,0.6150971599402093
7,0.601620029455081
8,0.7559322033898305
9,0.7874149659863946
10,0.7591973244147158
11,0.716139497161395
12,0.7790994052676296
13,0.9474178403755869
14,0.6630265210608425
15,0.6731066460587326
16,0.6186830015313936
17,0.8221447253705318
18,0.6815286624203821
19,0.6523736600306279
20,0.7473162675474814
21,0.8363794604003482
22,0.7473162675474814
23,0.5559440559440559
24,0.6705607476635514
25,1.0
26,0.7567567567567568
27,0.5406386066763426
28,0.7197032151690025
29,0.6237037037037036
30,0.6314199395770392
31,1.0
32,0.5471014492753623
33,0.7222222222222222
34,0.9044995408631772
35,0.6490825688073395
36,0.6752205292702486
37,0.5869726128793487
38,0.7489539748953975
39,0.6352299298519096
40,0.6750788643533123
41,0.6999201915403033
42,0.5909422936449964
43,0.6236476043276662
44,0.5679468242245199
45,0.8121263877028181
46,0.6155589123867069
47,0.8321678321678322
48,0.7852233676975945
49,0.6196226415094339
50,0.8597883597883598
51,0.6551724137931034
52,0.7224919093851133
53,0.6842105263157895
54,0.6497263487099296
55,0.7197758206565252
56,0.7852233676975945
57,0.7759795570698467
58,0.6630265210608425
59,0.6845425867507886
60,0.7489539748953975
61,0.5539671193709793
62,0.7523167649536647
63,0.5720430107526882
64,0.7098070739549839
65,0.5924556213017751
66,0.7916666666666666
67,0.677626303127506
68,0.7375
69,0.7178861788617886
70,0.8273127753303965
71,0.8604651162790697
72,0.5572733661278988
73,0.5208333333333334
74,0.8212094653812445
75,0.7847341337907375
76,0.6169568508705526
77,0.95
78,0.7829716193656093
79,0.7403846153846154
80,0.7247191011235955
81,0.6428571428571429
82,0.8256320836965998
83,0.7813531353135313
84,0.5739644970414202
85,0.678060413354531
86,0.818337617823479
87,0.7153225806451613
88,0.71869918699187
89,0.6174043510877719
90,0.7532894736842105
91,0.8633928571428572
92,0.7178861788617886
93,0.6744186046511628
94,0.9040590405904059
95,0.6825019794140934
96,0.6990595611285266
97,0.7454545454545455
98,0.8269896193771626
99,0.6630265210608425
100,0.6472868217054264
