UID,Total_Intercept_Cued_z,Total_Intercept_Free_z,Total_Intercept_Recognition_z,Total_Slope_Cued_z,Total_Slope_Free_z,Total_Slope_Recognition_z
A055,-0.3498587719073221,-0.7946371381086954,-0.5737686172300998,0.34984363656771855,0.17167604811939385,0.16390922654423226
A056,-0.06489331805261538,0.06460243256664176,-0.09190579523992036,0.06486007472915212,-1.2630684066377438,-0.6306388323525091
A057,-1.204275193198353,-1.0462615176806733,-1.0758888182298842,1.2042749106764252,-0.27393196548732884,-0.5818406451021294
A058,-0.06327084567401187,-0.05838934007378834,-0.17707580638248718,0.06320506815119957,-1.1253212035732276,-0.7343177115636375
A059,1.6589069105197227,1.3015748674979335,1.6932240874362061,-1.6588487433153525,0.9651360358333834,-0.019666641626460014
A060,0.21891102979513724,0.10276931382021504,0.030707421761980717,-0.2188457107607623,1.1193938176983158,1.7931769129223762
A061,1.2833952078944617,1.982852644247145,1.8035638787797519,-1.2834821540083523,-2.009072230956079,-2.4890671956992216
A062,-0.008852589699773074,0.4433676924374882,0.16309518195051348,0.008771690563683867,-2.1813584781935877,-1.7127700404466186
A063,0.4989381065978131,0.3862938527826552,0.4114636257884994,-0.49899399686711354,-0.9934359932550493,-0.71000462515127
A064,0.53140834118114,0.6038414622077903,0.8225411554553113,-0.5314457022994412,-0.5251996784814152,-0.720955850215085
A065,-2.1853748301861566,-2.244126542054784,-2.676142356349697,2.185428423288007,0.5671006732203514,1.222691849135891
A066,-1.413495717419642,-0.5678621263651793,-0.746656495681178,1.4134802678747085,-0.4200532241214319,-0.04564073404840061
A067,-1.8369039035272587,-1.140673810207599,-1.1638711409775984,1.836855213253743,-1.2665253261365994,-0.711382909467281
A068,0.5114793863312298,0.4269913532127362,0.5166104254342042,-0.5115041893202792,-0.0889614080709692,0.03900196895932502
A069,-1.3776835920220603,-1.8107352159806438,-1.6068555757158933,1.3777418300877162,0.9621854077191427,0.9467651591192754
A070,-0.891091723822124,-0.8093071198723116,-0.4800829875077616,0.8910711786408637,0.33962656649037487,0.57548162642208
A071,0.11082220694000702,0.3646835661566552,0.13098318420157928,-0.11080288820053837,-0.046669289452918344,0.0035504422549820606
A072,0.7676068420944079,0.6535542763652712,0.6640670836711616,-0.7676297425545275,0.10965027221621475,-0.5274928061656803
A073,1.4250284189414142,0.968339219766077,0.9205042796301356,-1.4249788633708484,0.807357832288914,1.4090523058972932
A074,-0.032075559658162174,0.21202243731164364,0.12499233756620101,0.03201760933588945,-1.116845253233582,-1.6822464528642933
A075,-0.3149535699545946,-0.2635556792593596,-0.2205529378520976,0.3148971492115824,-0.9726917118296317,-1.1487504766229546
A076,-1.8205731184983747,-1.606625235428343,-1.625244584169352,1.8205276918959152,-0.5771805622467551,-0.24932017037071227
A077,0.04202406336830758,0.3192245033623034,0.1508454701183146,-0.04201056331740676,-0.039948142228266044,-0.009276733127998885
A078,-0.8841415253225816,-1.3594507125020912,-1.10423017388701,0.8841775719786753,1.0261889763781242,0.7988759021096696
A079,-0.29467242888217765,-0.45564291769908305,-0.4868327165876248,0.2946425468281699,-0.25615319745919507,-0.2856411867768769
A080,-0.09829043522260535,-0.1774027545137888,0.030899250722144896,0.09829477692325665,0.9396032604605854,0.6020994903975685
A081,0.7030720942365667,-0.18831855722027055,-0.014985286561691622,-0.7030049442009819,2.193740553454863,1.5505733114271476
A082,0.7323040597421289,0.3839537245098412,0.3554125238590752,-0.7322718033696599,0.5280016933283161,0.9013266811012891
A083,1.1599326596589798,1.4243206028450777,1.2038883422210735,-1.1599666364702816,-1.1521275591268776,-1.0036757489859571
A084,0.1484843946907133,-0.3397629569974074,0.26108428673155726,-0.14850243254852158,0.07528232331636328,-0.2647709018867136
A085,0.1692849644311966,-0.05073898087373257,-0.27467006038756786,-0.1692522129007183,0.429103082644327,0.6034558076555804
A086,-0.15686997595170815,-0.482071481895835,-0.22074937157716853,0.15682885700552565,-0.5558710692471183,-0.6345992655059115
A087,0.9660579469729458,0.8902804282545889,0.8259092134798274,-0.966008219359828,0.8947751116943555,0.4355437725744052
A088,2.854603168233292,2.2613546687882473,2.5083076987946042,-2.8545234080268096,1.2308789725216571,0.2903730982004877
A089,1.189864080320633,0.8745712937981872,1.0389344066897876,-1.1898412561958533,-0.030266165710264338,-0.6964275050391654
A090,-1.0778209435012347,-0.43504853089759155,-0.8818696275791993,1.077817524551101,-0.6496421845030835,0.07377161328939594
A091,-0.8254203919513307,-0.40008865077178696,-0.2231118416260862,0.8254038482857426,-0.7463752738857293,-1.020122950030369
A092,-1.1096406413966924,-1.3906768490238488,-1.2821220034772252,1.1096528252583886,0.09744677705621879,0.17889205315865908
A093,0.22256280055741678,0.6834616771265056,0.6971871946400654,-0.22254430214785842,0.7764127412451853,0.7222717554001706
A094,-1.4942876485676142,-1.507740796554817,-1.53685634406936,1.494315691112397,0.9637024316268553,0.9132638238105221
A095,0.5760704211483738,0.8208966667686202,0.8574036281832158,-0.5761325210285897,-1.3583205633026303,-1.5938901721646241
A096,-2.0172596323825913,-1.6814472443769848,-1.8720171652353743,2.0172256685996124,-0.386190039434327,0.03144853511828996
A097,-0.1403766507358615,-0.1373114240392162,-0.4110019533689579,0.14041659070990192,0.510849287288417,0.7368857651067843
A098,0.34475270245539125,0.2912980379232544,0.2221581370895147,-0.344755751522262,0.3341151770547606,0.37328735573808414
A099,1.0904572076635517,0.8258873260161587,0.9562036408097918,-1.0904171356180128,1.4944498896280392,1.538625265460356
A100,0.6653114478842787,0.5443432999110024,0.6650313696568992,-0.6652694871403627,1.0836960675471874,0.8431053957200055
A101,-1.0542665701880503,-1.5166695098989096,-1.309684491952612,1.0542591852943184,0.13072731031863136,0.38152126596183694
A102,-0.13805155871444721,-0.33962499935695173,-0.14423638605872355,0.1381187462998528,1.493028636996877,1.5738296520207649
A103,-0.39795444269366803,0.1587022153256931,-0.0350660348154329,0.39786069506983296,-2.009158731655694,-1.7857645106914657
A104,0.35347703089697546,0.7985886825217315,0.5191056802685625,-0.3535574929711154,-2.490059957930101,-2.25778627980111
A105,0.3042157555839607,0.18207741488169615,0.12475597750251693,-0.30423013502033436,-0.004557390869872706,0.09420072992966531
A106,0.6140561775493596,0.6504627076053076,0.5441992479803697,-0.6140126434739009,0.5223634842836289,0.6662113326083694
A107,-1.6196205277621418,-1.7830931202231601,-1.9303644532638604,1.6196594685222505,1.1643015136781458,1.4678847984358903
A108,-1.1212039539869814,-1.3615663661531088,-1.2737921612531586,1.1212559842865255,0.28376422758734304,1.0346494128045267
A109,-1.3992787753868685,-1.2401368870935927,-1.2373382676829903,1.399299121782137,0.01664536312400351,0.2996540075828096
