UID,Total_Intercept_Cued_z,Total_Intercept_Free_z,Total_Intercept_Recognition_z,Total_Slope_Cued_z,Total_Slope_Free_z,Total_Slope_Recognition_z,cluster
A067,-1.8369039035272587,-1.140673810207599,-1.1638711409775984,1.836855213253743,-1.2665253261365994,-0.711382909467281,1
A068,0.5114793863312298,0.4269913532127362,0.5166104254342042,-0.5115041893202792,-0.0889614080709692,0.039001968959325,2
A069,-1.3776835920220605,-1.810735215980644,-1.606855575715893,1.3777418300877162,0.9621854077191428,0.9467651591192754,1
A070,-0.891091723822124,-0.8093071198723116,-0.4800829875077616,0.8910711786408637,0.3396265664903748,0.57548162642208,1
A071,0.110822206940007,0.3646835661566552,0.1309831842015792,-0.1108028882005383,-0.0466692894529183,0.003550442254982,2
A072,0.7676068420944079,0.6535542763652712,0.6640670836711616,-0.7676297425545275,0.1096502722162147,-0.5274928061656803,0
A073,1.4250284189414142,0.968339219766077,0.9205042796301356,-1.4249788633708484,0.807357832288914,1.4090523058972932,2
A074,-0.0320755596581621,0.2120224373116436,0.124992337566201,0.0320176093358894,-1.116845253233582,-1.6822464528642933,0
A075,-0.3149535699545946,-0.2635556792593596,-0.2205529378520976,0.3148971492115824,-0.9726917118296315,-1.1487504766229546,0
A076,-1.8205731184983749,-1.606625235428343,-1.625244584169352,1.8205276918959152,-0.5771805622467551,-0.2493201703707122,1
A077,0.0420240633683075,0.3192245033623034,0.1508454701183146,-0.0420105633174067,-0.039948142228266,-0.0092767331279988,2
A078,-0.8841415253225816,-1.3594507125020912,-1.10423017388701,0.8841775719786753,1.0261889763781242,0.7988759021096696,1
A079,-0.2946724288821776,-0.455642917699083,-0.4868327165876248,0.2946425468281699,-0.256153197459195,-0.2856411867768769,1
A080,-0.0982904352226053,-0.1774027545137888,0.0308992507221448,0.0982947769232566,0.9396032604605854,0.6020994903975685,2
A081,0.7030720942365667,-0.1883185572202705,-0.0149852865616916,-0.7030049442009819,2.193740553454863,1.5505733114271476,2
A082,0.7323040597421289,0.3839537245098412,0.3554125238590752,-0.7322718033696599,0.5280016933283161,0.9013266811012892,2
A083,1.1599326596589798,1.4243206028450777,1.2038883422210735,-1.1599666364702816,-1.1521275591268776,-1.0036757489859571,0
A084,0.1484843946907133,-0.3397629569974074,0.2610842867315572,-0.1485024325485215,0.0752823233163632,-0.2647709018867136,2
A085,0.1692849644311966,-0.0507389808737325,-0.2746700603875678,-0.1692522129007183,0.429103082644327,0.6034558076555804,2
A086,-0.1568699759517081,-0.482071481895835,-0.2207493715771685,0.1568288570055256,-0.5558710692471183,-0.6345992655059115,0
A087,0.9660579469729458,0.8902804282545889,0.8259092134798274,-0.966008219359828,0.8947751116943555,0.4355437725744052,2
A088,2.854603168233292,2.2613546687882478,2.508307698794604,-2.8545234080268096,1.2308789725216571,0.2903730982004877,2
A089,1.189864080320633,0.8745712937981872,1.0389344066897876,-1.1898412561958531,-0.0302661657102643,-0.6964275050391654,0
A090,-1.0778209435012347,-0.4350485308975915,-0.8818696275791993,1.077817524551101,-0.6496421845030835,0.0737716132893959,1
A091,-0.8254203919513307,-0.4000886507717869,-0.2231118416260862,0.8254038482857426,-0.7463752738857293,-1.020122950030369,1
A092,-1.1096406413966924,-1.3906768490238488,-1.2821220034772252,1.1096528252583886,0.0974467770562187,0.178892053158659,1
A093,0.2225628005574167,0.6834616771265056,0.6971871946400654,-0.2225443021478584,0.7764127412451853,0.7222717554001706,2
A094,-1.4942876485676142,-1.507740796554817,-1.53685634406936,1.494315691112397,0.9637024316268552,0.913263823810522,1
A095,0.5760704211483738,0.8208966667686202,0.8574036281832158,-0.5761325210285897,-1.3583205633026303,-1.593890172164624,0
A096,-2.0172596323825918,-1.6814472443769848,-1.8720171652353743,2.0172256685996124,-0.386190039434327,0.0314485351182899,1
A097,-0.1403766507358615,-0.1373114240392162,-0.4110019533689579,0.1404165907099019,0.510849287288417,0.7368857651067843,2
A098,0.3447527024553912,0.2912980379232544,0.2221581370895147,-0.344755751522262,0.3341151770547606,0.3732873557380841,2
A099,1.0904572076635517,0.8258873260161587,0.9562036408097918,-1.0904171356180128,1.4944498896280392,1.538625265460356,2
A100,0.6653114478842787,0.5443432999110024,0.6650313696568992,-0.6652694871403627,1.0836960675471874,0.8431053957200055,2
A101,-1.0542665701880505,-1.5166695098989096,-1.309684491952612,1.0542591852943184,0.1307273103186313,0.3815212659618369,1
A102,-0.1380515587144472,-0.3396249993569517,-0.1442363860587235,0.1381187462998528,1.493028636996877,1.5738296520207649,2
A103,-0.397954442693668,0.1587022153256931,-0.0350660348154329,0.3978606950698329,-2.009158731655694,-1.7857645106914657,0
A104,0.3534770308969754,0.7985886825217315,0.5191056802685625,-0.3535574929711154,-2.490059957930101,-2.25778627980111,0
A105,0.3042157555839607,0.1820774148816961,0.1247559775025169,-0.3042301350203343,-0.0045573908698727,0.0942007299296653,2
A106,0.6140561775493596,0.6504627076053076,0.5441992479803697,-0.6140126434739009,0.5223634842836289,0.6662113326083694,2
A107,-1.6196205277621418,-1.78309312022316,-1.9303644532638604,1.6196594685222503,1.1643015136781458,1.4678847984358905,1
A108,-1.1212039539869814,-1.3615663661531088,-1.2737921612531586,1.1212559842865255,0.283764227587343,1.0346494128045267,1
A109,-1.3992787753868683,-1.2401368870935927,-1.2373382676829905,1.399299121782137,0.0166453631240035,0.2996540075828096,1
