domain,intercept_beta,RAVLT_T_beta,RAVLT_Pct_Ret_T_beta,BVMT_T_beta,BVMT_Pct_Ret_T_beta,RPM_T_beta
What,-0.0072221286636249,0.1083560020138749,0.1261343357166879,0.061120086619067,0.0849034255012444,0.1647818110091241
Where,0.03678954643675,0.063861304718296,0.1396087158179245,0.0625452494227019,0.0550149163495185,0.1945371872714973
When,0.10869476563825,0.0320973243096931,0.0063145491767338,0.0284142602432072,-0.0035669562011293,0.0466917246961571
