predictor,beta,se,ci_lower,ci_upper,p_value,t_statistic,vif,cooks_d_max
intercept,0.036789546436750004,0.05847344089700714,-0.07931084119085904,0.15288993406435905,0.5307659675298938,0.6291667784960644,,0.11746170756137371
RAVLT_T,0.06386130471829607,0.06400063748213423,-0.06321346129688787,0.19093607073348,0.32092693376825115,0.9978229472499073,1.197984772880722,0.11746170756137371
RAVLT_Pct_Ret_T,0.13960871581792453,0.06295078522168703,0.01461845607635516,0.2645989755594939,0.02898152798046077,2.217743834747724,1.1590041783939957,0.11746170756137371
BVMT_T,0.06254524942270198,0.0715910153883554,-0.07960038985791043,0.2046908887033144,0.38453719037369294,0.8736466312625487,1.498993475594408,0.11746170756137371
BVMT_Pct_Ret_T,0.055014916349518515,0.06048261263309407,-0.06507472885882695,0.175104561557864,0.36536049950515037,0.9095988740310499,1.0699014695478433,0.11746170756137371
RPM_T,0.1945371872714973,0.06963214400226855,0.05628093304756204,0.33279344149543255,0.006313555599550746,2.793784250922382,1.418084902161701,0.11746170756137371
