predictor,beta,se,ci_lower,ci_upper,p_value,t_statistic,vif,cooks_d_max
intercept,0.10869476563825002,0.027645041026502993,0.05380488862876433,0.1635846426477357,0.0001611635145440919,3.9317997587359543,,0.15305968892419305
RAVLT_T,0.03209732430969318,0.030258185969119267,-0.027981013240352293,0.09217566185973865,0.2915071640763186,1.060781513553089,1.197984772880722,0.15305968892419305
RAVLT_Pct_Ret_T,0.00631454917673382,0.02976183739844168,-0.05277827665089432,0.06540737500436196,0.8324343175641804,0.21216933256494602,1.1590041783939957,0.15305968892419305
BVMT_T,0.028414260243207277,0.03384676063490204,-0.03878927642863849,0.09561779691505304,0.40332038258114955,0.839497184079327,1.498993475594408,0.15305968892419305
BVMT_Pct_Ret_T,-0.003566956201129328,0.028594936127960185,-0.06034287220187254,0.053208959799613875,0.9009951049896963,-0.12474083471169398,1.0699014695478433,0.15305968892419305
RPM_T,0.04669172469615716,0.03292064650508032,-0.01867299066108371,0.11205644005339802,0.15940676596964304,1.4183112925486343,1.418084902161701,0.15305968892419305
