predictor,beta,se,ci_lower,ci_upper,p_value,t_statistic,vif,cooks_d_max
intercept,-0.0072221286636249896,0.05438437579614612,-0.11520358167815586,0.10075932435090587,0.8946371137466624,-0.13279785890521845,,0.19551572064575667
RAVLT_T,0.1083560020138749,0.059525053881333216,-0.009832387845884888,0.22654439187363468,0.07188899735853838,1.820342779191584,1.197984772880722,0.19551572064575667
RAVLT_Pct_Ret_T,0.12613433571668797,0.05854861810148643,0.009884681987291297,0.24238398944608464,0.033769152732903734,2.154352054869177,1.1590041783939957,0.19551572064575667
BVMT_T,0.061120086619067066,0.06658463440463067,-0.07108526585944469,0.19332543909757882,0.3610043800828915,0.9179307983827637,1.498993475594408,0.19551572064575667
BVMT_Pct_Ret_T,0.08490342550124448,0.056253045555581124,-0.02678831512575182,0.1965951661282408,0.13457300040982093,1.5093125121084368,1.0699014695478433,0.19551572064575667
RPM_T,0.16478181100912412,0.06476274747677045,0.03619385773430914,0.2933697642839391,0.012576683863360073,2.5443919140124374,1.418084902161701,0.19551572064575667
