composite_ID,domain_name,theta
A058_T3,cued_recall,0.021496493
A058_T4,cued_recall,-0.6397683
A059_T1,cued_recall,1.3147994
A059_T2,cued_recall,1.7115662
A059_T3,cued_recall,1.3019487
A059_T4,cued_recall,0.3988548
A060_T1,cued_recall,-0.32008967
A060_T2,cued_recall,0.9475015
A060_T3,cued_recall,0.24407347
A060_T4,cued_recall,0.09492229
A061_T1,cued_recall,2.629801
A061_T2,cued_recall,1.1742436
A061_T3,cued_recall,0.26149124
A061_T4,cued_recall,-0.38473025
A062_T1,cued_recall,1.4409746
A062_T2,cued_recall,0.24070239
A062_T3,cued_recall,-1.2106731
A062_T4,cued_recall,-1.0526828
A063_T1,cued_recall,0.45070657
A063_T2,cued_recall,1.4704914
A063_T3,cued_recall,0.058582984
A063_T4,cued_recall,-1.0307256
A064_T1,cued_recall,2.0314145
A064_T2,cued_recall,0.8119279
A064_T3,cued_recall,0.50655794
A064_T4,cued_recall,-0.64438796
A065_T1,cued_recall,-1.5921366
A065_T2,cued_recall,-0.35549912
A065_T3,cued_recall,-1.7308352
A065_T4,cued_recall,-2.7775073
A066_T1,cued_recall,-0.0018976927
A066_T2,cued_recall,-0.24867448
A066_T3,cued_recall,-1.0411428
A066_T4,cued_recall,-1.2212311
A067_T1,cued_recall,0.62154526
A067_T2,cued_recall,-1.5614767
A067_T3,cued_recall,-1.2252035
A067_T4,cued_recall,-1.5559206
A068_T1,cued_recall,0.9936205
A068_T2,cued_recall,-0.20488098
A068_T3,cued_recall,1.1795155
A068_T4,cued_recall,-0.41280612
A069_T1,cued_recall,-0.51320595
A069_T2,cued_recall,-0.8429211
A069_T3,cued_recall,-0.6516468
A069_T4,cued_recall,-1.9799216
A070_T1,cued_recall,0.15096453
A070_T2,cued_recall,0.063470766
A070_T3,cued_recall,-0.8562695
A070_T4,cued_recall,-1.5318162
A071_T1,cued_recall,0.3717617
A071_T2,cued_recall,0.23768166
A071_T3,cued_recall,-0.7360275
A071_T4,cued_recall,-0.59288335
A072_T1,cued_recall,1.5090992
A072_T2,cued_recall,1.6265166
A072_T3,cued_recall,-0.8745124
A072_T4,cued_recall,0.47235003
A073_T1,cued_recall,0.39442617
A073_T2,cued_recall,-0.055150826
A073_T3,cued_recall,0.6630686
A073_T4,cued_recall,0.9821537
A074_T1,cued_recall,0.9879508
A074_T2,cued_recall,0.14999482
A074_T3,cued_recall,-0.6041795
A074_T4,cued_recall,-1.0330136
A075_T1,cued_recall,0.7344898
A075_T2,cued_recall,0.40746003
A075_T3,cued_recall,-1.4079401
A075_T4,cued_recall,-1.2237496
A076_T1,cued_recall,-0.19249776
A076_T2,cued_recall,-0.5770668
A076_T3,cued_recall,-1.255747
A076_T4,cued_recall,-1.9422066
A077_T1,cued_recall,1.0066768
A077_T2,cued_recall,-0.16264243
A077_T3,cued_recall,-0.205793
A077_T4,cued_recall,-0.25989428
A078_T1,cued_recall,-0.5943541
A078_T2,cued_recall,0.3304792
A078_T3,cued_recall,-0.365609
A078_T4,cued_recall,-0.8111086
A079_T1,cued_recall,0.92661047
A079_T2,cued_recall,-0.04626527
A079_T3,cued_recall,-0.9148526
A079_T4,cued_recall,-0.6854834
A080_T1,cued_recall,0.18817183
A080_T2,cued_recall,0.2659413
A080_T3,cued_recall,0.7726491
A080_T4,cued_recall,-0.88552207
A081_T1,cued_recall,-0.033054456
A081_T2,cued_recall,-0.18577868
A081_T3,cued_recall,1.0553453
A081_T4,cued_recall,0.03643052
A082_T1,cued_recall,0.93146354
A082_T2,cued_recall,1.2253326
A082_T3,cued_recall,0.6196224
A082_T4,cued_recall,-0.398552
A083_T1,cued_recall,1.6294422
A083_T2,cued_recall,0.3796211
A083_T3,cued_recall,0.13166392
A083_T4,cued_recall,-0.034253884
A084_T1,cued_recall,0.9631305
A084_T2,cued_recall,-0.08081163
A084_T3,cued_recall,-0.018353129
A084_T4,cued_recall,-0.26015466
A085_T1,cued_recall,-0.22252603
A085_T2,cued_recall,1.2021068
A085_T3,cued_recall,-0.59120965
A085_T4,cued_recall,-0.8819488
A086_T1,cued_recall,0.55380106
A086_T2,cued_recall,0.46328592
A086_T3,cued_recall,-1.0534695
A086_T4,cued_recall,-0.508229
A087_T1,cued_recall,0.8282992
A087_T2,cued_recall,1.4117908
A087_T3,cued_recall,0.19812536
A087_T4,cued_recall,0.19268522
A088_T1,cued_recall,1.4699752
A088_T2,cued_recall,1.8622067
A088_T3,cued_recall,0.7617328
A088_T4,cued_recall,2.0807157
A089_T1,cued_recall,1.6545216
A089_T2,cued_recall,0.6769588
A089_T3,cued_recall,0.47350892
A089_T4,cued_recall,0.051160477
A090_T1,cued_recall,-0.5275972
A090_T2,cued_recall,-0.40022922
A090_T3,cued_recall,-1.558435
A090_T4,cued_recall,-0.6615157
A091_T1,cued_recall,0.5869347
A091_T2,cued_recall,-0.2362918
A091_T3,cued_recall,-0.7185682
A091_T4,cued_recall,-0.5981936
A092_T1,cued_recall,0.23049597
A092_T2,cued_recall,-1.2908323
A092_T3,cued_recall,-1.0269445
A092_T4,cued_recall,-0.86333543
A093_T1,cued_recall,0.65238583
A093_T2,cued_recall,0.64551055
A093_T3,cued_recall,-0.18957499
A093_T4,cued_recall,-0.057686944
A094_T1,cued_recall,-0.28042382
A094_T2,cued_recall,-0.32033968
A094_T3,cued_recall,-1.1938581
A094_T4,cued_recall,-1.4789654
A095_T1,cued_recall,1.5675519
A095_T2,cued_recall,0.48393196
A095_T3,cued_recall,-0.015023786
A095_T4,cued_recall,-0.34757176
A096_T1,cued_recall,-0.48034716
A096_T2,cued_recall,-0.7854086
A096_T3,cued_recall,-1.5258077
A096_T4,cued_recall,-2.0783668
A097_T1,cued_recall,0.0035771145
A097_T2,cued_recall,-0.34634846
A097_T3,cued_recall,0.032042168
A097_T4,cued_recall,-0.22387914
A098_T1,cued_recall,0.95257187
A098_T2,cued_recall,0.20368183
A098_T3,cued_recall,1.0662467
A098_T4,cued_recall,-0.5387534
A099_T1,cued_recall,1.307277
A099_T2,cued_recall,0.9264647
A099_T3,cued_recall,0.66322905
A099_T4,cued_recall,1.8616343
A100_T1,cued_recall,0.34655604
A100_T2,cued_recall,1.587196
A100_T3,cued_recall,0.35337248
A100_T4,cued_recall,-0.0060774386
A101_T1,cued_recall,-0.014975091
A101_T2,cued_recall,-0.70127463
A101_T3,cued_recall,-0.86245096
A101_T4,cued_recall,-0.8318974
A102_T1,cued_recall,-0.3485804
A102_T2,cued_recall,0.5330635
A102_T3,cued_recall,-0.5019639
A102_T4,cued_recall,0.048117608
A103_T1,cued_recall,2.0036688
A103_T2,cued_recall,-0.85387945
A103_T3,cued_recall,-1.1408055
A103_T4,cued_recall,-0.9126431
A104_T1,cued_recall,1.5202125
