model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
PowerLaw_01,2375.7224933584894,2416.443108044698,-1179.8612466792447,7.0,True,0.0,0.06704735494808085,0.06704735494808085
Log2,2375.7967529605885,2416.517367646797,-1179.8983764802942,7.0,True,0.07425960209911864,0.0646035497489262,0.13165090469700705
Log10,2375.7967529605903,2416.517367646799,-1179.8983764802952,7.0,True,0.07425960210093763,0.06460354974886742,0.19625445444587447
Log,2375.7967529605903,2416.517367646799,-1179.8983764802952,7.0,True,0.07425960210093763,0.06460354974886742,0.2608580041947419
SquareRoot,2376.4784909396712,2417.19910562588,-1180.2392454698356,7.0,True,0.7559975811818731,0.04594294816318007,0.306800952357922
Exp_slow,2376.4784909396712,2417.19910562588,-1180.2392454698356,7.0,True,0.7559975811818731,0.04594294816318007,0.35274390052110205
PowerLaw_02,2376.5410782977906,2417.261692983999,-1180.2705391488953,7.0,True,0.8185849393012177,0.04452748728832698,0.39727138780942906
CubeRoot+Log,2377.5267358003166,2423.337427322301,-1179.7633679001583,8.0,True,1.8042424418272276,0.027201658319946812,0.42447304612937586
Recip+Log,2377.60805811755,2423.418749639535,-1179.804029058775,8.0,True,1.8855647590607987,0.026117792328082787,0.4505908384574587
PowerLaw_Log,2377.6183979744474,2423.429089496432,-1179.8091989872237,8.0,True,1.8959046159579884,0.0259831136500518,0.47657395210751047
Exp+Log,2377.642007850227,2423.4526993722116,-1179.8210039251135,8.0,True,1.9195144917375728,0.025678187962737378,0.5022521400702479
Lin+Log,2377.642007850227,2423.4526993722116,-1179.8210039251135,8.0,True,1.9195144917375728,0.025678187962737378,0.5279303280329852
Tanh+Log,2377.6431615642177,2423.4538530862023,-1179.8215807821089,8.0,True,1.9206682057283615,0.0256633795919488,0.553593707624934
Sin+Log,2377.6957917083746,2423.506483230359,-1179.8478958541873,8.0,True,1.9732983498852263,0.0249968542027225,0.5785905618276564
SquareRoot+Lin,2377.7720603937905,2423.582751915775,-1179.8860301968953,8.0,True,2.049567035301152,0.02406156230995217,0.6026521241376086
SquareRoot+Log,2377.791293565275,2423.6019850872594,-1179.8956467826374,8.0,True,2.068800206785454,0.023831281266281,0.6264834054038896
Log+SquareRoot,2377.810998441142,2423.6216899631268,-1179.905499220571,8.0,True,2.088505082652773,0.023597637915021168,0.6500810433189107
Log+PowerLaw05,2377.811790994854,2423.6224825168388,-1179.905895497427,8.0,True,2.0892976363647904,0.023588288569845878,0.6736693318887566
Log+LogLog,2377.821628195623,2423.6323197176075,-1179.9108140978115,8.0,True,2.0991348371335334,0.023472552068749722,0.6971418839575063
PowerLaw_Lin,2377.8309162269707,2423.6416077489553,-1179.9154581134853,8.0,True,2.1084228684812842,0.02336379789254334,0.7205056818500497
SquareRoot+PowerLaw,2377.9258559335376,2423.736547455522,-1179.9629279667688,8.0,True,2.2033625750482315,0.02228063404031726,0.7427863158903669
Exp+PowerLaw,2377.9856295757127,2423.7963210976973,-1179.9928147878563,8.0,True,2.263136217223291,0.02162458909803697,0.7644109049884039
Log+Recip,2378.0680047188634,2423.878696240848,-1180.0340023594317,8.0,True,2.3455113603740756,0.020752017685714667,0.7851629226741186
Root_Multi,2378.077496244974,2423.8881877669587,-1180.038748122487,8.0,True,2.3550028864847263,0.020653766848856763,0.8058166895229754
Recip+PowerLaw05,2378.1408084425457,2423.9514999645303,-1180.0704042212728,8.0,True,2.418315084056303,0.020010189483159403,0.8258268790061347
Recip+PowerLaw,2378.1408084425457,2423.9514999645303,-1180.0704042212728,8.0,True,2.418315084056303,0.020010189483159403,0.8458370684892941
PowerLaw_03,2378.2135134186974,2418.934128104906,-1181.1067567093487,7.0,True,2.4910200602080295,0.01929583230601243,0.8651329007953065
SquareRoot+Recip,2378.328919479469,2424.1396110014534,-1180.1644597397344,8.0,True,2.6064261209794495,0.01821391931884079,0.8833468201141472
Recip+Lin,2378.4643084601466,2424.2749999821312,-1180.2321542300733,8.0,True,2.7418151016572665,0.01702174440158949,0.9003685645157367
Exp+Recip,2378.8852726361984,2424.695964158183,-1180.4426363180992,8.0,True,3.162779277708978,0.013790907816513476,0.9141594723322501
CubeRoot,2379.2939202532652,2420.014534939474,-1181.6469601266326,7.0,True,3.5714268947758683,0.011242325438513105,0.9254017977707633
Root_033,2379.313077498682,2420.0336921848907,-1181.656538749341,7.0,True,3.590584140192732,0.011135153543761876,0.9365369513145251
PowerLaw+Recip+Log,2379.5832793728077,2430.484047730569,-1179.7916396864039,9.0,True,3.8607860143183643,0.009727978867102766,0.9462649301816278
Lin+Quad+Log,2379.6410739327584,2430.5418422905195,-1179.8205369663792,9.0,True,3.918580574269072,0.009450889583239369,0.9557158197648672
Quad+Log,2379.6410739327584,2430.5418422905195,-1179.8205369663792,9.0,True,3.918580574269072,0.009450889583239369,0.9651667093481066
Lin+Log+PowerLaw,2379.8078526759946,2430.7086210337557,-1179.9039263379973,9.0,True,4.085359317505208,0.00869475092175771,0.9738614602698643
Recip+Quad,2380.188268362859,2431.0890367206202,-1180.0941341814296,9.0,True,4.465775004369789,0.007188709410789431,0.9810501696806537
PowerLaw_04,2380.684294921113,2421.4049096073218,-1182.3421474605566,7.0,True,4.961801562623805,0.0056097063755478765,0.9866598760562016
Quad+Log+SquareRoot,2381.3317446406163,2437.3225898341534,-1179.6658723203082,10.0,True,5.609251282126934,0.004058337954309353,0.990718214010511
Ultimate,2382.1072350137238,2448.278233878813,-1178.0536175068619,12.0,True,6.384741655234393,0.002753928209880062,0.993472142220391
Cubic,2383.092927897789,2433.9936962555503,-1181.5464639488946,9.0,True,7.370434539299822,0.001682333622126552,0.9951544758425176
Quartic,2383.3936933290643,2439.3845385226014,-1180.6968466645321,10.0,True,7.6711999705748894,0.0014474439021385911,0.9966019197446562
PowerLaw_05,2383.884107762866,2424.6047224490744,-1183.942053881433,7.0,True,8.16161440437645,0.0011326861750158527,0.997734605919672
LogLog,2385.160152191733,2425.8807668779414,-1184.5800760958664,7.0,True,9.437658833243404,0.0005984392537557319,0.9983330451734277
Root_067,2385.36281030837,2426.0834249945788,-1184.681405154185,7.0,True,9.640316949880798,0.000540771035157356,0.9988738162085851
Quadratic,2385.519969037896,2431.3306605598805,-1183.759984518948,8.0,True,9.797475679406489,0.0004999042595968542,0.999373720468182
FourthRoot,2385.7706166939024,2426.491231380111,-1184.8853083469512,7.0,True,10.048123335413038,0.0004410211225673038,0.9998147415907492
PowerLaw_06,2387.7330598285425,2428.453674514751,-1185.8665299142713,7.0,True,12.010566470053163,0.000165318051601912,0.9999800596423511
PowerLaw_07,2392.144175875368,2432.8647905615767,-1188.072087937684,7.0,True,16.421682516878718,1.8216234109593632e-05,0.9999982758764607
PowerLaw_08,2397.026876615855,2437.7474913020637,-1190.5134383079276,7.0,True,21.30438325736577,1.5855998822024228e-06,0.9999998614763429
PowerLaw_09,2402.290224854318,2443.0108395405264,-1193.145112427159,7.0,True,26.56773149582841,1.1409643023016724e-07,0.9999999755727731
Tanh,2407.114952736123,2447.8355674223317,-1195.5574763680615,7.0,True,31.392459377633713,1.0223408369722337e-08,0.9999999857961814
Reciprocal,2407.8457446785305,2448.566359364739,-1195.9228723392653,7.0,True,32.12325132004116,7.0942461773825895e-09,0.9999999928904276
PowerLaw_10,2407.8457446785305,2448.566359364739,-1195.9228723392653,7.0,True,32.12325132004116,7.0942461773825895e-09,0.9999999999846738
Linear,2421.5158163293363,2462.236431015545,-1202.7579081646682,7.0,True,45.79332297084693,7.629356560457951e-12,0.9999999999923032
Exponential_proxy,2421.5158163293363,2462.236431015545,-1202.7579081646682,7.0,True,45.79332297084693,7.629356560457951e-12,0.9999999999999325
Sinh,2430.9914587628555,2471.712073449064,-1207.4957293814277,7.0,True,55.2689654043661,6.681566598281322e-14,0.9999999999999993
Cos,2442.0847610706223,2482.805375756831,-1213.0423805353112,7.0,True,66.36226771213296,2.606143422956239e-16,0.9999999999999996
Sin+Cos,2444.0420119719092,2489.852703493894,-1213.0210059859546,8.0,True,68.31951861341986,9.794599430033634e-17,0.9999999999999997
Recip_sq,2464.7712224800616,2505.49183716627,-1224.3856112400308,7.0,True,89.04872912157225,3.0881316780498544e-21,0.9999999999999997
Arctanh,2497.794791008575,2538.5154056947836,-1240.8973955042875,7.0,True,122.0722976500856,2.083142685245318e-28,0.9999999999999997
Exp_fast,2531.528942877281,2572.24955756349,-1257.7644714386406,7.0,True,155.80644951879185,9.85010849072162e-36,0.9999999999999997
Quadratic_pure,2531.528942877281,2572.24955756349,-1257.7644714386406,7.0,True,155.80644951879185,9.85010849072162e-36,0.9999999999999997
Cubic_pure,2612.175148836617,2652.8957635228257,-1298.0875744183086,7.0,True,236.45265547812778,3.0292833416572864e-53,0.9999999999999997
Sin,2807.3785837106407,2848.0991983968493,-1395.6892918553203,7.0,True,431.6560903521513,1.2400882412442413e-95,0.9999999999999997
