UID,TEST,Paradigm,theta_accuracy,theta_confidence,TSVR_hours,theta_accuracy_z,theta_confidence_z,calibration,abs_calibration
A015,T2,IFR,1.7857077,-0.21705914,23.69,1.8768162531456085,0.9227250590864426,-0.9540911940591659,0.9540911940591659
A015,T3,IFR,1.7846233,-0.22687851,70.59,1.8756468023675876,0.9063742617356345,-0.9692725406319531,0.9692725406319531
A015,T4,IFR,-0.09274579,-0.5862706,146.54,-0.14896657178683906,0.30792983678032565,0.45689640856716474,0.45689640856716474
A016,T1,IFR,1.8982425,-0.3271766,1.0,1.9981772909678484,0.7393621474896983,-1.25881514347815,1.25881514347815
A016,T2,IFR,1.1705568,-0.56220376,32.85,1.213418338533553,0.34800491529496796,-0.8654134232385851,0.8654134232385851
A016,T3,IFR,-0.06720384,-0.860986,80.64,-0.12142133635740966,-0.14951456490188078,-0.02809322854447112,0.02809322854447112
A016,T4,IFR,-0.7857009,-1.2751333,150.8,-0.8962709728594337,-0.8391350370588885,0.05713593580054521,0.05713593580054521
A017,T1,IFR,-0.07584843,0.053590354,1.0,-0.1307439318029763,1.373399087001958,1.5041430188049343,1.5041430188049343
A017,T2,IFR,1.0087,0.19406986,20.61,1.0388669177589422,1.6073195864380359,0.5684526686790936,0.5684526686790936
A017,T3,IFR,0.22324428,0.35307437,61.28,0.1918069741449273,1.872087134750662,1.6802801606057347,1.6802801606057347
A017,T4,IFR,1.0260882,-0.029758565,140.49,1.0576188949061063,1.2346100115339875,0.17699111662788125,0.17699111662788125
A018,T1,IFR,0.8998065,-0.29802382,1.0,0.9214327714140246,0.7879061170104203,-0.13352665440360423,0.13352665440360423
A018,T2,IFR,0.46910602,-0.45788598,34.03,0.4569519419876005,0.5217104463897521,0.06475850440215158,0.06475850440215158
A018,T3,IFR,-0.8570981,-0.9335735,83.64,-0.9732679399274162,-0.27038418308530665,0.7028837568421096,0.7028837568421096
A018,T4,IFR,0.042763263,-0.9365713,150.87,-0.0028293830559853812,-0.27537599216249325,-0.27254660910650785,0.27254660910650785
A019,T1,IFR,-0.457872,-2.0756469,1.0,-0.54273006345076,-2.172116241572611,-1.6293861781218513,1.6293861781218513
A019,T2,IFR,-0.7839532,-2.373974,28.69,-0.8943861986757863,-2.668877841996496,-1.7744916433207094,1.7744916433207094
A019,T3,IFR,-0.731604,-2.2976873,83.68,-0.8379311888373719,-2.541848473283239,-1.7039172844458672,1.7039172844458672
A019,T4,IFR,-0.75950915,-2.2863612,154.76,-0.8680249728453878,-2.5229887332108114,-1.6549637603654235,1.6549637603654235
A020,T1,IFR,0.072841056,-0.378014,1.0,0.029607446919120047,0.6547098708933407,0.6251024239742206,0.6251024239742206
A020,T2,IFR,-0.20886408,-0.5136545,26.85,-0.274192156979542,0.42884707846752357,0.7030392354470656,0.7030392354470656
A020,T3,IFR,-0.7968719,-1.018064,78.25,-0.9083181276374422,-0.41107417068822416,0.4972439569492181,0.4972439569492181
A020,T4,IFR,-2.0479772,-1.5175667,145.78,-2.2575491000380192,-1.2428248251478815,1.0147242748901377,1.0147242748901377
A021,T1,IFR,1.2711351,-0.3466501,1.0,1.3218851138812373,0.7069357034091754,-0.6149494104720619,0.6149494104720619
A021,T2,IFR,0.36641207,-0.40947,30.21,0.3462035837014064,0.6023306773741005,0.2561270936726941,0.2561270936726941
A021,T3,IFR,0.2283193,-0.29831088,74.19,0.1972800339821388,0.787428116905778,0.5901480829236392,0.5901480829236392
A021,T4,IFR,1.0181938,-0.20864159,140.39,1.0491053277519113,0.9367416053862863,-0.11236372236562508,0.11236372236562508
A022,T1,IFR,0.16907588,-1.2396909,1.0,0.1333900822930717,-0.7801178597831281,-0.9135079420761998,0.9135079420761998
A022,T2,IFR,0.4875518,-1.40694,24.15,0.47684444638837875,-1.0586139487588009,-1.5354583951471796,1.5354583951471796
A022,T3,IFR,0.77547616,-0.74001235,74.46,0.7873510554009165,0.0519256126184281,-0.7354254427824884,0.7354254427824884
A022,T4,IFR,0.44959623,-1.968053,141.71,0.43591197602068216,-1.9929554547723256,-2.428867430793008,2.428867430793008
A023,T1,IFR,0.5031585,-0.49672464,1.0,0.4936751983778109,0.4570379613894986,-0.03663723698831228,0.03663723698831228
A023,T2,IFR,-0.1653372,-0.62490255,25.63,-0.2272514121613695,0.24360155648163512,0.47085296864300463,0.47085296864300463
A023,T3,IFR,0.068792194,-0.663698,72.2,0.025241027870798738,0.1790010229358565,0.15375999506505778,0.15375999506505778
A023,T4,IFR,0.025527501,-0.34702584,145.07,-0.02141696631002876,0.7063100371396905,0.7277270034497193,0.7277270034497193
A024,T1,IFR,0.4014854,-0.3857919,1.0,0.3840277565677721,0.6417584425720888,0.2577306860043167,0.2577306860043167
A024,T2,IFR,0.27175164,-0.48210856,29.57,0.24411882391599368,0.48137603625002423,0.23725721233403055,0.23725721233403055
A024,T3,IFR,0.0076772394,-0.4839036,91.47,-0.040667245096452795,0.47838701197691974,0.5190542570733725,0.5190542570733725
A024,T4,IFR,-0.91121835,-0.9060695,145.65,-1.0316329053176694,-0.2245856919054624,0.807047213412207,0.807047213412207
A025,T1,IFR,1.2585467,-0.21331964,1.0,1.3083093907402934,0.928951915462498,-0.3793574752777954,0.3793574752777954
A025,T2,IFR,1.9095496,-0.34082785,23.33,2.0103712202302617,0.7166306665153364,-1.2937405537149254,1.2937405537149254
A025,T3,IFR,-0.28530517,-0.79121,72.94,-0.3566286123219181,-0.033326536958133694,0.3233020753637844,0.3233020753637844
A025,T4,IFR,-0.96083295,-1.3909258,137.74,-1.0851388372350435,-1.0319477839299662,0.05319105330507723,0.05319105330507723
A026,T1,IFR,0.5969401,-0.49681032,1.0,0.594812200484094,0.4568952906970796,-0.13791690978701437,0.13791690978701437
A026,T2,IFR,0.3370544,-0.49528146,26.48,0.31454335682720547,0.4594410833536102,0.14489772652640476,0.14489772652640476
A026,T3,IFR,0.7356694,-0.5871357,75.46,0.7444222040061408,0.306489309049098,-0.4379328949570428,0.4379328949570428
A026,T4,IFR,-0.094755605,-0.35571375,147.65,-0.1511340189607862,0.6918432988650293,0.8429773178258155,0.8429773178258155
A027,T1,IFR,0.16043636,-0.31150258,1.0,0.1240729544936177,0.7654618590488426,0.6413889045552249,0.6413889045552249
A027,T2,IFR,0.46374553,-0.54816264,28.26,0.45117102239974194,0.37138559121393017,-0.07978543118581177,0.07978543118581177
A027,T3,IFR,-0.9193564,-0.89747775,74.58,-1.0404092322303158,-0.2102790751735533,0.8301301570567625,0.8301301570567625
A027,T4,IFR,-0.42966694,-1.3732976,145.92,-0.5123128471457722,-1.0025940549372183,-0.4902812077914461,0.4902812077914461
A028,T1,IFR,1.7501152,0.23003227,1.0,1.8384321911604444,1.6672026622521334,-0.171229528908311,0.171229528908311
A028,T2,IFR,0.095417134,-0.27348408,22.82,0.05395419349027698,0.8287686484947744,0.7748144550044974,0.7748144550044974
A028,T3,IFR,0.1234633,-0.5850953,72.26,0.08420005355040781,0.30988689636015665,0.22568684280974882,0.22568684280974882
A028,T4,IFR,-0.8479047,-0.89578515,138.91,-0.9633534906627002,-0.2074606296321411,0.7558928610305591,0.7558928610305591
A029,T1,IFR,2.242445,0.2032756,1.0,2.369376001242443,1.6226485932077397,-0.7467274080347033,0.7467274080347033
A029,T2,IFR,0.29875055,-0.23989162,28.43,0.27323529044607364,0.8847053843520778,0.6114700939060042,0.6114700939060042
A029,T3,IFR,1.3977594,-0.35276702,93.26,1.458440707897618,0.6967500683499909,-0.7616906395476272,0.7616906395476272
A029,T4,IFR,0.5618795,-0.25487813,143.14,0.5570017560467252,0.8597504852082569,0.3027487291615317,0.3027487291615317
A030,T1,IFR,0.12693016,-0.71084976,1.0,0.08793882349165628,0.1004859173339755,0.01254709384231921,0.01254709384231921
A030,T2,IFR,0.890774,-0.24096577,32.95,0.9116918417271244,0.882916755450797,-0.02877508627632741,0.02877508627632741
A030,T3,IFR,0.30001456,-0.59410924,71.93,0.2745984382493993,0.29487726679407,0.020278828544670724,0.020278828544670724
A030,T4,IFR,0.70453537,-0.37904358,150.46,0.7108462951105037,0.6529954580607003,-0.05785083704980343,0.05785083704980343
A031,T1,IFR,1.83632,0.21379074,1.0,1.9313981358571835,1.640157957174611,-0.29124017868257246,0.29124017868257246
A031,T2,IFR,-0.20975925,-0.3242269,32.41,-0.27515753622424977,0.7442738624923592,1.019431398716609,1.019431398716609
A031,T3,IFR,-0.34666744,-0.76721454,71.56,-0.42280359792929006,0.006629682615975733,0.4294332805452658,0.4294332805452658
A031,T4,IFR,-0.9627389,-1.2054753,143.85,-1.0871942731538642,-0.7231434976971376,0.3640507754567266,0.3640507754567266
A032,T1,IFR,0.71397096,-0.2334175,1.0,0.7210219296241399,0.8954858136611693,0.1744638840370294,0.1744638840370294
A032,T2,IFR,-0.325758,-0.4512196,57.18,-0.4002542057529868,0.5328110188748993,0.9330652246278861,0.9330652246278861
A032,T3,IFR,0.41406077,-0.45501208,80.16,0.3975894277503633,0.5264959424558426,0.1289065147054793,0.1289065147054793
A032,T4,IFR,1.8328576,-0.25482178,144.51,1.9276641757190245,0.8598443168319475,-1.067819858887077,1.067819858887077
A033,T1,IFR,0.10781428,-0.30860895,1.0,0.06732366235318718,0.7702802086719058,0.7029565463187186,0.7029565463187186
A033,T2,IFR,-0.23640966,-0.7347773,29.16,-0.3038981694860336,0.06064279525553706,0.36454096474157066,0.36454096474157066
A033,T3,IFR,0.96893936,-0.250095,72.6,0.9959878036104617,0.8677151498794703,-0.1282726537309914,0.1282726537309914
A033,T4,IFR,-0.08949685,-0.55943835,168.33,-0.14546281356962817,0.3526097584266454,0.4980725719962735,0.4980725719962735
A034,T1,IFR,1.6616325,-0.04641245,1.0,1.7430096880652786,1.2068786704460495,-0.5361310176192291,0.5361310176192291
A034,T2,IFR,1.3464628,-0.021548213,26.08,1.4031208547255123,1.2482815405354206,-0.15483931419009167,0.15483931419009167
A034,T3,IFR,0.25853375,-0.31753966,74.28,0.2298642391278197,0.7554091701624255,0.5255449310346058,0.5255449310346058
A034,T4,IFR,-0.10638464,-1.0528941,145.38,-0.16367513296704161,-0.46907177204232153,-0.3053966390752799,0.3053966390752799
A035,T1,IFR,-0.65596753,-0.7573082,1.0,-0.7563624607958177,0.023125298712344974,0.7794877595081626,0.7794877595081626
A035,T2,IFR,0.8209889,-0.33170658,44.76,0.8364334135739774,0.7318190174331657,-0.1046143961408117,0.1046143961408117
A035,T3,IFR,-0.50477034,-1.0113604,79.98,-0.5933066958750435,-0.39991162104187433,0.19339507483316914,0.19339507483316914
A035,T4,IFR,-0.99131393,-0.8755591,152.47,-1.1180104766447099,-0.17378107129415063,0.9442294053505592,0.9442294053505592
A036,T1,IFR,0.8689254,-1.634751,1.0,0.8881296301182444,-1.4379551381920292,-2.326084768310274,2.326084768310274
A036,T2,IFR,-0.1759345,-2.3438737,21.63,-0.2386798709680108,-2.6187561024654946,-2.3800762314974837,2.3800762314974837
A036,T3,IFR,-0.7087776,-2.0187669,71.47,-0.813314487214891,-2.077402084420577,-1.264087597205686,1.264087597205686
A036,T4,IFR,-1.176061,-2.1569333,143.85,-1.317247478441647,-2.3074708981113434,-0.9902234196696964,0.9902234196696964
A037,T1,IFR,1.0822115,-0.053982724,1.0,1.118144011883334,1.1942729721106071,0.07612896022727322,0.07612896022727322
A037,T2,IFR,0.93259835,-0.4549343,23.7,0.9567965250983179,0.5266254584042126,-0.4301710666941053,0.4301710666941053
A037,T3,IFR,0.6126821,-0.74478394,72.08,0.6117888642129823,0.043980163864471025,-0.5678087003485113,0.5678087003485113
A037,T4,IFR,-0.28599942,-0.8572854,143.66,-0.35737731317274907,-0.14335248315158503,0.21402483002116404,0.21402483002116404
A038,T1,IFR,1.1545284,-0.32439503,1.0,1.1961328121130148,0.7439938995661642,-0.45213891254685057,0.45213891254685057
A038,T2,IFR,-0.09438367,-0.2553714,71.85,-0.15073291265764785,0.8589291129807889,1.0096620256384368,1.0096620256384368
A038,T3,IFR,0.9860895,-0.36756817,72.86,1.0144830494295034,0.6721038227956514,-0.342379226633852,0.342379226633852
A038,T4,IFR,-0.008316844,-0.37407354,152.89,-0.057915763425355996,0.6612713573154804,0.7191871207408363,0.7191871207408363
A039,T1,IFR,2.3421638,0.10765596,1.0,2.476915864985821,1.4634268349485815,-1.0134890300372397,1.0134890300372397
A039,T2,IFR,0.7976839,0.10201621,28.65,0.811300574785911,1.4540357630815248,0.6427351882956138,0.6427351882956138
A039,T3,IFR,0.839274,-0.24429365,98.84,0.8561526356518007,0.877375311194413,0.021222675542612368,0.021222675542612368
A039,T4,IFR,0.6956401,-0.61507744,246.24,0.7012533585352484,0.2599619118363471,-0.4412914466989013,0.4412914466989013
A040,T1,IFR,-0.5817445,-0.42340112,1.0,-0.6763180305297025,0.5791331687773381,1.2554511993070405,1.2554511993070405
A040,T2,IFR,-0.26374146,-0.5048996,26.26,-0.33337363497359734,0.44342536564140445,0.7767990006150018,0.7767990006150018
A040,T3,IFR,-1.6241969,-0.5793214,71.28,-1.8005312085358347,0.31950134910242334,2.120032557638258,2.120032557638258
A040,T4,IFR,-0.8882852,-0.70157135,143.53,-1.0069010811660906,0.11593593109735455,1.122837012263445,1.122837012263445
A041,T1,IFR,1.2497655,0.10194059,1.0,1.2988394708104172,1.4539098438732998,0.15507037306288263,0.15507037306288263
A041,T2,IFR,-1.167476,-0.39274108,31.78,-1.3079891467104499,0.6301869635531406,1.9381761102635906,1.9381761102635906
A041,T3,IFR,0.075356334,-0.41618338,75.74,0.0323200011556002,0.5911518424876496,0.5588318413320494,0.5588318413320494
A041,T4,IFR,0.66515946,-0.31845248,141.84,0.6683820857921853,0.7538891811165127,0.08550709532432743,0.08550709532432743
A042,T1,IFR,-1.02681,-1.1798056,1.0,-1.1562905455106152,-0.6803994048728482,0.47589114063776694,0.47589114063776694
A042,T2,IFR,-1.0026407,-1.2260817,28.93,-1.1302256186485506,-0.7574563986805706,0.37276921996798007,0.37276921996798007
A042,T3,IFR,-0.5476192,-1.1923577,72.17,-0.6395162427805327,-0.7013006280090659,-0.061784385228533245,0.061784385228533245
A042,T4,IFR,-0.8089415,-1.102174,146.02,-0.9213343606791263,-0.5511305658720774,0.3702037948070489,0.3702037948070489
A043,T1,IFR,0.9052307,0.15324675,1.0,0.9272823978527387,1.5393426796874243,0.6120602818346856,0.6120602818346856
A043,T2,IFR,0.115137,-0.04548595,25.62,0.07522071196701038,1.2084214388462142,1.133200726879204,1.133200726879204
A043,T3,IFR,0.2997891,-0.17105871,64.94,0.2743552951542198,0.9993230189331574,0.7249677237789376,0.7249677237789376
A043,T4,IFR,0.048738178,-0.42464492,149.33,0.0036141516132872933,0.5770620459105009,0.5734478942972137,0.5734478942972137
A044,T1,IFR,-0.8060287,-1.4557778,1.0,-0.9181931063207535,-1.1399365764690608,-0.2217434701483073,0.2217434701483073
A044,T2,IFR,-0.19541748,-0.95382005,47.66,-0.25969092419483436,-0.3040978771515254,-0.04440695295669106,0.04440695295669106
A044,T3,IFR,-1.4959046,-1.4880776,91.63,-1.662176791301325,-1.193720829865321,0.468455961436004,0.468455961436004
A044,T4,IFR,-1.0974785,-1.8753214,155.27,-1.2325016597734115,-1.8385427379059478,-0.6060410781325363,0.6060410781325363
A045,T1,IFR,-0.76336116,-0.65397245,1.0,-0.8721791005578967,0.19519559521240298,1.0673746957702996,1.0673746957702996
A045,T2,IFR,-0.47526395,-0.598393,24.66,-0.5614860847148712,0.2877441318109196,0.8492302165257908,0.8492302165257908
A045,T3,IFR,-0.4236594,-0.59754133,72.23,-0.5058341286590586,0.28916229647726405,0.7949964251363226,0.7949964251363226
A045,T4,IFR,-1.2165346,-1.1926738,151.52,-1.3608954708884473,-0.7018269842867688,0.6590684866016785,0.6590684866016785
A046,T1,IFR,-0.77469015,-0.9647301,1.0,-0.8843966366789702,-0.3222648284566687,0.5621318082223015,0.5621318082223015
A046,T2,IFR,-1.245836,-1.1796908,24.32,-1.392495014439816,-0.6802082447947707,0.7122867696450453,0.7122867696450453
A046,T3,IFR,-1.6056858,-1.8411375,73.05,-1.7805682610099915,-1.7816211613119004,-0.0010529003019088545,0.0010529003019088545
A046,T4,IFR,-1.0504586,-0.8365598,147.94,-1.1817939332541667,-0.10884109539718634,1.0729528378569804,1.0729528378569804
A047,T1,IFR,-0.5218471,-0.9438278,1.0,-0.6117228064136618,-0.28745920737651814,0.3242635990371437,0.3242635990371437
A047,T2,IFR,-0.38599724,-0.71825814,23.46,-0.4652180807856254,0.08814979800271697,0.5533678787883424,0.5533678787883424
A047,T3,IFR,-1.1630286,-1.4691287,76.85,-1.303192931854151,-1.1621679273959438,0.14102500445820731,0.14102500445820731
A047,T4,IFR,-0.8443499,-2.1670387,144.22,-0.9595198834829611,-2.3242979804545953,-1.364778096971634,1.364778096971634
A048,T1,IFR,1.4464241,-0.43822536,1.0,1.5109222380314784,0.5544484747369114,-0.956473763294567,0.956473763294567
A048,T2,IFR,-0.24025916,-0.58757037,23.91,-0.30804959033626583,0.3057655150496382,0.613815105385904,0.613815105385904
A048,T3,IFR,0.37180644,-0.54447675,81.15,0.3520210405378442,0.3775231784977754,0.02550213795993117,0.02550213795993117
A048,T4,IFR,0.32747135,-0.54475516,146.3,0.30420869685089225,0.37705958200528766,0.07285088515439542,0.07285088515439542
A049,T1,IFR,1.9369724,0.042168345,1.0,2.039944822955745,1.3543796433413047,-0.6855651796144404,0.6855651796144404
A049,T2,IFR,-0.40477413,-0.5844998,27.12,-0.4854676645363765,0.31087849763624725,0.7963461621726238,0.7963461621726238
A049,T3,IFR,0.5799155,-0.5180559,111.38,0.5764523409161337,0.42151805435906786,-0.15493428655706587,0.15493428655706587
A049,T4,IFR,0.29279515,-0.5881099,168.86,0.26681280136139435,0.30486711263739785,0.038054311276003505,0.038054311276003505
A050,T1,IFR,0.10375316,-0.45585206,1.0,0.06294402389538876,0.5250972434803756,0.4621532195849868,0.4621532195849868
A050,T2,IFR,-0.20866837,-0.41204536,24.73,-0.2739810972121439,0.5980422974204601,0.872023394632604,0.872023394632604
A050,T3,IFR,-0.78698945,-1.0213366,93.39,-0.897660585364062,-0.41652356503941496,0.48113702032464706,0.48113702032464706
A050,T4,IFR,-0.7662721,-1.2465863,148.69,-0.8753183490342639,-0.791599786633095,0.08371856240116882,0.08371856240116882
A051,T1,IFR,1.1308651,-0.16446207,1.0,1.1706135714310304,1.01030746333603,-0.16030610809500034,0.16030610809500034
A051,T2,IFR,-0.1484353,-0.26510713,17.16,-0.2090238760999226,0.8427175894011514,1.051741465501074,1.051741465501074
A051,T3,IFR,-0.51630783,-0.6704625,65.63,-0.6057490848983831,0.16773706519930712,0.7734861500976902,0.7734861500976902
A051,T4,IFR,-0.24947512,-0.9372713,146.99,-0.3179883690085365,-0.27654160239467374,0.04144676661386276,0.04144676661386276
A052,T1,IFR,0.8560208,-0.54505354,1.0,0.87421290703631,0.3765627323180335,-0.49765017471827655,0.49765017471827655
A052,T2,IFR,0.514484,-0.35872635,31.76,0.5058889707740455,0.6868268454572195,0.18093787468317402,0.18093787468317402
A052,T3,IFR,0.336497,-0.7488621,80.98,0.31394223928416887,0.037189385258086814,-0.2767528540260821,0.2767528540260821
A052,T4,IFR,-0.45561698,-0.50986373,153.27,-0.5402981795578673,0.4351593074672989,0.9754574870251662,0.9754574870251662
A053,T1,IFR,1.4144037,-0.407479,1.0,1.4763904400855699,0.6056460059059167,-0.8707444341796532,0.8707444341796532
A053,T2,IFR,0.28295353,-1.4468019,32.71,0.2561992914333356,-1.1249902894933062,-1.3811895809266417,1.3811895809266417
A053,T3,IFR,-0.83496577,-1.4735703,78.28,-0.9493997450381528,-1.1695638908348762,-0.2201641457967234,0.2201641457967234
A053,T4,IFR,-0.19286156,-1.4498922,148.9,-0.2569345403580956,-1.130136125636888,-0.8732015852787924,0.8732015852787924
A054,T1,IFR,0.06454673,0.08053217,1.0,0.020662587094461487,1.4182614532921334,1.397598866197672,1.397598866197672
A054,T2,IFR,0.59928095,-0.45485732,16.9,0.597336646125675,0.5267536422266029,-0.07058300389907213,0.07058300389907213
A054,T3,IFR,0.76526284,-0.22336246,72.83,0.7763366926010481,0.9122290386740031,0.13589234607295497,0.13589234607295497
A054,T4,IFR,1.2983474,-0.08711298,136.83,1.3512317068420825,1.1391058786986679,-0.21212582814341463,0.21212582814341463
A055,T1,IFR,-0.3203487,-0.5442102,1.0,-0.39442064793894316,0.3779670262226149,0.7723876741615581,0.7723876741615581
A055,T2,IFR,0.5494155,-1.1166618,23.24,0.5435601897453108,-0.5752550343317686,-1.1188152240770795,1.1188152240770795
A055,T3,IFR,-0.9620779,-0.78869855,74.48,-1.0864814301399652,-0.02914457721869148,1.0573368529212737,1.0573368529212737
A055,T4,IFR,-0.9730982,-0.8674088,149.21,-1.0983660653382543,-0.16020953832937868,0.9381565270088756,0.9381565270088756
A056,T1,IFR,0.8824607,-0.3793793,1.0,0.9027265197491441,0.6524364313933465,-0.2502900883557976,0.2502900883557976
A056,T2,IFR,0.3381003,-0.81827146,33.61,0.31567128800456823,-0.07838812934919351,-0.3940594173537617,0.3940594173537617
A056,T3,IFR,-0.26972502,-0.7588861,71.46,-0.3398264926804724,0.020497846733262756,0.36032433941373515,0.36032433941373515
A056,T4,IFR,-1.5637758,-1.1386805,147.84,-1.7353712100077232,-0.6119196372164996,1.1234515727912235,1.1234515727912235
A057,T1,IFR,0.009936852,-0.5011889,1.0,-0.03823040840049556,0.44960426548219296,0.48783467388268853,0.48783467388268853
A057,T2,IFR,-0.7343016,-0.5067597,24.78,-0.840840364804533,0.44032800622300605,1.281168371027539,1.281168371027539
A057,T3,IFR,-0.6061695,-0.66122895,73.83,-0.702658712246009,0.1831123799983781,0.8857710922443871,0.8857710922443871
A057,T4,IFR,-1.3534855,-1.2370822,145.06,-1.5085875923894387,-0.7757739634792863,0.7328136289101524,0.7328136289101524
A058,T1,IFR,1.2909634,-0.15271345,1.0,1.3432685709651857,1.0298707657446013,-0.31339780522058436,0.31339780522058436
A058,T2,IFR,-1.1071848,-0.61431795,22.96,-1.2429692363933904,0.2612265822866881,1.5041958186800786,1.5041958186800786
A058,T3,IFR,-0.0076611126,-0.67453474,66.28,-0.057208602234003356,0.16095614432517202,0.2181647465591754,0.2181647465591754
A058,T4,IFR,-0.8837645,-1.2803134,143.48,-1.0020258173038632,-0.8477607192927713,0.1542650980110919,0.1542650980110919
A059,T1,IFR,0.98924613,-0.75498015,1.0,1.0178872576639413,0.027001868570956003,-0.9908853890929853,0.9908853890929853
A059,T2,IFR,1.1210508,-0.533682,30.4,1.160029524242971,0.39549813714610377,-0.7645313870968673,0.7645313870968673
A059,T3,IFR,1.5913445,-0.6213782,79.78,1.6672089168687279,0.2494701542270424,-1.4177387626416855,1.4177387626416855
A059,T4,IFR,0.5147332,-0.39551023,151.93,0.5061577158255789,0.6255758927325085,0.11941817690692957,0.11941817690692957
A060,T1,IFR,0.089007095,-0.59167314,1.0,0.0470414075296583,0.2989337569178053,0.25189234938814703,0.25189234938814703
A060,T2,IFR,0.9243096,-0.5356161,24.87,0.947857678605952,0.3922775560745891,-0.555580122531363,0.555580122531363
A060,T3,IFR,-0.42468035,-0.51016915,94.68,-0.5069351529783325,0.4346507350714238,0.9415858880497563,0.9415858880497563
A060,T4,IFR,0.6639469,-0.0043468704,143.91,0.6670744232733756,1.276924484737994,0.6098500614646183,0.6098500614646183
A061,T1,IFR,2.6159682,0.38957322,1.0,2.7721950687902948,1.9328634676404035,-0.8393316011498912,0.8393316011498912
A061,T2,IFR,0.83355284,-0.19454269,35.16,0.8499827582881133,0.9602184941041275,0.1102357358160142,0.1102357358160142
A061,T3,IFR,0.720659,-0.19571824,82.55,0.728234520532878,0.9582610182349282,0.2300264977020502,0.2300264977020502
A061,T4,IFR,-0.44061255,-0.36124137,146.56,-0.5241169343187844,0.6826389411055932,1.2067558754243777,1.2067558754243777
A062,T1,IFR,1.5698215,-0.23546267,1.0,1.6439978424539863,0.8920802835489573,-0.751917558905029,0.751917558905029
A062,T2,IFR,0.29121718,-0.7131469,44.69,0.2651110693029346,0.0966608174929026,-0.16845025181003198,0.16845025181003198
A062,T3,IFR,-0.99807596,-0.8465645,92.72,-1.125302860676895,-0.1255004963827518,0.9998023642941432,0.9998023642941432
A062,T4,IFR,-1.3407863,-1.4831631,149.18,-1.4948923790730941,-1.1855374134566772,0.30935496561641695,0.30935496561641695
A063,T1,IFR,1.0055077,-1.1761686,1.0,1.0354242418841024,-0.6743432271379337,-1.7097674690220361,1.7097674690220361
A063,T2,IFR,0.5848471,-1.960452,21.98,0.5817707321526592,-1.9802985928083205,-2.5620693249609796,2.5620693249609796
A063,T3,IFR,-0.0073365774,-2.2781718,69.99,-0.05685861335339178,-2.509352092588785,-2.452493479235393,2.452493479235393
A063,T4,IFR,-1.0480841,-2.0773058,141.09,-1.1792331984031792,-2.174878571307131,-0.9956453729039518,0.9956453729039518
