UID,TEST,Paradigm,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A071,T4,IFR,153.27,0.3867004,-0.7379681,0.3680831514838175,0.0553296107857635,-0.10322799357564799
A072,T1,IFR,1.0,0.7837958,-0.034344774,0.7963232146326158,1.2269732513378186,0.49803017161867236
A072,T2,IFR,33.76,1.3752688,0.010983466,1.434186143467372,1.30245190898172,0.29146716434371045
A072,T3,IFR,83.54,-0.50578904,-0.5860369,-0.594405293724149,0.3083189840821265,0.450633980668513
A072,T4,IFR,154.89,0.22475065,-0.8099445,0.1934314905304746,-0.0645224296649688,-0.11214050940781703
A073,T1,IFR,1.0,1.0453852,-0.95517385,1.078429381500971,-0.3063521673405623,-0.6274892492127598
A073,T2,IFR,66.66,-0.18324019,-0.99757874,-0.2465585548987376,-0.3769629868812572,-0.14152692387940974
A073,T3,IFR,66.9,1.1016877,-1.181125,1.1391477533467167,-0.682596413644761,-0.9002486553170602
A073,T4,IFR,140.12,1.1862053,-1.0928098,1.230294168946557,-0.5355376982489571,-0.8398128886382572
A074,T1,IFR,1.0,1.1920998,-0.3028804,1.2366509815720133,0.7798191465227019,0.025882169265851906
A074,T2,IFR,29.33,-0.18063918,-0.6803496,-0.2437535445998254,0.151273486732748,0.20602772319119356
A074,T3,IFR,73.02,-0.33134934,-0.85118,-0.4062840811801169,-0.1331860307065072,0.08358790856237008
A074,T4,IFR,147.21,-0.77555984,-0.46789822,-0.8853345374970605,0.5050384901168288,0.6974234084322878
A075,T1,IFR,1.0,0.6835109,-0.91026443,0.6881728509948831,-0.2315709109501492,-0.4212656354244864
A075,T2,IFR,28.68,0.15669091,-0.46800318,0.1200337444082813,0.5048637151883005,0.29320578582487894
A075,T3,IFR,71.37,-1.2112106,-1.541985,-1.3551539032545634,-1.283485139908527,-0.29431673539384395
A075,T4,IFR,244.53,-0.9596083,-1.0237373,-1.083818136483196,-0.4205211085885517,0.16625280760738614
A076,T1,IFR,1.0,-0.23747711,-1.0622616,-0.3050493408554531,-0.4846701346851077,-0.1891129775470926
A076,T2,IFR,27.3,-0.96419734,-0.99746597,-1.0887671003326698,-0.3767752070728529,0.19711812364949183
A076,T3,IFR,74.88,-1.6650329,-0.87488204,-1.844570024444416,-0.1726536597744362,0.6356469648003917
A076,T4,IFR,149.28,-1.514256,-1.6338801,-1.6819675133667753,-1.4365049525474491,-0.263962212002256
A077,T1,IFR,1.0,0.94863856,-0.27882484,0.974094787791162,0.8198754420610315,0.15785583422745553
A077,T2,IFR,53.88,-0.2102372,-0.62121236,-0.2756729724095643,0.2497463039426206,0.2838582025200408
A077,T3,IFR,78.36,-0.27487096,-0.42743823,-0.3453760348573899,0.5724107448852839,0.5248616149068834
A077,T4,IFR,149.75,0.36480424,-0.40206105,0.3444696496877348,0.6146677458451195,0.27547523614496605
A078,T1,IFR,1.0,-0.96974343,-1.1230874,-1.094748176748637,-0.5859546702001954,0.06144550991972636
A078,T2,IFR,26.17,0.103746764,-1.0146086,0.0629371262495235,-0.4053203855506865,-0.284645366403769
A078,T3,IFR,72.3,-0.52161014,-1.3594139,-0.6114672613598442,-0.9794755081078992,-0.39256464439499383
A078,T4,IFR,140.08,-1.1577317,-1.5598034,-1.2974805897054056,-1.313155581852933,-0.33708328413432664
A079,T1,IFR,1.0,0.29714143,-0.45322734,0.2714999652561722,0.5294678156069594,0.24856562112664918
A079,T2,IFR,26.11,-0.019604485,-0.37600887,-0.0700887074953224,0.6580487281002722,0.4707399183218496
A079,T3,IFR,74.0,-0.63756335,-0.76996493,-0.736514819132374,0.002049850149566,0.30558980534642316
A079,T4,IFR,194.42,-0.8638559,-0.9996456,-0.9805557621956849,-0.3804046342590921,0.15122743273136896
A080,T1,IFR,1.0,-0.03166884,-0.3029975,-0.0830992841654362,0.7796241565824329,0.5562198255561629
A080,T2,IFR,29.03,0.46226197,-0.29490125,0.4495711050295457,0.7931056877857057,0.3510148753391529
A080,T3,IFR,72.87,0.26095873,-0.7880184,0.2324794131850729,-0.0280120203623807,-0.10373555550650235
A080,T4,IFR,145.77,-0.27738324,-0.8342689,-0.3480853559571746,-0.1050263861387546,0.0787830701652128
A081,T1,IFR,1.0,-0.21233271,-0.6205475,-0.2779328357439896,0.2508534005411456,0.2854973224007892
A081,T2,IFR,31.39,-0.2756375,-0.594332,-0.3462026954986515,0.2945063363150407,0.3417527590817941
A081,T3,IFR,80.13,1.1896797,-0.37709534,1.2340410702589473,0.6562395844589048,-0.05464207147911959
A081,T4,IFR,154.53,0.5770681,-0.5964945,0.5733816159573205,0.2909054332763403,-0.030246011149457075
A082,T1,IFR,1.0,0.23409934,-0.49522758,0.2035134093740536,0.4595308020383386,0.22972792005537662
A082,T2,IFR,27.97,1.3762386,-0.49281362,1.4352320060314856,0.4635504255755877,-0.2627012991548829
A082,T3,IFR,75.71,0.45864242,-0.68815684,0.4456676694305178,0.1382732026911931,-0.07966266545530507
A082,T4,IFR,170.25,-0.5385982,-0.88679665,-0.6297877150522707,-0.1924933616722067,0.13427595918461271
A083,T1,IFR,1.0,2.0915012,-0.044387117,2.2065934999998715,1.2102511688294393,-0.07985825115802547
A083,T2,IFR,25.15,0.5282948,-0.55142516,0.5207829681966684,0.3659529816500826,0.04043364817858064
A083,T3,IFR,74.3,0.067734525,-0.57234025,0.0241004046368088,0.3311260632058326,0.2170836739377324
A083,T4,IFR,144.91,0.35439134,-0.62404305,0.3332400535917787,0.245032759331005,0.03599760778854108
A084,T1,IFR,1.0,0.4183016,-1.8201778,0.4021628710765849,-1.746719960192711,-1.3064359053295005
A084,T2,IFR,27.25,-0.43802726,-1.6724533,-0.5213288769581149,-1.50073540484451,-0.7728722294862026
A084,T3,IFR,91.97,-0.0573422,-0.9753281,-0.1107862362370085,-0.3399121673718807,-0.17164309157521934
A084,T4,IFR,162.51,-0.6182798,-1.7685333,-0.7157188374369603,-1.6607237349986497,-0.800344493161115
A085,T1,IFR,1.0,-0.031216,-0.47304928,-0.0826109273872003,0.4964611640560066,0.36911128203765203
A085,T2,IFR,24.51,1.1066616,-0.102274835,1.144511762222407,1.113859002517473,0.28341243686223466
A085,T3,IFR,71.4,0.061248675,-0.12087421,0.0171058617295536,1.0828881142143856,0.7161235576953298
A085,T4,IFR,170.65,-0.76523185,-0.66361755,-0.8741965109931016,0.1791349848546835,0.477821825681863
A086,T1,IFR,1.0,0.38950622,-0.40770036,0.3711090352739198,0.6052774066473516,0.258569239317037
A086,T2,IFR,23.47,-0.14577931,-0.17299093,-0.206159573654408,0.9961055683576951,0.7485798295993911
A086,T3,IFR,145.29,-1.0502772,-0.9114661,-1.1815983058370392,-0.2335718807325837,0.3289577913315541
A086,T4,IFR,169.55,-0.8074584,-0.8703605,-0.9197349393872756,-0.1651245836469887,0.2688844311430295
A087,T1,IFR,1.0,0.78208005,0.15553473,0.7944728963253588,1.5431525266860304,0.7074797719425149
A087,T2,IFR,31.07,1.0232055,-0.19448192,1.05451010132643,0.9603196857238556,0.21823878064917646
A087,T3,IFR,72.8,0.5696994,-0.41644767,0.5654349800775683,0.5907117580187026,0.17084639630620482
A087,T4,IFR,144.2,0.74973524,-0.2283848,0.759591244518423,0.9038660516833044,0.29951547632397757
A088,T1,IFR,1.0,1.4914855,-0.42068657,1.559517857073082,0.5836533219998602,-0.23337893601004112
A088,T2,IFR,24.25,2.2012293,-0.11636925,2.324927705012565,1.090389582030905,-0.20654112713679162
A088,T3,IFR,74.91,1.2592479,-0.25910395,1.3090655866878669,0.8527138294491814,0.044892359803031856
A088,T4,IFR,149.93,1.9822054,-0.34813434,2.088725500788854,0.704464210079159,-0.3663453259983089
A089,T1,IFR,1.0,0.9941269,-0.19160081,1.023150832243286,0.9651171875753376,0.2340102358210952
A089,T2,IFR,32.14,1.1067888,-0.2831391,1.144648938669257,0.8126915197749075,0.08456051581113411
A089,T3,IFR,79.34,0.42236474,-0.74041444,0.4065446879653789,0.0512560694494888,-0.1213762890686534
A089,T4,IFR,146.96,-0.14824519,-0.38685876,-0.2088188555471657,0.6399819526687973,0.5145760927347869
A090,T1,IFR,1.0,0.5147539,-1.3449049,0.5061800393511275,-0.9553157383097474,-0.825849281439522
A090,T2,IFR,23.54,-0.14470427,-1.1817334,-0.2050002169922873,-0.6836094954522732,-0.3606444876640892
A090,T3,IFR,95.42,-1.0755081,-2.2726116,-1.2088080952460851,-2.500093483998828,-1.156207156637531
A090,T4,IFR,144.07,-0.72259337,-2.2498128,-0.828213844440508,-2.462129891768206,-1.2841256450036598
A091,T1,IFR,1.0,0.56830114,-0.36837342,0.5639270528875318,0.6707629547392753,0.22429326521913492
A091,T2,IFR,22.2,-0.024470944,-0.46773705,-0.0753368486459654,0.5053068635470009,0.37202643858128087
A091,T3,IFR,73.64,-1.0722411,-1.0759306,-1.2052848605616568,-0.5074311722046426,0.15770747410197017
A091,T4,IFR,142.61,-0.80329055,-0.65007615,-0.9152401999690032,0.2016835482804669,0.5092031277574065
A092,T1,IFR,1.0,-0.20546757,-0.6225423,-0.2705292546722236,0.2475317444109263,0.28032891116490966
A092,T2,IFR,22.83,-1.1036576,-0.5257361,-1.239165393914383,0.4087293119230788,0.776071326263087
A092,T3,IFR,71.31,-0.9559158,-0.8229692,-1.0798360293291545,-0.0862106062236554,0.3853262864387479
A092,T4,IFR,146.16,-1.0151985,-1.1169113,-1.143768341795205,-0.5756704911216672,0.08793735027310906
A093,T1,IFR,1.0,0.5351138,-0.3699072,0.5281367904535156,0.6682089695079699,0.23699311170087675
A093,T2,IFR,22.09,1.1764531,-1.7352765,1.219777092335144,-1.6053459258992515,-1.541752265757947
A093,T3,IFR,70.22,0.49807674,-2.3204355,0.4881948699144063,-2.5797278085456488,-1.8908737665295128
A093,T4,IFR,140.95,0.36329606,-2.1397004,0.3428431813417409,-2.278775405868283,-1.633795641939952
A094,T1,IFR,1.0,-0.95102084,-0.990814,-1.0745571518112813,-0.3656986295069137,0.1987180193894253
A094,T2,IFR,22.98,-0.08161993,-1.0715034,-0.1369680973925633,-0.500059187033344,-0.26683042529153383
A094,T3,IFR,76.21,-1.1016859,-1.1644566,-1.2370390511450875,-0.6548409027960803,0.0731676283488007
A094,T4,IFR,149.99,-0.83792824,-0.9595279,-0.9525945650735308,-0.3136023462425985,0.1840839147585533
A095,T1,IFR,1.0,1.80899,-0.28562433,1.9019246115457549,0.8085532204644478,-0.22255391747860098
A095,T2,IFR,29.71,-0.14235677,-0.93091863,-0.2024685997833199,-0.2659634064608654,-0.08597924294997585
A095,T3,IFR,78.76,-0.18422538,-0.73501414,-0.2476210145188026,0.0602484193592661,0.14749775466123866
A095,T4,IFR,148.79,-0.21127401,-1.2197272,-0.276791100647447,-0.7468751555085839,-0.3735493854030129
A096,T1,IFR,1.0,-0.41371152,-0.25904235,-0.4951060246331831,0.8528164031496135,0.7701369317535662
A096,T2,IFR,24.49,-0.7807312,-0.85831016,-0.8909114933947242,-0.1450588699251983,0.2705441251003122
A096,T3,IFR,71.19,-1.6348042,-0.57551444,-1.8119704516543356,0.3258405370017114,0.9515933566212657
A096,T4,IFR,143.66,-1.5612783,-0.37602592,-1.7326778281208663,0.6580203371653311,1.138989738129804
A097,T1,IFR,1.0,0.35705918,-0.77765137,0.3361171354468465,-0.0107492828690639,-0.13399725732983317
A097,T2,IFR,24.37,-0.31381193,-2.1933274,-0.3873711913157006,-2.3680728057556264,-1.3992340534461274
A097,T3,IFR,70.83,0.67599416,-1.6234986,0.680066564162366,-1.419218120225476,-1.201958013151653
A097,T4,IFR,144.85,-0.4779618,-2.2878835,-0.5643955302898287,-2.525523602434309,-1.4320113400261598
A098,T1,IFR,1.0,0.4863022,-0.28488624,0.4754968387784424,0.8097822565448335,0.35160215778736914
A098,T2,IFR,25.77,0.35508934,-0.5906009,0.3339927985595569,0.30071920536831,0.07245295324354167
A098,T3,IFR,78.84,1.2622093,-0.14794968,1.3122592528018755,1.0378031929671074,0.16578379272100552
A098,T4,IFR,146.29,-0.91847074,-0.6385353,-1.0394541088661862,0.2209008809205521,0.5718153400521165
A099,T1,IFR,1.0,0.5947077,-0.14926603,0.592404710704627,1.0356112629254923,0.45367850512362473
A099,T2,IFR,28.75,0.9436256,-0.16806515,0.9686886553933493,1.004307767742652,0.28177020666791214
A099,T3,IFR,78.57,0.5655428,-0.24285866,0.5609523730101375,0.8797647955188083,0.36344834974639373
A099,T4,IFR,143.51,1.2966081,0.1440323,1.349355991480397,1.523999169396117,0.4718046762744408
A100,T1,IFR,1.0,0.15649687,-1.2366389,0.1198244856209637,-0.7750357991708212,-0.5515553195732569
A100,T2,IFR,31.14,1.812935,-1.4770895,1.9061790225742428,-1.1754239130192896,-1.5338617556191105
A100,T3,IFR,75.34,0.31755033,-1.1177263,0.2935095594866707,-0.5770275944634202,-0.49066441007542705
A100,T4,IFR,146.8,0.07595712,-2.2838976,0.0329679075140695,-2.518886451256526,-1.6677371928793727
A101,T1,IFR,1.0,-0.3487501,-1.167295,-0.4250496034229761,-0.6595672857718244,-0.2563268925287178
A101,T2,IFR,29.12,-1.0621837,-1.1707814,-1.1944386467522985,-0.6653726907910731,0.0490927320478472
A101,T3,IFR,75.21,-1.3082596,-2.110573,-1.4598145714177495,-2.230273698044265,-0.8772119108737384
A101,T4,IFR,150.22,-0.9258172,-2.1845388,-1.0473767604363635,-2.3534384027748536,-1.1242884607132537
A102,T1,IFR,1.0,-0.45942888,-0.4115233,-0.5444090513955085,0.5989116095316204,0.622354722195124
A102,T2,IFR,29.13,1.2470385,-0.42539954,1.2958985889663897,0.5758054847770608,-0.13259887637446416
A102,T3,IFR,75.27,-0.7463703,-0.6285222,-0.8538556272581497,0.2375742692289036,0.5082209396031332
A102,T4,IFR,150.41,0.35073677,-0.6106468,0.3292988513326195,0.2673396251493584,0.052306227740963246
A103,T1,IFR,1.0,1.6094108,-1.2241428,1.6866921782030702,-0.7542278248531784,-1.1676141015537616
A103,T2,IFR,27.26,-0.4749365,-2.2234173,-0.5611329524230388,-2.418177227648893,-1.3624647532542011
A103,T3,IFR,80.24,-1.2749491,-2.112029,-1.4238914893988746,-2.2326981673272,-0.8932513572825685
A103,T4,IFR,149.72,-0.7590711,-2.1594713,-0.8675525660643918,-2.3116970677817346,-1.1690148887919003
A104,T1,IFR,1.0,1.8006684,-0.12201773,1.8929503385889308,1.0809839733390956,-0.03911872001333028
A104,T2,IFR,22.6,0.63661397,-0.29385793,0.6375977391585718,0.7948429798820464,0.2765853672280698
A104,T3,IFR,72.62,-0.25256342,-0.45470965,-0.3213188880400398,0.5269995360308688,0.48521662176349717
A104,T4,IFR,145.78,-1.6931355,-1.1940105,-1.8748767446900927,-0.7040528002829914,0.2970588431478427
A105,T1,IFR,1.0,0.6124308,0.23106097,0.6115178544559585,1.6689156097461963,0.8640321399891403
A105,T2,IFR,22.77,0.6128357,0.006493715,0.6119545112431409,1.294975766545231,0.6170237448397076
A105,T3,IFR,69.46,-0.43068558,-0.5194016,-0.5134113802890066,0.4192772519455746,0.4913210484687942
A105,T4,IFR,146.2,-0.08775301,-0.64115167,-0.1435822021303584,0.2165442128588808,0.2088487698109169
A106,T1,IFR,1.0,1.270947,0.029379582,1.3216822609751642,1.3330843390416895,0.3569075549385413
A106,T2,IFR,22.64,-0.42703262,-0.37642252,-0.5094719143040567,0.6573599357109272,0.6468929206725662
A106,T3,IFR,66.08,0.37435147,-0.22330713,0.3547656802589681,0.9123211718370696,0.46781400328419576
A106,T4,IFR,147.13,1.085603,-0.42896435,1.1218015112504107,0.5698695147602335,-0.06653977023357432
A107,T1,IFR,1.0,-0.8262498,-2.1409245,-0.9400001711745346,-2.280813725132872,-1.1195092745877047
A107,T2,IFR,26.22,-1.2923126,-2.2612455,-1.4426168292957462,-2.481167137627419,-1.0497359829448905
A107,T3,IFR,71.45,-0.8783097,-1.7788577,-0.9961431908708596,-1.6779154868288264,-0.6989775197430285
A107,T4,IFR,145.95,-0.54525477,-2.1289704,-0.6369663677315875,-2.2609082661664317,-1.2281727089921206
A108,T1,IFR,1.0,-0.5137304,-0.76647896,-0.602969504006835,0.0078545391511003,0.255743600416565
A108,T2,IFR,27.61,-0.843856,-1.1847253,-0.958987246320231,-0.68859148010036,-0.0608720887722044
A108,T3,IFR,68.96,-0.07909426,-0.97185624,-0.134244336099199,-0.3341309737423121,-0.15839814565392185
A108,T4,IFR,152.12,-1.6712129,-1.0818222,-1.8512347291734543,-0.5172416139816631,0.4108677274816765
A109,T1,IFR,1.0,-0.14437068,-1.3733232,-0.2046404631329734,-1.002636682968567,-0.57137483401058
A109,T2,IFR,24.65,-1.270778,-1.3824699,-1.4193932450792477,-1.017867378840974,-0.09316521551376367
A109,T3,IFR,71.17,0.009080338,-0.9749525,-0.03915409980928,-0.3392867342244421,-0.2000223947784603
A109,T4,IFR,149.87,-1.5646012,-2.2348204,-1.7362613471085888,-2.43716518484686,-0.9026620593614747
A010,T1,ICR,1.0,2.3076186,-0.3493979,2.4396612439816803,0.7023601837006249,-0.5344036560093932
A010,T2,ICR,21.9,0.50561595,-0.43895903,0.4963253890956712,0.5532267986525631,0.13128985708157073
A010,T3,ICR,80.88,-0.34386626,-0.5524379,-0.4197827180598905,0.3642666100693133,0.3694666683623721
A010,T4,ICR,145.31,0.39210933,-0.95310575,0.3739163102783224,-0.3029084551674589,-0.3665324698731864
A011,T1,ICR,1.0,0.5639205,0.20117466,0.5592028340972055,1.6191501972631723,0.7861461204492715
A011,T2,ICR,24.57,-0.21693763,-0.35665527,-0.282898925080696,0.6902755197995971,0.5236945077087634
A011,T3,ICR,72.55,-0.11885676,-0.6309244,-0.1771254561296855,0.2335742279435551,0.1911639320061638
A011,T4,ICR,148.85,-0.40435803,-1.0681462,-0.4850189293199116,-0.4944689203598062,-0.15239468111922588
A012,T1,ICR,1.0,0.84081537,-0.050886992,0.8578148971288554,1.1994278533895908,0.40169712053368517
A012,T2,ICR,25.6,-0.011747679,-0.65453064,-0.0616156828831313,0.1942661209616875,0.12088840292450585
A012,T3,ICR,166.33,0.46904305,-0.4952974,0.4568840331758225,0.459414540743466,0.08692952555835143
A012,T4,ICR,166.87,-1.1657566,-1.0177246,-1.306134892129364,-0.4105090162413639,0.22256793762884386
A013,T1,ICR,1.0,-0.06196794,-0.45633644,-0.115774778511006,0.5242906745028562,0.352463628496015
A013,T2,ICR,24.77,-0.72638094,-0.8638005,-0.8322984780473957,-0.1542011506139833,0.20045802249831535
A013,T3,ICR,79.66,1.0730467,-0.4738455,1.108260405750535,0.4951353323716257,-0.14529484067613635
A013,T4,ICR,147.13,-1.4795078,-1.4687135,-1.6444939708318904,-1.1614765540125134,-0.1236774051027748
A014,T1,ICR,1.0,0.5662233,-0.32732219,0.561686245432162,0.7391197172129794,0.2242001217796057
A014,T2,ICR,25.66,1.1082016,-0.40765393,1.1461725462487369,0.6053547199088947,-0.08987717198184253
A014,T3,ICR,70.56,0.03844115,-0.44074836,-0.0074904845042928,0.5502472824286382,0.3266195330296944
A014,T4,ICR,148.87,-0.97037005,-0.8261321,-1.0954239432983632,-0.0914773327998892,0.3434470162669036
A015,T1,ICR,1.0,1.659924,0.1802804,1.741167188384119,1.5843579640491172,0.3012639068130776
A015,T2,ICR,23.69,1.7755525,-0.23150212,1.8658645687662665,0.8986752229847604,-0.1846386238061749
A015,T3,ICR,70.59,1.6194718,-0.21519952,1.6975422743646975,0.9258216192292532,-0.10144102019738033
A015,T4,ICR,146.54,-0.014565401,-0.3840633,-0.0646544021612085,0.6446368337825847,0.4091659569161334
A016,T1,ICR,1.0,1.3016679,-0.3542506,1.3548126375949583,0.6942796740239076,-0.1148685270268891
A016,T2,ICR,32.85,1.4167509,-0.60945356,1.4789217337651814,0.2693265576542828,-0.4343391403670614
A016,T3,ICR,80.64,-0.14719886,-0.96980375,-0.207690460644393,-0.3307132546773862,-0.15657479750976727
A016,T4,ICR,150.8,-1.0612006,-1.8449149,-1.1933784410534118,-1.787911127156241,-0.6995953182485903
A017,T1,ICR,1.0,-0.64893633,-0.018256454,-0.7487797954413165,1.2537628376386665,1.0652670009697065
A017,T2,ICR,20.61,0.68695086,0.2814095,0.6918826111372302,1.7527538408079737,0.8193713229334848
A017,T3,ICR,61.28,0.23617989,0.20765562,0.2057571393779374,1.6299420162493898,0.9313888461950145
A017,T4,ICR,140.49,1.1511014,-0.0057707797,1.1924370284388377,1.274553451524027,0.31859116134606624
A018,T1,ICR,1.0,1.2432209,-0.19164847,1.2917815700709887,0.9650378261701008,0.08240055329222418
A018,T2,ICR,34.03,0.6348993,-0.3532238,0.6357485855569956,0.695989457718769,0.16771360864232754
A018,T3,ICR,83.64,-0.3062067,-0.77008784,-0.3791694741075406,0.0018451856443699,0.12254291575377685
A018,T4,ICR,150.87,0.14981274,-0.82932794,0.1126161113781627,-0.0967989096633342,-0.13285704435557003
A019,T1,ICR,1.0,-0.40954873,-2.6292453,-0.4906167420767113,-3.0939447552279318,-1.807234410881047
A019,T2,ICR,28.69,-0.72419274,-2.3639765,-0.8299386549263467,-2.652230430144748,-1.3928299647597018
A019,T3,ICR,83.68,-0.7890297,-2.5121644,-0.8998608545911528,-2.898986619466652,-1.5227517793221357
A019,T4,ICR,154.76,-0.43077806,-2.2657363,-0.5135111136050813,-2.4886450268140994,-1.412424741197946
A020,T1,ICR,1.0,-0.19779886,-0.19504109,-0.262259078652381,0.9593885796188152,0.6871602471725897
A020,T2,ICR,26.85,0.26416394,-0.40889826,0.2359360116065231,0.6032827145085959,0.2651326227995421
A020,T3,ICR,78.25,-0.7218849,-1.1125457,-0.8274498082982132,-0.5684010796508004,-0.06547107355073645
A020,T4,ICR,145.78,-2.0933332,-1.3864412,-2.3064624249069974,-1.0244802187196282,0.22279166275239692
A021,T1,ICR,1.0,1.0224657,-0.45067868,1.0537122779350798,0.5337117358560294,-0.09935040971604908
A021,T2,ICR,30.21,0.23119716,-0.61890185,0.2003836079548753,0.2535936669391282,0.05614169120466064
A021,T3,ICR,74.19,-0.09928185,-0.62426436,-0.1560152627239396,0.244664243330314,0.1899692277465802
A021,T4,ICR,140.39,0.77135384,-0.394627,0.7829054169545393,0.6270466097687496,0.06615858413954206
A022,T1,ICR,1.0,0.08487166,-0.76185286,0.0425816254582776,0.0155577241440861,-0.033819091160644105
A022,T2,ICR,24.15,0.80793685,-1.8644159,0.8223576758136778,-1.8203833630673136,-1.5093955556142669
A022,T3,ICR,74.46,0.55696887,-0.75436324,0.5517059795121685,0.0280291208685765,-0.22517629783924636
A022,T4,ICR,141.71,0.63891745,-1.9319844,0.6400818838267346,-1.9328955558860057,-1.5097606834600281
A023,T1,ICR,1.0,0.8567801,-0.4516211,0.8750317598357857,0.5321424581488702,-0.03040262266203081
A023,T2,ICR,25.63,0.26234666,-0.7390129,0.2339762001809587,0.0535898542563606,-0.08450087562952646
A023,T3,ICR,72.2,0.40942284,-0.8163186,0.3925877394002093,-0.0751363099234565,-0.22864884368704025
A023,T4,ICR,145.07,0.22926755,-0.57013416,0.1983026563541956,0.3347995504588483,0.1087208636391815
A024,T1,ICR,1.0,-0.18276915,-0.828012,-0.2460505706729178,-0.0946076623362834,0.008947124347423521
A024,T2,ICR,29.57,0.632458,-0.37942925,0.633115811502788,0.652353256777493,0.1409284452278522
A024,T3,ICR,91.47,-0.5480257,-0.6642277,-0.6399546250576126,0.1781189890215908,0.3369979761396037
A024,T4,ICR,145.65,-1.3661549,-0.8515781,-1.5222506684564427,-0.133848929897123,0.4835273155901617
A025,T1,ICR,1.0,1.6351862,-0.31803262,1.7144891733928544,0.7545883141337745,-0.2172275847889133
A025,T2,ICR,23.33,1.7770549,-0.5682235,1.8674848037800056,0.3379811002391595,-0.5426863387898812
A025,T3,ICR,72.94,-0.15167001,-0.81496215,-0.2125122882413577,-0.0728776070671121,0.009669665979294674
A025,T4,ICR,137.74,-0.76431817,-1.8311752,-0.8732111699871423,-1.7650323630032554,-0.810347277195964
A026,T1,ICR,1.0,1.1173441,-0.4910958,1.1560321033660894,0.4664108663885079,-0.182306400806307
A026,T2,ICR,26.48,0.28154746,-0.48718,0.2546829416957369,0.4729312900273253,0.17470147934641198
A026,T3,ICR,75.46,0.8135648,-0.3545243,0.8284270326065247,0.693823920423125,0.09090529683214399
A026,T4,ICR,147.65,-0.47460285,-0.5146816,-0.5607731338578538,0.42713679522542,0.46473671638486935
A027,T1,ICR,1.0,0.56165755,-0.20576786,0.5567623982450083,0.941526818375606,0.35515169755177534
A027,T2,ICR,28.26,0.6846959,-0.2885601,0.6894507919502085,0.8036647011054072,0.21532817510341912
A027,T3,ICR,74.58,-0.94683594,-1.2606434,-1.0700440251412888,-0.8150070717685005,-0.1277011747281701
A027,T4,ICR,145.92,-0.47532603,-1.274303,-0.5615530337228937,-0.8377524568077749,-0.341259311730555
A028,T1,ICR,1.0,2.2565992,0.0017455599,2.384640331934314,1.2870693405901743,-0.14014282119655708
A028,T2,ICR,22.82,-0.061017342,-0.40434152,-0.1147496239825246,0.6108704041791473,0.4072524009436212
A028,T3,ICR,72.26,0.45241958,-0.6716908,0.4389567647094737,0.1656917522733252,-0.09328553410880842
A028,T4,ICR,138.91,-0.528568,-0.7521241,-0.6189708345711695,0.0317576415761259,0.23548567216783042
A029,T1,ICR,1.0,1.9823364,0.041432988,2.088866775274211,1.3531551581362968,0.017770032051198204
A029,T2,ICR,28.43,0.30846474,-0.059752703,0.2837113758881096,1.1846650484507983,0.6170310888551703
A029,T3,ICR,93.26,1.6233219,-0.4547298,1.7016943422736417,0.5269659831077568,-0.35731622589849094
A029,T4,ICR,143.14,0.09506731,-0.46717912,0.0535769323790907,0.506235904856773,0.2746584795957995
A030,T1,ICR,1.0,0.42693013,-0.7234257,0.4114681469173056,0.079544996843565,-0.13743864738730463
A030,T2,ICR,32.95,0.69716036,-0.41957065,0.7028928543299683,0.5855115045288527,0.0710046512062611
A030,T3,ICR,71.93,0.42517364,-0.71102554,0.4095738933235338,0.1001932159531003,-0.12353493388684399
A030,T4,ICR,150.46,0.6671635,-0.5548663,0.6705433050260337,0.3602229416581319,-0.05994124181248667
A031,T1,ICR,1.0,1.4814626,0.12782651,1.548708849139638,1.4970139770467348,0.32092837071419733
A031,T2,ICR,32.41,0.110624164,-0.15569323,0.070353928887629,1.0249089628051062,0.5987179736505784
A031,T3,ICR,71.56,-0.1332235,-0.7595478,-0.1926189965858136,0.0193960120323573,0.060701682057453916
A031,T4,ICR,143.85,-1.0655026,-1.3349471,-1.1980178520152769,-0.938734433209738,-0.1564729991186386
A032,T1,ICR,1.0,0.9454206,-0.17223424,0.9706244393720912,0.9973655763671074,0.22873130431547628
A032,T2,ICR,57.18,-0.39917567,-0.710624,-0.4794301106792025,0.1008618432854283,0.22490996656604378
A032,T3,ICR,80.16,0.39128196,-0.6086402,0.3730240486680206,0.2706809301377775,-0.0005496733855872016
A032,T4,ICR,144.51,1.7303392,-0.72463715,1.81710513602752,0.0775277418210293,-0.6889897099852288
A033,T1,ICR,1.0,0.14129296,-0.37053573,0.1034281149289118,0.6671623680804951,0.35772550010828397
A033,T2,ICR,29.16,0.38250932,-0.79290557,0.3635633601090958,-0.0361499280172453,-0.1924348628291991
A033,T3,ICR,72.6,0.8144951,-0.146949,0.8294302971387941,1.0394694827487336,0.3108436788414745
A033,T4,ICR,168.33,-0.39993677,-0.5677564,-0.4802509046548128,0.3387588952955187,0.3768783229009931
A034,T1,ICR,1.0,1.903067,-0.03474921,2.003380182224361,1.2262998017094442,-0.029628218187428557
A034,T2,ICR,26.08,1.1695625,-0.14402238,1.2123460544053843,1.044342765916882,0.16404998883356237
A034,T3,ICR,74.28,0.31177452,-0.24851997,0.2872807458586723,0.8703378228566003,0.4152664724948394
