composite_ID,theta_common,theta_congruent,theta_incongruent,se_common,se_congruent,se_incongruent
A020_3,0.3066211,-1.4551419,-1.0092486,0.17970646917502656,0.18092156221455785,0.17793935864979812
A020_4,-2.2669172,-1.9293792,-1.7032639,0.17970646917502656,0.18092156221455785,0.17793935864979812
A021_1,1.0327383,1.8783685,1.0448326,0.17970646917502656,0.18092156221455785,0.17793935864979812
A021_2,0.34158638,0.25508222,-0.29201204,0.17970646917502656,0.18092156221455785,0.17793935864979812
A021_3,0.6782727,-0.15843719,-0.24860418,0.17970646917502656,0.18092156221455785,0.17793935864979812
A021_4,0.5953053,-0.036386196,0.78200793,0.17970646917502656,0.18092156221455785,0.17793935864979812
A022_1,-0.4942778,0.6494347,0.48881888,0.17970646917502656,0.18092156221455785,0.17793935864979812
A022_2,0.25094196,0.076270886,1.0342185,0.17970646917502656,0.18092156221455785,0.17793935864979812
A022_3,0.33368462,1.1361597,0.54420084,0.17970646917502656,0.18092156221455785,0.17793935864979812
A022_4,0.45886272,0.6990898,0.42877445,0.17970646917502656,0.18092156221455785,0.17793935864979812
A023_1,0.7193215,-0.24430105,0.9632814,0.17970646917502656,0.18092156221455785,0.17793935864979812
A023_2,-0.04841511,-0.1116413,0.04027132,0.17970646917502656,0.18092156221455785,0.17793935864979812
A023_3,0.31471765,0.30866498,0.07135998,0.17970646917502656,0.18092156221455785,0.17793935864979812
A023_4,0.27987486,0.58473444,-0.7057141,0.17970646917502656,0.18092156221455785,0.17793935864979812
A024_1,0.406399,0.41024876,-0.2515178,0.17970646917502656,0.18092156221455785,0.17793935864979812
A024_2,0.21115904,0.23814534,0.5676109,0.17970646917502656,0.18092156221455785,0.17793935864979812
A024_3,0.06822501,0.4940262,-0.8440285,0.17970646917502656,0.18092156221455785,0.17793935864979812
A024_4,-0.7991453,-1.258005,-1.2857811,0.17970646917502656,0.18092156221455785,0.17793935864979812
A025_1,1.679738,0.862681,0.9519738,0.17970646917502656,0.18092156221455785,0.17793935864979812
A025_2,1.4824111,1.5108223,1.3929197,0.17970646917502656,0.18092156221455785,0.17793935864979812
A025_3,-0.5518572,0.73786163,-0.74071527,0.17970646917502656,0.18092156221455785,0.17793935864979812
A025_4,-0.39516366,-0.45462325,-0.92373407,0.17970646917502656,0.18092156221455785,0.17793935864979812
A026_1,0.6257168,0.81646323,0.9315565,0.17970646917502656,0.18092156221455785,0.17793935864979812
A026_2,-0.531688,0.8462086,0.3444402,0.17970646917502656,0.18092156221455785,0.17793935864979812
A026_3,0.575691,0.70841956,0.80616385,0.17970646917502656,0.18092156221455785,0.17793935864979812
A026_4,-0.21696071,0.01931885,-0.81945455,0.17970646917502656,0.18092156221455785,0.17793935864979812
A027_1,0.2271614,0.22488399,0.8039759,0.17970646917502656,0.18092156221455785,0.17793935864979812
A027_2,0.32078975,1.0546187,0.6177824,0.17970646917502656,0.18092156221455785,0.17793935864979812
A027_3,-0.2817111,-1.4042631,-0.6065785,0.17970646917502656,0.18092156221455785,0.17793935864979812
A027_4,-0.52874255,-0.23440784,-0.289334,0.17970646917502656,0.18092156221455785,0.17793935864979812
A028_1,1.6921637,1.7910408,1.6133666,0.17970646917502656,0.18092156221455785,0.17793935864979812
A028_2,0.089864016,-1.3807762,0.3768698,0.17970646917502656,0.18092156221455785,0.17793935864979812
A028_3,-0.2230052,0.33008254,0.7503793,0.17970646917502656,0.18092156221455785,0.17793935864979812
A028_4,-0.7048429,-0.08134906,-1.0410227,0.17970646917502656,0.18092156221455785,0.17793935864979812
A029_1,2.0083225,1.8111404,1.7344253,0.17970646917502656,0.18092156221455785,0.17793935864979812
A029_2,0.2751696,-0.7282196,0.8951033,0.17970646917502656,0.18092156221455785,0.17793935864979812
A029_3,0.776973,1.6245925,1.0115062,0.17970646917502656,0.18092156221455785,0.17793935864979812
A029_4,0.604934,0.5554513,0.015090409,0.17970646917502656,0.18092156221455785,0.17793935864979812
A030_1,0.26309797,-0.031765353,0.71327424,0.17970646917502656,0.18092156221455785,0.17793935864979812
A030_2,0.7057591,1.2369885,0.58762,0.17970646917502656,0.18092156221455785,0.17793935864979812
A030_3,0.21273339,0.20050228,0.16254538,0.17970646917502656,0.18092156221455785,0.17793935864979812
A030_4,0.43324962,0.5553997,0.6917357,0.17970646917502656,0.18092156221455785,0.17793935864979812
A031_1,1.7852212,0.67103577,2.1134014,0.17970646917502656,0.18092156221455785,0.17793935864979812
A031_2,0.3874911,0.025415802,-0.60031134,0.17970646917502656,0.18092156221455785,0.17793935864979812
A031_3,0.44130692,-0.7707756,-0.67255753,0.17970646917502656,0.18092156221455785,0.17793935864979812
A031_4,-0.9782642,-0.49537677,-1.225348,0.17970646917502656,0.18092156221455785,0.17793935864979812
A032_1,0.8195504,-0.2447525,0.6478975,0.17970646917502656,0.18092156221455785,0.17793935864979812
A032_2,-0.59632474,0.74934655,-1.0937173,0.17970646917502656,0.18092156221455785,0.17793935864979812
A032_3,0.53313315,0.99491763,0.005662197,0.17970646917502656,0.18092156221455785,0.17793935864979812
A032_4,1.6061348,1.1883266,1.7232915,0.17970646917502656,0.18092156221455785,0.17793935864979812
A033_1,-0.47014964,-0.356507,0.41714495,0.17970646917502656,0.18092156221455785,0.17793935864979812
A033_2,-0.45447692,0.8011188,0.36410588,0.17970646917502656,0.18092156221455785,0.17793935864979812
A033_3,0.9448882,0.4607593,0.60082155,0.17970646917502656,0.18092156221455785,0.17793935864979812
A033_4,-0.1868788,-0.12415446,-0.182886,0.17970646917502656,0.18092156221455785,0.17793935864979812
A034_1,1.7197766,1.534158,1.2487181,0.17970646917502656,0.18092156221455785,0.17793935864979812
A034_2,1.1794816,0.7603135,1.3429832,0.17970646917502656,0.18092156221455785,0.17793935864979812
A034_3,-0.39007962,-0.24281467,0.813363,0.17970646917502656,0.18092156221455785,0.17793935864979812
A034_4,-0.011982491,0.22189379,0.0060024667,0.17970646917502656,0.18092156221455785,0.17793935864979812
A035_1,-0.78448623,-0.9411911,0.23363064,0.17970646917502656,0.18092156221455785,0.17793935864979812
A035_2,1.1168729,0.6311036,0.5037855,0.17970646917502656,0.18092156221455785,0.17793935864979812
A035_3,-0.42315987,0.123566456,-0.65476584,0.17970646917502656,0.18092156221455785,0.17793935864979812
A035_4,-0.9477694,-0.90042925,-0.6653513,0.17970646917502656,0.18092156221455785,0.17793935864979812
A036_1,0.990505,1.4797664,0.5008044,0.17970646917502656,0.18092156221455785,0.17793935864979812
A036_2,-0.47750115,-0.35229388,0.26912344,0.17970646917502656,0.18092156221455785,0.17793935864979812
A036_3,-0.097924955,0.0820215,-0.75009626,0.17970646917502656,0.18092156221455785,0.17793935864979812
A036_4,-1.1081315,-1.0252575,-0.6267829,0.17970646917502656,0.18092156221455785,0.17793935864979812
A037_1,1.7394857,0.17199017,0.79652756,0.17970646917502656,0.18092156221455785,0.17793935864979812
A037_2,1.3047822,0.4765733,1.061938,0.17970646917502656,0.18092156221455785,0.17793935864979812
A037_3,-0.27032337,0.9803297,0.5492207,0.17970646917502656,0.18092156221455785,0.17793935864979812
A037_4,0.3227974,-0.54486114,-0.8214808,0.17970646917502656,0.18092156221455785,0.17793935864979812
A038_1,1.0168725,0.63205796,0.9297608,0.17970646917502656,0.18092156221455785,0.17793935864979812
A038_2,-0.22171962,-0.60500646,-0.32438222,0.17970646917502656,0.18092156221455785,0.17793935864979812
A038_3,1.3255761,-0.19050035,1.405273,0.17970646917502656,0.18092156221455785,0.17793935864979812
A038_4,0.6536103,0.10837247,-0.49562117,0.17970646917502656,0.18092156221455785,0.17793935864979812
A039_1,1.9336982,1.4926538,2.1392586,0.17970646917502656,0.18092156221455785,0.17793935864979812
A039_2,0.86912966,0.6972433,0.7076654,0.17970646917502656,0.18092156221455785,0.17793935864979812
A039_3,0.64099073,0.19053975,1.0956427,0.17970646917502656,0.18092156221455785,0.17793935864979812
A039_4,-0.14998797,0.70008767,0.9475215,0.17970646917502656,0.18092156221455785,0.17793935864979812
A040_1,-1.4604373,-0.2726117,0.16548318,0.17970646917502656,0.18092156221455785,0.17793935864979812
A040_2,-0.32137585,-0.5041602,-0.123004474,0.17970646917502656,0.18092156221455785,0.17793935864979812
A040_3,-1.097899,-1.0668178,-1.7045789,0.17970646917502656,0.18092156221455785,0.17793935864979812
A040_4,-0.7496592,-0.84142435,-1.5751827,0.17970646917502656,0.18092156221455785,0.17793935864979812
A041_1,1.2432567,1.236588,1.0718852,0.17970646917502656,0.18092156221455785,0.17793935864979812
A041_2,-1.110531,-1.0426738,-0.58936137,0.17970646917502656,0.18092156221455785,0.17793935864979812
A041_3,-0.55549353,1.4461145,-0.120577976,0.17970646917502656,0.18092156221455785,0.17793935864979812
A041_4,0.18444452,-0.3942202,0.98179835,0.17970646917502656,0.18092156221455785,0.17793935864979812
A042_1,-0.5071687,-1.1011698,-0.6795102,0.17970646917502656,0.18092156221455785,0.17793935864979812
A042_2,-0.98113406,-0.566577,-0.90186745,0.17970646917502656,0.18092156221455785,0.17793935864979812
A042_3,-0.66514933,-0.8275747,-0.40971076,0.17970646917502656,0.18092156221455785,0.17793935864979812
A042_4,-0.956506,-0.8660693,-1.0689518,0.17970646917502656,0.18092156221455785,0.17793935864979812
A043_1,1.0012743,0.24343939,0.9533985,0.17970646917502656,0.18092156221455785,0.17793935864979812
A043_2,0.18308067,0.40108725,-0.27819136,0.17970646917502656,0.18092156221455785,0.17793935864979812
A043_3,0.04614708,0.21540791,-0.018237624,0.17970646917502656,0.18092156221455785,0.17793935864979812
A043_4,-0.13117903,-0.0023983885,-0.1607829,0.17970646917502656,0.18092156221455785,0.17793935864979812
A044_1,-0.024094155,-0.3435173,-0.64531535,0.17970646917502656,0.18092156221455785,0.17793935864979812
A044_2,0.24964198,0.03885187,-0.8510653,0.17970646917502656,0.18092156221455785,0.17793935864979812
A044_3,-1.3534971,-1.0238324,-1.377205,0.17970646917502656,0.18092156221455785,0.17793935864979812
A044_4,-0.8112111,-1.0239543,-1.0453893,0.17970646917502656,0.18092156221455785,0.17793935864979812
A045_1,-0.8581079,0.85051215,-0.803257,0.17970646917502656,0.18092156221455785,0.17793935864979812
A045_2,0.16239157,-0.76545745,-1.114629,0.17970646917502656,0.18092156221455785,0.17793935864979812
A045_3,0.20114496,-1.3945905,-0.26645172,0.17970646917502656,0.18092156221455785,0.17793935864979812
A045_4,-0.86195165,-0.8032433,-0.74387354,0.17970646917502656,0.18092156221455785,0.17793935864979812
A046_1,-0.86212575,-0.6010532,-0.3374901,0.17970646917502656,0.18092156221455785,0.17793935864979812
A046_2,-0.9799252,-1.462761,-1.404972,0.17970646917502656,0.18092156221455785,0.17793935864979812
A046_3,-1.7828507,-1.9246614,-2.128096,0.17970646917502656,0.18092156221455785,0.17793935864979812
A046_4,-1.8940802,-0.8458165,-0.864937,0.17970646917502656,0.18092156221455785,0.17793935864979812
A047_1,0.12396706,-0.9563021,-0.32607007,0.17970646917502656,0.18092156221455785,0.17793935864979812
A047_2,0.114391185,-0.61899537,-0.078416,0.17970646917502656,0.18092156221455785,0.17793935864979812
A047_3,-1.3890804,-0.26614246,-1.3687515,0.17970646917502656,0.18092156221455785,0.17793935864979812
A047_4,-1.0029843,-0.78866583,-1.0623719,0.17970646917502656,0.18092156221455785,0.17793935864979812
A048_1,1.0460125,1.3273537,1.2304503,0.17970646917502656,0.18092156221455785,0.17793935864979812
A048_2,-0.55559015,0.7173814,0.18334313,0.17970646917502656,0.18092156221455785,0.17793935864979812
A048_3,-0.112680905,0.8102288,-0.10395247,0.17970646917502656,0.18092156221455785,0.17793935864979812
A048_4,0.48282078,-0.31189764,0.35237667,0.17970646917502656,0.18092156221455785,0.17793935864979812
A049_1,1.9764639,2.5194323,1.727745,0.17970646917502656,0.18092156221455785,0.17793935864979812
A049_2,-0.65204966,-0.18143874,-0.7789168,0.17970646917502656,0.18092156221455785,0.17793935864979812
A049_3,0.6130677,0.3583937,0.43636826,0.17970646917502656,0.18092156221455785,0.17793935864979812
A049_4,0.23329851,0.83445746,-0.15147135,0.17970646917502656,0.18092156221455785,0.17793935864979812
A050_1,-0.27215704,-0.7414513,0.4807633,0.17970646917502656,0.18092156221455785,0.17793935864979812
A050_2,-0.567346,-0.25546557,-0.21927933,0.17970646917502656,0.18092156221455785,0.17793935864979812
A050_3,-0.8933185,-1.3676333,-0.72822016,0.17970646917502656,0.18092156221455785,0.17793935864979812
A050_4,-0.46849984,-0.6520955,-0.23161791,0.17970646917502656,0.18092156221455785,0.17793935864979812
A051_1,0.84591913,1.9724858,1.4360584,0.17970646917502656,0.18092156221455785,0.17793935864979812
A051_2,-0.39775762,-0.14713329,0.37852287,0.17970646917502656,0.18092156221455785,0.17793935864979812
A051_3,-0.46264797,-0.19581929,-0.67220443,0.17970646917502656,0.18092156221455785,0.17793935864979812
A051_4,-0.075024724,0.18196867,-0.5565828,0.17970646917502656,0.18092156221455785,0.17793935864979812
A052_1,1.0135975,0.4067963,0.68400115,0.17970646917502656,0.18092156221455785,0.17793935864979812
A052_2,-0.30413657,-0.4011827,0.83020645,0.17970646917502656,0.18092156221455785,0.17793935864979812
A052_3,-0.08162584,0.3314082,0.70899963,0.17970646917502656,0.18092156221455785,0.17793935864979812
A052_4,-0.2123648,-0.5856504,-1.1945138,0.17970646917502656,0.18092156221455785,0.17793935864979812
A053_1,1.2308645,1.0875007,0.9949265,0.17970646917502656,0.18092156221455785,0.17793935864979812
A053_2,0.8234296,0.58034974,0.4259013,0.17970646917502656,0.18092156221455785,0.17793935864979812
A053_3,-0.4092215,0.18926993,-1.0136684,0.17970646917502656,0.18092156221455785,0.17793935864979812
A053_4,-0.43030694,-0.9656603,0.66391104,0.17970646917502656,0.18092156221455785,0.17793935864979812
A054_1,0.13753954,0.34612215,-0.0055772616,0.17970646917502656,0.18092156221455785,0.17793935864979812
A054_2,0.93714684,0.54782224,0.29850373,0.17970646917502656,0.18092156221455785,0.17793935864979812
A054_3,0.2869216,0.6985965,0.91398185,0.17970646917502656,0.18092156221455785,0.17793935864979812
A054_4,1.7023011,0.7948472,0.93789214,0.17970646917502656,0.18092156221455785,0.17793935864979812
A055_1,-0.5674331,-0.39206398,0.5264262,0.17970646917502656,0.18092156221455785,0.17793935864979812
A055_2,0.39690796,0.5866409,0.55881715,0.17970646917502656,0.18092156221455785,0.17793935864979812
A055_3,-1.0856861,0.17091355,-0.79457915,0.17970646917502656,0.18092156221455785,0.17793935864979812
A055_4,-1.2601199,-1.3391815,-0.7530871,0.17970646917502656,0.18092156221455785,0.17793935864979812
A056_1,0.5652631,1.2863158,0.83325845,0.17970646917502656,0.18092156221455785,0.17793935864979812
A056_2,-0.5280367,0.043903742,0.5740852,0.17970646917502656,0.18092156221455785,0.17793935864979812
A056_3,0.35737285,-0.3417691,0.07558953,0.17970646917502656,0.18092156221455785,0.17793935864979812
A056_4,-1.4836878,-0.9667737,-1.1748037,0.17970646917502656,0.18092156221455785,0.17793935864979812
A057_1,-0.63994086,0.2322477,0.23086174,0.17970646917502656,0.18092156221455785,0.17793935864979812
A057_2,-0.49034068,-1.2135239,-0.6664567,0.17970646917502656,0.18092156221455785,0.17793935864979812
A057_3,-0.7639467,-0.18359618,-0.4256991,0.17970646917502656,0.18092156221455785,0.17793935864979812
A057_4,-1.6484828,-0.8886975,-1.0447694,0.17970646917502656,0.18092156221455785,0.17793935864979812
A058_1,1.0628799,1.725907,1.2165363,0.17970646917502656,0.18092156221455785,0.17793935864979812
A058_2,-1.1093011,-0.33422893,-0.73146224,0.17970646917502656,0.18092156221455785,0.17793935864979812
A058_3,-0.37524617,-1.0039395,0.48865846,0.17970646917502656,0.18092156221455785,0.17793935864979812
A058_4,-0.5864816,-0.86696005,-0.30165923,0.17970646917502656,0.18092156221455785,0.17793935864979812
A059_1,1.2125821,0.7735279,0.8852128,0.17970646917502656,0.18092156221455785,0.17793935864979812
A059_2,1.69346,0.09174161,1.1454946,0.17970646917502656,0.18092156221455785,0.17793935864979812
A059_3,1.632103,0.8778521,0.9926275,0.17970646917502656,0.18092156221455785,0.17793935864979812
A059_4,0.3759779,0.37937596,0.27375188,0.17970646917502656,0.18092156221455785,0.17793935864979812
A060_1,-0.42031452,0.31054437,-0.32466954,0.17970646917502656,0.18092156221455785,0.17793935864979812
A060_2,0.75223684,0.11355525,0.96853006,0.17970646917502656,0.18092156221455785,0.17793935864979812
A060_3,-0.5047938,0.5027583,-0.3832463,0.17970646917502656,0.18092156221455785,0.17793935864979812
A060_4,0.5516133,-0.063468195,0.48037866,0.17970646917502656,0.18092156221455785,0.17793935864979812
A061_1,2.4999008,2.7249699,2.290163,0.17970646917502656,0.18092156221455785,0.17793935864979812
A061_2,1.3994515,-0.35344678,1.0017232,0.17970646917502656,0.18092156221455785,0.17793935864979812
A061_3,-0.33208945,0.71240234,1.0277274,0.17970646917502656,0.18092156221455785,0.17793935864979812
A061_4,-0.50670296,0.082317464,-1.0403812,0.17970646917502656,0.18092156221455785,0.17793935864979812
A062_1,1.9823412,-0.4480542,1.7049147,0.17970646917502656,0.18092156221455785,0.17793935864979812
A062_2,-0.3258582,1.0724434,-0.010389304,0.17970646917502656,0.18092156221455785,0.17793935864979812
A062_3,-1.0379667,-0.50367546,-1.518565,0.17970646917502656,0.18092156221455785,0.17793935864979812
A062_4,-1.2981796,-1.1848493,-0.47384578,0.17970646917502656,0.18092156221455785,0.17793935864979812
A063_1,0.97293955,1.4791718,0.7541554,0.17970646917502656,0.18092156221455785,0.17793935864979812
A063_2,1.0796053,0.69402915,0.8209645,0.17970646917502656,0.18092156221455785,0.17793935864979812
A063_3,0.2856161,-0.7834351,0.335672,0.17970646917502656,0.18092156221455785,0.17793935864979812
A063_4,-0.9386933,-0.32385617,-1.0282608,0.17970646917502656,0.18092156221455785,0.17793935864979812
A064_1,1.6968275,0.30547816,1.3091699,0.17970646917502656,0.18092156221455785,0.17793935864979812
A064_2,0.8409502,0.88099945,1.18997,0.17970646917502656,0.18092156221455785,0.17793935864979812
A064_3,0.5270676,0.13667664,0.22152342,0.17970646917502656,0.18092156221455785,0.17793935864979812
A064_4,-0.7929755,-0.30037907,-1.0077853,0.17970646917502656,0.18092156221455785,0.17793935864979812
A065_1,-1.3469946,-1.3616043,-1.7404909,0.17970646917502656,0.18092156221455785,0.17793935864979812
A065_2,0.06933213,0.029639954,-0.44025603,0.17970646917502656,0.18092156221455785,0.17793935864979812
A065_3,-1.7658913,-1.6944957,-0.9258869,0.17970646917502656,0.18092156221455785,0.17793935864979812
A065_4,-2.166405,-1.9688493,-1.6618221,0.17970646917502656,0.18092156221455785,0.17793935864979812
A066_1,0.43607792,-0.44643345,0.5316704,0.17970646917502656,0.18092156221455785,0.17793935864979812
A066_2,-0.19840899,-0.6241608,-0.13929816,0.17970646917502656,0.18092156221455785,0.17793935864979812
A066_3,-0.28593096,-0.6928404,-1.4517348,0.17970646917502656,0.18092156221455785,0.17793935864979812
A066_4,-1.0913795,-0.9331963,-1.117724,0.17970646917502656,0.18092156221455785,0.17793935864979812
A067_1,0.4651604,-0.3324337,0.3395437,0.17970646917502656,0.18092156221455785,0.17793935864979812
A067_2,-1.1058728,-0.68054533,-1.5726591,0.17970646917502656,0.18092156221455785,0.17793935864979812
A067_3,-1.4382995,-0.846895,-1.3259361,0.17970646917502656,0.18092156221455785,0.17793935864979812
A067_4,-1.4188552,-1.44184,-1.2339349,0.17970646917502656,0.18092156221455785,0.17793935864979812
A068_1,1.1698844,0.8235114,1.1783738,0.17970646917502656,0.18092156221455785,0.17793935864979812
A068_2,-0.119196236,0.6953333,-0.55891633,0.17970646917502656,0.18092156221455785,0.17793935864979812
A068_3,1.0482991,-0.04233546,0.9378782,0.17970646917502656,0.18092156221455785,0.17793935864979812
A068_4,-0.5205334,-0.33916414,-0.73750806,0.17970646917502656,0.18092156221455785,0.17793935864979812
A069_1,-0.8008053,-0.8114474,-0.46212825,0.17970646917502656,0.18092156221455785,0.17793935864979812
A069_2,-1.0981758,-0.71459043,-1.09218,0.17970646917502656,0.18092156221455785,0.17793935864979812
A069_3,0.24750799,-1.4280351,-0.2929373,0.17970646917502656,0.18092156221455785,0.17793935864979812
A069_4,-1.0345893,-1.788849,-1.4665763,0.17970646917502656,0.18092156221455785,0.17793935864979812
A070_1,0.6465872,0.15608343,-0.31665847,0.17970646917502656,0.18092156221455785,0.17793935864979812
A070_2,0.5914551,-0.5146059,0.20766646,0.17970646917502656,0.18092156221455785,0.17793935864979812
A070_3,-0.17949706,-0.816837,-1.1217479,0.17970646917502656,0.18092156221455785,0.17793935864979812
A070_4,-0.8970039,-0.60872436,-0.72864103,0.17970646917502656,0.18092156221455785,0.17793935864979812
A071_1,0.7290743,1.7217282,-0.08312413,0.17970646917502656,0.18092156221455785,0.17793935864979812
A071_2,0.8782749,0.31591484,-0.044551298,0.17970646917502656,0.18092156221455785,0.17793935864979812
A071_3,0.0733509,-1.976005,-0.87742853,0.17970646917502656,0.18092156221455785,0.17793935864979812
A071_4,-0.0039881496,-0.40555486,0.42256534,0.17970646917502656,0.18092156221455785,0.17793935864979812
A072_1,1.036526,0.047467846,1.1508113,0.17970646917502656,0.18092156221455785,0.17793935864979812
A072_2,1.1427726,1.0020914,0.61842513,0.17970646917502656,0.18092156221455785,0.17793935864979812
A072_3,-0.5471436,-0.26772958,-1.0075816,0.17970646917502656,0.18092156221455785,0.17793935864979812
A072_4,0.17465238,0.08356741,-0.1468396,0.17970646917502656,0.18092156221455785,0.17793935864979812
A073_1,0.40331748,1.4313273,0.6713113,0.17970646917502656,0.18092156221455785,0.17793935864979812
A073_2,0.151396,-0.26812577,0.12467142,0.17970646917502656,0.18092156221455785,0.17793935864979812
A073_3,0.98338544,0.29841182,0.9272587,0.17970646917502656,0.18092156221455785,0.17793935864979812
A073_4,1.039523,-0.060121775,1.3193443,0.17970646917502656,0.18092156221455785,0.17793935864979812
A074_1,1.0067781,0.2371096,1.1470808,0.17970646917502656,0.18092156221455785,0.17793935864979812
A074_2,-0.08886749,0.6815525,-0.12352178,0.17970646917502656,0.18092156221455785,0.17793935864979812
A074_3,-1.3598253,-0.19952986,0.47953475,0.17970646917502656,0.18092156221455785,0.17793935864979812
A074_4,-1.486225,0.9533767,-1.3922113,0.17970646917502656,0.18092156221455785,0.17793935864979812
A075_1,0.7844306,0.6399591,0.44369072,0.17970646917502656,0.18092156221455785,0.17793935864979812
A075_2,0.102950335,1.2335103,0.17949262,0.17970646917502656,0.18092156221455785,0.17793935864979812
A075_3,-0.43386704,-2.2314498,-1.3146535,0.17970646917502656,0.18092156221455785,0.17793935864979812
A075_4,-0.9802694,-0.1412962,-1.3627837,0.17970646917502656,0.18092156221455785,0.17793935864979812
A076_1,0.2988085,-0.04288952,-0.27995238,0.17970646917502656,0.18092156221455785,0.17793935864979812
A076_2,-1.0468278,-0.55909544,-0.9534373,0.17970646917502656,0.18092156221455785,0.17793935864979812
A076_3,-1.1517186,-1.1132795,-1.3802018,0.17970646917502656,0.18092156221455785,0.17793935864979812
A076_4,-1.6079503,-1.4173241,-1.5612394,0.17970646917502656,0.18092156221455785,0.17793935864979812
A077_1,1.6191733,-0.2515674,1.0038377,0.17970646917502656,0.18092156221455785,0.17793935864979812
A077_2,-0.7026924,-0.0965349,0.399032,0.17970646917502656,0.18092156221455785,0.17793935864979812
