domain,R2,adj_R2,F_stat,p_value,AIC,BIC,df_resid
What,0.272509999449006,0.23381372282395319,7.042279599391139,1.2480309534129589e-05,173.04677691399792,188.67779802992646,94.0
Where,0.26543115938694484,0.22635834871603766,6.7932445818283425,1.896809430728913e-05,184.13287695323902,199.76389806916757,94.0
When,0.09660878918333038,0.048556065203720356,2.010474769844968,0.08417885872420669,31.79962469137834,47.43064580730689,94.0
