effect_type,univariate_mean,multivariate_mean,ci_lower,ci_upper
R2_diff_what,0.0707273904745815,0.07072739047458151,-0.7535990413238768,0.7535990413238768
R2_diff_where,0.0322642239260543,0.03226422392605438,-0.6283478464610791,0.6283478464610793
R2_diff_when,0.0270612822193817,0.027061282219381765,-0.30742135040412205,0.30742135040412216
