predictor,what_beta,where_beta,when_beta
const,-0.0072221286636249896,0.036789546436750004,0.10869476563825002
ravlt_z,0.02683955407047726,-0.010725072507969884,-0.03270819999264768
bvmt_z,0.10197554772949753,0.11328665717852568,0.04017493497148858
rpm_z,0.1969068610358607,0.22290131700515106,0.054182031822696666
age_z,0.0019384069838634982,0.03889053607473979,-0.018651041524861765
pctret_z,0.13114017651697416,0.1416579393750625,-0.010291224157191704
